Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
665¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Program
957¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":37,"column":34},"end":{"line":39,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
958¿VariableDeclarator¿¿1182¿v112¿¿¿{"start":{"line":40,"column":37},"end":{"line":40,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
959¿ObjectExpression¿¿1182¿¿¿¿{"start":{"line":40,"column":37},"end":{"line":40,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ObjectExpression
960¿VariableDeclarator¿¿1182¿v113¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
961¿CallExpression¿¿1182¿¿¿¿{"start":{"line":40,"column":28},"end":{"line":40,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
962¿Identifier¿¿1182¿override¿¿¿{"start":{"line":40,"column":28},"end":{"line":40,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
963¿Identifier¿¿1182¿v112¿¿¿¿¿Identifier
964¿Identifier¿¿1182¿val¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
965¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
966¿AssignmentExpression¿=¿1182¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
967¿MemberExpression¿computed¿1182¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
968¿Identifier¿¿1182¿target¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
969¿Identifier¿¿1182¿index¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
970¿Identifier¿¿1182¿v113¿¿¿¿¿Identifier
971¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
972¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":36,"column":60},"end":{"line":42,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
973¿VariableDeclarator¿¿1182¿v114¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
974¿CallExpression¿¿1182¿¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
975¿Identifier¿¿1182¿override¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
976¿Identifier¿¿1182¿src¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
977¿Identifier¿¿1182¿val¿¿¿{"start":{"line":43,"column":40},"end":{"line":43,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
978¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
979¿AssignmentExpression¿=¿1182¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
980¿MemberExpression¿computed¿1182¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
981¿Identifier¿¿1182¿target¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
982¿Identifier¿¿1182¿index¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
983¿Identifier¿¿1182¿v114¿¿¿¿¿Identifier
984¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
985¿BlockStatement¿¿1182¿¿¿¿¿¿BlockStatement
986¿BlockStatement¿¿1182¿¿¿¿¿¿BlockStatement
987¿BlockStatement¿¿1182¿¿¿¿¿¿BlockStatement
988¿ReturnStatement¿¿1182¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ReturnStatement
989¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":28,"column":32},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
990¿VariableDeclarator¿¿1179¿v116¿¿¿{"start":{"line":28,"column":6},"end":{"line":46,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
991¿CallExpression¿¿1179¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":46,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
992¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
993¿Identifier¿¿1179¿obj¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
994¿Identifier¿¿1179¿forEach¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
995¿Identifier¿¿1179¿v115¿¿¿¿¿Identifier
996¿ExpressionStatement¿¿1179¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
997¿Identifier¿¿1179¿v116¿¿¿¿¿Identifier
998¿BlockStatement¿¿1179¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":47,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
999¿VariableDeclarator¿¿1179¿v117¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1000¿CallExpression¿¿1179¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1001¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1002¿Identifier¿¿1179¿Object¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1003¿Identifier¿¿1179¿keys¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1004¿Identifier¿¿1179¿obj¿¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1179¿v135¿¿¿{"start":{"line":48,"column":31},"end":{"line":66,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1006¿ArrowFunctionExpression¿¿1179¿¿¿¿{"start":{"line":48,"column":31},"end":{"line":66,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
1007¿Identifier¿¿0¿key¿¿¿{"start":{"line":48,"column":31},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1008¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1009¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1010¿Identifier¿¿1189¿src¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1011¿MemberExpression¿computed¿1189¿¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1012¿Identifier¿¿1189¿target¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1013¿Identifier¿¿1189¿key¿¿¿{"start":{"line":49,"column":21},"end":{"line":49,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1014¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1015¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1016¿Identifier¿¿1189¿val¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1017¿MemberExpression¿computed¿1189¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1018¿Identifier¿¿1189¿obj¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1019¿Identifier¿¿1189¿key¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1020¿VariableDeclarator¿¿1189¿v118¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1021¿BinaryExpression¿===¿1189¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
1022¿Identifier¿¿1189¿val¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1023¿Identifier¿¿1189¿target¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1024¿IfStatement¿¿1189¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
1025¿Identifier¿¿1189¿v118¿¿¿¿¿Identifier
1026¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":51,"column":28},"end":{"line":52,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1027¿VariableDeclarator¿¿1189¿v119¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1028¿UnaryExpression¿typeof¿1189¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿UnaryExpression
1029¿Identifier¿¿1189¿val¿¿¿{"start":{"line":52,"column":26},"end":{"line":52,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1030¿VariableDeclarator¿¿1189¿v120¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1031¿BinaryExpression¿!==¿1189¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
1032¿Identifier¿¿1189¿v119¿¿¿¿¿Identifier
1033¿Literal¿string¿1189¿¿'object'¿¿{"start":{"line":52,"column":34},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
1034¿VariableDeclarator¿¿1189¿v121¿¿¿{"start":{"line":52,"column":46},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1035¿BinaryExpression¿===¿1189¿¿¿¿{"start":{"line":52,"column":46},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
1036¿Identifier¿¿1189¿val¿¿¿{"start":{"line":52,"column":46},"end":{"line":52,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1037¿Literal¿object¿1189¿¿null¿¿{"start":{"line":52,"column":54},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
1038¿VariableDeclarator¿¿1189¿v122¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1039¿LogicalExpression¿||¿1189¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿LogicalExpression
1040¿Identifier¿¿1189¿v120¿¿¿¿¿Identifier
1041¿Identifier¿¿1189¿v121¿¿¿¿¿Identifier
1042¿IfStatement¿¿1189¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
1043¿Identifier¿¿1189¿v122¿¿¿¿¿Identifier
1044¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1045¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1046¿MemberExpression¿computed¿1189¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1047¿Identifier¿¿1189¿target¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1048¿Identifier¿¿1189¿key¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1049¿Identifier¿¿1189¿val¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1050¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":52,"column":60},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1051¿VariableDeclarator¿¿1189¿v123¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1189¿¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1053¿Identifier¿¿1189¿isSpecificValue¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1054¿Identifier¿¿1189¿val¿¿¿{"start":{"line":54,"column":35},"end":{"line":54,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1055¿IfStatement¿¿1189¿¿¿¿{"start":{"line":54,"column":15},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
1056¿Identifier¿¿1189¿v123¿¿¿¿¿Identifier
1057¿VariableDeclarator¿¿1189¿v124¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1058¿CallExpression¿¿1189¿¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1059¿Identifier¿¿1189¿cloneSpecificValue¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1060¿Identifier¿¿1189¿val¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1061¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1062¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1063¿MemberExpression¿computed¿1189¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1064¿Identifier¿¿1189¿target¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1065¿Identifier¿¿1189¿key¿¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1066¿Identifier¿¿1189¿v124¿¿¿¿¿Identifier
1067¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":54,"column":41},"end":{"line":56,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1068¿VariableDeclarator¿¿1189¿v125¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1069¿UnaryExpression¿typeof¿1189¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿UnaryExpression
1070¿Identifier¿¿1189¿src¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1071¿VariableDeclarator¿¿1189¿v126¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1072¿BinaryExpression¿!==¿1189¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
1073¿Identifier¿¿1189¿v125¿¿¿¿¿Identifier
1074¿Literal¿string¿1189¿¿'object'¿¿{"start":{"line":56,"column":34},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
1075¿VariableDeclarator¿¿1189¿v127¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1076¿BinaryExpression¿===¿1189¿¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
1077¿Identifier¿¿1189¿src¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1078¿Literal¿object¿1189¿¿null¿¿{"start":{"line":56,"column":54},"end":{"line":56,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
1079¿VariableDeclarator¿¿1189¿v128¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1080¿LogicalExpression¿||¿1189¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿LogicalExpression
1081¿Identifier¿¿1189¿v126¿¿¿¿¿Identifier
1082¿Identifier¿¿1189¿v127¿¿¿¿¿Identifier
1083¿IfStatement¿¿1189¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
1084¿Identifier¿¿1189¿v128¿¿¿¿¿Identifier
1085¿VariableDeclarator¿¿1189¿v129¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1086¿CallExpression¿¿1189¿¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1087¿MemberExpression¿¿1189¿¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1088¿Identifier¿¿1189¿Array¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1089¿Identifier¿¿1189¿isArray¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1090¿Identifier¿¿1189¿val¿¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1091¿IfStatement¿¿1189¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":61,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
1092¿Identifier¿¿1189¿v129¿¿¿¿¿Identifier
1093¿VariableDeclarator¿¿1189¿v130¿¿¿{"start":{"line":58,"column":35},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1094¿ArrayExpression¿¿1189¿¿¿¿{"start":{"line":58,"column":35},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ArrayExpression
1095¿VariableDeclarator¿¿1189¿v131¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1096¿CallExpression¿¿1189¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1097¿Identifier¿¿1189¿override¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1098¿Identifier¿¿1189¿v130¿¿¿¿¿Identifier
1099¿Identifier¿¿1189¿val¿¿¿{"start":{"line":58,"column":39},"end":{"line":58,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1100¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
