Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1047¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":160,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Program
1321¿Identifier¿¿1827¿v145¿¿¿¿¿Identifier
1322¿VariableDeclarator¿¿1827¿v146¿¿¿{"start":{"line":69,"column":43},"end":{"line":69,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1323¿BinaryExpression¿+¿1827¿¿¿¿{"start":{"line":69,"column":43},"end":{"line":69,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1324¿Literal¿string¿1827¿¿'exec error: '¿¿{"start":{"line":69,"column":43},"end":{"line":69,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1325¿Identifier¿¿1827¿error¿¿¿{"start":{"line":69,"column":60},"end":{"line":69,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1326¿VariableDeclarator¿¿1827¿v147¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1327¿CallExpression¿¿1827¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1328¿Identifier¿¿1827¿callback¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1329¿Literal¿string¿1827¿¿'IP address unreachable'¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1330¿Identifier¿¿1827¿v146¿¿¿¿¿Identifier
1331¿ExpressionStatement¿¿1827¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1332¿Identifier¿¿1827¿v147¿¿¿¿¿Identifier
1333¿ReturnStatement¿¿1827¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1334¿BlockStatement¿¿1827¿¿¿¿{"start":{"line":68,"column":26},"end":{"line":71,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1335¿VariableDeclarator¿¿1827¿v148¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1336¿BinaryExpression¿!==¿1827¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1337¿Identifier¿¿1827¿stderr¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1338¿Literal¿object¿1827¿¿null¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1339¿VariableDeclarator¿¿1827¿v149¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1340¿BinaryExpression¿!==¿1827¿¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1341¿Identifier¿¿1827¿stderr¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1342¿Literal¿string¿1827¿¿''¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1343¿VariableDeclarator¿¿1827¿v150¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1344¿LogicalExpression¿&&¿1827¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿LogicalExpression
1345¿Identifier¿¿1827¿v148¿¿¿¿¿Identifier
1346¿Identifier¿¿1827¿v149¿¿¿¿¿Identifier
1347¿IfStatement¿¿1827¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":75,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1348¿Identifier¿¿1827¿v150¿¿¿¿¿Identifier
1349¿VariableDeclarator¿¿1827¿v151¿¿¿{"start":{"line":73,"column":43},"end":{"line":73,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1350¿BinaryExpression¿+¿1827¿¿¿¿{"start":{"line":73,"column":43},"end":{"line":73,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1351¿Literal¿string¿1827¿¿'stderr: '¿¿{"start":{"line":73,"column":43},"end":{"line":73,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1352¿Identifier¿¿1827¿stderr¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1353¿VariableDeclarator¿¿1827¿v152¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1827¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1355¿Identifier¿¿1827¿callback¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1356¿Literal¿string¿1827¿¿'IP address unreachable'¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1357¿Identifier¿¿1827¿v151¿¿¿¿¿Identifier
1358¿ExpressionStatement¿¿1827¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1359¿Identifier¿¿1827¿v152¿¿¿¿¿Identifier
1360¿ReturnStatement¿¿1827¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1361¿BlockStatement¿¿1827¿¿¿¿{"start":{"line":72,"column":44},"end":{"line":75,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1362¿VariableDeclarator¿¿1827¿v167¿¿¿{"start":{"line":78,"column":8},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1363¿FunctionExpression¿¿1827¿anon¿¿¿{"start":{"line":78,"column":8},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1364¿Identifier¿¿0¿error2¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1365¿Identifier¿¿0¿stdout2¿¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1366¿Identifier¿¿0¿stderr2¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1367¿VariableDeclarator¿¿1831¿v153¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1368¿BinaryExpression¿!==¿1831¿¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1369¿Identifier¿¿1831¿error2¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1370¿Literal¿object¿1831¿¿null¿¿{"start":{"line":79,"column":25},"end":{"line":79,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1371¿IfStatement¿¿1831¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":82,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1372¿Identifier¿¿1831¿v153¿¿¿¿¿Identifier
1373¿VariableDeclarator¿¿1831¿v154¿¿¿{"start":{"line":80,"column":47},"end":{"line":80,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1374¿BinaryExpression¿+¿1831¿¿¿¿{"start":{"line":80,"column":47},"end":{"line":80,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1375¿Literal¿string¿1831¿¿'exec error: '¿¿{"start":{"line":80,"column":47},"end":{"line":80,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1376¿Identifier¿¿1831¿error2¿¿¿{"start":{"line":80,"column":64},"end":{"line":80,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1831¿v155¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1378¿CallExpression¿¿1831¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1379¿Identifier¿¿1831¿callback¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1380¿Literal¿string¿1831¿¿'IP address unreachable'¿¿{"start":{"line":80,"column":21},"end":{"line":80,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1381¿Identifier¿¿1831¿v154¿¿¿¿¿Identifier
1382¿ExpressionStatement¿¿1831¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1383¿Identifier¿¿1831¿v155¿¿¿¿¿Identifier
1384¿ReturnStatement¿¿1831¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1385¿BlockStatement¿¿1831¿¿¿¿{"start":{"line":79,"column":31},"end":{"line":82,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1386¿VariableDeclarator¿¿1831¿v156¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1387¿BinaryExpression¿!==¿1831¿¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1388¿Identifier¿¿1831¿stderr2¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1389¿Literal¿object¿1831¿¿null¿¿{"start":{"line":83,"column":26},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1390¿VariableDeclarator¿¿1831¿v157¿¿¿{"start":{"line":83,"column":34},"end":{"line":83,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1391¿BinaryExpression¿!==¿1831¿¿¿¿{"start":{"line":83,"column":34},"end":{"line":83,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1392¿Identifier¿¿1831¿stderr2¿¿¿{"start":{"line":83,"column":34},"end":{"line":83,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1393¿Literal¿string¿1831¿¿''¿¿{"start":{"line":83,"column":46},"end":{"line":83,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1394¿VariableDeclarator¿¿1831¿v158¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1395¿LogicalExpression¿&&¿1831¿¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿LogicalExpression
1396¿Identifier¿¿1831¿v156¿¿¿¿¿Identifier
1397¿Identifier¿¿1831¿v157¿¿¿¿¿Identifier
1398¿IfStatement¿¿1831¿¿¿¿{"start":{"line":83,"column":10},"end":{"line":86,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1399¿Identifier¿¿1831¿v158¿¿¿¿¿Identifier
1400¿VariableDeclarator¿¿1831¿v159¿¿¿{"start":{"line":84,"column":47},"end":{"line":84,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1401¿BinaryExpression¿+¿1831¿¿¿¿{"start":{"line":84,"column":47},"end":{"line":84,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1402¿Literal¿string¿1831¿¿'stderr: '¿¿{"start":{"line":84,"column":47},"end":{"line":84,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1403¿Identifier¿¿1831¿stderr2¿¿¿{"start":{"line":84,"column":60},"end":{"line":84,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1404¿VariableDeclarator¿¿1831¿v160¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1405¿CallExpression¿¿1831¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1406¿Identifier¿¿1831¿callback¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1407¿Literal¿string¿1831¿¿'IP address unreachable'¿¿{"start":{"line":84,"column":21},"end":{"line":84,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1408¿Identifier¿¿1831¿v159¿¿¿¿¿Identifier
1409¿ExpressionStatement¿¿1831¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1410¿Identifier¿¿1831¿v160¿¿¿¿¿Identifier
1411¿ReturnStatement¿¿1831¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1412¿BlockStatement¿¿1831¿¿¿¿{"start":{"line":83,"column":50},"end":{"line":86,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1413¿VariableDeclarator¿¿1831¿v161¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1414¿CallExpression¿¿1831¿¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1415¿MemberExpression¿¿1831¿¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1416¿Identifier¿¿1831¿stdout2¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1417¿Identifier¿¿1831¿indexOf¿¿¿{"start":{"line":88,"column":47},"end":{"line":88,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1418¿Identifier¿¿1831¿ipAddress¿¿¿{"start":{"line":88,"column":55},"end":{"line":88,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1419¿VariableDeclarator¿¿1831¿v162¿¿¿{"start":{"line":88,"column":69},"end":{"line":88,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1420¿MemberExpression¿¿1831¿¿¿¿{"start":{"line":88,"column":69},"end":{"line":88,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1421¿Identifier¿¿1831¿ipAddress¿¿¿{"start":{"line":88,"column":69},"end":{"line":88,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1422¿Identifier¿¿1831¿length¿¿¿{"start":{"line":88,"column":79},"end":{"line":88,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1423¿VariableDeclarator¿¿1831¿v163¿¿¿{"start":{"line":88,"column":69},"end":{"line":88,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1424¿BinaryExpression¿+¿1831¿¿¿¿{"start":{"line":88,"column":69},"end":{"line":88,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1425¿Identifier¿¿1831¿v162¿¿¿¿¿Identifier
1426¿Literal¿number¿1831¿¿5¿¿{"start":{"line":88,"column":88},"end":{"line":88,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1427¿VariableDeclarator¿¿1831¿v164¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1428¿BinaryExpression¿+¿1831¿¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1429¿Identifier¿¿1831¿v161¿¿¿¿¿Identifier
1430¿Identifier¿¿1831¿v163¿¿¿¿¿Identifier
1431¿VariableDeclarator¿¿1831¿v165¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1432¿CallExpression¿¿1831¿¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1433¿MemberExpression¿¿1831¿¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1434¿Identifier¿¿1831¿stdout2¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1435¿Identifier¿¿1831¿substring¿¿¿{"start":{"line":88,"column":29},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1436¿Identifier¿¿1831¿v164¿¿¿¿¿Identifier
1437¿ExpressionStatement¿¿1831¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":125},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1438¿AssignmentExpression¿=¿1831¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":124},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿AssignmentExpression
1439¿Identifier¿¿1831¿stdout2¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1440¿CallExpression¿¿1831¿¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":124},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1441¿MemberExpression¿¿1831¿¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":102},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1442¿Identifier¿¿1831¿v165¿¿¿¿¿Identifier
1443¿Identifier¿¿1831¿substring¿¿¿{"start":{"line":88,"column":93},"end":{"line":88,"column":102},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1444¿Identifier¿¿1831¿MACADDRESS_LENGTH¿¿¿{"start":{"line":88,"column":103},"end":{"line":88,"column":120},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1445¿Literal¿number¿1831¿¿0¿¿{"start":{"line":88,"column":122},"end":{"line":88,"column":123},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1446¿VariableDeclarator¿¿1831¿v166¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1447¿CallExpression¿¿1831¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1448¿Identifier¿¿1831¿callback¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1449¿Literal¿boolean¿1831¿¿false¿¿{"start":{"line":89,"column":19},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1450¿Identifier¿¿1831¿stdout2¿¿¿{"start":{"line":89,"column":26},"end":{"line":89,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1451¿ExpressionStatement¿¿1831¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1452¿Identifier¿¿1831¿v166¿¿¿¿¿Identifier
1453¿ReturnStatement¿¿1831¿¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1454¿BlockStatement¿¿1831¿¿¿¿{"start":{"line":78,"column":43},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1455¿VariableDeclarator¿¿1827¿ls2¿¿¿{"start":{"line":77,"column":10},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1456¿CallExpression¿¿1827¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1457¿MemberExpression¿¿1827¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1458¿Identifier¿¿1827¿cp¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1459¿Identifier¿¿1827¿exec¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1460¿Literal¿string¿1827¿¿'arp -a'¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1461¿Identifier¿¿1827¿v167¿¿¿¿¿Identifier
