Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2004¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":362,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Program
2785¿Identifier¿¿3550¿step¿¿¿{"start":{"line":193,"column":23},"end":{"line":193,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2786¿ExpressionStatement¿¿3550¿¿¿¿{"start":{"line":188,"column":3},"end":{"line":194,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2787¿AssignmentExpression¿=¿3550¿¿¿¿{"start":{"line":188,"column":3},"end":{"line":194,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2788¿Identifier¿¿3550¿v310¿¿¿{"start":{"line":188,"column":3},"end":{"line":194,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2789¿BinaryExpression¿>¿3550¿¿¿¿{"start":{"line":188,"column":10},"end":{"line":188,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2790¿Identifier¿¿3550¿v309¿¿¿¿¿Identifier
2791¿Literal¿number¿3550¿¿1¿¿{"start":{"line":188,"column":28},"end":{"line":188,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2792¿BlockStatement¿¿3550¿¿¿¿{"start":{"line":188,"column":31},"end":{"line":194,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2793¿VariableDeclarator¿¿3550¿v321¿¿¿{"start":{"line":196,"column":7},"end":{"line":196,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2794¿UnaryExpression¿typeof¿3550¿¿¿¿{"start":{"line":196,"column":7},"end":{"line":196,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2795¿Identifier¿¿3550¿parsedValue¿¿¿{"start":{"line":196,"column":14},"end":{"line":196,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2796¿VariableDeclarator¿¿3550¿v322¿¿¿{"start":{"line":196,"column":7},"end":{"line":196,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2797¿BinaryExpression¿===¿3550¿¿¿¿{"start":{"line":196,"column":7},"end":{"line":196,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2798¿Identifier¿¿3550¿v321¿¿¿¿¿Identifier
2799¿Literal¿string¿3550¿¿'string'¿¿{"start":{"line":196,"column":30},"end":{"line":196,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2800¿VariableDeclarator¿¿3550¿v323¿¿¿{"start":{"line":196,"column":57},"end":{"line":196,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2801¿MemberExpression¿computed¿3550¿¿¿¿{"start":{"line":196,"column":57},"end":{"line":196,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2802¿Identifier¿¿3550¿expanded¿¿¿{"start":{"line":196,"column":57},"end":{"line":196,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2803¿Literal¿number¿3550¿¿0¿¿{"start":{"line":196,"column":66},"end":{"line":196,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2804¿VariableDeclarator¿¿3550¿v324¿¿¿{"start":{"line":196,"column":50},"end":{"line":196,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2805¿MemberExpression¿computed¿3550¿¿¿¿{"start":{"line":196,"column":50},"end":{"line":196,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2806¿Identifier¿¿3550¿source¿¿¿{"start":{"line":196,"column":50},"end":{"line":196,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2807¿Identifier¿¿3550¿v323¿¿¿¿¿Identifier
2808¿VariableDeclarator¿¿3550¿v325¿¿¿{"start":{"line":196,"column":42},"end":{"line":196,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2809¿UnaryExpression¿typeof¿3550¿¿¿¿{"start":{"line":196,"column":42},"end":{"line":196,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2810¿Identifier¿¿3550¿v324¿¿¿¿¿Identifier
2811¿VariableDeclarator¿¿3550¿v326¿¿¿{"start":{"line":196,"column":42},"end":{"line":196,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2812¿BinaryExpression¿===¿3550¿¿¿¿{"start":{"line":196,"column":42},"end":{"line":196,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2813¿Identifier¿¿3550¿v325¿¿¿¿¿Identifier
2814¿Literal¿string¿3550¿¿'object'¿¿{"start":{"line":196,"column":74},"end":{"line":196,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2815¿VariableDeclarator¿¿3550¿v327¿¿¿{"start":{"line":196,"column":7},"end":{"line":196,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2816¿LogicalExpression¿&&¿3550¿¿¿¿{"start":{"line":196,"column":7},"end":{"line":196,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2817¿Identifier¿¿3550¿v322¿¿¿¿¿Identifier
2818¿Identifier¿¿3550¿v326¿¿¿¿¿Identifier
2819¿IfStatement¿¿3550¿¿¿¿{"start":{"line":196,"column":3},"end":{"line":201,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2820¿Identifier¿¿3550¿v327¿¿¿¿¿Identifier
2821¿VariableDeclarator¿¿3550¿v328¿¿¿{"start":{"line":197,"column":13},"end":{"line":197,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2822¿MemberExpression¿computed¿3550¿¿¿¿{"start":{"line":197,"column":13},"end":{"line":197,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2823¿Identifier¿¿3550¿expanded¿¿¿{"start":{"line":197,"column":13},"end":{"line":197,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2824¿Literal¿number¿3550¿¿0¿¿{"start":{"line":197,"column":22},"end":{"line":197,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2825¿VariableDeclarator¿¿3550¿v329¿¿¿{"start":{"line":197,"column":6},"end":{"line":197,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2826¿MemberExpression¿computed¿3550¿¿¿¿{"start":{"line":197,"column":6},"end":{"line":197,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2827¿Identifier¿¿3550¿source¿¿¿{"start":{"line":197,"column":6},"end":{"line":197,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2828¿Identifier¿¿3550¿v328¿¿¿¿¿Identifier
2829¿ExpressionStatement¿¿3550¿¿¿¿{"start":{"line":197,"column":6},"end":{"line":197,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2830¿AssignmentExpression¿=¿3550¿¿¿¿{"start":{"line":197,"column":6},"end":{"line":197,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2831¿MemberExpression¿computed¿3550¿¿¿¿{"start":{"line":197,"column":6},"end":{"line":197,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2832¿Identifier¿¿3550¿v329¿¿¿¿¿Identifier
2833¿Literal¿string¿3550¿¿''¿¿{"start":{"line":197,"column":26},"end":{"line":197,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2834¿Identifier¿¿3550¿parsedValue¿¿¿{"start":{"line":197,"column":32},"end":{"line":197,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2835¿BlockStatement¿¿3550¿¿¿¿{"start":{"line":196,"column":84},"end":{"line":198,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2836¿VariableDeclarator¿¿3550¿v330¿¿¿{"start":{"line":200,"column":13},"end":{"line":200,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2837¿MemberExpression¿computed¿3550¿¿¿¿{"start":{"line":200,"column":13},"end":{"line":200,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2838¿Identifier¿¿3550¿expanded¿¿¿{"start":{"line":200,"column":13},"end":{"line":200,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2839¿Literal¿number¿3550¿¿0¿¿{"start":{"line":200,"column":22},"end":{"line":200,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2840¿ExpressionStatement¿¿3550¿¿¿¿{"start":{"line":200,"column":6},"end":{"line":200,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2841¿AssignmentExpression¿=¿3550¿¿¿¿{"start":{"line":200,"column":6},"end":{"line":200,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2842¿MemberExpression¿computed¿3550¿¿¿¿{"start":{"line":200,"column":6},"end":{"line":200,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2843¿Identifier¿¿3550¿source¿¿¿{"start":{"line":200,"column":6},"end":{"line":200,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2844¿Identifier¿¿3550¿v330¿¿¿¿¿Identifier
2845¿Identifier¿¿3550¿parsedValue¿¿¿{"start":{"line":200,"column":28},"end":{"line":200,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2846¿BlockStatement¿¿3550¿¿¿¿{"start":{"line":199,"column":8},"end":{"line":201,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2847¿ReturnStatement¿¿3550¿¿¿¿{"start":{"line":203,"column":3},"end":{"line":203,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2848¿ThisExpression¿¿3550¿¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2849¿BlockStatement¿¿3550¿¿¿¿{"start":{"line":180,"column":55},"end":{"line":204,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2850¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":180,"column":0},"end":{"line":204,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2851¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":180,"column":0},"end":{"line":204,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2852¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":180,"column":0},"end":{"line":180,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2853¿Identifier¿¿3513¿v305¿¿¿¿¿Identifier
2854¿Identifier¿¿3513¿set¿¿¿{"start":{"line":180,"column":27},"end":{"line":180,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2855¿Identifier¿¿3513¿v331¿¿¿¿¿Identifier
2856¿VariableDeclarator¿¿3513¿v332¿¿¿{"start":{"line":213,"column":0},"end":{"line":213,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2857¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":213,"column":0},"end":{"line":213,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2858¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":213,"column":0},"end":{"line":213,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2859¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2860¿VariableDeclarator¿¿3513¿v334¿¿¿{"start":{"line":213,"column":0},"end":{"line":215,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2861¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":213,"column":34},"end":{"line":215,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2862¿VariableDeclarator¿¿3555¿v333¿¿¿{"start":{"line":214,"column":10},"end":{"line":214,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2863¿MemberExpression¿¿3555¿¿¿¿{"start":{"line":214,"column":10},"end":{"line":214,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2864¿ThisExpression¿¿3555¿¿¿¿{"start":{"line":214,"column":10},"end":{"line":214,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2865¿Identifier¿¿3555¿_propertiesExpanded¿¿¿{"start":{"line":214,"column":15},"end":{"line":214,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2866¿ReturnStatement¿¿3555¿¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2867¿Identifier¿¿3555¿v333¿¿¿¿¿Identifier
2868¿BlockStatement¿¿3555¿¿¿¿{"start":{"line":213,"column":46},"end":{"line":215,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2869¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":213,"column":0},"end":{"line":215,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2870¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":213,"column":0},"end":{"line":215,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2871¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":213,"column":0},"end":{"line":213,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2872¿Identifier¿¿3513¿v332¿¿¿¿¿Identifier
2873¿Identifier¿¿3513¿path¿¿¿{"start":{"line":213,"column":27},"end":{"line":213,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2874¿Identifier¿¿3513¿v334¿¿¿¿¿Identifier
2875¿VariableDeclarator¿¿3513¿v335¿¿¿{"start":{"line":222,"column":0},"end":{"line":222,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2876¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":222,"column":0},"end":{"line":222,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2877¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":222,"column":0},"end":{"line":222,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2878¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":222,"column":17},"end":{"line":222,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2879¿VariableDeclarator¿¿3513¿v338¿¿¿{"start":{"line":222,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2880¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":222,"column":46},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2881¿VariableDeclarator¿¿3557¿properties¿¿¿{"start":{"line":223,"column":7},"end":{"line":223,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2882¿ObjectExpression¿¿3557¿¿¿¿¿¿ObjectExpression
2883¿VariableDeclarator¿¿3557¿v336¿¿¿{"start":{"line":224,"column":13},"end":{"line":226,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2884¿FunctionExpression¿¿3557¿anon¿¿¿{"start":{"line":224,"column":13},"end":{"line":226,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2885¿Identifier¿¿0¿key¿¿¿{"start":{"line":224,"column":23},"end":{"line":224,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2886¿Identifier¿¿0¿value¿¿¿{"start":{"line":224,"column":28},"end":{"line":224,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2887¿ExpressionStatement¿¿3559¿¿¿¿{"start":{"line":225,"column":6},"end":{"line":225,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2888¿AssignmentExpression¿=¿3559¿¿¿¿{"start":{"line":225,"column":6},"end":{"line":225,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2889¿MemberExpression¿computed¿3559¿¿¿¿{"start":{"line":225,"column":6},"end":{"line":225,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2890¿Identifier¿¿3559¿properties¿¿¿{"start":{"line":225,"column":6},"end":{"line":225,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2891¿Identifier¿¿3559¿key¿¿¿{"start":{"line":225,"column":17},"end":{"line":225,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2892¿Identifier¿¿3559¿value¿¿¿{"start":{"line":225,"column":24},"end":{"line":225,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2893¿BlockStatement¿¿3559¿¿¿¿{"start":{"line":224,"column":35},"end":{"line":226,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2894¿VariableDeclarator¿¿3557¿v337¿¿¿{"start":{"line":224,"column":3},"end":{"line":226,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2895¿CallExpression¿¿3557¿¿¿¿{"start":{"line":224,"column":3},"end":{"line":226,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2896¿MemberExpression¿¿3557¿¿¿¿{"start":{"line":224,"column":3},"end":{"line":224,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2897¿ThisExpression¿¿3557¿¿¿¿{"start":{"line":224,"column":3},"end":{"line":224,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2898¿Identifier¿¿3557¿each¿¿¿{"start":{"line":224,"column":8},"end":{"line":224,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2899¿Identifier¿¿3557¿v336¿¿¿¿¿Identifier
2900¿ExpressionStatement¿¿3557¿¿¿¿{"start":{"line":224,"column":3},"end":{"line":226,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2901¿Identifier¿¿3557¿v337¿¿¿¿¿Identifier
2902¿ReturnStatement¿¿3557¿¿¿¿{"start":{"line":227,"column":3},"end":{"line":227,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2903¿Identifier¿¿3557¿properties¿¿¿{"start":{"line":227,"column":10},"end":{"line":227,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2904¿BlockStatement¿¿3557¿¿¿¿{"start":{"line":222,"column":58},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2905¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":222,"column":0},"end":{"line":228,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2906¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":222,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2907¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":222,"column":0},"end":{"line":222,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2908¿Identifier¿¿3513¿v335¿¿¿¿¿Identifier
2909¿Identifier¿¿3513¿getAllProperties¿¿¿{"start":{"line":222,"column":27},"end":{"line":222,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2910¿Identifier¿¿3513¿v338¿¿¿¿¿Identifier
2911¿VariableDeclarator¿¿3513¿v339¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2912¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2913¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2914¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":234,"column":17},"end":{"line":234,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2915¿VariableDeclarator¿¿3513¿v342¿¿¿{"start":{"line":234,"column":0},"end":{"line":239,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2916¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":234,"column":35},"end":{"line":239,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2917¿VariableDeclarator¿¿3561¿propertiesReader¿¿¿{"start":{"line":235,"column":7},"end":{"line":235,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2918¿NewExpression¿¿3561¿¿¿¿{"start":{"line":235,"column":26},"end":{"line":235,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿NewExpression
2919¿Identifier¿¿3561¿PropertiesReader¿¿¿{"start":{"line":235,"column":30},"end":{"line":235,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2920¿Literal¿object¿3561¿¿null¿¿{"start":{"line":235,"column":47},"end":{"line":235,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2921¿VariableDeclarator¿¿3561¿v340¿¿¿{"start":{"line":236,"column":13},"end":{"line":236,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
