Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1742¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":334,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Program
2485¿BlockStatement¿¿3105¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":203,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2486¿ExpressionStatement¿¿3105¿¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2487¿AssignmentExpression¿=¿3105¿¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2488¿Identifier¿¿3105¿currentTimePos¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2489¿Literal¿object¿3105¿¿null¿¿{"start":{"line":206,"column":19},"end":{"line":206,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2490¿VariableDeclarator¿¿3105¿v263¿¿¿{"start":{"line":209,"column":13},"end":{"line":215,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2491¿FunctionExpression¿¿3105¿anon¿¿¿{"start":{"line":209,"column":13},"end":{"line":215,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿FunctionExpression
2492¿VariableDeclarator¿¿3109¿v259¿¿¿{"start":{"line":212,"column":3},"end":{"line":212,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2493¿CallExpression¿¿3109¿¿¿¿{"start":{"line":212,"column":3},"end":{"line":212,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2494¿Identifier¿¿3109¿observeProperties¿¿¿{"start":{"line":212,"column":3},"end":{"line":212,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2495¿ExpressionStatement¿¿3109¿¿¿¿{"start":{"line":212,"column":3},"end":{"line":212,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2496¿Identifier¿¿3109¿v259¿¿¿¿¿Identifier
2497¿VariableDeclarator¿¿3109¿v260¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2498¿MemberExpression¿¿3109¿¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2499¿ThisExpression¿¿3109¿¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2500¿Identifier¿¿3109¿socket¿¿¿{"start":{"line":214,"column":8},"end":{"line":214,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2501¿VariableDeclarator¿¿3109¿v261¿¿¿{"start":{"line":214,"column":43},"end":{"line":214,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2502¿ArrayExpression¿¿3109¿¿¿¿{"start":{"line":214,"column":43},"end":{"line":214,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ArrayExpression
2503¿Literal¿number¿3109¿¿0¿¿{"start":{"line":214,"column":44},"end":{"line":214,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2504¿Literal¿string¿3109¿¿'time-pos'¿¿{"start":{"line":214,"column":47},"end":{"line":214,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2505¿VariableDeclarator¿¿3109¿v262¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2506¿CallExpression¿¿3109¿¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2507¿MemberExpression¿¿3109¿¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2508¿Identifier¿¿3109¿v260¿¿¿¿¿Identifier
2509¿Identifier¿¿3109¿command¿¿¿{"start":{"line":214,"column":15},"end":{"line":214,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2510¿Literal¿string¿3109¿¿'observe_property'¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2511¿Identifier¿¿3109¿v261¿¿¿¿¿Identifier
2512¿ExpressionStatement¿¿3109¿¿¿¿{"start":{"line":214,"column":3},"end":{"line":214,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2513¿Identifier¿¿3109¿v262¿¿¿¿¿Identifier
2514¿BlockStatement¿¿3109¿¿¿¿{"start":{"line":209,"column":24},"end":{"line":215,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2515¿VariableDeclarator¿¿3105¿v264¿¿¿{"start":{"line":209,"column":13},"end":{"line":215,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2516¿CallExpression¿¿3105¿¿¿¿{"start":{"line":209,"column":13},"end":{"line":215,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2517¿MemberExpression¿¿3105¿¿¿¿{"start":{"line":209,"column":13},"end":{"line":215,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2518¿Identifier¿¿3105¿v263¿¿¿¿¿Identifier
2519¿Identifier¿¿3105¿bind¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2520¿ThisExpression¿¿3105¿¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2521¿VariableDeclarator¿¿3105¿v265¿¿¿{"start":{"line":209,"column":2},"end":{"line":215,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2522¿CallExpression¿¿3105¿¿¿¿{"start":{"line":209,"column":2},"end":{"line":215,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2523¿Identifier¿¿3105¿setTimeout¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2524¿Identifier¿¿3105¿v264¿¿¿¿¿Identifier
2525¿Literal¿number¿3105¿¿1000¿¿{"start":{"line":215,"column":16},"end":{"line":215,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2526¿ExpressionStatement¿¿3105¿¿¿¿{"start":{"line":209,"column":2},"end":{"line":215,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2527¿Identifier¿¿3105¿v265¿¿¿¿¿Identifier
2528¿BlockStatement¿¿3105¿¿¿¿{"start":{"line":192,"column":39},"end":{"line":216,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2529¿VariableDeclarator¿¿3086¿v267¿¿¿{"start":{"line":192,"column":28},"end":{"line":216,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2530¿CallExpression¿¿3086¿¿¿¿{"start":{"line":192,"column":28},"end":{"line":216,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2531¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":192,"column":28},"end":{"line":216,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2532¿Identifier¿¿3086¿v266¿¿¿¿¿Identifier
2533¿Identifier¿¿3086¿bind¿¿¿{"start":{"line":216,"column":3},"end":{"line":216,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2534¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":216,"column":8},"end":{"line":216,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2535¿VariableDeclarator¿¿3086¿v268¿¿¿{"start":{"line":192,"column":1},"end":{"line":216,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2536¿CallExpression¿¿3086¿¿¿¿{"start":{"line":192,"column":1},"end":{"line":216,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2537¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":192,"column":1},"end":{"line":192,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2538¿Identifier¿¿3086¿v251¿¿¿¿¿Identifier
2539¿Identifier¿¿3086¿on¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2540¿Literal¿string¿3086¿¿'close'¿¿{"start":{"line":192,"column":19},"end":{"line":192,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2541¿Identifier¿¿3086¿v267¿¿¿¿¿Identifier
2542¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":192,"column":1},"end":{"line":216,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2543¿Identifier¿¿3086¿v268¿¿¿¿¿Identifier
2544¿VariableDeclarator¿¿3086¿v269¿¿¿{"start":{"line":219,"column":1},"end":{"line":219,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2545¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":219,"column":1},"end":{"line":219,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2546¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":219,"column":1},"end":{"line":219,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2547¿Identifier¿¿3086¿mpvPlayer¿¿¿{"start":{"line":219,"column":6},"end":{"line":219,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2548¿VariableDeclarator¿¿3086¿v273¿¿¿{"start":{"line":219,"column":28},"end":{"line":223,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2549¿FunctionExpression¿¿3086¿anon¿¿¿{"start":{"line":219,"column":28},"end":{"line":223,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿FunctionExpression
2550¿Identifier¿¿0¿error¿¿¿{"start":{"line":219,"column":37},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2551¿VariableDeclarator¿¿3111¿v270¿¿¿{"start":{"line":220,"column":5},"end":{"line":220,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2552¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":220,"column":5},"end":{"line":220,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2553¿ThisExpression¿¿3111¿¿¿¿{"start":{"line":220,"column":5},"end":{"line":220,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2554¿Identifier¿¿3111¿options¿¿¿{"start":{"line":220,"column":10},"end":{"line":220,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2555¿VariableDeclarator¿¿3111¿v271¿¿¿{"start":{"line":220,"column":5},"end":{"line":220,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2556¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":220,"column":5},"end":{"line":220,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2557¿Identifier¿¿3111¿v270¿¿¿¿¿Identifier
2558¿Identifier¿¿3111¿debug¿¿¿{"start":{"line":220,"column":18},"end":{"line":220,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2559¿IfStatement¿¿3111¿¿¿¿{"start":{"line":220,"column":2},"end":{"line":222,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2560¿Identifier¿¿3111¿v271¿¿¿¿¿Identifier
2561¿VariableDeclarator¿¿3111¿v272¿¿¿{"start":{"line":221,"column":3},"end":{"line":221,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2562¿CallExpression¿¿3111¿¿¿¿{"start":{"line":221,"column":3},"end":{"line":221,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2563¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":221,"column":3},"end":{"line":221,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2564¿Identifier¿¿3111¿console¿¿¿{"start":{"line":221,"column":3},"end":{"line":221,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2565¿Identifier¿¿3111¿log¿¿¿{"start":{"line":221,"column":11},"end":{"line":221,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2566¿Identifier¿¿3111¿error¿¿¿{"start":{"line":221,"column":15},"end":{"line":221,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2567¿ExpressionStatement¿¿3111¿¿¿¿{"start":{"line":221,"column":3},"end":{"line":221,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2568¿Identifier¿¿3111¿v272¿¿¿¿¿Identifier
2569¿BlockStatement¿¿3111¿¿¿¿{"start":{"line":220,"column":24},"end":{"line":222,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2570¿BlockStatement¿¿3111¿¿¿¿{"start":{"line":219,"column":44},"end":{"line":223,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2571¿VariableDeclarator¿¿3086¿v274¿¿¿{"start":{"line":219,"column":28},"end":{"line":223,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2572¿CallExpression¿¿3086¿¿¿¿{"start":{"line":219,"column":28},"end":{"line":223,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2573¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":219,"column":28},"end":{"line":223,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2574¿Identifier¿¿3086¿v273¿¿¿¿¿Identifier
2575¿Identifier¿¿3086¿bind¿¿¿{"start":{"line":223,"column":3},"end":{"line":223,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2576¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":223,"column":8},"end":{"line":223,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2577¿VariableDeclarator¿¿3086¿v275¿¿¿{"start":{"line":219,"column":1},"end":{"line":223,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2578¿CallExpression¿¿3086¿¿¿¿{"start":{"line":219,"column":1},"end":{"line":223,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2579¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":219,"column":1},"end":{"line":219,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2580¿Identifier¿¿3086¿v269¿¿¿¿¿Identifier
2581¿Identifier¿¿3086¿on¿¿¿{"start":{"line":219,"column":16},"end":{"line":219,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2582¿Literal¿string¿3086¿¿'error'¿¿{"start":{"line":219,"column":19},"end":{"line":219,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2583¿Identifier¿¿3086¿v274¿¿¿¿¿Identifier
2584¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":219,"column":1},"end":{"line":223,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2585¿Identifier¿¿3086¿v275¿¿¿¿¿Identifier
2586¿VariableDeclarator¿¿3086¿v276¿¿¿{"start":{"line":226,"column":1},"end":{"line":226,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2587¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":226,"column":1},"end":{"line":226,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2588¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":226,"column":1},"end":{"line":226,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2589¿Identifier¿¿3086¿socket¿¿¿{"start":{"line":226,"column":6},"end":{"line":226,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2590¿VariableDeclarator¿¿3086¿v335¿¿¿{"start":{"line":226,"column":27},"end":{"line":302,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2591¿FunctionExpression¿¿3086¿anon¿¿¿{"start":{"line":226,"column":27},"end":{"line":302,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿FunctionExpression
2592¿Identifier¿¿0¿data¿¿¿{"start":{"line":226,"column":36},"end":{"line":226,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2593¿VariableDeclarator¿¿3114¿v277¿¿¿{"start":{"line":229,"column":5},"end":{"line":229,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2594¿CallExpression¿¿3114¿¿¿¿{"start":{"line":229,"column":5},"end":{"line":229,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2595¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":229,"column":5},"end":{"line":229,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2596¿Identifier¿¿3114¿data¿¿¿{"start":{"line":229,"column":5},"end":{"line":229,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2597¿Identifier¿¿3114¿hasOwnProperty¿¿¿{"start":{"line":229,"column":10},"end":{"line":229,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2598¿Literal¿string¿3114¿¿'event'¿¿{"start":{"line":229,"column":25},"end":{"line":229,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2599¿IfStatement¿¿3114¿¿¿¿{"start":{"line":229,"column":2},"end":{"line":299,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2600¿Identifier¿¿3114¿v277¿¿¿¿¿Identifier
2601¿VariableDeclarator¿¿3114¿v278¿¿¿{"start":{"line":233,"column":6},"end":{"line":233,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2602¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":233,"column":6},"end":{"line":233,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2603¿ThisExpression¿¿3114¿¿¿¿{"start":{"line":233,"column":6},"end":{"line":233,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2604¿Identifier¿¿3114¿options¿¿¿{"start":{"line":233,"column":11},"end":{"line":233,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2605¿VariableDeclarator¿¿3114¿v279¿¿¿{"start":{"line":233,"column":6},"end":{"line":233,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2606¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":233,"column":6},"end":{"line":233,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2607¿Identifier¿¿3114¿v278¿¿¿¿¿Identifier
2608¿Identifier¿¿3114¿verbose¿¿¿{"start":{"line":233,"column":19},"end":{"line":233,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2609¿IfStatement¿¿3114¿¿¿¿{"start":{"line":233,"column":3},"end":{"line":242,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2610¿Identifier¿¿3114¿v279¿¿¿¿¿Identifier
2611¿VariableDeclarator¿¿3114¿v280¿¿¿{"start":{"line":234,"column":7},"end":{"line":234,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2612¿CallExpression¿¿3114¿¿¿¿{"start":{"line":234,"column":7},"end":{"line":234,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2613¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":234,"column":7},"end":{"line":234,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2614¿Identifier¿¿3114¿data¿¿¿{"start":{"line":234,"column":7},"end":{"line":234,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2615¿Identifier¿¿3114¿hasOwnProperty¿¿¿{"start":{"line":234,"column":12},"end":{"line":234,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2616¿Literal¿string¿3114¿¿'event'¿¿{"start":{"line":234,"column":27},"end":{"line":234,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2617¿IfStatement¿¿3114¿¿¿¿{"start":{"line":234,"column":4},"end":{"line":241,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2618¿Identifier¿¿3114¿v280¿¿¿¿¿Identifier
2619¿VariableDeclarator¿¿3114¿v281¿¿¿{"start":{"line":235,"column":10},"end":{"line":235,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2620¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":235,"column":10},"end":{"line":235,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2621¿Identifier¿¿3114¿data¿¿¿{"start":{"line":235,"column":10},"end":{"line":235,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2622¿Identifier¿¿3114¿event¿¿¿{"start":{"line":235,"column":15},"end":{"line":235,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2623¿VariableDeclarator¿¿3114¿v282¿¿¿{"start":{"line":235,"column":10},"end":{"line":235,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2624¿BinaryExpression¿===¿3114¿¿¿¿{"start":{"line":235,"column":10},"end":{"line":235,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2625¿Identifier¿¿3114¿v281¿¿¿¿¿Identifier
2626¿Literal¿string¿3114¿¿'property-change'¿¿{"start":{"line":235,"column":25},"end":{"line":235,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
