Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
754¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":120,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Program
1013¿VariableDeclarator¿¿1306¿v82¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1014¿MemberExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1015¿Identifier¿¿1306¿v81¿¿¿¿¿Identifier
1016¿Identifier¿¿1306¿slice¿¿¿{"start":{"line":69,"column":72},"end":{"line":69,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1017¿VariableDeclarator¿¿1306¿v83¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1018¿CallExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1019¿MemberExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1020¿Identifier¿¿1306¿v82¿¿¿¿¿Identifier
1021¿Identifier¿¿1306¿call¿¿¿{"start":{"line":69,"column":78},"end":{"line":69,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1022¿Identifier¿¿1306¿arguments¿¿¿{"start":{"line":69,"column":83},"end":{"line":69,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1023¿VariableDeclarator¿¿1306¿v84¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1024¿CallExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1025¿MemberExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1026¿Identifier¿¿1306¿v80¿¿¿¿¿Identifier
1027¿Identifier¿¿1306¿concat¿¿¿{"start":{"line":69,"column":49},"end":{"line":69,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1028¿Identifier¿¿1306¿v83¿¿¿¿¿Identifier
1029¿VariableDeclarator¿¿1306¿v85¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1030¿CallExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1031¿MemberExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1032¿Identifier¿¿1306¿handler¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1033¿Identifier¿¿1306¿apply¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1034¿Identifier¿¿1306¿undefined¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1035¿Identifier¿¿1306¿v84¿¿¿¿¿Identifier
1036¿ReturnStatement¿¿1306¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ReturnStatement
1037¿Identifier¿¿1306¿v85¿¿¿¿¿Identifier
1038¿BlockStatement¿¿1306¿¿¿¿{"start":{"line":68,"column":29},"end":{"line":70,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1039¿VariableDeclarator¿exported¿1296¿middleware¿¿¿{"start":{"line":79,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1040¿FunctionExpression¿¿1296¿anon¿¿¿{"start":{"line":79,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
1041¿Identifier¿¿0¿schema¿¿¿{"start":{"line":79,"column":20},"end":{"line":79,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1042¿Identifier¿¿0¿options¿¿¿{"start":{"line":79,"column":28},"end":{"line":79,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1043¿VariableDeclarator¿¿1308¿v101¿¿¿{"start":{"line":80,"column":9},"end":{"line":93,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1044¿FunctionExpression¿¿1308¿anon¿¿¿{"start":{"line":80,"column":9},"end":{"line":93,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
1045¿Identifier¿¿0¿req¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1046¿Identifier¿¿0¿res¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1047¿Identifier¿¿0¿next¿¿¿{"start":{"line":80,"column":29},"end":{"line":80,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1048¿VariableDeclarator¿¿1310¿_schema¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1049¿VariableDeclarator¿¿1310¿v86¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1050¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1051¿Identifier¿¿1310¿_bodymenSchema2¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1052¿Identifier¿¿1310¿default¿¿¿{"start":{"line":81,"column":52},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1310¿v87¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1054¿BinaryExpression¿instanceof¿1310¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BinaryExpression
1055¿Identifier¿¿1310¿schema¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1056¿Identifier¿¿1310¿v86¿¿¿¿¿Identifier
1057¿VariableDeclarator¿¿1310¿v88¿¿¿{"start":{"line":81,"column":62},"end":{"line":81,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1058¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":81,"column":62},"end":{"line":81,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1059¿Identifier¿¿1310¿_lodash2¿¿¿{"start":{"line":81,"column":62},"end":{"line":81,"column":70},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1060¿Identifier¿¿1310¿default¿¿¿{"start":{"line":81,"column":71},"end":{"line":81,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1061¿VariableDeclarator¿¿1310¿v89¿¿¿{"start":{"line":81,"column":62},"end":{"line":81,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1062¿CallExpression¿¿1310¿¿¿¿{"start":{"line":81,"column":62},"end":{"line":81,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1063¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":81,"column":62},"end":{"line":81,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1064¿Identifier¿¿1310¿v88¿¿¿¿¿Identifier
1065¿Identifier¿¿1310¿clone¿¿¿{"start":{"line":81,"column":79},"end":{"line":81,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1066¿Identifier¿¿1310¿schema¿¿¿{"start":{"line":81,"column":85},"end":{"line":81,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1067¿VariableDeclarator¿¿1310¿v90¿¿¿{"start":{"line":81,"column":95},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1068¿NewExpression¿¿1310¿¿¿¿{"start":{"line":81,"column":95},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿NewExpression
1069¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":81,"column":99},"end":{"line":81,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1070¿Identifier¿¿1310¿_bodymenSchema2¿¿¿{"start":{"line":81,"column":99},"end":{"line":81,"column":114},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1071¿Identifier¿¿1310¿default¿¿¿{"start":{"line":81,"column":115},"end":{"line":81,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1072¿Identifier¿¿1310¿schema¿¿¿{"start":{"line":81,"column":123},"end":{"line":81,"column":129},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1073¿Identifier¿¿1310¿options¿¿¿{"start":{"line":81,"column":131},"end":{"line":81,"column":138},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1074¿IfStatement¿¿1310¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿IfStatement
1075¿Identifier¿¿1310¿v87¿¿¿¿¿Identifier
1076¿ExpressionStatement¿¿1310¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1077¿AssignmentExpression¿=¿1310¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1078¿Identifier¿¿1310¿_schema¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1079¿Identifier¿¿1310¿v89¿¿¿¿¿Identifier
1080¿BlockStatement¿¿1310¿¿¿¿¿¿BlockStatement
1081¿ExpressionStatement¿¿1310¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1082¿AssignmentExpression¿=¿1310¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1083¿Identifier¿¿1310¿_schema¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1084¿Identifier¿¿1310¿v90¿¿¿¿¿Identifier
1085¿BlockStatement¿¿1310¿¿¿¿¿¿BlockStatement
1086¿VariableDeclarator¿¿1310¿v91¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1087¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1088¿Identifier¿¿1310¿req¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1089¿Identifier¿¿1310¿body¿¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1090¿VariableDeclarator¿¿1310¿v99¿¿¿{"start":{"line":83,"column":31},"end":{"line":92,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1091¿FunctionExpression¿¿1310¿anon¿¿¿{"start":{"line":83,"column":31},"end":{"line":92,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
1092¿Identifier¿¿0¿err¿¿¿{"start":{"line":83,"column":41},"end":{"line":83,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1093¿IfStatement¿¿1313¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":88,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿IfStatement
1094¿Identifier¿¿1313¿err¿¿¿{"start":{"line":84,"column":10},"end":{"line":84,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1095¿VariableDeclarator¿¿1313¿v92¿¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1096¿ObjectExpression¿¿1313¿¿¿¿¿¿ObjectExpression
1097¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1098¿AssignmentExpression¿=¿1313¿¿¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1099¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1100¿Identifier¿¿1313¿v92¿¿¿¿¿Identifier
1101¿Identifier¿¿1313¿error¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1102¿Identifier¿¿1313¿err¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1103¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1104¿AssignmentExpression¿=¿1313¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1105¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1106¿Identifier¿¿1313¿req¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1107¿Identifier¿¿1313¿bodymen¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1108¿Identifier¿¿1313¿v92¿¿¿¿¿Identifier
1109¿VariableDeclarator¿¿1313¿v93¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1110¿CallExpression¿¿1313¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1111¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1112¿Identifier¿¿1313¿res¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1113¿Identifier¿¿1313¿status¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1114¿Literal¿number¿1313¿¿400¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Literal
1115¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1116¿Identifier¿¿1313¿v93¿¿¿¿¿Identifier
1117¿VariableDeclarator¿¿1313¿v94¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1118¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1119¿Identifier¿¿1313¿err¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1120¿Identifier¿¿1313¿message¿¿¿{"start":{"line":87,"column":24},"end":{"line":87,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1121¿VariableDeclarator¿¿1313¿v95¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1122¿CallExpression¿¿1313¿¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1123¿Identifier¿¿1313¿next¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1124¿Identifier¿¿1313¿v94¿¿¿¿¿Identifier
1125¿ReturnStatement¿¿1313¿¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ReturnStatement
1126¿Identifier¿¿1313¿v95¿¿¿¿¿Identifier
1127¿BlockStatement¿¿1313¿¿¿¿{"start":{"line":84,"column":15},"end":{"line":88,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1128¿VariableDeclarator¿¿1313¿v96¿¿¿{"start":{"line":90,"column":28},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1129¿CallExpression¿¿1313¿¿¿¿{"start":{"line":90,"column":28},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1130¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":90,"column":28},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1131¿Identifier¿¿1313¿_schema¿¿¿{"start":{"line":90,"column":28},"end":{"line":90,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1132¿Identifier¿¿1313¿parse¿¿¿{"start":{"line":90,"column":36},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1133¿VariableDeclarator¿¿1313¿v97¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1134¿ObjectExpression¿¿1313¿¿¿¿¿¿ObjectExpression
1135¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1136¿AssignmentExpression¿=¿1313¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1137¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1138¿Identifier¿¿1313¿v97¿¿¿¿¿Identifier
1139¿Identifier¿¿1313¿body¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1140¿Identifier¿¿1313¿v96¿¿¿¿¿Identifier
1141¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1142¿AssignmentExpression¿=¿1313¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1143¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1144¿Identifier¿¿1313¿v97¿¿¿¿¿Identifier
1145¿Identifier¿¿1313¿schema¿¿¿{"start":{"line":90,"column":45},"end":{"line":90,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1146¿Identifier¿¿1313¿_schema¿¿¿{"start":{"line":90,"column":53},"end":{"line":90,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
