Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
857¿Program¿¿-1¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":159,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Program
1148¿Identifier¿¿1537¿v140¿¿¿¿¿Identifier
1149¿VariableDeclarator¿¿1537¿v142¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1150¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1151¿Identifier¿¿1537¿path¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1152¿Identifier¿¿1537¿length¿¿¿{"start":{"line":90,"column":39},"end":{"line":90,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1153¿VariableDeclarator¿¿1537¿v143¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1154¿BinaryExpression¿===¿1537¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1155¿Identifier¿¿1537¿v142¿¿¿¿¿Identifier
1156¿Literal¿number¿1537¿¿0¿¿{"start":{"line":90,"column":50},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1157¿VariableDeclarator¿¿1537¿v144¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1158¿LogicalExpression¿||¿1537¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿LogicalExpression
1159¿Identifier¿¿1537¿v141¿¿¿¿¿Identifier
1160¿Identifier¿¿1537¿v143¿¿¿¿¿Identifier
1161¿IfStatement¿¿1537¿¿¿¿{"start":{"line":90,"column":2},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1162¿Identifier¿¿1537¿v144¿¿¿¿¿Identifier
1163¿ReturnStatement¿¿1537¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1164¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":90,"column":53},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1165¿ExpressionStatement¿¿1537¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1166¿AssignmentExpression¿=¿1537¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1167¿Identifier¿¿1537¿path¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1168¿CallExpression¿¿1537¿¿¿¿{"start":{"line":94,"column":9},"end":{"line":94,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1169¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":94,"column":9},"end":{"line":94,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1170¿Identifier¿¿1537¿path¿¿¿{"start":{"line":94,"column":9},"end":{"line":94,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1171¿Identifier¿¿1537¿slice¿¿¿{"start":{"line":94,"column":14},"end":{"line":94,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1172¿VariableDeclarator¿¿1537¿key¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿1537¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1174¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1175¿Identifier¿¿1537¿path¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1176¿Identifier¿¿1537¿shift¿¿¿{"start":{"line":96,"column":17},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1177¿VariableDeclarator¿¿1537¿v145¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1178¿UnaryExpression¿typeof¿1537¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1179¿Identifier¿¿1537¿object¿¿¿{"start":{"line":98,"column":13},"end":{"line":98,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1180¿VariableDeclarator¿¿1537¿v146¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1181¿BinaryExpression¿!==¿1537¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1182¿Identifier¿¿1537¿v145¿¿¿¿¿Identifier
1183¿Literal¿string¿1537¿¿'object'¿¿{"start":{"line":98,"column":24},"end":{"line":98,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1184¿VariableDeclarator¿¿1537¿v147¿¿¿{"start":{"line":98,"column":36},"end":{"line":98,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1185¿BinaryExpression¿===¿1537¿¿¿¿{"start":{"line":98,"column":36},"end":{"line":98,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1186¿Identifier¿¿1537¿object¿¿¿{"start":{"line":98,"column":36},"end":{"line":98,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1187¿Literal¿object¿1537¿¿null¿¿{"start":{"line":98,"column":47},"end":{"line":98,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1188¿VariableDeclarator¿¿1537¿v148¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1189¿LogicalExpression¿||¿1537¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿LogicalExpression
1190¿Identifier¿¿1537¿v146¿¿¿¿¿Identifier
1191¿Identifier¿¿1537¿v147¿¿¿¿¿Identifier
1192¿IfStatement¿¿1537¿¿¿¿{"start":{"line":98,"column":2},"end":{"line":100,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1193¿Identifier¿¿1537¿v148¿¿¿¿¿Identifier
1194¿ReturnStatement¿¿1537¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1195¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":98,"column":53},"end":{"line":100,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1196¿VariableDeclarator¿¿1537¿v149¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1197¿BinaryExpression¿===¿1537¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1198¿Identifier¿¿1537¿key¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1199¿Literal¿string¿1537¿¿'*'¿¿{"start":{"line":102,"column":14},"end":{"line":102,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1200¿IfStatement¿¿1537¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":104,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1201¿Identifier¿¿1537¿v149¿¿¿¿¿Identifier
1202¿ExpressionStatement¿¿1537¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1203¿AssignmentExpression¿=¿1537¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1204¿Identifier¿¿1537¿key¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1205¿Literal¿string¿1537¿¿'.*'¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1206¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":102,"column":19},"end":{"line":104,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1207¿VariableDeclarator¿¿1537¿v150¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1208¿UnaryExpression¿typeof¿1537¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1209¿Identifier¿¿1537¿key¿¿¿{"start":{"line":106,"column":13},"end":{"line":106,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1210¿VariableDeclarator¿¿1537¿v151¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1211¿BinaryExpression¿===¿1537¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1212¿Identifier¿¿1537¿v150¿¿¿¿¿Identifier
1213¿Literal¿string¿1537¿¿'string'¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1214¿IfStatement¿¿1537¿¿¿¿{"start":{"line":106,"column":2},"end":{"line":108,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1215¿Identifier¿¿1537¿v151¿¿¿¿¿Identifier
1216¿ExpressionStatement¿¿1537¿¿¿¿{"start":{"line":107,"column":4},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1217¿AssignmentExpression¿=¿1537¿¿¿¿{"start":{"line":107,"column":4},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1218¿Identifier¿¿1537¿key¿¿¿{"start":{"line":107,"column":4},"end":{"line":107,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1219¿NewExpression¿¿1537¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿NewExpression
1220¿Identifier¿¿1537¿RegExp¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1221¿Identifier¿¿1537¿key¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1222¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":106,"column":31},"end":{"line":108,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1223¿VariableDeclarator¿¿1537¿v152¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1224¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1225¿Identifier¿¿1537¿path¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1226¿Identifier¿¿1537¿length¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1227¿VariableDeclarator¿¿1537¿v153¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1228¿BinaryExpression¿===¿1537¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1229¿Identifier¿¿1537¿v152¿¿¿¿¿Identifier
1230¿Literal¿number¿1537¿¿0¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1231¿IfStatement¿¿1537¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1232¿Identifier¿¿1537¿v153¿¿¿¿¿Identifier
1233¿VariableDeclarator¿¿1537¿v154¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1234¿CallExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1235¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1236¿Identifier¿¿1537¿Object¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1237¿Identifier¿¿1537¿keys¿¿¿{"start":{"line":111,"column":18},"end":{"line":111,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1238¿Identifier¿¿1537¿object¿¿¿{"start":{"line":111,"column":23},"end":{"line":111,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1537¿v155¿¿¿{"start":{"line":111,"column":38},"end":{"line":111,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1240¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":38},"end":{"line":111,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1241¿Identifier¿¿1537¿key¿¿¿{"start":{"line":111,"column":38},"end":{"line":111,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1242¿Identifier¿¿1537¿test¿¿¿{"start":{"line":111,"column":42},"end":{"line":111,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1243¿VariableDeclarator¿¿1537¿v156¿¿¿{"start":{"line":111,"column":38},"end":{"line":111,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1244¿CallExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":38},"end":{"line":111,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1245¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":38},"end":{"line":111,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1246¿Identifier¿¿1537¿v155¿¿¿¿¿Identifier
1247¿Identifier¿¿1537¿bind¿¿¿{"start":{"line":111,"column":47},"end":{"line":111,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1537¿key¿¿¿{"start":{"line":111,"column":52},"end":{"line":111,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1249¿VariableDeclarator¿¿1537¿v157¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1251¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1252¿Identifier¿¿1537¿v154¿¿¿¿¿Identifier
1253¿Identifier¿¿1537¿filter¿¿¿{"start":{"line":111,"column":31},"end":{"line":111,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1254¿Identifier¿¿1537¿v156¿¿¿¿¿Identifier
1255¿VariableDeclarator¿¿1537¿v159¿¿¿{"start":{"line":111,"column":62},"end":{"line":111,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1256¿FunctionExpression¿¿1537¿anon¿¿¿{"start":{"line":111,"column":62},"end":{"line":111,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿FunctionExpression
1257¿Identifier¿¿0¿k¿¿¿{"start":{"line":111,"column":71},"end":{"line":111,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1258¿VariableDeclarator¿¿1544¿v158¿¿¿{"start":{"line":111,"column":83},"end":{"line":111,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1259¿MemberExpression¿computed¿1544¿¿¿¿{"start":{"line":111,"column":83},"end":{"line":111,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1260¿Identifier¿¿1544¿object¿¿¿{"start":{"line":111,"column":83},"end":{"line":111,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1261¿Identifier¿¿1544¿k¿¿¿{"start":{"line":111,"column":90},"end":{"line":111,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1262¿ReturnStatement¿¿1544¿¿¿¿{"start":{"line":111,"column":76},"end":{"line":111,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1263¿Identifier¿¿1544¿v158¿¿¿¿¿Identifier
1264¿BlockStatement¿¿1544¿¿¿¿{"start":{"line":111,"column":74},"end":{"line":111,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1265¿VariableDeclarator¿¿1537¿v160¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1266¿CallExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1267¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1268¿Identifier¿¿1537¿v157¿¿¿¿¿Identifier
1269¿Identifier¿¿1537¿map¿¿¿{"start":{"line":111,"column":58},"end":{"line":111,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1270¿Identifier¿¿1537¿v159¿¿¿¿¿Identifier
1271¿ReturnStatement¿¿1537¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":97},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1272¿Identifier¿¿1537¿v160¿¿¿¿¿Identifier
1273¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":110,"column":25},"end":{"line":112,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1274¿VariableDeclarator¿¿1537¿v161¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1275¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1276¿Identifier¿¿1537¿Array¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1277¿Identifier¿¿1537¿prototype¿¿¿{"start":{"line":113,"column":17},"end":{"line":113,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1278¿VariableDeclarator¿¿1537¿v162¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1279¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1280¿Identifier¿¿1537¿v161¿¿¿¿¿Identifier
1281¿Identifier¿¿1537¿concat¿¿¿{"start":{"line":113,"column":27},"end":{"line":113,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1282¿VariableDeclarator¿¿1537¿v163¿¿¿{"start":{"line":113,"column":40},"end":{"line":113,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1283¿ArrayExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":40},"end":{"line":113,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ArrayExpression
1284¿VariableDeclarator¿¿1537¿v164¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1285¿CallExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1286¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1287¿Identifier¿¿1537¿Object¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1288¿Identifier¿¿1537¿keys¿¿¿{"start":{"line":113,"column":51},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1289¿Identifier¿¿1537¿object¿¿¿{"start":{"line":113,"column":56},"end":{"line":113,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1290¿VariableDeclarator¿¿1537¿v165¿¿¿{"start":{"line":113,"column":71},"end":{"line":113,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1291¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":71},"end":{"line":113,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1292¿Identifier¿¿1537¿key¿¿¿{"start":{"line":113,"column":71},"end":{"line":113,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1293¿Identifier¿¿1537¿test¿¿¿{"start":{"line":113,"column":75},"end":{"line":113,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
