Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3088¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":166,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Program
4187¿Identifier¿¿4474¿v508¿¿¿¿¿Identifier
4188¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4189¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":145,"column":30},"end":{"line":145,"column":127},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4190¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":145,"column":30},"end":{"line":145,"column":127},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4191¿Identifier¿¿4474¿v510¿¿¿¿¿Identifier
4192¿Identifier¿¿4474¿v509¿¿¿¿¿Identifier
4193¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4194¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":128},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4195¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":127},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4196¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4197¿Identifier¿¿4474¿options¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4198¿Identifier¿¿4474¿allowPrototypes¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4199¿Identifier¿¿4474¿v510¿¿¿¿¿Identifier
4200¿VariableDeclarator¿¿4474¿v511¿¿¿{"start":{"line":146,"column":36},"end":{"line":146,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4201¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":146,"column":36},"end":{"line":146,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4202¿Identifier¿¿4474¿options¿¿¿{"start":{"line":146,"column":36},"end":{"line":146,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4203¿Identifier¿¿4474¿parameterLimit¿¿¿{"start":{"line":146,"column":44},"end":{"line":146,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4204¿VariableDeclarator¿¿4474¿v512¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4205¿UnaryExpression¿typeof¿4474¿¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
4206¿Identifier¿¿4474¿v511¿¿¿¿¿Identifier
4207¿VariableDeclarator¿¿4474¿v513¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4208¿BinaryExpression¿===¿4474¿¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
4209¿Identifier¿¿4474¿v512¿¿¿¿¿Identifier
4210¿Literal¿string¿4474¿¿'number'¿¿{"start":{"line":146,"column":63},"end":{"line":146,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
4211¿VariableDeclarator¿¿4474¿v514¿¿¿{"start":{"line":146,"column":74},"end":{"line":146,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4212¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":146,"column":74},"end":{"line":146,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4213¿Identifier¿¿4474¿options¿¿¿{"start":{"line":146,"column":74},"end":{"line":146,"column":81},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4214¿Identifier¿¿4474¿parameterLimit¿¿¿{"start":{"line":146,"column":82},"end":{"line":146,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4215¿VariableDeclarator¿¿4474¿v515¿¿¿{"start":{"line":146,"column":99},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4216¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":146,"column":99},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4217¿Identifier¿¿4474¿defaults¿¿¿{"start":{"line":146,"column":99},"end":{"line":146,"column":107},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4218¿Identifier¿¿4474¿parameterLimit¿¿¿{"start":{"line":146,"column":108},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4219¿VariableDeclarator¿¿4474¿v516¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4220¿IfStatement¿¿4474¿¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
4221¿Identifier¿¿4474¿v513¿¿¿¿¿Identifier
4222¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4223¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4224¿Identifier¿¿4474¿v516¿¿¿¿¿Identifier
4225¿Identifier¿¿4474¿v514¿¿¿¿¿Identifier
4226¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4227¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4228¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":146,"column":29},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4229¿Identifier¿¿4474¿v516¿¿¿¿¿Identifier
4230¿Identifier¿¿4474¿v515¿¿¿¿¿Identifier
4231¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4232¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":123},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4233¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4234¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4235¿Identifier¿¿4474¿options¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4236¿Identifier¿¿4474¿parameterLimit¿¿¿{"start":{"line":146,"column":12},"end":{"line":146,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4237¿Identifier¿¿4474¿v516¿¿¿¿¿Identifier
4238¿VariableDeclarator¿¿4474¿v517¿¿¿{"start":{"line":147,"column":40},"end":{"line":147,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4239¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":147,"column":40},"end":{"line":147,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4240¿Identifier¿¿4474¿options¿¿¿{"start":{"line":147,"column":40},"end":{"line":147,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4241¿Identifier¿¿4474¿strictNullHandling¿¿¿{"start":{"line":147,"column":48},"end":{"line":147,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4242¿VariableDeclarator¿¿4474¿v518¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4243¿UnaryExpression¿typeof¿4474¿¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
4244¿Identifier¿¿4474¿v517¿¿¿¿¿Identifier
4245¿VariableDeclarator¿¿4474¿v519¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4246¿BinaryExpression¿===¿4474¿¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
4247¿Identifier¿¿4474¿v518¿¿¿¿¿Identifier
4248¿Literal¿string¿4474¿¿'boolean'¿¿{"start":{"line":147,"column":71},"end":{"line":147,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
4249¿VariableDeclarator¿¿4474¿v520¿¿¿{"start":{"line":147,"column":83},"end":{"line":147,"column":109},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4250¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":147,"column":83},"end":{"line":147,"column":109},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4251¿Identifier¿¿4474¿options¿¿¿{"start":{"line":147,"column":83},"end":{"line":147,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4252¿Identifier¿¿4474¿strictNullHandling¿¿¿{"start":{"line":147,"column":91},"end":{"line":147,"column":109},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4253¿VariableDeclarator¿¿4474¿v521¿¿¿{"start":{"line":147,"column":112},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4254¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":147,"column":112},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4255¿Identifier¿¿4474¿defaults¿¿¿{"start":{"line":147,"column":112},"end":{"line":147,"column":120},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4256¿Identifier¿¿4474¿strictNullHandling¿¿¿{"start":{"line":147,"column":121},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4257¿VariableDeclarator¿¿4474¿v522¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4258¿IfStatement¿¿4474¿¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
4259¿Identifier¿¿4474¿v519¿¿¿¿¿Identifier
4260¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4261¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4262¿Identifier¿¿4474¿v522¿¿¿¿¿Identifier
4263¿Identifier¿¿4474¿v520¿¿¿¿¿Identifier
4264¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4265¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4266¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":147,"column":33},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4267¿Identifier¿¿4474¿v522¿¿¿¿¿Identifier
4268¿Identifier¿¿4474¿v521¿¿¿¿¿Identifier
4269¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4270¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":140},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4271¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4272¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4273¿Identifier¿¿4474¿options¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4274¿Identifier¿¿4474¿strictNullHandling¿¿¿{"start":{"line":147,"column":12},"end":{"line":147,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4275¿Identifier¿¿4474¿v522¿¿¿¿¿Identifier
4276¿VariableDeclarator¿¿4474¿v523¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4277¿BinaryExpression¿===¿4474¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
4278¿Identifier¿¿4474¿str¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4279¿Literal¿string¿4474¿¿''¿¿{"start":{"line":149,"column":16},"end":{"line":149,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
4280¿VariableDeclarator¿¿4474¿v524¿¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4281¿BinaryExpression¿===¿4474¿¿¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
4282¿Identifier¿¿4474¿str¿¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4283¿Literal¿object¿4474¿¿null¿¿{"start":{"line":149,"column":30},"end":{"line":149,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
4284¿VariableDeclarator¿¿4474¿v525¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4285¿LogicalExpression¿||¿4474¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿LogicalExpression
4286¿Identifier¿¿4474¿v523¿¿¿¿¿Identifier
4287¿Identifier¿¿4474¿v524¿¿¿¿¿Identifier
4288¿VariableDeclarator¿¿4474¿v526¿¿¿{"start":{"line":149,"column":38},"end":{"line":149,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4289¿UnaryExpression¿typeof¿4474¿¿¿¿{"start":{"line":149,"column":38},"end":{"line":149,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
4290¿Identifier¿¿4474¿str¿¿¿{"start":{"line":149,"column":45},"end":{"line":149,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4291¿VariableDeclarator¿¿4474¿v527¿¿¿{"start":{"line":149,"column":38},"end":{"line":149,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4292¿BinaryExpression¿===¿4474¿¿¿¿{"start":{"line":149,"column":38},"end":{"line":149,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
4293¿Identifier¿¿4474¿v526¿¿¿¿¿Identifier
4294¿Literal¿string¿4474¿¿'undefined'¿¿{"start":{"line":149,"column":53},"end":{"line":149,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
4295¿VariableDeclarator¿¿4474¿v528¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4296¿LogicalExpression¿||¿4474¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿LogicalExpression
4297¿Identifier¿¿4474¿v525¿¿¿¿¿Identifier
4298¿Identifier¿¿4474¿v527¿¿¿¿¿Identifier
4299¿IfStatement¿¿4474¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":151,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
4300¿Identifier¿¿4474¿v528¿¿¿¿¿Identifier
4301¿VariableDeclarator¿¿4474¿v529¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4302¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4303¿Identifier¿¿4474¿options¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4304¿Identifier¿¿4474¿plainObjects¿¿¿{"start":{"line":150,"column":23},"end":{"line":150,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4305¿VariableDeclarator¿¿4474¿v530¿¿¿{"start":{"line":150,"column":38},"end":{"line":150,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4306¿CallExpression¿¿4474¿¿¿¿{"start":{"line":150,"column":38},"end":{"line":150,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
4307¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":150,"column":38},"end":{"line":150,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
4308¿Identifier¿¿4474¿Object¿¿¿{"start":{"line":150,"column":38},"end":{"line":150,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4309¿Identifier¿¿4474¿create¿¿¿{"start":{"line":150,"column":45},"end":{"line":150,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4310¿Literal¿object¿4474¿¿null¿¿{"start":{"line":150,"column":52},"end":{"line":150,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
4311¿VariableDeclarator¿¿4474¿v531¿¿¿{"start":{"line":150,"column":60},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4312¿ObjectExpression¿¿4474¿¿¿¿{"start":{"line":150,"column":60},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ObjectExpression
4313¿VariableDeclarator¿¿4474¿v532¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4314¿IfStatement¿¿4474¿¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
4315¿Identifier¿¿4474¿v529¿¿¿¿¿Identifier
4316¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4317¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4318¿Identifier¿¿4474¿v532¿¿¿¿¿Identifier
4319¿Identifier¿¿4474¿v530¿¿¿¿¿Identifier
4320¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4321¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4322¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4323¿Identifier¿¿4474¿v532¿¿¿¿¿Identifier
4324¿Identifier¿¿4474¿v531¿¿¿¿¿Identifier
4325¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4326¿ReturnStatement¿¿4474¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ReturnStatement
4327¿Identifier¿¿4474¿v532¿¿¿¿¿Identifier
4328¿BlockStatement¿¿4474¿¿¿¿{"start":{"line":149,"column":66},"end":{"line":151,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
4329¿VariableDeclarator¿¿4474¿tempObj¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4330¿VariableDeclarator¿¿4474¿v533¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4331¿UnaryExpression¿typeof¿4474¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
4332¿Identifier¿¿4474¿str¿¿¿{"start":{"line":153,"column":25},"end":{"line":153,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4333¿VariableDeclarator¿¿4474¿v534¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4334¿BinaryExpression¿===¿4474¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
4335¿Identifier¿¿4474¿v533¿¿¿¿¿Identifier
4336¿Literal¿string¿4474¿¿'string'¿¿{"start":{"line":153,"column":33},"end":{"line":153,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
4337¿VariableDeclarator¿¿4474¿v535¿¿¿{"start":{"line":153,"column":44},"end":{"line":153,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
4338¿CallExpression¿¿4474¿¿¿¿{"start":{"line":153,"column":44},"end":{"line":153,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
4339¿Identifier¿¿4474¿parseValues¿¿¿{"start":{"line":153,"column":44},"end":{"line":153,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4340¿Identifier¿¿4474¿str¿¿¿{"start":{"line":153,"column":56},"end":{"line":153,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4341¿Identifier¿¿4474¿options¿¿¿{"start":{"line":153,"column":61},"end":{"line":153,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4342¿IfStatement¿¿4474¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
4343¿Identifier¿¿4474¿v534¿¿¿¿¿Identifier
4344¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4345¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4346¿Identifier¿¿4474¿tempObj¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
4347¿Identifier¿¿4474¿v535¿¿¿¿¿Identifier
4348¿BlockStatement¿¿4474¿¿¿¿¿¿BlockStatement
4349¿ExpressionStatement¿¿4474¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
4350¿AssignmentExpression¿=¿4474¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
4351¿Identifier¿¿4474¿tempObj¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
