Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Program
1239¿Literal¿string¿¿'arp -a'¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1240¿VariableDeclarator¿¿v118¿¿¿¿¿VariableDeclarator
1241¿CallExpression¿¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1242¿MemberExpression¿¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1243¿Identifier¿¿v117¿¿¿¿¿Identifier
1244¿Identifier¿¿then¿¿¿{"start":{"line":78,"column":27},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1245¿Identifier¿¿parseAll¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1246¿ReturnStatement¿¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1247¿Identifier¿¿v118¿¿¿¿¿Identifier
1248¿BlockStatement¿¿¿¿¿{"start":{"line":77,"column":19},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1249¿VariableDeclarator¿¿parseAll¿¿¿¿¿VariableDeclarator
1250¿FunctionExpression¿¿anon¿¿¿{"start":{"line":84,"column":0},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1251¿Identifier¿¿data¿¿¿{"start":{"line":84,"column":19},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1252¿VariableDeclarator¿¿v119¿¿¿¿¿VariableDeclarator
1253¿UnaryExpression¿!¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1254¿Identifier¿¿data¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1255¿VariableDeclarator¿¿v120¿¿¿¿¿VariableDeclarator
1256¿MemberExpression¿computed¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1257¿Identifier¿¿data¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1258¿Literal¿number¿¿0¿¿{"start":{"line":85,"column":21},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1259¿VariableDeclarator¿¿v121¿¿¿¿¿VariableDeclarator
1260¿UnaryExpression¿!¿¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1261¿Identifier¿¿v120¿¿¿¿¿Identifier
1262¿VariableDeclarator¿¿v122¿¿¿¿¿VariableDeclarator
1263¿LogicalExpression¿||¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿LogicalExpression
1264¿Identifier¿¿v119¿¿¿¿¿Identifier
1265¿Identifier¿¿v121¿¿¿¿¿Identifier
1266¿IfStatement¿¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1267¿Identifier¿¿v122¿¿¿¿¿Identifier
1268¿VariableDeclarator¿¿v123¿¿¿¿¿VariableDeclarator
1269¿ArrayExpression¿¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ArrayExpression
1270¿ReturnStatement¿¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1271¿Identifier¿¿v123¿¿¿¿¿Identifier
1272¿BlockStatement¿¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1273¿VariableDeclarator¿¿v124¿¿¿¿¿VariableDeclarator
1274¿MemberExpression¿¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1275¿Identifier¿¿process¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1276¿Identifier¿¿platform¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1277¿VariableDeclarator¿¿v125¿¿¿¿¿VariableDeclarator
1278¿CallExpression¿¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1279¿MemberExpression¿¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1280¿Identifier¿¿v124¿¿¿¿¿Identifier
1281¿Identifier¿¿includes¿¿¿{"start":{"line":89,"column":23},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1282¿Literal¿string¿¿'linux'¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1283¿IfStatement¿¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1284¿Identifier¿¿v125¿¿¿¿¿Identifier
1285¿VariableDeclarator¿¿v126¿¿¿¿¿VariableDeclarator
1286¿MemberExpression¿computed¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1287¿Identifier¿¿data¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1288¿Literal¿number¿¿0¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1289¿VariableDeclarator¿¿rows¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1291¿MemberExpression¿¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1292¿Identifier¿¿v126¿¿¿¿¿Identifier
1293¿Identifier¿¿split¿¿¿{"start":{"line":90,"column":23},"end":{"line":90,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1294¿Literal¿string¿¿'\n'¿¿{"start":{"line":90,"column":29},"end":{"line":90,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1295¿VariableDeclarator¿¿v128¿¿¿¿¿VariableDeclarator
1296¿FunctionExpression¿¿anon¿¿¿{"start":{"line":91,"column":20},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1297¿Identifier¿¿row¿¿¿{"start":{"line":91,"column":30},"end":{"line":91,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1298¿VariableDeclarator¿¿v127¿¿¿¿¿VariableDeclarator
1299¿CallExpression¿¿¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1300¿Identifier¿¿parseLinux¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1301¿Identifier¿¿row¿¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1302¿Identifier¿¿servers¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1303¿ReturnStatement¿¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1304¿Identifier¿¿v127¿¿¿¿¿Identifier
1305¿BlockStatement¿¿¿¿¿{"start":{"line":91,"column":35},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1306¿VariableDeclarator¿¿v129¿¿¿¿¿VariableDeclarator
1307¿CallExpression¿¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1308¿MemberExpression¿¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1309¿Identifier¿¿rows¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1310¿Identifier¿¿map¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1311¿Identifier¿¿v128¿¿¿¿¿Identifier
1312¿VariableDeclarator¿¿v130¿¿¿¿¿VariableDeclarator
1313¿CallExpression¿¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1314¿MemberExpression¿¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1315¿Identifier¿¿v129¿¿¿¿¿Identifier
1316¿Identifier¿¿filter¿¿¿{"start":{"line":93,"column":7},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1317¿Identifier¿¿Boolean¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1318¿ReturnStatement¿¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1319¿Identifier¿¿v130¿¿¿¿¿Identifier
1320¿BlockStatement¿¿¿¿¿{"start":{"line":89,"column":42},"end":{"line":94,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿v131¿¿¿¿¿VariableDeclarator
1322¿MemberExpression¿¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1323¿Identifier¿¿process¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1324¿Identifier¿¿platform¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1325¿VariableDeclarator¿¿v132¿¿¿¿¿VariableDeclarator
1326¿CallExpression¿¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1327¿MemberExpression¿¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1328¿Identifier¿¿v131¿¿¿¿¿Identifier
1329¿Identifier¿¿includes¿¿¿{"start":{"line":94,"column":30},"end":{"line":94,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1330¿Literal¿string¿¿'win32'¿¿{"start":{"line":94,"column":39},"end":{"line":94,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1331¿IfStatement¿¿¿¿¿{"start":{"line":94,"column":9},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1332¿Identifier¿¿v132¿¿¿¿¿Identifier
1333¿VariableDeclarator¿¿v133¿¿¿¿¿VariableDeclarator
1334¿MemberExpression¿computed¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1335¿Identifier¿¿data¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1336¿Literal¿number¿¿0¿¿{"start":{"line":95,"column":23},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1337¿VariableDeclarator¿¿v134¿¿¿¿¿VariableDeclarator
1338¿CallExpression¿¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1339¿MemberExpression¿¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1340¿Identifier¿¿v133¿¿¿¿¿Identifier
1341¿Identifier¿¿split¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1342¿Literal¿string¿¿'\n'¿¿{"start":{"line":95,"column":32},"end":{"line":95,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1343¿VariableDeclarator¿¿winRows¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1344¿CallExpression¿¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1345¿MemberExpression¿¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1346¿Identifier¿¿v134¿¿¿¿¿Identifier
1347¿Identifier¿¿splice¿¿¿{"start":{"line":95,"column":38},"end":{"line":95,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1348¿Literal¿number¿¿1¿¿{"start":{"line":95,"column":45},"end":{"line":95,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1349¿VariableDeclarator¿¿v136¿¿¿¿¿VariableDeclarator
1350¿FunctionExpression¿¿anon¿¿¿{"start":{"line":96,"column":23},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1351¿Identifier¿¿row¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1352¿VariableDeclarator¿¿v135¿¿¿¿¿VariableDeclarator
1353¿CallExpression¿¿¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1354¿Identifier¿¿parseWin32¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1355¿Identifier¿¿row¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1356¿Identifier¿¿servers¿¿¿{"start":{"line":97,"column":29},"end":{"line":97,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1357¿ReturnStatement¿¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1358¿Identifier¿¿v135¿¿¿¿¿Identifier
1359¿BlockStatement¿¿¿¿¿{"start":{"line":96,"column":38},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1360¿VariableDeclarator¿¿v137¿¿¿¿¿VariableDeclarator
1361¿CallExpression¿¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1362¿MemberExpression¿¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1363¿Identifier¿¿winRows¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1364¿Identifier¿¿map¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1365¿Identifier¿¿v136¿¿¿¿¿Identifier
1366¿VariableDeclarator¿¿v138¿¿¿¿¿VariableDeclarator
1367¿CallExpression¿¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1368¿MemberExpression¿¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1369¿Identifier¿¿v137¿¿¿¿¿Identifier
1370¿Identifier¿¿filter¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1371¿Identifier¿¿Boolean¿¿¿{"start":{"line":98,"column":14},"end":{"line":98,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1372¿ReturnStatement¿¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1373¿Identifier¿¿v138¿¿¿¿¿Identifier
1374¿BlockStatement¿¿¿¿¿{"start":{"line":94,"column":49},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1375¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1376¿VariableDeclarator¿¿v139¿¿¿¿¿VariableDeclarator
1377¿MemberExpression¿computed¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1378¿Identifier¿¿data¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1379¿Literal¿number¿¿0¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1380¿VariableDeclarator¿¿v140¿¿¿¿¿VariableDeclarator
1381¿CallExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1382¿MemberExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":102,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1383¿Identifier¿¿v139¿¿¿¿¿Identifier
1384¿Identifier¿¿trim¿¿¿{"start":{"line":102,"column":5},"end":{"line":102,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1385¿VariableDeclarator¿¿v141¿¿¿¿¿VariableDeclarator
1386¿CallExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":103,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1387¿MemberExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":103,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1388¿Identifier¿¿v140¿¿¿¿¿Identifier
1389¿Identifier¿¿split¿¿¿{"start":{"line":103,"column":5},"end":{"line":103,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1390¿Literal¿string¿¿'\n'¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1391¿VariableDeclarator¿¿v143¿¿¿¿¿VariableDeclarator
1392¿FunctionExpression¿¿anon¿¿¿{"start":{"line":104,"column":9},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1393¿Identifier¿¿row¿¿¿{"start":{"line":104,"column":19},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1394¿VariableDeclarator¿¿v142¿¿¿¿¿VariableDeclarator
1395¿CallExpression¿¿¿¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1396¿Identifier¿¿parseRow¿¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1397¿Identifier¿¿row¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1398¿Identifier¿¿servers¿¿¿{"start":{"line":105,"column":27},"end":{"line":105,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1399¿ReturnStatement¿¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1400¿Identifier¿¿v142¿¿¿¿¿Identifier
1401¿BlockStatement¿¿¿¿¿{"start":{"line":104,"column":24},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1402¿VariableDeclarator¿¿v144¿¿¿¿¿VariableDeclarator
1403¿CallExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":106,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1404¿MemberExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":104,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1405¿Identifier¿¿v141¿¿¿¿¿Identifier
1406¿Identifier¿¿map¿¿¿{"start":{"line":104,"column":5},"end":{"line":104,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1407¿Identifier¿¿v143¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿v145¿¿¿¿¿VariableDeclarator
1409¿CallExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1410¿MemberExpression¿¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":107,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1411¿Identifier¿¿v144¿¿¿¿¿Identifier
1412¿Identifier¿¿filter¿¿¿{"start":{"line":107,"column":5},"end":{"line":107,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1413¿Identifier¿¿Boolean¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
