Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2610¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":247,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Program
3593¿Identifier¿¿4688¿v500¿¿¿¿¿Identifier
3594¿VariableDeclarator¿¿4688¿v502¿¿¿{"start":{"line":154,"column":9},"end":{"line":154,"column":121},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3595¿LogicalExpression¿&&¿4688¿¿¿¿{"start":{"line":154,"column":9},"end":{"line":154,"column":121},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿LogicalExpression
3596¿Identifier¿¿4688¿v498¿¿¿¿¿Identifier
3597¿Identifier¿¿4688¿v501¿¿¿¿¿Identifier
3598¿ReturnStatement¿¿4688¿¿¿¿{"start":{"line":154,"column":2},"end":{"line":154,"column":121},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3599¿Identifier¿¿4688¿v502¿¿¿¿¿Identifier
3600¿BlockStatement¿¿4688¿¿¿¿{"start":{"line":153,"column":47},"end":{"line":155,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3601¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":153,"column":0},"end":{"line":155,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3602¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":153,"column":0},"end":{"line":155,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3603¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":153,"column":0},"end":{"line":153,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3604¿Identifier¿¿4637¿v491¿¿¿¿¿Identifier
3605¿Identifier¿¿4637¿equals¿¿¿{"start":{"line":153,"column":21},"end":{"line":153,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3606¿Identifier¿¿4637¿v503¿¿¿¿¿Identifier
3607¿VariableDeclarator¿¿4637¿v504¿¿¿{"start":{"line":157,"column":0},"end":{"line":157,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3608¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":157,"column":0},"end":{"line":157,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3609¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":157,"column":0},"end":{"line":157,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3610¿Identifier¿¿4637¿Triple¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3611¿VariableDeclarator¿¿4637¿v505¿¿¿{"start":{"line":157,"column":0},"end":{"line":157,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3612¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":157,"column":0},"end":{"line":157,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3613¿Identifier¿¿4637¿v504¿¿¿¿¿Identifier
3614¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3615¿VariableDeclarator¿¿4637¿v507¿¿¿{"start":{"line":157,"column":0},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3616¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":157,"column":28},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
3617¿VariableDeclarator¿¿4690¿v506¿¿¿{"start":{"line":158,"column":9},"end":{"line":158,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3618¿CallExpression¿¿4690¿¿¿¿{"start":{"line":158,"column":9},"end":{"line":158,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3619¿MemberExpression¿¿4690¿¿¿¿{"start":{"line":158,"column":9},"end":{"line":158,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3620¿ThisExpression¿¿4690¿¿¿¿{"start":{"line":158,"column":9},"end":{"line":158,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3621¿Identifier¿¿4690¿toString¿¿¿{"start":{"line":158,"column":14},"end":{"line":158,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3622¿ReturnStatement¿¿4690¿¿¿¿{"start":{"line":158,"column":2},"end":{"line":158,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3623¿Identifier¿¿4690¿v506¿¿¿¿¿Identifier
3624¿BlockStatement¿¿4690¿¿¿¿{"start":{"line":157,"column":40},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3625¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":157,"column":0},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3626¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":157,"column":0},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3627¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":157,"column":0},"end":{"line":157,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3628¿Identifier¿¿4637¿v505¿¿¿¿¿Identifier
3629¿Identifier¿¿4637¿toNT¿¿¿{"start":{"line":157,"column":21},"end":{"line":157,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3630¿Identifier¿¿4637¿v507¿¿¿¿¿Identifier
3631¿VariableDeclarator¿¿4637¿v508¿¿¿{"start":{"line":161,"column":0},"end":{"line":161,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3632¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":161,"column":0},"end":{"line":161,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3633¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":161,"column":0},"end":{"line":161,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3634¿Identifier¿¿4637¿Triple¿¿¿{"start":{"line":161,"column":4},"end":{"line":161,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3635¿VariableDeclarator¿¿4637¿v509¿¿¿{"start":{"line":161,"column":0},"end":{"line":161,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3636¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":161,"column":0},"end":{"line":161,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3637¿Identifier¿¿4637¿v508¿¿¿¿¿Identifier
3638¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":161,"column":11},"end":{"line":161,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3639¿VariableDeclarator¿¿4637¿v514¿¿¿{"start":{"line":161,"column":0},"end":{"line":163,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3640¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":161,"column":30},"end":{"line":163,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
3641¿Identifier¿¿0¿graph¿¿¿{"start":{"line":161,"column":40},"end":{"line":161,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3642¿VariableDeclarator¿¿4692¿v510¿¿¿{"start":{"line":162,"column":22},"end":{"line":162,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3643¿MemberExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":22},"end":{"line":162,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3644¿ThisExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":22},"end":{"line":162,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3645¿Identifier¿¿4692¿subject¿¿¿{"start":{"line":162,"column":27},"end":{"line":162,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3646¿VariableDeclarator¿¿4692¿v511¿¿¿{"start":{"line":162,"column":36},"end":{"line":162,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3647¿MemberExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":36},"end":{"line":162,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3648¿ThisExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":36},"end":{"line":162,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3649¿Identifier¿¿4692¿predicate¿¿¿{"start":{"line":162,"column":41},"end":{"line":162,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3650¿VariableDeclarator¿¿4692¿v512¿¿¿{"start":{"line":162,"column":52},"end":{"line":162,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3651¿MemberExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":52},"end":{"line":162,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3652¿ThisExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":52},"end":{"line":162,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3653¿Identifier¿¿4692¿object¿¿¿{"start":{"line":162,"column":57},"end":{"line":162,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3654¿VariableDeclarator¿¿4692¿v513¿¿¿{"start":{"line":162,"column":9},"end":{"line":162,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3655¿NewExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":9},"end":{"line":162,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿NewExpression
3656¿MemberExpression¿¿4692¿¿¿¿{"start":{"line":162,"column":13},"end":{"line":162,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3657¿Identifier¿¿4692¿rdf¿¿¿{"start":{"line":162,"column":13},"end":{"line":162,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3658¿Identifier¿¿4692¿Quad¿¿¿{"start":{"line":162,"column":17},"end":{"line":162,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3659¿Identifier¿¿4692¿v510¿¿¿¿¿Identifier
3660¿Identifier¿¿4692¿v511¿¿¿¿¿Identifier
3661¿Identifier¿¿4692¿v512¿¿¿¿¿Identifier
3662¿Identifier¿¿4692¿graph¿¿¿{"start":{"line":162,"column":65},"end":{"line":162,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3663¿ReturnStatement¿¿4692¿¿¿¿{"start":{"line":162,"column":2},"end":{"line":162,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3664¿Identifier¿¿4692¿v513¿¿¿¿¿Identifier
3665¿BlockStatement¿¿4692¿¿¿¿{"start":{"line":161,"column":47},"end":{"line":163,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3666¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":161,"column":0},"end":{"line":163,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3667¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":161,"column":0},"end":{"line":163,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3668¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":161,"column":0},"end":{"line":161,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3669¿Identifier¿¿4637¿v509¿¿¿¿¿Identifier
3670¿Identifier¿¿4637¿toQuad¿¿¿{"start":{"line":161,"column":21},"end":{"line":161,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3671¿Identifier¿¿4637¿v514¿¿¿¿¿Identifier
3672¿VariableDeclarator¿¿4637¿v515¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3673¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3674¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3675¿Identifier¿¿4637¿Triple¿¿¿{"start":{"line":165,"column":4},"end":{"line":165,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3676¿VariableDeclarator¿¿4637¿v516¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3677¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3678¿Identifier¿¿4637¿v515¿¿¿¿¿Identifier
3679¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":165,"column":11},"end":{"line":165,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3680¿VariableDeclarator¿¿4637¿v528¿¿¿{"start":{"line":165,"column":0},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3681¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":165,"column":32},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
3682¿VariableDeclarator¿¿4694¿v517¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3683¿MemberExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3684¿ThisExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3685¿Identifier¿¿4694¿subject¿¿¿{"start":{"line":166,"column":14},"end":{"line":166,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3686¿VariableDeclarator¿¿4694¿v518¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3687¿CallExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3688¿MemberExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3689¿Identifier¿¿4694¿v517¿¿¿¿¿Identifier
3690¿Identifier¿¿4694¿toNT¿¿¿{"start":{"line":166,"column":22},"end":{"line":166,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3691¿VariableDeclarator¿¿4694¿v519¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3692¿BinaryExpression¿+¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3693¿Identifier¿¿4694¿v518¿¿¿¿¿Identifier
3694¿Literal¿string¿4694¿¿' '¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3695¿VariableDeclarator¿¿4694¿v520¿¿¿{"start":{"line":166,"column":37},"end":{"line":166,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3696¿MemberExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":37},"end":{"line":166,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3697¿ThisExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":37},"end":{"line":166,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3698¿Identifier¿¿4694¿predicate¿¿¿{"start":{"line":166,"column":42},"end":{"line":166,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3699¿VariableDeclarator¿¿4694¿v521¿¿¿{"start":{"line":166,"column":37},"end":{"line":166,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3700¿CallExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":37},"end":{"line":166,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3701¿MemberExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":37},"end":{"line":166,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3702¿Identifier¿¿4694¿v520¿¿¿¿¿Identifier
3703¿Identifier¿¿4694¿toNT¿¿¿{"start":{"line":166,"column":52},"end":{"line":166,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3704¿VariableDeclarator¿¿4694¿v522¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3705¿BinaryExpression¿+¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3706¿Identifier¿¿4694¿v519¿¿¿¿¿Identifier
3707¿Identifier¿¿4694¿v521¿¿¿¿¿Identifier
3708¿VariableDeclarator¿¿4694¿v523¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3709¿BinaryExpression¿+¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3710¿Identifier¿¿4694¿v522¿¿¿¿¿Identifier
3711¿Literal¿string¿4694¿¿' '¿¿{"start":{"line":166,"column":61},"end":{"line":166,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3712¿VariableDeclarator¿¿4694¿v524¿¿¿{"start":{"line":166,"column":67},"end":{"line":166,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3713¿MemberExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":67},"end":{"line":166,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3714¿ThisExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":67},"end":{"line":166,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3715¿Identifier¿¿4694¿object¿¿¿{"start":{"line":166,"column":72},"end":{"line":166,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3716¿VariableDeclarator¿¿4694¿v525¿¿¿{"start":{"line":166,"column":67},"end":{"line":166,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3717¿CallExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":67},"end":{"line":166,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3718¿MemberExpression¿¿4694¿¿¿¿{"start":{"line":166,"column":67},"end":{"line":166,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3719¿Identifier¿¿4694¿v524¿¿¿¿¿Identifier
3720¿Identifier¿¿4694¿toNT¿¿¿{"start":{"line":166,"column":79},"end":{"line":166,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3721¿VariableDeclarator¿¿4694¿v526¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3722¿BinaryExpression¿+¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3723¿Identifier¿¿4694¿v523¿¿¿¿¿Identifier
3724¿Identifier¿¿4694¿v525¿¿¿¿¿Identifier
3725¿VariableDeclarator¿¿4694¿v527¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3726¿BinaryExpression¿+¿4694¿¿¿¿{"start":{"line":166,"column":9},"end":{"line":166,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3727¿Identifier¿¿4694¿v526¿¿¿¿¿Identifier
3728¿Literal¿string¿4694¿¿' .'¿¿{"start":{"line":166,"column":88},"end":{"line":166,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3729¿ReturnStatement¿¿4694¿¿¿¿{"start":{"line":166,"column":2},"end":{"line":166,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3730¿Identifier¿¿4694¿v527¿¿¿¿¿Identifier
3731¿BlockStatement¿¿4694¿¿¿¿{"start":{"line":165,"column":44},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3732¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3733¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3734¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3735¿Identifier¿¿4637¿v516¿¿¿¿¿Identifier
3736¿Identifier¿¿4637¿toString¿¿¿{"start":{"line":165,"column":21},"end":{"line":165,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3737¿Identifier¿¿4637¿v528¿¿¿¿¿Identifier
