Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1074¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":268,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Program
1357¿CallExpression¿¿1877¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1358¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1359¿Identifier¿¿1877¿eargs¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1360¿Identifier¿¿1877¿push¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1361¿Literal¿string¿1877¿¿'git'¿¿{"start":{"line":73,"column":27},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1362¿Identifier¿¿1877¿v123¿¿¿¿¿Identifier
1363¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1364¿Identifier¿¿1877¿v124¿¿¿¿¿Identifier
1365¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":72,"column":37},"end":{"line":74,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1366¿VariableDeclarator¿¿1877¿v125¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1367¿CallExpression¿¿1877¿¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1368¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1369¿Identifier¿¿1877¿command¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1370¿Identifier¿¿1877¿trim¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1371¿VariableDeclarator¿¿1877¿v126¿¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1372¿BinaryExpression¿+¿1877¿¿¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1373¿Literal¿string¿1877¿¿'git '¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1374¿Identifier¿¿1877¿v125¿¿¿¿¿Identifier
1375¿VariableDeclarator¿¿1877¿v127¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1376¿CallExpression¿¿1877¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1377¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1378¿Identifier¿¿1877¿eargs¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1379¿Identifier¿¿1877¿push¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1380¿Identifier¿¿1877¿v126¿¿¿¿¿Identifier
1381¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1382¿Identifier¿¿1877¿v127¿¿¿¿¿Identifier
1383¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":74,"column":19},"end":{"line":76,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1384¿VariableDeclarator¿¿1877¿v128¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1385¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1386¿ThisExpression¿¿1877¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1387¿Identifier¿¿1877¿cwd¿¿¿{"start":{"line":78,"column":35},"end":{"line":78,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1388¿VariableDeclarator¿¿1877¿v129¿¿¿{"start":{"line":78,"column":23},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1389¿ObjectExpression¿¿1877¿¿¿¿{"start":{"line":78,"column":23},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1390¿Property¿¿1877¿¿¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1391¿Identifier¿¿1877¿cwd¿¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1392¿Identifier¿¿1877¿v128¿¿¿¿¿Identifier
1393¿VariableDeclarator¿¿1877¿v130¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1394¿CallExpression¿¿1877¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1395¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1396¿Identifier¿¿1877¿eargs¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1397¿Identifier¿¿1877¿push¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1398¿Identifier¿¿1877¿v129¿¿¿¿¿Identifier
1399¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1400¿Identifier¿¿1877¿v130¿¿¿¿¿Identifier
1401¿VariableDeclarator¿¿1877¿v134¿¿¿{"start":{"line":81,"column":23},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1402¿FunctionExpression¿¿1877¿anon¿¿¿{"start":{"line":81,"column":23},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1403¿Identifier¿¿0¿err¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1404¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":81,"column":38},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1405¿IfStatement¿¿1881¿¿¿¿{"start":{"line":82,"column":16},"end":{"line":84,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1406¿Identifier¿¿1881¿err¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1407¿VariableDeclarator¿¿1881¿v131¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1408¿CallExpression¿¿1881¿¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1409¿Identifier¿¿1881¿callback¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1410¿Identifier¿¿1881¿err¿¿¿{"start":{"line":83,"column":36},"end":{"line":83,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1411¿ReturnStatement¿¿1881¿¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1412¿Identifier¿¿1881¿v131¿¿¿¿¿Identifier
1413¿BlockStatement¿¿1881¿¿¿¿{"start":{"line":82,"column":25},"end":{"line":84,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1414¿VariableDeclarator¿¿1881¿v132¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1415¿CallExpression¿¿1881¿¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1416¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1417¿Identifier¿¿1881¿stdout¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1418¿Identifier¿¿1881¿trimRight¿¿¿{"start":{"line":85,"column":38},"end":{"line":85,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1419¿VariableDeclarator¿¿1881¿v133¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1420¿CallExpression¿¿1881¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1421¿Identifier¿¿1881¿callback¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1422¿Literal¿object¿1881¿¿null¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1423¿Identifier¿¿1881¿v132¿¿¿¿¿Identifier
1424¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1425¿Identifier¿¿1881¿v133¿¿¿¿¿Identifier
1426¿BlockStatement¿¿1881¿¿¿¿{"start":{"line":81,"column":46},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1427¿VariableDeclarator¿¿1877¿v135¿¿¿{"start":{"line":81,"column":12},"end":{"line":86,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1428¿CallExpression¿¿1877¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":86,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1429¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1430¿Identifier¿¿1877¿eargs¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1431¿Identifier¿¿1877¿push¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1432¿Identifier¿¿1877¿v134¿¿¿¿¿Identifier
1433¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":86,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1434¿Identifier¿¿1877¿v135¿¿¿¿¿Identifier
1435¿VariableDeclarator¿¿1877¿v136¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1436¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1437¿Identifier¿¿1877¿el¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1438¿Identifier¿¿1877¿add¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1877¿v137¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1440¿CallExpression¿¿1877¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1441¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1442¿Identifier¿¿1877¿v136¿¿¿¿¿Identifier
1443¿Identifier¿¿1877¿apply¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1444¿Identifier¿¿1877¿el¿¿¿{"start":{"line":88,"column":25},"end":{"line":88,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1445¿Identifier¿¿1877¿eargs¿¿¿{"start":{"line":88,"column":29},"end":{"line":88,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1446¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1447¿Identifier¿¿1877¿v137¿¿¿¿¿Identifier
1448¿ReturnStatement¿¿1877¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1449¿ThisExpression¿¿1877¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":89,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1450¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":63,"column":54},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1451¿VariableDeclarator¿¿1872¿v139¿¿¿{"start":{"line":61,"column":23},"end":{"line":102,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1452¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":61,"column":23},"end":{"line":102,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1453¿Property¿¿1872¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1454¿Identifier¿¿1872¿key¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1455¿Literal¿string¿1872¿¿'exec'¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1456¿Property¿¿1872¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1457¿Identifier¿¿1872¿value¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1458¿Identifier¿¿1872¿v138¿¿¿¿¿Identifier
1459¿VariableDeclarator¿¿1872¿v141¿¿¿{"start":{"line":104,"column":15},"end":{"line":106,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1460¿FunctionExpression¿¿1872¿init¿¿¿{"start":{"line":104,"column":15},"end":{"line":106,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1461¿Identifier¿¿0¿callback¿¿¿{"start":{"line":104,"column":29},"end":{"line":104,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1462¿VariableDeclarator¿¿1884¿v140¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1463¿CallExpression¿¿1884¿¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1464¿MemberExpression¿¿1884¿¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1465¿ThisExpression¿¿1884¿¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1466¿Identifier¿¿1884¿exec¿¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1467¿Literal¿string¿1884¿¿'init'¿¿{"start":{"line":105,"column":29},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1468¿Identifier¿¿1884¿callback¿¿¿{"start":{"line":105,"column":37},"end":{"line":105,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1469¿ReturnStatement¿¿1884¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1470¿Identifier¿¿1884¿v140¿¿¿¿¿Identifier
1471¿BlockStatement¿¿1884¿¿¿¿{"start":{"line":104,"column":39},"end":{"line":106,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1472¿VariableDeclarator¿¿1872¿v142¿¿¿{"start":{"line":102,"column":7},"end":{"line":119,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1473¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":102,"column":7},"end":{"line":119,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1474¿Property¿¿1872¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1475¿Identifier¿¿1872¿key¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1476¿Literal¿string¿1872¿¿'init'¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1477¿Property¿¿1872¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":106,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1478¿Identifier¿¿1872¿value¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1479¿Identifier¿¿1872¿v141¿¿¿¿¿Identifier
1480¿VariableDeclarator¿¿1872¿v148¿¿¿{"start":{"line":121,"column":15},"end":{"line":131,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1481¿FunctionExpression¿¿1872¿create¿¿¿{"start":{"line":121,"column":15},"end":{"line":131,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1482¿Identifier¿¿0¿callback¿¿¿{"start":{"line":121,"column":31},"end":{"line":121,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1483¿VariableDeclarator¿¿1886¿_this¿¿¿{"start":{"line":122,"column":16},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1484¿ThisExpression¿¿1886¿¿¿¿{"start":{"line":122,"column":24},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1485¿VariableDeclarator¿¿1886¿v143¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1486¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1487¿ThisExpression¿¿1886¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1488¿Identifier¿¿1886¿cwd¿¿¿{"start":{"line":124,"column":26},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1489¿VariableDeclarator¿¿1886¿v146¿¿¿{"start":{"line":124,"column":31},"end":{"line":129,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1490¿FunctionExpression¿¿1886¿anon¿¿¿{"start":{"line":124,"column":31},"end":{"line":129,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1491¿Identifier¿¿0¿err¿¿¿{"start":{"line":124,"column":41},"end":{"line":124,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1492¿IfStatement¿¿1888¿¿¿¿{"start":{"line":125,"column":16},"end":{"line":127,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1493¿Identifier¿¿1888¿err¿¿¿{"start":{"line":125,"column":20},"end":{"line":125,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1494¿VariableDeclarator¿¿1888¿v144¿¿¿{"start":{"line":126,"column":27},"end":{"line":126,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1495¿CallExpression¿¿1888¿¿¿¿{"start":{"line":126,"column":27},"end":{"line":126,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1496¿Identifier¿¿1888¿callback¿¿¿{"start":{"line":126,"column":27},"end":{"line":126,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1497¿Identifier¿¿1888¿err¿¿¿{"start":{"line":126,"column":36},"end":{"line":126,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1498¿ReturnStatement¿¿1888¿¿¿¿{"start":{"line":126,"column":20},"end":{"line":126,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1499¿Identifier¿¿1888¿v144¿¿¿¿¿Identifier
1500¿BlockStatement¿¿1888¿¿¿¿{"start":{"line":125,"column":25},"end":{"line":127,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1501¿VariableDeclarator¿¿1888¿v145¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
