Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
865¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Program
1126¿BlockStatement¿¿1480¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":67,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1127¿VariableDeclarator¿¿1480¿v86¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1128¿CallExpression¿¿1480¿¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1129¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1130¿Identifier¿¿1480¿stdout¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1131¿Identifier¿¿1480¿toString¿¿¿{"start":{"line":70,"column":35},"end":{"line":70,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1132¿VariableDeclarator¿¿1480¿v87¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1133¿CallExpression¿¿1480¿¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1134¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1135¿Identifier¿¿1480¿stderr¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1136¿Identifier¿¿1480¿toString¿¿¿{"start":{"line":71,"column":35},"end":{"line":71,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1137¿VariableDeclarator¿¿1480¿v88¿¿¿{"start":{"line":69,"column":24},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1138¿ObjectExpression¿¿1480¿¿¿¿{"start":{"line":69,"column":24},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ObjectExpression
1139¿Property¿¿1480¿¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Property
1140¿Identifier¿¿1480¿stdout¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1141¿Identifier¿¿1480¿v86¿¿¿¿¿Identifier
1142¿Property¿¿1480¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Property
1143¿Identifier¿¿1480¿stderr¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1144¿Identifier¿¿1480¿v87¿¿¿¿¿Identifier
1145¿VariableDeclarator¿¿1480¿v89¿¿¿{"start":{"line":69,"column":16},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1146¿CallExpression¿¿1480¿¿¿¿{"start":{"line":69,"column":16},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1147¿Identifier¿¿1480¿resolve¿¿¿{"start":{"line":69,"column":16},"end":{"line":69,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1148¿Identifier¿¿1480¿v88¿¿¿¿¿Identifier
1149¿ExpressionStatement¿¿1480¿¿¿¿{"start":{"line":69,"column":16},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1150¿Identifier¿¿1480¿v89¿¿¿¿¿Identifier
1151¿BlockStatement¿¿1480¿¿¿¿{"start":{"line":68,"column":17},"end":{"line":73,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1152¿BlockStatement¿¿1480¿¿¿¿{"start":{"line":64,"column":91},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1153¿VariableDeclarator¿¿1478¿childProcess¿¿¿{"start":{"line":64,"column":12},"end":{"line":74,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1154¿CallExpression¿¿1478¿¿¿¿{"start":{"line":64,"column":27},"end":{"line":74,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1155¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1156¿Identifier¿¿1478¿cp¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1157¿Identifier¿¿1478¿execFile¿¿¿{"start":{"line":64,"column":30},"end":{"line":64,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1158¿Identifier¿¿1478¿file¿¿¿{"start":{"line":64,"column":39},"end":{"line":64,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1159¿Identifier¿¿1478¿args¿¿¿{"start":{"line":64,"column":45},"end":{"line":64,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1160¿Identifier¿¿1478¿options¿¿¿{"start":{"line":64,"column":51},"end":{"line":64,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1161¿Identifier¿¿1478¿v90¿¿¿¿¿Identifier
1162¿VariableDeclarator¿¿1478¿v92¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1163¿FunctionExpression¿¿1478¿anon¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1164¿VariableDeclarator¿¿1483¿v91¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1483¿¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1166¿MemberExpression¿¿1483¿¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1167¿Identifier¿¿1483¿eventEmitter¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1168¿Identifier¿¿1483¿emit¿¿¿{"start":{"line":75,"column":59},"end":{"line":75,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1169¿Literal¿string¿1483¿¿'process'¿¿{"start":{"line":75,"column":64},"end":{"line":75,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1170¿Identifier¿¿1483¿childProcess¿¿¿{"start":{"line":75,"column":75},"end":{"line":75,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1171¿ReturnStatement¿¿1483¿¿¿¿{"start":{"line":75,"column":39},"end":{"line":75,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1172¿Identifier¿¿1483¿v91¿¿¿¿¿Identifier
1173¿BlockStatement¿¿1483¿¿¿¿{"start":{"line":75,"column":37},"end":{"line":75,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1174¿VariableDeclarator¿¿1478¿v93¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1478¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1176¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1177¿Identifier¿¿1478¿process¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1178¿Identifier¿¿1478¿nextTick¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1179¿Identifier¿¿1478¿v92¿¿¿¿¿Identifier
1180¿ExpressionStatement¿¿1478¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":93},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1181¿Identifier¿¿1478¿v93¿¿¿¿¿Identifier
1182¿BlockStatement¿¿1478¿¿¿¿{"start":{"line":63,"column":94},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1183¿VariableDeclarator¿¿1476¿v95¿¿¿{"start":{"line":63,"column":11},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1184¿NewExpression¿¿1476¿¿¿¿{"start":{"line":63,"column":11},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿NewExpression
1185¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1186¿Identifier¿¿1476¿PromiseWithEvents_1¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1187¿Identifier¿¿1476¿PromiseWithEvents¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1188¿Identifier¿¿1476¿v94¿¿¿¿¿Identifier
1189¿ReturnStatement¿¿1476¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":76,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1190¿Identifier¿¿1476¿v95¿¿¿¿¿Identifier
1191¿BlockStatement¿¿1476¿¿¿¿{"start":{"line":60,"column":48},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1192¿ExpressionStatement¿¿1452¿¿¿¿{"start":{"line":78,"column":0},"end":{"line":78,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1193¿AssignmentExpression¿=¿1452¿¿¿¿{"start":{"line":78,"column":0},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿AssignmentExpression
1194¿MemberExpression¿¿1452¿¿¿¿{"start":{"line":78,"column":0},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1195¿Identifier¿¿1452¿exports¿¿¿{"start":{"line":78,"column":0},"end":{"line":78,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1196¿Identifier¿¿1452¿execFile¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1197¿Identifier¿¿1452¿execFile¿¿¿{"start":{"line":78,"column":19},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1198¿VariableDeclarator¿exported¿1452¿spawn¿¿¿{"start":{"line":79,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1199¿FunctionExpression¿¿1452¿anon¿¿¿{"start":{"line":79,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1200¿Identifier¿¿0¿command¿¿¿{"start":{"line":79,"column":15},"end":{"line":79,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1201¿Identifier¿¿0¿argsOrOptions¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1202¿Identifier¿¿0¿options¿¿¿{"start":{"line":79,"column":39},"end":{"line":79,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1485¿args¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1485¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1205¿Identifier¿¿1485¿getArgs¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1206¿Identifier¿¿1485¿argsOrOptions¿¿¿{"start":{"line":80,"column":23},"end":{"line":80,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1207¿ExpressionStatement¿¿1485¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1208¿AssignmentExpression¿=¿1485¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿AssignmentExpression
1209¿Identifier¿¿1485¿options¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1210¿CallExpression¿¿1485¿¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1211¿Identifier¿¿1485¿getOptions¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1212¿Identifier¿¿1485¿argsOrOptions¿¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1213¿Identifier¿¿1485¿options¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1485¿v110¿¿¿{"start":{"line":82,"column":53},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1215¿FunctionExpression¿¿1485¿anon¿¿¿{"start":{"line":82,"column":53},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1216¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":82,"column":63},"end":{"line":82,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1217¿Identifier¿¿0¿reject¿¿¿{"start":{"line":82,"column":72},"end":{"line":82,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1218¿Identifier¿¿0¿eventEmitter¿¿¿{"start":{"line":82,"column":80},"end":{"line":82,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1219¿VariableDeclarator¿¿1487¿childProcess¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1220¿CallExpression¿¿1487¿¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1221¿MemberExpression¿¿1487¿¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1222¿Identifier¿¿1487¿cp¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1223¿Identifier¿¿1487¿spawn¿¿¿{"start":{"line":83,"column":30},"end":{"line":83,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1224¿Identifier¿¿1487¿command¿¿¿{"start":{"line":83,"column":36},"end":{"line":83,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1225¿Identifier¿¿1487¿args¿¿¿{"start":{"line":83,"column":45},"end":{"line":83,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1226¿Identifier¿¿1487¿options¿¿¿{"start":{"line":83,"column":51},"end":{"line":83,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1227¿VariableDeclarator¿¿1487¿v96¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1228¿MemberExpression¿¿1487¿¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1229¿Identifier¿¿1487¿childProcess¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1230¿Identifier¿¿1487¿stdout¿¿¿{"start":{"line":84,"column":39},"end":{"line":84,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1487¿v97¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1487¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1233¿Identifier¿¿1487¿readStreamAsLines¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1234¿Identifier¿¿1487¿v96¿¿¿¿¿Identifier
1235¿Literal¿string¿1487¿¿'stdout'¿¿{"start":{"line":84,"column":47},"end":{"line":84,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1236¿Identifier¿¿1487¿eventEmitter¿¿¿{"start":{"line":84,"column":57},"end":{"line":84,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1237¿ExpressionStatement¿¿1487¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1238¿Identifier¿¿1487¿v97¿¿¿¿¿Identifier
1239¿VariableDeclarator¿¿1487¿v98¿¿¿{"start":{"line":85,"column":26},"end":{"line":85,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1240¿MemberExpression¿¿1487¿¿¿¿{"start":{"line":85,"column":26},"end":{"line":85,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1241¿Identifier¿¿1487¿childProcess¿¿¿{"start":{"line":85,"column":26},"end":{"line":85,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1242¿Identifier¿¿1487¿stderr¿¿¿{"start":{"line":85,"column":39},"end":{"line":85,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1243¿VariableDeclarator¿¿1487¿v99¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1244¿CallExpression¿¿1487¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1245¿Identifier¿¿1487¿readStreamAsLines¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1246¿Identifier¿¿1487¿v98¿¿¿¿¿Identifier
1247¿Literal¿string¿1487¿¿'stderr'¿¿{"start":{"line":85,"column":47},"end":{"line":85,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1248¿Identifier¿¿1487¿eventEmitter¿¿¿{"start":{"line":85,"column":57},"end":{"line":85,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1249¿ExpressionStatement¿¿1487¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1250¿Identifier¿¿1487¿v99¿¿¿¿¿Identifier
1251¿VariableDeclarator¿¿1487¿v101¿¿¿{"start":{"line":86,"column":33},"end":{"line":88,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1252¿FunctionExpression¿¿1487¿anon¿¿¿{"start":{"line":86,"column":33},"end":{"line":88,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1253¿Identifier¿¿0¿err¿¿¿{"start":{"line":86,"column":43},"end":{"line":86,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1254¿VariableDeclarator¿¿1489¿v100¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1255¿CallExpression¿¿1489¿¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1256¿Identifier¿¿1489¿reject¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1257¿Identifier¿¿1489¿err¿¿¿{"start":{"line":87,"column":19},"end":{"line":87,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
