Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1147¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":177,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Program
1446¿VariableDeclarator¿¿2005¿v142¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1447¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1448¿Identifier¿¿2005¿options¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1449¿Identifier¿¿2005¿originalIconFilename¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1450¿VariableDeclarator¿¿2005¿v143¿¿¿{"start":{"line":63,"column":6},"end":{"line":67,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1451¿ObjectExpression¿¿2005¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":67,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ObjectExpression
1452¿Property¿¿2005¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1453¿Identifier¿¿2005¿inputFile¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1454¿Identifier¿¿2005¿v142¿¿¿¿¿Identifier
1455¿Property¿¿2005¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1456¿Identifier¿¿2005¿size¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1457¿Identifier¿¿2005¿finalSize¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1458¿Property¿¿2005¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1459¿Identifier¿¿2005¿outputFile¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1460¿Identifier¿¿2005¿fileName¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1461¿VariableDeclarator¿¿2005¿v145¿¿¿{"start":{"line":68,"column":6},"end":{"line":70,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1462¿FunctionExpression¿¿2005¿anon¿¿¿{"start":{"line":68,"column":6},"end":{"line":70,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1463¿Identifier¿¿0¿err¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1464¿VariableDeclarator¿¿2007¿v144¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1465¿CallExpression¿¿2007¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1466¿Identifier¿¿2007¿done¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1467¿Identifier¿¿2007¿err¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1468¿ExpressionStatement¿¿2007¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1469¿Identifier¿¿2007¿v144¿¿¿¿¿Identifier
1470¿BlockStatement¿¿2007¿¿¿¿{"start":{"line":68,"column":21},"end":{"line":70,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1471¿VariableDeclarator¿¿2005¿v146¿¿¿{"start":{"line":62,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿2005¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1473¿Identifier¿¿2005¿executeResize¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1474¿Identifier¿¿2005¿v143¿¿¿¿¿Identifier
1475¿Identifier¿¿2005¿v145¿¿¿¿¿Identifier
1476¿ExpressionStatement¿¿2005¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":71,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1477¿Identifier¿¿2005¿v146¿¿¿¿¿Identifier
1478¿BlockStatement¿¿2005¿¿¿¿{"start":{"line":55,"column":36},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1479¿VariableDeclarator¿¿2003¿v148¿¿¿{"start":{"line":77,"column":4},"end":{"line":79,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1480¿FunctionExpression¿¿2003¿anon¿¿¿{"start":{"line":77,"column":4},"end":{"line":79,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1481¿Identifier¿¿0¿err¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1482¿VariableDeclarator¿¿2009¿v147¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1483¿CallExpression¿¿2009¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1484¿Identifier¿¿2009¿callback¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1485¿Identifier¿¿2009¿err¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1486¿ExpressionStatement¿¿2009¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1487¿Identifier¿¿2009¿v147¿¿¿¿¿Identifier
1488¿BlockStatement¿¿2009¿¿¿¿{"start":{"line":77,"column":19},"end":{"line":79,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1489¿VariableDeclarator¿¿2003¿v149¿¿¿{"start":{"line":74,"column":2},"end":{"line":80,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1490¿CallExpression¿¿2003¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":80,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1491¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1492¿Identifier¿¿2003¿async¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1493¿Identifier¿¿2003¿each¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1494¿Identifier¿¿2003¿images¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1495¿Identifier¿¿2003¿handleImage¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1496¿Identifier¿¿2003¿v148¿¿¿¿¿Identifier
1497¿ExpressionStatement¿¿2003¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":80,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1498¿Identifier¿¿2003¿v149¿¿¿¿¿Identifier
1499¿BlockStatement¿¿2003¿¿¿¿{"start":{"line":52,"column":39},"end":{"line":81,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1500¿VariableDeclarator¿¿1991¿convertAndroid¿¿¿{"start":{"line":90,"column":0},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1501¿FunctionExpression¿¿1991¿anon¿¿¿{"start":{"line":90,"column":0},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1502¿Identifier¿¿0¿options¿¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1503¿Identifier¿¿0¿callback¿¿¿{"start":{"line":90,"column":33},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1504¿VariableDeclarator¿¿2011¿v150¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1505¿MemberExpression¿¿2011¿¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1506¿Identifier¿¿2011¿options¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1507¿Identifier¿¿2011¿config¿¿¿{"start":{"line":91,"column":23},"end":{"line":91,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1508¿VariableDeclarator¿¿2011¿v151¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1509¿MemberExpression¿¿2011¿¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1510¿Identifier¿¿2011¿v150¿¿¿¿¿Identifier
1511¿Identifier¿¿2011¿android¿¿¿{"start":{"line":91,"column":30},"end":{"line":91,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1512¿VariableDeclarator¿¿2011¿images¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1513¿MemberExpression¿¿2011¿¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1514¿Identifier¿¿2011¿v151¿¿¿¿¿Identifier
1515¿Identifier¿¿2011¿images¿¿¿{"start":{"line":91,"column":38},"end":{"line":91,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1516¿VariableDeclarator¿¿2011¿handleImage¿¿¿{"start":{"line":93,"column":2},"end":{"line":118,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1517¿FunctionExpression¿¿2011¿anon¿¿¿{"start":{"line":93,"column":2},"end":{"line":118,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1518¿Identifier¿¿0¿image¿¿¿{"start":{"line":93,"column":23},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1519¿Identifier¿¿0¿done¿¿¿{"start":{"line":93,"column":30},"end":{"line":93,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1520¿VariableDeclarator¿¿2013¿size¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1521¿Literal¿number¿2013¿¿100¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1522¿VariableDeclarator¿¿2013¿v152¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1523¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1524¿Identifier¿¿2013¿image¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1525¿Identifier¿¿2013¿baseRatio¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1526¿IfStatement¿¿2013¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":103,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿IfStatement
1527¿Identifier¿¿2013¿v152¿¿¿¿¿Identifier
1528¿VariableDeclarator¿¿2013¿v153¿¿¿{"start":{"line":96,"column":38},"end":{"line":96,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1529¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":96,"column":38},"end":{"line":96,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1530¿Identifier¿¿2013¿options¿¿¿{"start":{"line":96,"column":38},"end":{"line":96,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1531¿Identifier¿¿2013¿androidBaseSize¿¿¿{"start":{"line":96,"column":46},"end":{"line":96,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1532¿VariableDeclarator¿¿2013¿v154¿¿¿{"start":{"line":96,"column":70},"end":{"line":96,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1533¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":96,"column":70},"end":{"line":96,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1534¿Identifier¿¿2013¿image¿¿¿{"start":{"line":96,"column":70},"end":{"line":96,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1535¿Identifier¿¿2013¿baseRatio¿¿¿{"start":{"line":96,"column":76},"end":{"line":96,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1536¿VariableDeclarator¿¿2013¿v155¿¿¿{"start":{"line":96,"column":30},"end":{"line":96,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1537¿ObjectExpression¿¿2013¿¿¿¿{"start":{"line":96,"column":30},"end":{"line":96,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ObjectExpression
1538¿Property¿¿2013¿¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1539¿Identifier¿¿2013¿size¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1540¿Identifier¿¿2013¿v153¿¿¿¿¿Identifier
1541¿Property¿¿2013¿¿¿¿{"start":{"line":96,"column":63},"end":{"line":96,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1542¿Identifier¿¿2013¿ratio¿¿¿{"start":{"line":96,"column":63},"end":{"line":96,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1543¿Identifier¿¿2013¿v154¿¿¿¿¿Identifier
1544¿ExpressionStatement¿¿2013¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1545¿AssignmentExpression¿=¿2013¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1546¿Identifier¿¿2013¿size¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1547¿CallExpression¿¿2013¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1548¿Identifier¿¿2013¿getSizeFromRatio¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1549¿Identifier¿¿2013¿v155¿¿¿¿¿Identifier
1550¿BlockStatement¿¿2013¿¿¿¿{"start":{"line":95,"column":25},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1551¿VariableDeclarator¿¿2013¿v156¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1552¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1553¿Identifier¿¿2013¿image¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1554¿Identifier¿¿2013¿ratio¿¿¿{"start":{"line":97,"column":21},"end":{"line":97,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1555¿IfStatement¿¿2013¿¿¿¿{"start":{"line":97,"column":11},"end":{"line":103,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿IfStatement
1556¿Identifier¿¿2013¿v156¿¿¿¿¿Identifier
1557¿VariableDeclarator¿¿2013¿v157¿¿¿{"start":{"line":98,"column":38},"end":{"line":98,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1558¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":98,"column":38},"end":{"line":98,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1559¿Identifier¿¿2013¿options¿¿¿{"start":{"line":98,"column":38},"end":{"line":98,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1560¿Identifier¿¿2013¿originalSize¿¿¿{"start":{"line":98,"column":46},"end":{"line":98,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1561¿VariableDeclarator¿¿2013¿v158¿¿¿{"start":{"line":98,"column":67},"end":{"line":98,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1562¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":98,"column":67},"end":{"line":98,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1563¿Identifier¿¿2013¿image¿¿¿{"start":{"line":98,"column":67},"end":{"line":98,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1564¿Identifier¿¿2013¿ratio¿¿¿{"start":{"line":98,"column":73},"end":{"line":98,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1565¿VariableDeclarator¿¿2013¿v159¿¿¿{"start":{"line":98,"column":30},"end":{"line":98,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1566¿ObjectExpression¿¿2013¿¿¿¿{"start":{"line":98,"column":30},"end":{"line":98,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ObjectExpression
1567¿Property¿¿2013¿¿¿¿{"start":{"line":98,"column":32},"end":{"line":98,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1568¿Identifier¿¿2013¿size¿¿¿{"start":{"line":98,"column":32},"end":{"line":98,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1569¿Identifier¿¿2013¿v157¿¿¿¿¿Identifier
1570¿Property¿¿2013¿¿¿¿{"start":{"line":98,"column":60},"end":{"line":98,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1571¿Identifier¿¿2013¿ratio¿¿¿{"start":{"line":98,"column":60},"end":{"line":98,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1572¿Identifier¿¿2013¿v158¿¿¿¿¿Identifier
1573¿ExpressionStatement¿¿2013¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1574¿AssignmentExpression¿=¿2013¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1575¿Identifier¿¿2013¿size¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1576¿CallExpression¿¿2013¿¿¿¿{"start":{"line":98,"column":13},"end":{"line":98,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1577¿Identifier¿¿2013¿getSizeFromRatio¿¿¿{"start":{"line":98,"column":13},"end":{"line":98,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1578¿Identifier¿¿2013¿v159¿¿¿¿¿Identifier
1579¿BlockStatement¿¿2013¿¿¿¿{"start":{"line":97,"column":28},"end":{"line":99,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1580¿VariableDeclarator¿¿2013¿v160¿¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1581¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1582¿Identifier¿¿2013¿image¿¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1583¿Identifier¿¿2013¿size¿¿¿{"start":{"line":99,"column":21},"end":{"line":99,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1584¿IfStatement¿¿2013¿¿¿¿{"start":{"line":99,"column":11},"end":{"line":103,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿IfStatement
1585¿Identifier¿¿2013¿v160¿¿¿¿¿Identifier
1586¿VariableDeclarator¿¿2013¿v161¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1587¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1588¿Identifier¿¿2013¿image¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1589¿Identifier¿¿2013¿size¿¿¿{"start":{"line":100,"column":27},"end":{"line":100,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1590¿ExpressionStatement¿¿2013¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1591¿AssignmentExpression¿=¿2013¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1592¿Identifier¿¿2013¿size¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1593¿CallExpression¿¿2013¿¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1594¿Identifier¿¿2013¿getSize¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1595¿Identifier¿¿2013¿v161¿¿¿¿¿Identifier
1596¿BlockStatement¿¿2013¿¿¿¿{"start":{"line":99,"column":27},"end":{"line":101,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1597¿VariableDeclarator¿¿2013¿v162¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
