Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2986¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":780,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Program
4076¿ExpressionStatement¿¿5377¿¿¿¿{"start":{"line":486,"column":8},"end":{"line":490,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4077¿Identifier¿¿5377¿v504¿¿¿¿¿Identifier
4078¿ReturnStatement¿¿5377¿¿¿¿{"start":{"line":491,"column":8},"end":{"line":491,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ReturnStatement
4079¿BlockStatement¿¿5377¿¿¿¿{"start":{"line":478,"column":5},"end":{"line":492,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
4080¿VariableDeclarator¿¿5377¿v535¿¿¿{"start":{"line":497,"column":8},"end":{"line":540,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4081¿FunctionExpression¿¿5377¿anon¿¿¿{"start":{"line":497,"column":8},"end":{"line":540,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿FunctionExpression
4082¿Identifier¿¿0¿err¿¿¿{"start":{"line":497,"column":17},"end":{"line":497,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4083¿Identifier¿¿0¿file¿¿¿{"start":{"line":497,"column":22},"end":{"line":497,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4084¿IfStatement¿¿5387¿¿¿¿{"start":{"line":498,"column":12},"end":{"line":512,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
4085¿Identifier¿¿5387¿err¿¿¿{"start":{"line":498,"column":15},"end":{"line":498,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4086¿VariableDeclarator¿¿5387¿v505¿¿¿{"start":{"line":499,"column":19},"end":{"line":499,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4087¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":499,"column":19},"end":{"line":499,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4088¿ThisExpression¿¿5387¿¿¿¿{"start":{"line":499,"column":19},"end":{"line":499,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4089¿Identifier¿¿5387¿config¿¿¿{"start":{"line":499,"column":24},"end":{"line":499,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4090¿VariableDeclarator¿¿5387¿v506¿¿¿{"start":{"line":499,"column":19},"end":{"line":499,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4091¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":499,"column":19},"end":{"line":499,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4092¿Identifier¿¿5387¿v505¿¿¿¿¿Identifier
4093¿Identifier¿¿5387¿verbose¿¿¿{"start":{"line":499,"column":31},"end":{"line":499,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4094¿IfStatement¿¿5387¿¿¿¿{"start":{"line":499,"column":16},"end":{"line":501,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
4095¿Identifier¿¿5387¿v506¿¿¿¿¿Identifier
4096¿VariableDeclarator¿¿5387¿v507¿¿¿{"start":{"line":500,"column":35},"end":{"line":500,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4097¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":500,"column":35},"end":{"line":500,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4098¿ThisExpression¿¿5387¿¿¿¿{"start":{"line":500,"column":35},"end":{"line":500,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4099¿Identifier¿¿5387¿config¿¿¿{"start":{"line":500,"column":40},"end":{"line":500,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4100¿VariableDeclarator¿¿5387¿v508¿¿¿{"start":{"line":500,"column":35},"end":{"line":500,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4101¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":500,"column":35},"end":{"line":500,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4102¿Identifier¿¿5387¿v507¿¿¿¿¿Identifier
4103¿Identifier¿¿5387¿logID¿¿¿{"start":{"line":500,"column":47},"end":{"line":500,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4104¿VariableDeclarator¿¿5387¿v509¿¿¿{"start":{"line":500,"column":32},"end":{"line":500,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4105¿TemplateLiteral¿¿5387¿¿¿¿{"start":{"line":500,"column":32},"end":{"line":500,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿TemplateLiteral
4106¿Identifier¿¿5387¿v508¿¿¿¿¿Identifier
4107¿VariableDeclarator¿¿5387¿v510¿¿¿{"start":{"line":500,"column":20},"end":{"line":500,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4108¿CallExpression¿¿5387¿¿¿¿{"start":{"line":500,"column":20},"end":{"line":500,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4109¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":500,"column":20},"end":{"line":500,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4110¿Identifier¿¿5387¿console¿¿¿{"start":{"line":500,"column":20},"end":{"line":500,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4111¿Identifier¿¿5387¿log¿¿¿{"start":{"line":500,"column":28},"end":{"line":500,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4112¿Identifier¿¿5387¿v509¿¿¿¿¿Identifier
4113¿Identifier¿¿5387¿err¿¿¿{"start":{"line":500,"column":67},"end":{"line":500,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4114¿Literal¿string¿5387¿¿'\n\n'¿¿{"start":{"line":500,"column":71},"end":{"line":500,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4115¿ExpressionStatement¿¿5387¿¿¿¿{"start":{"line":500,"column":20},"end":{"line":500,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4116¿Identifier¿¿5387¿v510¿¿¿¿¿Identifier
4117¿BlockStatement¿¿5387¿¿¿¿{"start":{"line":499,"column":39},"end":{"line":501,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
4118¿ExpressionStatement¿¿5387¿¿¿¿{"start":{"line":503,"column":16},"end":{"line":503,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4119¿AssignmentExpression¿=¿5387¿¿¿¿{"start":{"line":503,"column":16},"end":{"line":503,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentExpression
4120¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":503,"column":16},"end":{"line":503,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4121¿Identifier¿¿5387¿response¿¿¿{"start":{"line":503,"column":16},"end":{"line":503,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4122¿Identifier¿¿5387¿statusCode¿¿¿{"start":{"line":503,"column":25},"end":{"line":503,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4123¿Literal¿number¿5387¿¿500¿¿{"start":{"line":503,"column":36},"end":{"line":503,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4124¿VariableDeclarator¿¿5387¿v511¿¿¿{"start":{"line":504,"column":37},"end":{"line":504,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4125¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":504,"column":37},"end":{"line":504,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4126¿ThisExpression¿¿5387¿¿¿¿{"start":{"line":504,"column":37},"end":{"line":504,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4127¿Identifier¿¿5387¿config¿¿¿{"start":{"line":504,"column":42},"end":{"line":504,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4128¿VariableDeclarator¿¿5387¿v512¿¿¿{"start":{"line":504,"column":37},"end":{"line":504,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4129¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":504,"column":37},"end":{"line":504,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4130¿Identifier¿¿5387¿v511¿¿¿¿¿Identifier
4131¿Identifier¿¿5387¿errors¿¿¿{"start":{"line":504,"column":49},"end":{"line":504,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4132¿VariableDeclarator¿¿5387¿v513¿¿¿{"start":{"line":504,"column":37},"end":{"line":504,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4133¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":504,"column":37},"end":{"line":504,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4134¿Identifier¿¿5387¿v512¿¿¿¿¿Identifier
4135¿Identifier¿¿5387¿headers¿¿¿{"start":{"line":504,"column":56},"end":{"line":504,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4136¿VariableDeclarator¿¿5387¿v514¿¿¿{"start":{"line":504,"column":16},"end":{"line":504,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4137¿CallExpression¿¿5387¿¿¿¿{"start":{"line":504,"column":16},"end":{"line":504,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4138¿Identifier¿¿5387¿setHeaders¿¿¿{"start":{"line":504,"column":16},"end":{"line":504,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4139¿Identifier¿¿5387¿response¿¿¿{"start":{"line":504,"column":27},"end":{"line":504,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4140¿Identifier¿¿5387¿v513¿¿¿¿¿Identifier
4141¿ExpressionStatement¿¿5387¿¿¿¿{"start":{"line":504,"column":16},"end":{"line":504,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4142¿Identifier¿¿5387¿v514¿¿¿¿¿Identifier
4143¿VariableDeclarator¿¿5387¿v515¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4144¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4145¿ThisExpression¿¿5387¿¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4146¿Identifier¿¿5387¿config¿¿¿{"start":{"line":509,"column":25},"end":{"line":509,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4147¿VariableDeclarator¿¿5387¿v516¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4148¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4149¿Identifier¿¿5387¿v515¿¿¿¿¿Identifier
4150¿Identifier¿¿5387¿errors¿¿¿{"start":{"line":509,"column":32},"end":{"line":509,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4151¿VariableDeclarator¿¿5387¿v517¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4152¿MemberExpression¿computed¿5387¿¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4153¿Identifier¿¿5387¿v516¿¿¿¿¿Identifier
4154¿Literal¿string¿5387¿¿'500'¿¿{"start":{"line":509,"column":39},"end":{"line":509,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4155¿VariableDeclarator¿¿5387¿v518¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4156¿CallExpression¿¿5387¿¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4157¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":509,"column":20},"end":{"line":509,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4158¿Identifier¿¿5387¿v517¿¿¿¿¿Identifier
4159¿Identifier¿¿5387¿replace¿¿¿{"start":{"line":509,"column":46},"end":{"line":509,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4160¿Literal¿object¿5387¿¿/\{\{err\}\}/g¿¿{"start":{"line":509,"column":54},"end":{"line":509,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4161¿Identifier¿¿5387¿err¿¿¿{"start":{"line":509,"column":69},"end":{"line":509,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4162¿VariableDeclarator¿¿5387¿v519¿¿¿{"start":{"line":506,"column":16},"end":{"line":510,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4163¿CallExpression¿¿5387¿¿¿¿{"start":{"line":506,"column":16},"end":{"line":510,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4164¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":506,"column":16},"end":{"line":506,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4165¿ThisExpression¿¿5387¿¿¿¿{"start":{"line":506,"column":16},"end":{"line":506,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4166¿Identifier¿¿5387¿serve¿¿¿{"start":{"line":506,"column":21},"end":{"line":506,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4167¿Identifier¿¿5387¿request¿¿¿{"start":{"line":507,"column":20},"end":{"line":507,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4168¿Identifier¿¿5387¿response¿¿¿{"start":{"line":508,"column":20},"end":{"line":508,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4169¿Identifier¿¿5387¿v518¿¿¿¿¿Identifier
4170¿ExpressionStatement¿¿5387¿¿¿¿{"start":{"line":506,"column":16},"end":{"line":510,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4171¿Identifier¿¿5387¿v519¿¿¿¿¿Identifier
4172¿ReturnStatement¿¿5387¿¿¿¿{"start":{"line":511,"column":16},"end":{"line":511,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ReturnStatement
4173¿BlockStatement¿¿5387¿¿¿¿{"start":{"line":498,"column":20},"end":{"line":512,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
4174¿VariableDeclarator¿¿5387¿v520¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4175¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4176¿ThisExpression¿¿5387¿¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4177¿Identifier¿¿5387¿config¿¿¿{"start":{"line":516,"column":21},"end":{"line":516,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4178¿VariableDeclarator¿¿5387¿v521¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4179¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4180¿Identifier¿¿5387¿v520¿¿¿¿¿Identifier
4181¿Identifier¿¿5387¿contentType¿¿¿{"start":{"line":516,"column":28},"end":{"line":516,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4182¿VariableDeclarator¿¿5387¿v522¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4183¿MemberExpression¿computed¿5387¿¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4184¿Identifier¿¿5387¿v521¿¿¿¿¿Identifier
4185¿Identifier¿¿5387¿contentType¿¿¿{"start":{"line":516,"column":40},"end":{"line":516,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4186¿VariableDeclarator¿¿5387¿v523¿¿¿{"start":{"line":514,"column":12},"end":{"line":517,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4187¿CallExpression¿¿5387¿¿¿¿{"start":{"line":514,"column":12},"end":{"line":517,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4188¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":514,"column":12},"end":{"line":514,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4189¿Identifier¿¿5387¿response¿¿¿{"start":{"line":514,"column":12},"end":{"line":514,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4190¿Identifier¿¿5387¿setHeader¿¿¿{"start":{"line":514,"column":21},"end":{"line":514,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4191¿Literal¿string¿5387¿¿'Content-Type'¿¿{"start":{"line":515,"column":16},"end":{"line":515,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4192¿Identifier¿¿5387¿v522¿¿¿¿¿Identifier
4193¿ExpressionStatement¿¿5387¿¿¿¿{"start":{"line":514,"column":12},"end":{"line":517,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4194¿Identifier¿¿5387¿v523¿¿¿¿¿Identifier
4195¿VariableDeclarator¿¿5387¿v524¿¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4196¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4197¿ThisExpression¿¿5387¿¿¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4198¿Identifier¿¿5387¿config¿¿¿{"start":{"line":519,"column":20},"end":{"line":519,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4199¿VariableDeclarator¿¿5387¿v525¿¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4200¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4201¿Identifier¿¿5387¿v524¿¿¿¿¿Identifier
4202¿Identifier¿¿5387¿server¿¿¿{"start":{"line":519,"column":27},"end":{"line":519,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4203¿VariableDeclarator¿¿5387¿v526¿¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4204¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4205¿Identifier¿¿5387¿v525¿¿¿¿¿Identifier
4206¿Identifier¿¿5387¿noCache¿¿¿{"start":{"line":519,"column":34},"end":{"line":519,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4207¿IfStatement¿¿5387¿¿¿¿{"start":{"line":519,"column":12},"end":{"line":524,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
4208¿Identifier¿¿5387¿v526¿¿¿¿¿Identifier
4209¿VariableDeclarator¿¿5387¿v527¿¿¿{"start":{"line":520,"column":16},"end":{"line":523,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4210¿CallExpression¿¿5387¿¿¿¿{"start":{"line":520,"column":16},"end":{"line":523,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4211¿MemberExpression¿¿5387¿¿¿¿{"start":{"line":520,"column":16},"end":{"line":520,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4212¿Identifier¿¿5387¿response¿¿¿{"start":{"line":520,"column":16},"end":{"line":520,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4213¿Identifier¿¿5387¿setHeader¿¿¿{"start":{"line":520,"column":25},"end":{"line":520,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4214¿Literal¿string¿5387¿¿'Cache-Control'¿¿{"start":{"line":521,"column":20},"end":{"line":521,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4215¿Literal¿string¿5387¿¿'no-cache, no-store, must-revalidate'¿¿{"start":{"line":522,"column":20},"end":{"line":522,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4216¿ExpressionStatement¿¿5387¿¿¿¿{"start":{"line":520,"column":16},"end":{"line":523,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4217¿Identifier¿¿5387¿v527¿¿¿¿¿Identifier
4218¿BlockStatement¿¿5387¿¿¿¿{"start":{"line":519,"column":42},"end":{"line":524,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
