Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
942¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":134,"column":237},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Program
1203¿VariableDeclarator¿¿1643¿v107¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1204¿ArrayExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ArrayExpression
1205¿Literal¿string¿1643¿¿'parsers'¿¿{"start":{"line":62,"column":35},"end":{"line":62,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1206¿VariableDeclarator¿¿1643¿v108¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1207¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1208¿Identifier¿¿1643¿Array¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1209¿Identifier¿¿1643¿prototype¿¿¿{"start":{"line":62,"column":59},"end":{"line":62,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1210¿VariableDeclarator¿¿1643¿v109¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1211¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1212¿Identifier¿¿1643¿v108¿¿¿¿¿Identifier
1213¿Identifier¿¿1643¿slice¿¿¿{"start":{"line":62,"column":69},"end":{"line":62,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1643¿v110¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1215¿CallExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1216¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":53},"end":{"line":62,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1217¿Identifier¿¿1643¿v109¿¿¿¿¿Identifier
1218¿Identifier¿¿1643¿call¿¿¿{"start":{"line":62,"column":75},"end":{"line":62,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1219¿Identifier¿¿1643¿arguments¿¿¿{"start":{"line":62,"column":80},"end":{"line":62,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1220¿VariableDeclarator¿¿1643¿v111¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1221¿CallExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1222¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1223¿Identifier¿¿1643¿v107¿¿¿¿¿Identifier
1224¿Identifier¿¿1643¿concat¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1225¿Identifier¿¿1643¿v110¿¿¿¿¿Identifier
1226¿VariableDeclarator¿¿1643¿v112¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1228¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1229¿Identifier¿¿1643¿handler¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1230¿Identifier¿¿1643¿apply¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1231¿Identifier¿¿1643¿undefined¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1232¿Identifier¿¿1643¿v111¿¿¿¿¿Identifier
1233¿ReturnStatement¿¿1643¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1234¿Identifier¿¿1643¿v112¿¿¿¿¿Identifier
1235¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":61,"column":26},"end":{"line":63,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1236¿VariableDeclarator¿exported¿1634¿formatter¿¿¿{"start":{"line":72,"column":0},"end":{"line":74,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1237¿FunctionExpression¿¿1634¿anon¿¿¿{"start":{"line":72,"column":0},"end":{"line":74,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1238¿Identifier¿¿0¿name¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1239¿Identifier¿¿0¿fn¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1240¿VariableDeclarator¿¿1645¿v113¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1241¿ArrayExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ArrayExpression
1242¿Literal¿string¿1645¿¿'formatters'¿¿{"start":{"line":73,"column":35},"end":{"line":73,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1243¿VariableDeclarator¿¿1645¿v114¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1244¿MemberExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1245¿Identifier¿¿1645¿Array¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1246¿Identifier¿¿1645¿prototype¿¿¿{"start":{"line":73,"column":62},"end":{"line":73,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1247¿VariableDeclarator¿¿1645¿v115¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1248¿MemberExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1249¿Identifier¿¿1645¿v114¿¿¿¿¿Identifier
1250¿Identifier¿¿1645¿slice¿¿¿{"start":{"line":73,"column":72},"end":{"line":73,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1645¿v116¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1252¿CallExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1253¿MemberExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1254¿Identifier¿¿1645¿v115¿¿¿¿¿Identifier
1255¿Identifier¿¿1645¿call¿¿¿{"start":{"line":73,"column":78},"end":{"line":73,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1256¿Identifier¿¿1645¿arguments¿¿¿{"start":{"line":73,"column":83},"end":{"line":73,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1257¿VariableDeclarator¿¿1645¿v117¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1258¿CallExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1259¿MemberExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1260¿Identifier¿¿1645¿v113¿¿¿¿¿Identifier
1261¿Identifier¿¿1645¿concat¿¿¿{"start":{"line":73,"column":49},"end":{"line":73,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1262¿Identifier¿¿1645¿v116¿¿¿¿¿Identifier
1263¿VariableDeclarator¿¿1645¿v118¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1264¿CallExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1265¿MemberExpression¿¿1645¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1266¿Identifier¿¿1645¿handler¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1267¿Identifier¿¿1645¿apply¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1268¿Identifier¿¿1645¿undefined¿¿¿{"start":{"line":73,"column":23},"end":{"line":73,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1269¿Identifier¿¿1645¿v117¿¿¿¿¿Identifier
1270¿ReturnStatement¿¿1645¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1271¿Identifier¿¿1645¿v118¿¿¿¿¿Identifier
1272¿BlockStatement¿¿1645¿¿¿¿{"start":{"line":72,"column":29},"end":{"line":74,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1273¿VariableDeclarator¿exported¿1634¿validator¿¿¿{"start":{"line":83,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1274¿FunctionExpression¿¿1634¿anon¿¿¿{"start":{"line":83,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1275¿Identifier¿¿0¿name¿¿¿{"start":{"line":83,"column":19},"end":{"line":83,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1276¿Identifier¿¿0¿fn¿¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1277¿VariableDeclarator¿¿1647¿v119¿¿¿{"start":{"line":84,"column":34},"end":{"line":84,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1278¿ArrayExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":34},"end":{"line":84,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ArrayExpression
1279¿Literal¿string¿1647¿¿'validators'¿¿{"start":{"line":84,"column":35},"end":{"line":84,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1280¿VariableDeclarator¿¿1647¿v120¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1281¿MemberExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1282¿Identifier¿¿1647¿Array¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1283¿Identifier¿¿1647¿prototype¿¿¿{"start":{"line":84,"column":62},"end":{"line":84,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1284¿VariableDeclarator¿¿1647¿v121¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1285¿MemberExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1286¿Identifier¿¿1647¿v120¿¿¿¿¿Identifier
1287¿Identifier¿¿1647¿slice¿¿¿{"start":{"line":84,"column":72},"end":{"line":84,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1288¿VariableDeclarator¿¿1647¿v122¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1289¿CallExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1290¿MemberExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":56},"end":{"line":84,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1291¿Identifier¿¿1647¿v121¿¿¿¿¿Identifier
1292¿Identifier¿¿1647¿call¿¿¿{"start":{"line":84,"column":78},"end":{"line":84,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1293¿Identifier¿¿1647¿arguments¿¿¿{"start":{"line":84,"column":83},"end":{"line":84,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1294¿VariableDeclarator¿¿1647¿v123¿¿¿{"start":{"line":84,"column":34},"end":{"line":84,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1295¿CallExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":34},"end":{"line":84,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1296¿MemberExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":34},"end":{"line":84,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1297¿Identifier¿¿1647¿v119¿¿¿¿¿Identifier
1298¿Identifier¿¿1647¿concat¿¿¿{"start":{"line":84,"column":49},"end":{"line":84,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1299¿Identifier¿¿1647¿v122¿¿¿¿¿Identifier
1300¿VariableDeclarator¿¿1647¿v124¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1302¿MemberExpression¿¿1647¿¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1303¿Identifier¿¿1647¿handler¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1304¿Identifier¿¿1647¿apply¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1305¿Identifier¿¿1647¿undefined¿¿¿{"start":{"line":84,"column":23},"end":{"line":84,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1306¿Identifier¿¿1647¿v123¿¿¿¿¿Identifier
1307¿ReturnStatement¿¿1647¿¿¿¿{"start":{"line":84,"column":2},"end":{"line":84,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1308¿Identifier¿¿1647¿v124¿¿¿¿¿Identifier
1309¿BlockStatement¿¿1647¿¿¿¿{"start":{"line":83,"column":29},"end":{"line":85,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1310¿VariableDeclarator¿exported¿1634¿middleware¿¿¿{"start":{"line":94,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1311¿FunctionExpression¿¿1634¿anon¿¿¿{"start":{"line":94,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1312¿Identifier¿¿0¿schema¿¿¿{"start":{"line":94,"column":20},"end":{"line":94,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1313¿Identifier¿¿0¿options¿¿¿{"start":{"line":94,"column":28},"end":{"line":94,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1314¿VariableDeclarator¿¿1649¿v151¿¿¿{"start":{"line":95,"column":9},"end":{"line":116,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1315¿FunctionExpression¿¿1649¿anon¿¿¿{"start":{"line":95,"column":9},"end":{"line":116,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1316¿Identifier¿¿0¿req¿¿¿{"start":{"line":95,"column":19},"end":{"line":95,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1317¿Identifier¿¿0¿res¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1318¿Identifier¿¿0¿next¿¿¿{"start":{"line":95,"column":29},"end":{"line":95,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1319¿VariableDeclarator¿¿1651¿v125¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1320¿UnaryExpression¿void¿1651¿¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿UnaryExpression
1321¿Literal¿number¿1651¿¿0¿¿{"start":{"line":96,"column":23},"end":{"line":96,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1322¿VariableDeclarator¿¿1651¿_schema¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1323¿Identifier¿¿1651¿v125¿¿¿¿¿Identifier
1324¿VariableDeclarator¿¿1651¿v126¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1325¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1326¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1327¿Identifier¿¿1651¿options¿¿¿{"start":{"line":99,"column":25},"end":{"line":99,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1328¿VariableDeclarator¿¿1651¿v127¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1329¿LogicalExpression¿&&¿1651¿¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿LogicalExpression
1330¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1331¿Identifier¿¿1651¿v126¿¿¿¿¿Identifier
1332¿VariableDeclarator¿¿1651¿v128¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1333¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1334¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1335¿Identifier¿¿1651¿options¿¿¿{"start":{"line":99,"column":43},"end":{"line":99,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
