Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
561¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":78,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Program
841¿VariableDeclarator¿¿1004¿v125¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
842¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
843¿Identifier¿¿1004¿v124¿¿¿¿¿Identifier
844¿Literal¿string¿1004¿¿' @''¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
845¿VariableDeclarator¿¿1004¿v126¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
846¿CallExpression¿¿1004¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
847¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
848¿Identifier¿¿1004¿path¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
849¿Identifier¿¿1004¿resolve¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
850¿Identifier¿¿1004¿__dirname¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
851¿Literal¿string¿1004¿¿'lib/script'¿¿{"start":{"line":57,"column":36},"end":{"line":57,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
852¿VariableDeclarator¿¿1004¿v127¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
853¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
854¿Identifier¿¿1004¿v125¿¿¿¿¿Identifier
855¿Identifier¿¿1004¿v126¿¿¿¿¿Identifier
856¿VariableDeclarator¿¿1004¿v128¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
857¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
858¿Identifier¿¿1004¿v127¿¿¿¿¿Identifier
859¿Literal¿string¿1004¿¿'''¿¿{"start":{"line":57,"column":52},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
860¿VariableDeclarator¿¿1004¿v129¿¿¿{"start":{"line":55,"column":4},"end":{"line":58,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
861¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":58,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
862¿Identifier¿¿1004¿v128¿¿¿¿¿Identifier
863¿Literal¿string¿1004¿¿' ''¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
864¿VariableDeclarator¿¿1004¿v130¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
865¿CallExpression¿¿1004¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
866¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
867¿Identifier¿¿1004¿path¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
868¿Identifier¿¿1004¿resolve¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
869¿Identifier¿¿1004¿__dirname¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
870¿Literal¿string¿1004¿¿'lib/distUpload.js'¿¿{"start":{"line":58,"column":35},"end":{"line":58,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
871¿VariableDeclarator¿¿1004¿v131¿¿¿{"start":{"line":55,"column":4},"end":{"line":58,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
872¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":58,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
873¿Identifier¿¿1004¿v129¿¿¿¿¿Identifier
874¿Identifier¿¿1004¿v130¿¿¿¿¿Identifier
875¿VariableDeclarator¿¿1004¿v132¿¿¿{"start":{"line":55,"column":4},"end":{"line":58,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
876¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":58,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
877¿Identifier¿¿1004¿v131¿¿¿¿¿Identifier
878¿Literal¿string¿1004¿¿'''¿¿{"start":{"line":58,"column":58},"end":{"line":58,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
879¿VariableDeclarator¿¿1004¿v133¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
880¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
881¿Identifier¿¿1004¿v132¿¿¿¿¿Identifier
882¿Literal¿string¿1004¿¿' ''¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
883¿VariableDeclarator¿¿1004¿v134¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
884¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
885¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
886¿Identifier¿¿1004¿directory¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
887¿VariableDeclarator¿¿1004¿v135¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
888¿CallExpression¿¿1004¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
889¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
890¿Identifier¿¿1004¿path¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
891¿Identifier¿¿1004¿resolve¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
892¿Identifier¿¿1004¿v134¿¿¿¿¿Identifier
893¿VariableDeclarator¿¿1004¿v136¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
894¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
895¿Identifier¿¿1004¿v133¿¿¿¿¿Identifier
896¿Identifier¿¿1004¿v135¿¿¿¿¿Identifier
897¿VariableDeclarator¿¿1004¿v137¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
898¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
899¿Identifier¿¿1004¿v136¿¿¿¿¿Identifier
900¿Literal¿string¿1004¿¿'''¿¿{"start":{"line":59,"column":42},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
901¿VariableDeclarator¿¿1004¿v138¿¿¿{"start":{"line":55,"column":4},"end":{"line":60,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
902¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":60,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
903¿Identifier¿¿1004¿v137¿¿¿¿¿Identifier
904¿Literal¿string¿1004¿¿' '¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
905¿VariableDeclarator¿¿1004¿v139¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
906¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
907¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
908¿Identifier¿¿1004¿appID¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
909¿VariableDeclarator¿¿1004¿v140¿¿¿{"start":{"line":55,"column":4},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
910¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
911¿Identifier¿¿1004¿v138¿¿¿¿¿Identifier
912¿Identifier¿¿1004¿v139¿¿¿¿¿Identifier
913¿VariableDeclarator¿¿1004¿v141¿¿¿{"start":{"line":55,"column":4},"end":{"line":61,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
914¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":61,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
915¿Identifier¿¿1004¿v140¿¿¿¿¿Identifier
916¿Literal¿string¿1004¿¿' ''¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
917¿VariableDeclarator¿¿1004¿v142¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
918¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
919¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
920¿Identifier¿¿1004¿destination¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
921¿VariableDeclarator¿¿1004¿v143¿¿¿{"start":{"line":55,"column":4},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
922¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
923¿Identifier¿¿1004¿v141¿¿¿¿¿Identifier
924¿Identifier¿¿1004¿v142¿¿¿¿¿Identifier
925¿VariableDeclarator¿¿1004¿v144¿¿¿{"start":{"line":55,"column":4},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
926¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
927¿Identifier¿¿1004¿v143¿¿¿¿¿Identifier
928¿Literal¿string¿1004¿¿'''¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
929¿VariableDeclarator¿¿1004¿v145¿¿¿{"start":{"line":55,"column":4},"end":{"line":62,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
930¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":62,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
931¿Identifier¿¿1004¿v144¿¿¿¿¿Identifier
932¿Literal¿string¿1004¿¿' ''¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
933¿VariableDeclarator¿¿1004¿v146¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
934¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
935¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
936¿Identifier¿¿1004¿pluginName¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
937¿VariableDeclarator¿¿1004¿v147¿¿¿{"start":{"line":55,"column":4},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
938¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
939¿Identifier¿¿1004¿v145¿¿¿¿¿Identifier
940¿Identifier¿¿1004¿v146¿¿¿¿¿Identifier
941¿VariableDeclarator¿¿1004¿v148¿¿¿{"start":{"line":55,"column":4},"end":{"line":62,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
942¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":62,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
943¿Identifier¿¿1004¿v147¿¿¿¿¿Identifier
944¿Literal¿string¿1004¿¿'''¿¿{"start":{"line":62,"column":29},"end":{"line":62,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
945¿VariableDeclarator¿¿1004¿v149¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
946¿ObjectExpression¿¿1004¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ObjectExpression
947¿Property¿¿1004¿¿¿¿{"start":{"line":64,"column":5},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Property
948¿Identifier¿¿1004¿encoding¿¿¿{"start":{"line":64,"column":5},"end":{"line":64,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
949¿Literal¿string¿1004¿¿'utf8'¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
950¿VariableDeclarator¿¿1004¿childProcess¿¿¿{"start":{"line":54,"column":9},"end":{"line":66,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
951¿CallExpression¿¿1004¿¿¿¿{"start":{"line":54,"column":24},"end":{"line":66,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
952¿Identifier¿¿1004¿execSync¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
953¿Identifier¿¿1004¿v148¿¿¿¿¿Identifier
954¿Identifier¿¿1004¿v149¿¿¿¿¿Identifier
955¿VariableDeclarator¿¿1004¿v150¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
956¿CallExpression¿¿1004¿¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
957¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
958¿Identifier¿¿1004¿console¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
959¿Identifier¿¿1004¿log¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
960¿Identifier¿¿1004¿childProcess¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
961¿ExpressionStatement¿¿1004¿¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
962¿Identifier¿¿1004¿v150¿¿¿¿¿Identifier
963¿VariableDeclarator¿¿1004¿v151¿¿¿{"start":{"line":70,"column":3},"end":{"line":70,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
964¿CallExpression¿¿1004¿¿¿¿{"start":{"line":70,"column":3},"end":{"line":70,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
965¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":70,"column":3},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
966¿Identifier¿¿1004¿console¿¿¿{"start":{"line":70,"column":3},"end":{"line":70,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
967¿Identifier¿¿1004¿log¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
968¿Literal¿string¿1004¿¿'Files were uploaded successfully.'¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
969¿ExpressionStatement¿¿1004¿¿¿¿{"start":{"line":70,"column":3},"end":{"line":70,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
970¿Identifier¿¿1004¿v151¿¿¿¿¿Identifier
971¿ReturnStatement¿¿1004¿¿¿¿{"start":{"line":72,"column":3},"end":{"line":72,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ReturnStatement
972¿Literal¿boolean¿1004¿¿true¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
973¿BlockStatement¿¿1004¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":73,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BlockStatement
974¿CatchClause¿¿1004¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CatchClause
975¿VariableDeclarator¿¿1004¿v152¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
976¿CallExpression¿¿1004¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
977¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
978¿Identifier¿¿1004¿console¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
979¿Identifier¿¿1004¿error¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
980¿Identifier¿¿1004¿err¿¿¿{"start":{"line":74,"column":17},"end":{"line":74,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
981¿ExpressionStatement¿¿1004¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
982¿Identifier¿¿1004¿v152¿¿¿¿¿Identifier
983¿ReturnStatement¿¿1004¿¿¿¿{"start":{"line":75,"column":3},"end":{"line":75,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ReturnStatement
984¿Literal¿boolean¿1004¿¿false¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
