Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1014¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":166,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Program
1271¿Literal¿string¿1743¿¿'nginxPath'¿¿{"start":{"line":61,"column":23},"end":{"line":61,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1272¿VariableDeclarator¿¿1743¿cmd¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1273¿ArrayExpression¿¿1743¿¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ArrayExpression
1274¿Identifier¿¿1743¿v113¿¿¿¿¿Identifier
1275¿Literal¿string¿1743¿¿'-p'¿¿{"start":{"line":61,"column":37},"end":{"line":61,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1276¿Identifier¿¿1743¿nginxConfdir¿¿¿{"start":{"line":61,"column":43},"end":{"line":61,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1277¿Literal¿string¿1743¿¿'-c'¿¿{"start":{"line":61,"column":57},"end":{"line":61,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1278¿Identifier¿¿1743¿configFile¿¿¿{"start":{"line":61,"column":63},"end":{"line":61,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1279¿VariableDeclarator¿¿1743¿v114¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1280¿BinaryExpression¿!==¿1743¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BinaryExpression
1281¿Identifier¿¿1743¿action¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1282¿Literal¿string¿1743¿¿'start'¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1283¿IfStatement¿¿1743¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿IfStatement
1284¿Identifier¿¿1743¿v114¿¿¿¿¿Identifier
1285¿VariableDeclarator¿¿1743¿v115¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1743¿¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1287¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1288¿Identifier¿¿1743¿cmd¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1289¿Identifier¿¿1743¿push¿¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1290¿Literal¿string¿1743¿¿'-s'¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1291¿Identifier¿¿1743¿action¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1292¿ExpressionStatement¿¿1743¿¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1293¿Identifier¿¿1743¿v115¿¿¿¿¿Identifier
1294¿BlockStatement¿¿1743¿¿¿¿¿¿BlockStatement
1295¿VariableDeclarator¿¿1743¿v116¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1296¿CallExpression¿¿1743¿¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1297¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1298¿Identifier¿¿1743¿cmd¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1299¿Identifier¿¿1743¿join¿¿¿{"start":{"line":64,"column":25},"end":{"line":64,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1300¿Literal¿string¿1743¿¿' '¿¿{"start":{"line":64,"column":30},"end":{"line":64,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1301¿VariableDeclarator¿¿1743¿v117¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1302¿CallExpression¿¿1743¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1303¿Identifier¿¿1743¿debug¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1304¿Literal¿string¿1743¿¿'CMD: %s'¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1305¿Identifier¿¿1743¿v116¿¿¿¿¿Identifier
1306¿ExpressionStatement¿¿1743¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1307¿Identifier¿¿1743¿v117¿¿¿¿¿Identifier
1308¿VariableDeclarator¿¿1743¿v118¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1309¿CallExpression¿¿1743¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1310¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1311¿Identifier¿¿1743¿cmd¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1312¿Identifier¿¿1743¿join¿¿¿{"start":{"line":65,"column":26},"end":{"line":65,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1313¿Literal¿string¿1743¿¿' '¿¿{"start":{"line":65,"column":31},"end":{"line":65,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1314¿VariableDeclarator¿¿1743¿v123¿¿¿{"start":{"line":65,"column":37},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1315¿FunctionExpression¿¿1743¿anon¿¿¿{"start":{"line":65,"column":37},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1316¿Identifier¿¿0¿err¿¿¿{"start":{"line":65,"column":46},"end":{"line":65,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1317¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":65,"column":51},"end":{"line":65,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1318¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1319¿IfStatement¿¿1746¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿IfStatement
1320¿Identifier¿¿1746¿err¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1321¿VariableDeclarator¿¿1746¿v119¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1322¿CallExpression¿¿1746¿¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1323¿Identifier¿¿1746¿debug¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1324¿Literal¿string¿1746¿¿'error'¿¿{"start":{"line":66,"column":21},"end":{"line":66,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1325¿Identifier¿¿1746¿err¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1326¿ExpressionStatement¿¿1746¿¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1327¿Identifier¿¿1746¿v119¿¿¿¿¿Identifier
1328¿BlockStatement¿¿1746¿¿¿¿¿¿BlockStatement
1329¿VariableDeclarator¿¿1746¿v120¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1330¿CallExpression¿¿1746¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1331¿Identifier¿¿1746¿debug¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1332¿Literal¿string¿1746¿¿'stdout: <\n%s>'¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1333¿Identifier¿¿1746¿stdout¿¿¿{"start":{"line":67,"column":30},"end":{"line":67,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1334¿ExpressionStatement¿¿1746¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1335¿Identifier¿¿1746¿v120¿¿¿¿¿Identifier
1336¿VariableDeclarator¿¿1746¿v121¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1337¿CallExpression¿¿1746¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1338¿Identifier¿¿1746¿debug¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1339¿Literal¿string¿1746¿¿'stderr: <\n%s>'¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1340¿Identifier¿¿1746¿stderr¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1341¿ExpressionStatement¿¿1746¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1342¿Identifier¿¿1746¿v121¿¿¿¿¿Identifier
1343¿VariableDeclarator¿¿1746¿v122¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1344¿CallExpression¿¿1746¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1345¿Identifier¿¿1746¿cb¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1346¿Identifier¿¿1746¿err¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1347¿ExpressionStatement¿¿1746¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1348¿Identifier¿¿1746¿v122¿¿¿¿¿Identifier
1349¿BlockStatement¿¿1746¿¿¿¿{"start":{"line":65,"column":67},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1350¿VariableDeclarator¿¿1743¿v124¿¿¿{"start":{"line":65,"column":4},"end":{"line":70,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1351¿CallExpression¿¿1743¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":70,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1352¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1353¿Identifier¿¿1743¿childProcess¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1354¿Identifier¿¿1743¿exec¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1355¿Identifier¿¿1743¿v118¿¿¿¿¿Identifier
1356¿Identifier¿¿1743¿v123¿¿¿¿¿Identifier
1357¿ExpressionStatement¿¿1743¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":70,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1358¿Identifier¿¿1743¿v124¿¿¿¿¿Identifier
1359¿BlockStatement¿¿1743¿¿¿¿{"start":{"line":57,"column":33},"end":{"line":71,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1360¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1361¿AssignmentExpression¿=¿1734¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿AssignmentExpression
1362¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1363¿Identifier¿¿1734¿app¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1364¿Identifier¿¿1734¿_nginxCmd¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1365¿Identifier¿¿1734¿_nginxCmd¿¿¿{"start":{"line":72,"column":18},"end":{"line":72,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1734¿start¿¿¿{"start":{"line":74,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1367¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":74,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1368¿Identifier¿¿0¿cb¿¿¿{"start":{"line":74,"column":17},"end":{"line":74,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1369¿VariableDeclarator¿¿1749¿controlAddr¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1370¿VariableDeclarator¿¿1749¿v130¿¿¿{"start":{"line":77,"column":6},"end":{"line":83,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1371¿FunctionExpression¿¿1749¿anon¿¿¿{"start":{"line":77,"column":6},"end":{"line":83,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1372¿Identifier¿¿0¿done¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1373¿VariableDeclarator¿¿1751¿v128¿¿¿{"start":{"line":78,"column":19},"end":{"line":82,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1374¿FunctionExpression¿¿1751¿anon¿¿¿{"start":{"line":78,"column":19},"end":{"line":82,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1375¿ExpressionStatement¿¿1753¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1376¿AssignmentExpression¿=¿1753¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿AssignmentExpression
1377¿Identifier¿¿1753¿controlAddr¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1378¿CallExpression¿¿1753¿¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1379¿MemberExpression¿¿1753¿¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1380¿ThisExpression¿¿1753¿¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ThisExpression
1381¿Identifier¿¿1753¿address¿¿¿{"start":{"line":79,"column":29},"end":{"line":79,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1382¿VariableDeclarator¿¿1753¿v125¿¿¿{"start":{"line":80,"column":40},"end":{"line":80,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1383¿CallExpression¿¿1753¿¿¿¿{"start":{"line":80,"column":40},"end":{"line":80,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1384¿MemberExpression¿¿1753¿¿¿¿{"start":{"line":80,"column":40},"end":{"line":80,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1385¿ThisExpression¿¿1753¿¿¿¿{"start":{"line":80,"column":40},"end":{"line":80,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ThisExpression
1386¿Identifier¿¿1753¿address¿¿¿{"start":{"line":80,"column":45},"end":{"line":80,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1387¿VariableDeclarator¿¿1753¿v126¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1388¿CallExpression¿¿1753¿¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1389¿Identifier¿¿1753¿debug¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1390¿Literal¿string¿1753¿¿'control listened on:'¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1391¿Identifier¿¿1753¿v125¿¿¿¿¿Identifier
1392¿ExpressionStatement¿¿1753¿¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1393¿Identifier¿¿1753¿v126¿¿¿¿¿Identifier
1394¿VariableDeclarator¿¿1753¿v127¿¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1395¿CallExpression¿¿1753¿¿¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1396¿Identifier¿¿1753¿done¿¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1397¿ReturnStatement¿¿1753¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ReturnStatement
1398¿Identifier¿¿1753¿v127¿¿¿¿¿Identifier
1399¿BlockStatement¿¿1753¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":82,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1400¿VariableDeclarator¿¿1751¿v129¿¿¿{"start":{"line":78,"column":8},"end":{"line":82,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1401¿CallExpression¿¿1751¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":82,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
