Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
736¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Program
1030¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":9,"column":52},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
1031¿VariableDeclarator¿¿1321¿objectMerge¿¿¿{"start":{"line":64,"column":6},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1032¿ArrowFunctionExpression¿¿1321¿¿¿¿{"start":{"line":64,"column":20},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ArrowFunctionExpression
1033¿Identifier¿¿0¿original¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1034¿Identifier¿¿0¿patch¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1035¿Identifier¿¿0¿removeMode¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1036¿VariableDeclarator¿¿1334¿patchProps¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1037¿CallExpression¿¿1334¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1038¿MemberExpression¿¿1334¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1039¿Identifier¿¿1334¿Object¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1040¿Identifier¿¿1334¿getOwnPropertyNames¿¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1041¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":65,"column":48},"end":{"line":65,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1042¿VariableDeclarator¿¿1334¿i¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1043¿VariableDeclarator¿¿1334¿len¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1044¿SequenceExpression¿¿1334¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿SequenceExpression
1045¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1046¿Identifier¿¿1334¿i¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1047¿Literal¿number¿1334¿¿0¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1048¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1049¿Identifier¿¿1334¿len¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1050¿MemberExpression¿¿1334¿¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1051¿Identifier¿¿1334¿patchProps¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1052¿Identifier¿¿1334¿length¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1334¿v141¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1054¿BinaryExpression¿<¿1334¿¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1055¿Identifier¿¿1334¿i¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1056¿Identifier¿¿1334¿len¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1057¿WhileStatement¿¿1334¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿WhileStatement
1058¿Identifier¿¿1334¿v141¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿1334¿name¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1060¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1061¿Identifier¿¿1334¿patchProps¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1062¿Identifier¿¿1334¿i¿¿¿{"start":{"line":69,"column":28},"end":{"line":69,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1063¿VariableDeclarator¿¿1334¿isArr¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1064¿VariableDeclarator¿¿1334¿v143¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1065¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1066¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1067¿Identifier¿¿1334¿name¿¿¿{"start":{"line":74,"column":24},"end":{"line":74,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1068¿VariableDeclarator¿¿1334¿v144¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1069¿CallExpression¿¿1334¿¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1070¿Identifier¿¿1334¿isObject¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1071¿Identifier¿¿1334¿v143¿¿¿¿¿Identifier
1072¿VariableDeclarator¿¿1334¿v145¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1073¿UnaryExpression¿!¿1334¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿UnaryExpression
1074¿Identifier¿¿1334¿v144¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿1334¿v146¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1076¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1077¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1078¿Identifier¿¿1334¿name¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1079¿VariableDeclarator¿¿1334¿v147¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1080¿BinaryExpression¿===¿1334¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1081¿Identifier¿¿1334¿v146¿¿¿¿¿Identifier
1082¿Literal¿object¿1334¿¿null¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1083¿VariableDeclarator¿¿1334¿v148¿¿¿{"start":{"line":74,"column":8},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1084¿LogicalExpression¿||¿1334¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
1085¿Identifier¿¿1334¿v145¿¿¿¿¿Identifier
1086¿Identifier¿¿1334¿v147¿¿¿¿¿Identifier
1087¿VariableDeclarator¿¿1334¿v149¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1088¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1089¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1090¿Identifier¿¿1334¿name¿¿¿{"start":{"line":81,"column":39},"end":{"line":81,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1091¿VariableDeclarator¿¿1334¿v150¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1092¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1093¿Identifier¿¿1334¿original¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1094¿Identifier¿¿1334¿name¿¿¿{"start":{"line":82,"column":33},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1095¿VariableDeclarator¿¿1334¿v151¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1096¿CallExpression¿¿1334¿¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1097¿MemberExpression¿¿1334¿¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1098¿Identifier¿¿1334¿Array¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1099¿Identifier¿¿1334¿isArray¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1100¿Identifier¿¿1334¿v150¿¿¿¿¿Identifier
1101¿VariableDeclarator¿¿1334¿v152¿¿¿{"start":{"line":81,"column":10},"end":{"line":82,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1102¿BinaryExpression¿!==¿1334¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":82,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1103¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1104¿Identifier¿¿1334¿isArr¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1105¿CallExpression¿¿1334¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1106¿MemberExpression¿¿1334¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1107¿Identifier¿¿1334¿Array¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1108¿Identifier¿¿1334¿isArray¿¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1109¿Identifier¿¿1334¿v149¿¿¿¿¿Identifier
1110¿Identifier¿¿1334¿v151¿¿¿¿¿Identifier
1111¿VariableDeclarator¿¿1334¿v153¿¿¿{"start":{"line":74,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1112¿LogicalExpression¿||¿1334¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
1113¿Identifier¿¿1334¿v148¿¿¿¿¿Identifier
1114¿Identifier¿¿1334¿v152¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿1334¿v154¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1116¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1117¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1118¿Identifier¿¿1334¿name¿¿¿{"start":{"line":88,"column":33},"end":{"line":88,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1119¿VariableDeclarator¿¿1334¿v155¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1120¿CallExpression¿¿1334¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1121¿Identifier¿¿1334¿noObjectsInArray¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1122¿Identifier¿¿1334¿v154¿¿¿¿¿Identifier
1123¿VariableDeclarator¿¿1334¿v156¿¿¿{"start":{"line":87,"column":10},"end":{"line":88,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1124¿LogicalExpression¿&&¿1334¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":88,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
1125¿Identifier¿¿1334¿isArr¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1126¿Identifier¿¿1334¿v155¿¿¿¿¿Identifier
1127¿VariableDeclarator¿¿1334¿v157¿¿¿{"start":{"line":89,"column":27},"end":{"line":89,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1128¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":89,"column":27},"end":{"line":89,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1129¿Identifier¿¿1334¿original¿¿¿{"start":{"line":89,"column":27},"end":{"line":89,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1130¿Identifier¿¿1334¿name¿¿¿{"start":{"line":89,"column":36},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1131¿VariableDeclarator¿¿1334¿v158¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1132¿CallExpression¿¿1334¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1133¿Identifier¿¿1334¿noObjectsInArray¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1134¿Identifier¿¿1334¿v157¿¿¿¿¿Identifier
1135¿VariableDeclarator¿¿1334¿v159¿¿¿{"start":{"line":87,"column":10},"end":{"line":89,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1136¿LogicalExpression¿&&¿1334¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":89,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
1137¿Identifier¿¿1334¿v156¿¿¿¿¿Identifier
1138¿Identifier¿¿1334¿v158¿¿¿¿¿Identifier
1139¿VariableDeclarator¿¿1334¿v160¿¿¿{"start":{"line":74,"column":8},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1140¿LogicalExpression¿||¿1334¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
1141¿Identifier¿¿1334¿v153¿¿¿¿¿Identifier
1142¿Identifier¿¿1334¿v159¿¿¿¿¿Identifier
1143¿IfStatement¿¿1334¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿IfStatement
1144¿Identifier¿¿1334¿v160¿¿¿¿¿Identifier
1145¿VariableDeclarator¿¿1334¿v161¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1146¿BinaryExpression¿!==¿1334¿¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1147¿Identifier¿¿1334¿removeMode¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1148¿Literal¿number¿1334¿¿1¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1149¿VariableDeclarator¿¿1334¿v162¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1150¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1151¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1152¿Identifier¿¿1334¿name¿¿¿{"start":{"line":92,"column":35},"end":{"line":92,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1153¿VariableDeclarator¿¿1334¿v163¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1154¿BinaryExpression¿!==¿1334¿¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1155¿Identifier¿¿1334¿v162¿¿¿¿¿Identifier
1156¿Literal¿object¿1334¿¿null¿¿{"start":{"line":92,"column":45},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1157¿VariableDeclarator¿¿1334¿v164¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1158¿LogicalExpression¿||¿1334¿¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
1159¿Identifier¿¿1334¿v161¿¿¿¿¿Identifier
1160¿Identifier¿¿1334¿v163¿¿¿¿¿Identifier
1161¿IfStatement¿¿1334¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":97,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿IfStatement
1162¿Identifier¿¿1334¿v164¿¿¿¿¿Identifier
1163¿VariableDeclarator¿¿1334¿v165¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1164¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1165¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1166¿Identifier¿¿1334¿name¿¿¿{"start":{"line":93,"column":31},"end":{"line":93,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1167¿ExpressionStatement¿¿1334¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1168¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1169¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1170¿Identifier¿¿1334¿original¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1171¿Identifier¿¿1334¿name¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1172¿Identifier¿¿1334¿v165¿¿¿¿¿Identifier
1173¿BlockStatement¿¿1334¿¿¿¿{"start":{"line":92,"column":51},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
