Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":170,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Program
1351¿Identifier¿¿1870¿Object¿¿¿{"start":{"line":62,"column":5},"end":{"line":62,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1352¿Identifier¿¿1870¿assign¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1353¿Identifier¿¿1870¿v149¿¿¿¿¿Identifier
1354¿Identifier¿¿1870¿v150¿¿¿¿¿Identifier
1355¿VariableDeclarator¿¿1870¿v152¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1356¿ObjectExpression¿¿1870¿¿¿¿¿¿ObjectExpression
1357¿ExpressionStatement¿¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1358¿AssignmentExpression¿=¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1359¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1360¿Identifier¿¿1870¿v152¿¿¿¿¿Identifier
1361¿Identifier¿¿1870¿G¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1362¿Identifier¿¿1870¿v138¿¿¿¿¿Identifier
1363¿ExpressionStatement¿¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1364¿AssignmentExpression¿=¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1365¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1366¿Identifier¿¿1870¿v152¿¿¿¿¿Identifier
1367¿Identifier¿¿1870¿E¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1368¿Identifier¿¿1870¿v142¿¿¿¿¿Identifier
1369¿ExpressionStatement¿¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1370¿AssignmentExpression¿=¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1371¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1372¿Identifier¿¿1870¿v152¿¿¿¿¿Identifier
1373¿Identifier¿¿1870¿N¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1374¿Identifier¿¿1870¿v151¿¿¿¿¿Identifier
1375¿ReturnStatement¿¿1870¿¿¿¿{"start":{"line":48,"column":1},"end":{"line":71,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ReturnStatement
1376¿Identifier¿¿1870¿v152¿¿¿¿¿Identifier
1377¿BlockStatement¿¿1870¿¿¿¿{"start":{"line":45,"column":39},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1378¿VariableDeclarator¿¿1859¿createGraph¿¿¿{"start":{"line":82,"column":0},"end":{"line":116,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1379¿FunctionExpression¿¿1859¿anon¿¿¿{"start":{"line":82,"column":0},"end":{"line":116,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿FunctionExpression
1380¿Identifier¿¿0¿modules¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1381¿Identifier¿¿0¿circular¿¿¿{"start":{"line":82,"column":30},"end":{"line":82,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1382¿Identifier¿¿0¿config¿¿¿{"start":{"line":82,"column":40},"end":{"line":82,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1383¿Identifier¿¿0¿options¿¿¿{"start":{"line":82,"column":48},"end":{"line":82,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1384¿VariableDeclarator¿¿1872¿g¿¿¿{"start":{"line":83,"column":7},"end":{"line":83,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1385¿CallExpression¿¿1872¿¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1386¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1387¿Identifier¿¿1872¿graphviz¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1388¿Identifier¿¿1872¿digraph¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1389¿Literal¿string¿1872¿¿'G'¿¿{"start":{"line":83,"column":28},"end":{"line":83,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1390¿VariableDeclarator¿¿1872¿nodes¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1391¿ObjectExpression¿¿1872¿¿¿¿¿¿ObjectExpression
1392¿VariableDeclarator¿¿1872¿v154¿¿¿{"start":{"line":85,"column":39},"end":{"line":85,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1393¿ArrowFunctionExpression¿¿1872¿¿¿¿{"start":{"line":85,"column":39},"end":{"line":85,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1394¿Identifier¿¿0¿a¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1395¿Identifier¿¿0¿b¿¿¿{"start":{"line":85,"column":43},"end":{"line":85,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1396¿VariableDeclarator¿¿1874¿v153¿¿¿{"start":{"line":85,"column":49},"end":{"line":85,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1397¿CallExpression¿¿1874¿¿¿¿{"start":{"line":85,"column":49},"end":{"line":85,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1398¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":85,"column":49},"end":{"line":85,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1399¿Identifier¿¿1874¿a¿¿¿{"start":{"line":85,"column":49},"end":{"line":85,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1400¿Identifier¿¿1874¿concat¿¿¿{"start":{"line":85,"column":51},"end":{"line":85,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1401¿Identifier¿¿1874¿b¿¿¿{"start":{"line":85,"column":58},"end":{"line":85,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1402¿ReturnStatement¿¿1874¿¿¿¿¿¿ReturnStatement
1403¿Identifier¿¿1874¿v153¿¿¿¿¿Identifier
1404¿BlockStatement¿¿1874¿¿¿¿¿¿BlockStatement
1405¿VariableDeclarator¿¿1872¿v155¿¿¿{"start":{"line":85,"column":62},"end":{"line":85,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1406¿ArrayExpression¿¿1872¿¿¿¿{"start":{"line":85,"column":62},"end":{"line":85,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrayExpression
1407¿VariableDeclarator¿¿1872¿cyclicModules¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1408¿CallExpression¿¿1872¿¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1409¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1410¿Identifier¿¿1872¿circular¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1411¿Identifier¿¿1872¿reduce¿¿¿{"start":{"line":85,"column":32},"end":{"line":85,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1412¿Identifier¿¿1872¿v154¿¿¿¿¿Identifier
1413¿Identifier¿¿1872¿v155¿¿¿¿¿Identifier
1414¿VariableDeclarator¿¿1872¿v156¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1415¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1416¿Identifier¿¿1872¿config¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1417¿Identifier¿¿1872¿graphVizPath¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1418¿IfStatement¿¿1872¿¿¿¿{"start":{"line":87,"column":1},"end":{"line":89,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿IfStatement
1419¿Identifier¿¿1872¿v156¿¿¿¿¿Identifier
1420¿VariableDeclarator¿¿1872¿v157¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1421¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1422¿Identifier¿¿1872¿config¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1423¿Identifier¿¿1872¿graphVizPath¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1424¿VariableDeclarator¿¿1872¿v158¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1425¿CallExpression¿¿1872¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1426¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1427¿Identifier¿¿1872¿g¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1428¿Identifier¿¿1872¿setGraphVizPath¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1429¿Identifier¿¿1872¿v157¿¿¿¿¿Identifier
1430¿ExpressionStatement¿¿1872¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1431¿Identifier¿¿1872¿v158¿¿¿¿¿Identifier
1432¿BlockStatement¿¿1872¿¿¿¿{"start":{"line":87,"column":26},"end":{"line":89,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1433¿VariableDeclarator¿¿1872¿v159¿¿¿{"start":{"line":91,"column":1},"end":{"line":91,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1434¿CallExpression¿¿1872¿¿¿¿{"start":{"line":91,"column":1},"end":{"line":91,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1435¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":91,"column":1},"end":{"line":91,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1436¿Identifier¿¿1872¿Object¿¿¿{"start":{"line":91,"column":1},"end":{"line":91,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1437¿Identifier¿¿1872¿keys¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1438¿Identifier¿¿1872¿modules¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1872¿v186¿¿¿{"start":{"line":91,"column":30},"end":{"line":109,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1440¿ArrowFunctionExpression¿¿1872¿¿¿¿{"start":{"line":91,"column":30},"end":{"line":109,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1441¿Identifier¿¿0¿id¿¿¿{"start":{"line":91,"column":31},"end":{"line":91,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1442¿VariableDeclarator¿¿1877¿v160¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1443¿MemberExpression¿computed¿1877¿¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1444¿Identifier¿¿1877¿nodes¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1445¿Identifier¿¿1877¿id¿¿¿{"start":{"line":92,"column":20},"end":{"line":92,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1446¿VariableDeclarator¿¿1877¿v161¿¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1447¿CallExpression¿¿1877¿¿¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1448¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1449¿Identifier¿¿1877¿g¿¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1450¿Identifier¿¿1877¿addNode¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1451¿Identifier¿¿1877¿id¿¿¿{"start":{"line":92,"column":37},"end":{"line":92,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1452¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1453¿AssignmentExpression¿=¿1877¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1454¿MemberExpression¿computed¿1877¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1455¿Identifier¿¿1877¿nodes¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1456¿Identifier¿¿1877¿id¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1457¿LogicalExpression¿||¿1877¿¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿LogicalExpression
1458¿Identifier¿¿1877¿v160¿¿¿¿¿Identifier
1459¿Identifier¿¿1877¿v161¿¿¿¿¿Identifier
1460¿VariableDeclarator¿¿1877¿v162¿¿¿{"start":{"line":94,"column":7},"end":{"line":94,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1461¿MemberExpression¿computed¿1877¿¿¿¿{"start":{"line":94,"column":7},"end":{"line":94,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1462¿Identifier¿¿1877¿modules¿¿¿{"start":{"line":94,"column":7},"end":{"line":94,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1463¿Identifier¿¿1877¿id¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1464¿VariableDeclarator¿¿1877¿v163¿¿¿{"start":{"line":94,"column":7},"end":{"line":94,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1465¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":94,"column":7},"end":{"line":94,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1466¿Identifier¿¿1877¿v162¿¿¿¿¿Identifier
1467¿Identifier¿¿1877¿length¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1468¿VariableDeclarator¿¿1877¿v164¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1469¿UnaryExpression¿!¿1877¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿UnaryExpression
1470¿Identifier¿¿1877¿v163¿¿¿¿¿Identifier
1471¿IfStatement¿¿1877¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿IfStatement
1472¿Identifier¿¿1877¿v164¿¿¿¿¿Identifier
1473¿VariableDeclarator¿¿1877¿v165¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1474¿MemberExpression¿computed¿1877¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1475¿Identifier¿¿1877¿nodes¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1476¿Identifier¿¿1877¿id¿¿¿{"start":{"line":95,"column":22},"end":{"line":95,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1477¿VariableDeclarator¿¿1877¿v166¿¿¿{"start":{"line":95,"column":27},"end":{"line":95,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1478¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":95,"column":27},"end":{"line":95,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1479¿Identifier¿¿1877¿config¿¿¿{"start":{"line":95,"column":27},"end":{"line":95,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1480¿Identifier¿¿1877¿noDependencyColor¿¿¿{"start":{"line":95,"column":34},"end":{"line":95,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1481¿VariableDeclarator¿¿1877¿v167¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1482¿CallExpression¿¿1877¿¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1483¿Identifier¿¿1877¿setNodeColor¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1484¿Identifier¿¿1877¿v165¿¿¿¿¿Identifier
1485¿Identifier¿¿1877¿v166¿¿¿¿¿Identifier
1486¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1487¿Identifier¿¿1877¿v167¿¿¿¿¿Identifier
1488¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":94,"column":27},"end":{"line":96,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1489¿VariableDeclarator¿¿1877¿v168¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1490¿CallExpression¿¿1877¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
