Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5849¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":760,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Program
7951¿VariableDeclarator¿¿10382¿v801¿¿¿{"start":{"line":350,"column":24},"end":{"line":350,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7952¿BinaryExpression¿*¿10382¿¿¿¿{"start":{"line":350,"column":24},"end":{"line":350,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
7953¿Identifier¿¿10382¿v800¿¿¿¿¿Identifier
7954¿Identifier¿¿10382¿tmp¿¿¿{"start":{"line":350,"column":39},"end":{"line":350,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7955¿VariableDeclarator¿¿10382¿v802¿¿¿{"start":{"line":350,"column":3},"end":{"line":350,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7956¿CallExpression¿¿10382¿¿¿¿{"start":{"line":350,"column":3},"end":{"line":350,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
7957¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":350,"column":3},"end":{"line":350,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
7958¿Identifier¿¿10382¿self¿¿¿{"start":{"line":350,"column":3},"end":{"line":350,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7959¿Identifier¿¿10382¿limit¿¿¿{"start":{"line":350,"column":8},"end":{"line":350,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7960¿Literal¿string¿10382¿¿'memory'¿¿{"start":{"line":350,"column":14},"end":{"line":350,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
7961¿Identifier¿¿10382¿v801¿¿¿¿¿Identifier
7962¿ExpressionStatement¿¿10382¿¿¿¿{"start":{"line":350,"column":3},"end":{"line":350,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
7963¿Identifier¿¿10382¿v802¿¿¿¿¿Identifier
7964¿VariableDeclarator¿¿10382¿v803¿¿¿{"start":{"line":351,"column":22},"end":{"line":351,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7965¿BinaryExpression¿/¿10382¿¿¿¿{"start":{"line":351,"column":22},"end":{"line":351,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
7966¿Literal¿number¿10382¿¿3000¿¿{"start":{"line":351,"column":22},"end":{"line":351,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
7967¿Literal¿number¿10382¿¿100¿¿{"start":{"line":351,"column":29},"end":{"line":351,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
7968¿VariableDeclarator¿¿10382¿v804¿¿¿{"start":{"line":351,"column":21},"end":{"line":351,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7969¿BinaryExpression¿*¿10382¿¿¿¿{"start":{"line":351,"column":21},"end":{"line":351,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
7970¿Identifier¿¿10382¿v803¿¿¿¿¿Identifier
7971¿Identifier¿¿10382¿tmp¿¿¿{"start":{"line":351,"column":36},"end":{"line":351,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7972¿VariableDeclarator¿¿10382¿v805¿¿¿{"start":{"line":351,"column":3},"end":{"line":351,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7973¿CallExpression¿¿10382¿¿¿¿{"start":{"line":351,"column":3},"end":{"line":351,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
7974¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":351,"column":3},"end":{"line":351,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
7975¿Identifier¿¿10382¿self¿¿¿{"start":{"line":351,"column":3},"end":{"line":351,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7976¿Identifier¿¿10382¿limit¿¿¿{"start":{"line":351,"column":8},"end":{"line":351,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7977¿Literal¿string¿10382¿¿'map'¿¿{"start":{"line":351,"column":14},"end":{"line":351,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
7978¿Identifier¿¿10382¿v804¿¿¿¿¿Identifier
7979¿ExpressionStatement¿¿10382¿¿¿¿{"start":{"line":351,"column":3},"end":{"line":351,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
7980¿Identifier¿¿10382¿v805¿¿¿¿¿Identifier
7981¿BlockStatement¿¿10382¿¿¿¿{"start":{"line":349,"column":11},"end":{"line":352,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
7982¿BlockStatement¿¿10382¿¿¿¿{"start":{"line":347,"column":20},"end":{"line":353,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
7983¿VariableDeclarator¿¿10382¿v806¿¿¿{"start":{"line":355,"column":1},"end":{"line":355,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7984¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":355,"column":1},"end":{"line":355,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
7985¿Identifier¿¿10382¿self¿¿¿{"start":{"line":355,"column":1},"end":{"line":355,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7986¿Identifier¿¿10382¿builder¿¿¿{"start":{"line":355,"column":6},"end":{"line":355,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7987¿VariableDeclarator¿¿10382¿v807¿¿¿{"start":{"line":355,"column":1},"end":{"line":355,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7988¿CallExpression¿¿10382¿¿¿¿{"start":{"line":355,"column":1},"end":{"line":355,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
7989¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":355,"column":1},"end":{"line":355,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
7990¿Identifier¿¿10382¿v806¿¿¿¿¿Identifier
7991¿Identifier¿¿10382¿sort¿¿¿{"start":{"line":355,"column":14},"end":{"line":355,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7992¿Identifier¿¿10382¿sort¿¿¿{"start":{"line":355,"column":19},"end":{"line":355,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7993¿ExpressionStatement¿¿10382¿¿¿¿{"start":{"line":355,"column":1},"end":{"line":355,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
7994¿Identifier¿¿10382¿v807¿¿¿¿¿Identifier
7995¿VariableDeclarator¿¿10382¿v808¿¿¿{"start":{"line":357,"column":14},"end":{"line":357,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
7996¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":357,"column":14},"end":{"line":357,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
7997¿Identifier¿¿10382¿self¿¿¿{"start":{"line":357,"column":14},"end":{"line":357,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7998¿Identifier¿¿10382¿builder¿¿¿{"start":{"line":357,"column":19},"end":{"line":357,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
7999¿VariableDeclarator¿¿10382¿length¿¿¿{"start":{"line":357,"column":5},"end":{"line":357,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8000¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":357,"column":14},"end":{"line":357,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
8001¿Identifier¿¿10382¿v808¿¿¿¿¿Identifier
8002¿Identifier¿¿10382¿length¿¿¿{"start":{"line":357,"column":27},"end":{"line":357,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8003¿VariableDeclarator¿¿10382¿i¿¿¿{"start":{"line":358,"column":10},"end":{"line":358,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8004¿Literal¿number¿10382¿¿0¿¿{"start":{"line":358,"column":14},"end":{"line":358,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
8005¿VariableDeclarator¿¿10382¿v809¿¿¿{"start":{"line":358,"column":17},"end":{"line":358,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8006¿BinaryExpression¿<¿10382¿¿¿¿{"start":{"line":358,"column":17},"end":{"line":358,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
8007¿Identifier¿¿10382¿i¿¿¿{"start":{"line":358,"column":17},"end":{"line":358,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8008¿Identifier¿¿10382¿length¿¿¿{"start":{"line":358,"column":21},"end":{"line":358,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8009¿WhileStatement¿¿10382¿¿¿¿{"start":{"line":358,"column":1},"end":{"line":359,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿WhileStatement
8010¿Identifier¿¿10382¿v809¿¿¿¿¿Identifier
8011¿VariableDeclarator¿¿10382¿v811¿¿¿{"start":{"line":359,"column":10},"end":{"line":359,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8012¿IfStatement¿¿10382¿¿¿¿{"start":{"line":359,"column":10},"end":{"line":359,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
8013¿Identifier¿¿10382¿cmd¿¿¿{"start":{"line":359,"column":10},"end":{"line":359,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8014¿ExpressionStatement¿¿10382¿¿¿¿{"start":{"line":359,"column":10},"end":{"line":359,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
8015¿AssignmentExpression¿=¿10382¿¿¿¿{"start":{"line":359,"column":10},"end":{"line":359,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
8016¿Identifier¿¿10382¿v811¿¿¿¿¿Identifier
8017¿Literal¿string¿10382¿¿' '¿¿{"start":{"line":359,"column":16},"end":{"line":359,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
8018¿BlockStatement¿¿10382¿¿¿¿¿¿BlockStatement
8019¿ExpressionStatement¿¿10382¿¿¿¿{"start":{"line":359,"column":10},"end":{"line":359,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
8020¿AssignmentExpression¿=¿10382¿¿¿¿{"start":{"line":359,"column":10},"end":{"line":359,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
8021¿Identifier¿¿10382¿v811¿¿¿¿¿Identifier
8022¿Literal¿string¿10382¿¿''¿¿{"start":{"line":359,"column":22},"end":{"line":359,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
8023¿BlockStatement¿¿10382¿¿¿¿¿¿BlockStatement
8024¿VariableDeclarator¿¿10382¿v812¿¿¿{"start":{"line":359,"column":28},"end":{"line":359,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8025¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":359,"column":28},"end":{"line":359,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
8026¿Identifier¿¿10382¿self¿¿¿{"start":{"line":359,"column":28},"end":{"line":359,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8027¿Identifier¿¿10382¿builder¿¿¿{"start":{"line":359,"column":33},"end":{"line":359,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8028¿VariableDeclarator¿¿10382¿v813¿¿¿{"start":{"line":359,"column":28},"end":{"line":359,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8029¿MemberExpression¿computed¿10382¿¿¿¿{"start":{"line":359,"column":28},"end":{"line":359,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
8030¿Identifier¿¿10382¿v812¿¿¿¿¿Identifier
8031¿Identifier¿¿10382¿i¿¿¿{"start":{"line":359,"column":41},"end":{"line":359,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8032¿VariableDeclarator¿¿10382¿v814¿¿¿{"start":{"line":359,"column":28},"end":{"line":359,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8033¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":359,"column":28},"end":{"line":359,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
8034¿Identifier¿¿10382¿v813¿¿¿¿¿Identifier
8035¿Identifier¿¿10382¿cmd¿¿¿{"start":{"line":359,"column":44},"end":{"line":359,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8036¿ExpressionStatement¿¿10382¿¿¿¿{"start":{"line":359,"column":2},"end":{"line":359,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
8037¿AssignmentExpression¿+=¿10382¿¿¿¿{"start":{"line":359,"column":2},"end":{"line":359,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
8038¿Identifier¿¿10382¿cmd¿¿¿{"start":{"line":359,"column":2},"end":{"line":359,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8039¿BinaryExpression¿+¿10382¿¿¿¿{"start":{"line":359,"column":9},"end":{"line":359,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
8040¿Identifier¿¿10382¿v811¿¿¿¿¿Identifier
8041¿Identifier¿¿10382¿v814¿¿¿¿¿Identifier
8042¿VariableDeclarator¿¿10382¿v810¿¿¿{"start":{"line":358,"column":29},"end":{"line":358,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8043¿UpdateExpression¿¿10382¿¿¿¿{"start":{"line":358,"column":29},"end":{"line":358,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿UpdateExpression
8044¿Identifier¿¿10382¿i¿¿¿{"start":{"line":358,"column":29},"end":{"line":358,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8045¿ExpressionStatement¿¿10382¿¿¿¿{"start":{"line":358,"column":1},"end":{"line":359,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
8046¿AssignmentExpression¿=¿10382¿¿¿¿{"start":{"line":358,"column":1},"end":{"line":359,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
8047¿Identifier¿¿10382¿v809¿¿¿{"start":{"line":358,"column":1},"end":{"line":359,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8048¿BinaryExpression¿<¿10382¿¿¿¿{"start":{"line":358,"column":17},"end":{"line":358,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
8049¿Identifier¿¿10382¿i¿¿¿{"start":{"line":358,"column":17},"end":{"line":358,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8050¿Identifier¿¿10382¿length¿¿¿{"start":{"line":358,"column":21},"end":{"line":358,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8051¿BlockStatement¿¿10382¿¿¿¿¿¿BlockStatement
8052¿VariableDeclarator¿¿10382¿v815¿¿¿{"start":{"line":361,"column":21},"end":{"line":361,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8053¿MemberExpression¿¿10382¿¿¿¿{"start":{"line":361,"column":21},"end":{"line":361,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
8054¿Identifier¿¿10382¿self¿¿¿{"start":{"line":361,"column":21},"end":{"line":361,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8055¿Identifier¿¿10382¿cmdarg¿¿¿{"start":{"line":361,"column":26},"end":{"line":361,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8056¿VariableDeclarator¿¿10382¿v816¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8057¿MemberExpression¿computed¿10382¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
8058¿Identifier¿¿10382¿CMD_CONVERT2¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8059¿Identifier¿¿10382¿v815¿¿¿¿¿Identifier
8060¿VariableDeclarator¿¿10382¿v817¿¿¿{"start":{"line":361,"column":36},"end":{"line":361,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8061¿CallExpression¿¿10382¿¿¿¿{"start":{"line":361,"column":36},"end":{"line":361,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
8062¿Identifier¿¿10382¿wrap¿¿¿{"start":{"line":361,"column":36},"end":{"line":361,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8063¿Identifier¿¿10382¿filenameFrom¿¿¿{"start":{"line":361,"column":41},"end":{"line":361,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8064¿Literal¿boolean¿10382¿¿true¿¿{"start":{"line":361,"column":55},"end":{"line":361,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
8065¿VariableDeclarator¿¿10382¿v818¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8066¿BinaryExpression¿+¿10382¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
8067¿Identifier¿¿10382¿v816¿¿¿¿¿Identifier
8068¿Identifier¿¿10382¿v817¿¿¿¿¿Identifier
8069¿VariableDeclarator¿¿10382¿v819¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8070¿BinaryExpression¿+¿10382¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
8071¿Identifier¿¿10382¿v818¿¿¿¿¿Identifier
8072¿Literal¿string¿10382¿¿' '¿¿{"start":{"line":361,"column":63},"end":{"line":361,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
8073¿VariableDeclarator¿¿10382¿v820¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8074¿BinaryExpression¿+¿10382¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
8075¿Identifier¿¿10382¿v819¿¿¿¿¿Identifier
8076¿Identifier¿¿10382¿cmd¿¿¿{"start":{"line":361,"column":69},"end":{"line":361,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8077¿VariableDeclarator¿¿10382¿v821¿¿¿{"start":{"line":361,"column":75},"end":{"line":361,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8078¿CallExpression¿¿10382¿¿¿¿{"start":{"line":361,"column":75},"end":{"line":361,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
8079¿Identifier¿¿10382¿wrap¿¿¿{"start":{"line":361,"column":75},"end":{"line":361,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8080¿Identifier¿¿10382¿filenameTo¿¿¿{"start":{"line":361,"column":80},"end":{"line":361,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8081¿Literal¿boolean¿10382¿¿true¿¿{"start":{"line":361,"column":92},"end":{"line":361,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
8082¿VariableDeclarator¿¿10382¿v822¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8083¿BinaryExpression¿+¿10382¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
8084¿Identifier¿¿10382¿v820¿¿¿¿¿Identifier
8085¿Identifier¿¿10382¿v821¿¿¿¿¿Identifier
8086¿ReturnStatement¿¿10382¿¿¿¿{"start":{"line":361,"column":1},"end":{"line":361,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
8087¿Identifier¿¿10382¿v822¿¿¿¿¿Identifier
8088¿BlockStatement¿¿10382¿¿¿¿{"start":{"line":342,"column":52},"end":{"line":362,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
8089¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":342,"column":0},"end":{"line":362,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
8090¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":342,"column":0},"end":{"line":362,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
8091¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":342,"column":0},"end":{"line":342,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
8092¿Identifier¿¿10281¿ImageProto¿¿¿{"start":{"line":342,"column":0},"end":{"line":342,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8093¿Identifier¿¿10281¿cmd¿¿¿{"start":{"line":342,"column":11},"end":{"line":342,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8094¿Identifier¿¿10281¿v823¿¿¿¿¿Identifier
8095¿VariableDeclarator¿¿10281¿sort¿¿¿{"start":{"line":364,"column":0},"end":{"line":366,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
8096¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":364,"column":0},"end":{"line":366,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
8097¿Identifier¿¿0¿a¿¿¿{"start":{"line":364,"column":14},"end":{"line":364,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8098¿Identifier¿¿0¿b¿¿¿{"start":{"line":364,"column":17},"end":{"line":364,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
8099¿VariableDeclarator¿¿10388¿v824¿¿¿{"start":{"line":365,"column":8},"end":{"line":365,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
