Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4210¿Program¿¿-1¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":489,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Program
5612¿FunctionExpression¿¿7391¿anon¿¿¿{"start":{"line":234,"column":46},"end":{"line":239,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
5613¿Identifier¿¿0¿code¿¿¿{"start":{"line":234,"column":55},"end":{"line":234,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5614¿VariableDeclarator¿¿7397¿v683¿¿¿{"start":{"line":235,"column":44},"end":{"line":235,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5615¿BinaryExpression¿+¿7397¿¿¿¿{"start":{"line":235,"column":44},"end":{"line":235,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
5616¿Literal¿string¿7397¿¿'closing code: '¿¿{"start":{"line":235,"column":44},"end":{"line":235,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5617¿Identifier¿¿7397¿code¿¿¿{"start":{"line":235,"column":63},"end":{"line":235,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5618¿VariableDeclarator¿¿7397¿v684¿¿¿{"start":{"line":235,"column":32},"end":{"line":235,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5619¿CallExpression¿¿7397¿¿¿¿{"start":{"line":235,"column":32},"end":{"line":235,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5620¿MemberExpression¿¿7397¿¿¿¿{"start":{"line":235,"column":32},"end":{"line":235,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5621¿Identifier¿¿7397¿console¿¿¿{"start":{"line":235,"column":32},"end":{"line":235,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5622¿Identifier¿¿7397¿log¿¿¿{"start":{"line":235,"column":40},"end":{"line":235,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5623¿Identifier¿¿7397¿v683¿¿¿¿¿Identifier
5624¿ExpressionStatement¿¿7397¿¿¿¿{"start":{"line":235,"column":32},"end":{"line":235,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5625¿Identifier¿¿7397¿v684¿¿¿¿¿Identifier
5626¿VariableDeclarator¿¿7397¿array_path¿¿¿{"start":{"line":236,"column":36},"end":{"line":236,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5627¿CallExpression¿¿7397¿¿¿¿{"start":{"line":236,"column":49},"end":{"line":236,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5628¿MemberExpression¿¿7397¿¿¿¿{"start":{"line":236,"column":49},"end":{"line":236,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5629¿Identifier¿¿7397¿fbp_path¿¿¿{"start":{"line":236,"column":49},"end":{"line":236,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5630¿Identifier¿¿7397¿split¿¿¿{"start":{"line":236,"column":58},"end":{"line":236,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5631¿Literal¿string¿7397¿¿'/'¿¿{"start":{"line":236,"column":64},"end":{"line":236,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5632¿ExpressionStatement¿¿7397¿¿¿¿{"start":{"line":237,"column":32},"end":{"line":237,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5633¿AssignmentExpression¿=¿7397¿¿¿¿{"start":{"line":237,"column":32},"end":{"line":237,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿AssignmentExpression
5634¿Identifier¿¿7397¿runningFBPName¿¿¿{"start":{"line":237,"column":32},"end":{"line":237,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5635¿CallExpression¿¿7397¿¿¿¿{"start":{"line":237,"column":49},"end":{"line":237,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5636¿MemberExpression¿¿7397¿¿¿¿{"start":{"line":237,"column":49},"end":{"line":237,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5637¿Identifier¿¿7397¿array_path¿¿¿{"start":{"line":237,"column":49},"end":{"line":237,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5638¿Identifier¿¿7397¿pop¿¿¿{"start":{"line":237,"column":60},"end":{"line":237,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5639¿VariableDeclarator¿¿7397¿v685¿¿¿{"start":{"line":238,"column":32},"end":{"line":238,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5640¿CallExpression¿¿7397¿¿¿¿{"start":{"line":238,"column":32},"end":{"line":238,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5641¿MemberExpression¿¿7397¿¿¿¿{"start":{"line":238,"column":32},"end":{"line":238,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5642¿Identifier¿¿7397¿res¿¿¿{"start":{"line":238,"column":32},"end":{"line":238,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5643¿Identifier¿¿7397¿sendStatus¿¿¿{"start":{"line":238,"column":36},"end":{"line":238,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5644¿Identifier¿¿7397¿code¿¿¿{"start":{"line":238,"column":47},"end":{"line":238,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5645¿ExpressionStatement¿¿7397¿¿¿¿{"start":{"line":238,"column":32},"end":{"line":238,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5646¿Identifier¿¿7397¿v685¿¿¿¿¿Identifier
5647¿BlockStatement¿¿7397¿¿¿¿{"start":{"line":234,"column":61},"end":{"line":239,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5648¿VariableDeclarator¿¿7391¿v687¿¿¿{"start":{"line":234,"column":28},"end":{"line":239,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5649¿CallExpression¿¿7391¿¿¿¿{"start":{"line":234,"column":28},"end":{"line":239,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5650¿MemberExpression¿¿7391¿¿¿¿{"start":{"line":234,"column":28},"end":{"line":234,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5651¿Identifier¿¿7391¿child¿¿¿{"start":{"line":234,"column":28},"end":{"line":234,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5652¿Identifier¿¿7391¿on¿¿¿{"start":{"line":234,"column":34},"end":{"line":234,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5653¿Literal¿string¿7391¿¿'close'¿¿{"start":{"line":234,"column":37},"end":{"line":234,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5654¿Identifier¿¿7391¿v686¿¿¿¿¿Identifier
5655¿ExpressionStatement¿¿7391¿¿¿¿{"start":{"line":234,"column":28},"end":{"line":239,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5656¿Identifier¿¿7391¿v687¿¿¿¿¿Identifier
5657¿BlockStatement¿¿7391¿¿¿¿{"start":{"line":225,"column":83},"end":{"line":240,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5658¿VariableDeclarator¿¿7388¿v689¿¿¿{"start":{"line":225,"column":24},"end":{"line":240,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5659¿CallExpression¿¿7388¿¿¿¿{"start":{"line":225,"column":24},"end":{"line":240,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5660¿Identifier¿¿7388¿getConfigureFile¿¿¿{"start":{"line":225,"column":24},"end":{"line":225,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5661¿Identifier¿¿7388¿v671¿¿¿¿¿Identifier
5662¿Identifier¿¿7388¿conf¿¿¿{"start":{"line":225,"column":60},"end":{"line":225,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5663¿Identifier¿¿7388¿v688¿¿¿¿¿Identifier
5664¿ExpressionStatement¿¿7388¿¿¿¿{"start":{"line":225,"column":24},"end":{"line":240,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5665¿Identifier¿¿7388¿v689¿¿¿¿¿Identifier
5666¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":224,"column":30},"end":{"line":241,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5667¿VariableDeclarator¿¿7388¿v690¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5668¿CallExpression¿¿7388¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5669¿MemberExpression¿¿7388¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5670¿Identifier¿¿7388¿res¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5671¿Identifier¿¿7388¿status¿¿¿{"start":{"line":242,"column":28},"end":{"line":242,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5672¿Literal¿number¿7388¿¿404¿¿{"start":{"line":242,"column":35},"end":{"line":242,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5673¿VariableDeclarator¿¿7388¿v691¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5674¿CallExpression¿¿7388¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5675¿MemberExpression¿¿7388¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5676¿Identifier¿¿7388¿v690¿¿¿¿¿Identifier
5677¿Identifier¿¿7388¿send¿¿¿{"start":{"line":242,"column":40},"end":{"line":242,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5678¿Literal¿string¿7388¿¿'Failed to write envrioment file'¿¿{"start":{"line":242,"column":45},"end":{"line":242,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5679¿ExpressionStatement¿¿7388¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5680¿Identifier¿¿7388¿v691¿¿¿¿¿Identifier
5681¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":241,"column":27},"end":{"line":243,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5682¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":212,"column":30},"end":{"line":244,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5683¿VariableDeclarator¿¿7388¿v692¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5684¿CallExpression¿¿7388¿¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5685¿MemberExpression¿¿7388¿¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5686¿Identifier¿¿7388¿res¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5687¿Identifier¿¿7388¿status¿¿¿{"start":{"line":245,"column":24},"end":{"line":245,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5688¿Literal¿number¿7388¿¿404¿¿{"start":{"line":245,"column":31},"end":{"line":245,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5689¿VariableDeclarator¿¿7388¿v693¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5690¿CallExpression¿¿7388¿¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5691¿MemberExpression¿¿7388¿¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5692¿Identifier¿¿7388¿v692¿¿¿¿¿Identifier
5693¿Identifier¿¿7388¿send¿¿¿{"start":{"line":245,"column":36},"end":{"line":245,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5694¿Literal¿string¿7388¿¿'Failed to get FBP file'¿¿{"start":{"line":245,"column":41},"end":{"line":245,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5695¿ExpressionStatement¿¿7388¿¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5696¿Identifier¿¿7388¿v693¿¿¿¿¿Identifier
5697¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":244,"column":23},"end":{"line":246,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5698¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":206,"column":19},"end":{"line":247,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5699¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":199,"column":43},"end":{"line":248,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5700¿VariableDeclarator¿¿7388¿v694¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5701¿CallExpression¿¿7388¿¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5702¿MemberExpression¿¿7388¿¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5703¿Identifier¿¿7388¿res¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5704¿Identifier¿¿7388¿status¿¿¿{"start":{"line":249,"column":16},"end":{"line":249,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5705¿Literal¿number¿7388¿¿404¿¿{"start":{"line":249,"column":23},"end":{"line":249,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5706¿VariableDeclarator¿¿7388¿v695¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5707¿CallExpression¿¿7388¿¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5708¿MemberExpression¿¿7388¿¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5709¿Identifier¿¿7388¿v694¿¿¿¿¿Identifier
5710¿Identifier¿¿7388¿send¿¿¿{"start":{"line":249,"column":28},"end":{"line":249,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5711¿Literal¿string¿7388¿¿'Unsupported api'¿¿{"start":{"line":249,"column":33},"end":{"line":249,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5712¿ExpressionStatement¿¿7388¿¿¿¿{"start":{"line":249,"column":12},"end":{"line":249,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5713¿Identifier¿¿7388¿v695¿¿¿¿¿Identifier
5714¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":248,"column":15},"end":{"line":250,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5715¿BlockStatement¿¿7388¿¿¿¿{"start":{"line":198,"column":51},"end":{"line":251,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5716¿VariableDeclarator¿¿7324¿v697¿¿¿{"start":{"line":198,"column":4},"end":{"line":251,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5717¿CallExpression¿¿7324¿¿¿¿{"start":{"line":198,"column":4},"end":{"line":251,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5718¿MemberExpression¿¿7324¿¿¿¿{"start":{"line":198,"column":4},"end":{"line":198,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5719¿Identifier¿¿7324¿router¿¿¿{"start":{"line":198,"column":4},"end":{"line":198,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5720¿Identifier¿¿7324¿post¿¿¿{"start":{"line":198,"column":11},"end":{"line":198,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5721¿Literal¿string¿7324¿¿'/api/fbp/run'¿¿{"start":{"line":198,"column":16},"end":{"line":198,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5722¿Identifier¿¿7324¿v696¿¿¿¿¿Identifier
5723¿ExpressionStatement¿¿7324¿¿¿¿{"start":{"line":198,"column":4},"end":{"line":251,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5724¿Identifier¿¿7324¿v697¿¿¿¿¿Identifier
5725¿VariableDeclarator¿¿7324¿v735¿¿¿{"start":{"line":254,"column":33},"end":{"line":310,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5726¿FunctionExpression¿¿7324¿anon¿¿¿{"start":{"line":254,"column":33},"end":{"line":310,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
5727¿Identifier¿¿0¿req¿¿¿{"start":{"line":254,"column":42},"end":{"line":254,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5728¿Identifier¿¿0¿res¿¿¿{"start":{"line":254,"column":47},"end":{"line":254,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5729¿VariableDeclarator¿¿7403¿v698¿¿¿{"start":{"line":255,"column":20},"end":{"line":255,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5730¿CallExpression¿¿7403¿¿¿¿{"start":{"line":255,"column":20},"end":{"line":255,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5731¿Identifier¿¿7403¿require¿¿¿{"start":{"line":255,"column":20},"end":{"line":255,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5732¿Literal¿string¿7403¿¿'child_process'¿¿{"start":{"line":255,"column":28},"end":{"line":255,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5733¿VariableDeclarator¿¿7403¿spawn¿¿¿{"start":{"line":255,"column":12},"end":{"line":255,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5734¿MemberExpression¿¿7403¿¿¿¿{"start":{"line":255,"column":20},"end":{"line":255,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5735¿Identifier¿¿7403¿v698¿¿¿¿¿Identifier
5736¿Identifier¿¿7403¿spawn¿¿¿{"start":{"line":255,"column":45},"end":{"line":255,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5737¿VariableDeclarator¿¿7403¿v699¿¿¿{"start":{"line":256,"column":19},"end":{"line":256,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5738¿MemberExpression¿¿7403¿¿¿¿{"start":{"line":256,"column":19},"end":{"line":256,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5739¿Identifier¿¿7403¿req¿¿¿{"start":{"line":256,"column":19},"end":{"line":256,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5740¿Identifier¿¿7403¿query¿¿¿{"start":{"line":256,"column":23},"end":{"line":256,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5741¿VariableDeclarator¿¿7403¿path¿¿¿{"start":{"line":256,"column":12},"end":{"line":256,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5742¿MemberExpression¿¿7403¿¿¿¿{"start":{"line":256,"column":19},"end":{"line":256,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5743¿Identifier¿¿7403¿v699¿¿¿¿¿Identifier
5744¿Identifier¿¿7403¿fbp_path¿¿¿{"start":{"line":256,"column":29},"end":{"line":256,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5745¿VariableDeclarator¿¿7403¿v700¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5746¿MemberExpression¿¿7403¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5747¿Identifier¿¿7403¿req¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5748¿Identifier¿¿7403¿query¿¿¿{"start":{"line":257,"column":23},"end":{"line":257,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5749¿VariableDeclarator¿¿7403¿code¿¿¿{"start":{"line":257,"column":12},"end":{"line":257,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5750¿MemberExpression¿¿7403¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5751¿Identifier¿¿7403¿v700¿¿¿¿¿Identifier
5752¿Identifier¿¿7403¿code¿¿¿{"start":{"line":257,"column":29},"end":{"line":257,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5753¿VariableDeclarator¿¿7403¿v701¿¿¿{"start":{"line":258,"column":19},"end":{"line":258,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5754¿MemberExpression¿¿7403¿¿¿¿{"start":{"line":258,"column":19},"end":{"line":258,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5755¿Identifier¿¿7403¿req¿¿¿{"start":{"line":258,"column":19},"end":{"line":258,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5756¿Identifier¿¿7403¿query¿¿¿{"start":{"line":258,"column":23},"end":{"line":258,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5757¿VariableDeclarator¿¿7403¿conf¿¿¿{"start":{"line":258,"column":12},"end":{"line":258,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5758¿MemberExpression¿¿7403¿¿¿¿{"start":{"line":258,"column":19},"end":{"line":258,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5759¿Identifier¿¿7403¿v701¿¿¿¿¿Identifier
5760¿Identifier¿¿7403¿conf¿¿¿{"start":{"line":258,"column":29},"end":{"line":258,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5761¿VariableDeclarator¿¿7403¿v702¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5762¿CallExpression¿¿7403¿¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5763¿Identifier¿¿7403¿isInsideRepo¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
