Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
15966¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":3000,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Program
21674¿Identifier¿¿28526¿Uint8Array¿¿¿{"start":{"line":1325,"column":18},"end":{"line":1325,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21675¿Identifier¿¿28526¿v2596¿¿¿¿¿Identifier
21676¿VariableDeclarator¿¿28526¿v2597¿¿¿{"start":{"line":1326,"column":4},"end":{"line":1326,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21677¿CallExpression¿¿28526¿¿¿¿{"start":{"line":1326,"column":4},"end":{"line":1326,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
21678¿MemberExpression¿¿28526¿¿¿¿{"start":{"line":1326,"column":4},"end":{"line":1326,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21679¿Identifier¿¿28526¿dst¿¿¿{"start":{"line":1326,"column":4},"end":{"line":1326,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21680¿Identifier¿¿28526¿set¿¿¿{"start":{"line":1326,"column":8},"end":{"line":1326,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21681¿Identifier¿¿28526¿src¿¿¿{"start":{"line":1326,"column":12},"end":{"line":1326,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21682¿ExpressionStatement¿¿28526¿¿¿¿{"start":{"line":1326,"column":4},"end":{"line":1326,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21683¿Identifier¿¿28526¿v2597¿¿¿¿¿Identifier
21684¿ExpressionStatement¿¿28526¿¿¿¿{"start":{"line":1327,"column":4},"end":{"line":1327,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21685¿AssignmentExpression¿=¿28526¿¿¿¿{"start":{"line":1327,"column":4},"end":{"line":1327,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21686¿MemberExpression¿¿28526¿¿¿¿{"start":{"line":1327,"column":4},"end":{"line":1327,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21687¿ThisExpression¿¿28526¿¿¿¿{"start":{"line":1327,"column":4},"end":{"line":1327,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21688¿Identifier¿¿28526¿data¿¿¿{"start":{"line":1327,"column":9},"end":{"line":1327,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21689¿NewExpression¿¿28526¿¿¿¿{"start":{"line":1327,"column":16},"end":{"line":1327,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿NewExpression
21690¿Identifier¿¿28526¿DataView¿¿¿{"start":{"line":1327,"column":20},"end":{"line":1327,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21691¿Identifier¿¿28526¿dst¿¿¿{"start":{"line":1327,"column":29},"end":{"line":1327,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21692¿VariableDeclarator¿¿28526¿v2598¿¿¿{"start":{"line":1328,"column":4},"end":{"line":1328,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21693¿MemberExpression¿¿28526¿¿¿¿{"start":{"line":1328,"column":18},"end":{"line":1328,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21694¿ThisExpression¿¿28526¿¿¿¿{"start":{"line":1328,"column":18},"end":{"line":1328,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21695¿Identifier¿¿28526¿read¿¿¿{"start":{"line":1328,"column":23},"end":{"line":1328,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21696¿ExpressionStatement¿¿28526¿¿¿¿{"start":{"line":1328,"column":4},"end":{"line":1328,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21697¿AssignmentExpression¿-=¿28526¿¿¿¿{"start":{"line":1328,"column":4},"end":{"line":1328,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21698¿MemberExpression¿¿28526¿¿¿¿{"start":{"line":1328,"column":4},"end":{"line":1328,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21699¿ThisExpression¿¿28526¿¿¿¿{"start":{"line":1328,"column":4},"end":{"line":1328,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21700¿Identifier¿¿28526¿write¿¿¿{"start":{"line":1328,"column":9},"end":{"line":1328,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21701¿Identifier¿¿28526¿v2598¿¿¿¿¿Identifier
21702¿ExpressionStatement¿¿28526¿¿¿¿{"start":{"line":1329,"column":4},"end":{"line":1329,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21703¿AssignmentExpression¿=¿28526¿¿¿¿{"start":{"line":1329,"column":4},"end":{"line":1329,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21704¿MemberExpression¿¿28526¿¿¿¿{"start":{"line":1329,"column":4},"end":{"line":1329,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21705¿ThisExpression¿¿28526¿¿¿¿{"start":{"line":1329,"column":4},"end":{"line":1329,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21706¿Identifier¿¿28526¿read¿¿¿{"start":{"line":1329,"column":9},"end":{"line":1329,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21707¿Literal¿number¿28526¿¿0¿¿{"start":{"line":1329,"column":16},"end":{"line":1329,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
21708¿BlockStatement¿¿28526¿¿¿¿{"start":{"line":1323,"column":20},"end":{"line":1330,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
21709¿ReturnStatement¿¿28526¿¿¿¿{"start":{"line":1331,"column":2},"end":{"line":1331,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ReturnStatement
21710¿ThisExpression¿¿28526¿¿¿¿{"start":{"line":1331,"column":9},"end":{"line":1331,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21711¿BlockStatement¿¿28526¿¿¿¿{"start":{"line":1322,"column":47},"end":{"line":1332,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
21712¿ExpressionStatement¿¿28298¿¿¿¿{"start":{"line":1322,"column":0},"end":{"line":1332,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21713¿AssignmentExpression¿=¿28298¿¿¿¿{"start":{"line":1322,"column":0},"end":{"line":1332,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21714¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":1322,"column":0},"end":{"line":1322,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21715¿Identifier¿¿28298¿v2590¿¿¿¿¿Identifier
21716¿Identifier¿¿28298¿compact¿¿¿{"start":{"line":1322,"column":26},"end":{"line":1322,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21717¿Identifier¿¿28298¿v2599¿¿¿¿¿Identifier
21718¿VariableDeclarator¿¿28298¿v2600¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1339,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21719¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1339,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21720¿Identifier¿¿28298¿util¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1339,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21721¿Identifier¿¿28298¿DataBuffer¿¿¿{"start":{"line":1339,"column":5},"end":{"line":1339,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21722¿VariableDeclarator¿¿28298¿v2601¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1339,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21723¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1339,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21724¿Identifier¿¿28298¿v2600¿¿¿¿¿Identifier
21725¿Identifier¿¿28298¿prototype¿¿¿{"start":{"line":1339,"column":16},"end":{"line":1339,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21726¿VariableDeclarator¿¿28298¿v2603¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1343,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21727¿FunctionExpression¿¿28298¿anon¿¿¿{"start":{"line":1339,"column":34},"end":{"line":1343,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿FunctionExpression
21728¿VariableDeclarator¿¿28529¿v2602¿¿¿{"start":{"line":1340,"column":27},"end":{"line":1340,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21729¿NewExpression¿¿28529¿¿¿¿{"start":{"line":1340,"column":27},"end":{"line":1340,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿NewExpression
21730¿Identifier¿¿28529¿ArrayBuffer¿¿¿{"start":{"line":1340,"column":31},"end":{"line":1340,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21731¿Literal¿number¿28529¿¿0¿¿{"start":{"line":1340,"column":43},"end":{"line":1340,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
21732¿ExpressionStatement¿¿28529¿¿¿¿{"start":{"line":1340,"column":2},"end":{"line":1340,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21733¿AssignmentExpression¿=¿28529¿¿¿¿{"start":{"line":1340,"column":2},"end":{"line":1340,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21734¿MemberExpression¿¿28529¿¿¿¿{"start":{"line":1340,"column":2},"end":{"line":1340,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21735¿ThisExpression¿¿28529¿¿¿¿{"start":{"line":1340,"column":2},"end":{"line":1340,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21736¿Identifier¿¿28529¿data¿¿¿{"start":{"line":1340,"column":7},"end":{"line":1340,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21737¿NewExpression¿¿28529¿¿¿¿{"start":{"line":1340,"column":14},"end":{"line":1340,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿NewExpression
21738¿Identifier¿¿28529¿DataView¿¿¿{"start":{"line":1340,"column":18},"end":{"line":1340,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21739¿Identifier¿¿28529¿v2602¿¿¿¿¿Identifier
21740¿ExpressionStatement¿¿28529¿¿¿¿{"start":{"line":1341,"column":2},"end":{"line":1341,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21741¿AssignmentExpression¿=¿28529¿¿¿¿{"start":{"line":1341,"column":2},"end":{"line":1341,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21742¿MemberExpression¿¿28529¿¿¿¿{"start":{"line":1341,"column":2},"end":{"line":1341,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21743¿ThisExpression¿¿28529¿¿¿¿{"start":{"line":1341,"column":2},"end":{"line":1341,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21744¿Identifier¿¿28529¿read¿¿¿{"start":{"line":1341,"column":7},"end":{"line":1341,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21745¿AssignmentExpression¿=¿28529¿¿¿¿{"start":{"line":1341,"column":14},"end":{"line":1341,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21746¿MemberExpression¿¿28529¿¿¿¿{"start":{"line":1341,"column":14},"end":{"line":1341,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21747¿ThisExpression¿¿28529¿¿¿¿{"start":{"line":1341,"column":14},"end":{"line":1341,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21748¿Identifier¿¿28529¿write¿¿¿{"start":{"line":1341,"column":19},"end":{"line":1341,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21749¿Literal¿number¿28529¿¿0¿¿{"start":{"line":1341,"column":27},"end":{"line":1341,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
21750¿ReturnStatement¿¿28529¿¿¿¿{"start":{"line":1342,"column":2},"end":{"line":1342,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ReturnStatement
21751¿ThisExpression¿¿28529¿¿¿¿{"start":{"line":1342,"column":9},"end":{"line":1342,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21752¿BlockStatement¿¿28529¿¿¿¿{"start":{"line":1339,"column":45},"end":{"line":1343,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
21753¿ExpressionStatement¿¿28298¿¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1343,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21754¿AssignmentExpression¿=¿28298¿¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1343,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21755¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":1339,"column":0},"end":{"line":1339,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21756¿Identifier¿¿28298¿v2601¿¿¿¿¿Identifier
21757¿Identifier¿¿28298¿clear¿¿¿{"start":{"line":1339,"column":26},"end":{"line":1339,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21758¿Identifier¿¿28298¿v2603¿¿¿¿¿Identifier
21759¿VariableDeclarator¿¿28298¿v2604¿¿¿{"start":{"line":1352,"column":0},"end":{"line":1352,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21760¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":1352,"column":0},"end":{"line":1352,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21761¿Identifier¿¿28298¿util¿¿¿{"start":{"line":1352,"column":0},"end":{"line":1352,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21762¿Identifier¿¿28298¿DataBuffer¿¿¿{"start":{"line":1352,"column":5},"end":{"line":1352,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21763¿VariableDeclarator¿¿28298¿v2605¿¿¿{"start":{"line":1352,"column":0},"end":{"line":1352,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21764¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":1352,"column":0},"end":{"line":1352,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21765¿Identifier¿¿28298¿v2604¿¿¿¿¿Identifier
21766¿Identifier¿¿28298¿prototype¿¿¿{"start":{"line":1352,"column":16},"end":{"line":1352,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21767¿VariableDeclarator¿¿28298¿v2612¿¿¿{"start":{"line":1352,"column":0},"end":{"line":1356,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21768¿FunctionExpression¿¿28298¿anon¿¿¿{"start":{"line":1352,"column":37},"end":{"line":1356,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿FunctionExpression
21769¿Identifier¿¿0¿count¿¿¿{"start":{"line":1352,"column":46},"end":{"line":1352,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21770¿VariableDeclarator¿¿28531¿v2606¿¿¿{"start":{"line":1353,"column":27},"end":{"line":1353,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21771¿CallExpression¿¿28531¿¿¿¿{"start":{"line":1353,"column":27},"end":{"line":1353,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
21772¿MemberExpression¿¿28531¿¿¿¿{"start":{"line":1353,"column":27},"end":{"line":1353,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21773¿ThisExpression¿¿28531¿¿¿¿{"start":{"line":1353,"column":27},"end":{"line":1353,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21774¿Identifier¿¿28531¿length¿¿¿{"start":{"line":1353,"column":32},"end":{"line":1353,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21775¿VariableDeclarator¿¿28531¿v2607¿¿¿{"start":{"line":1353,"column":27},"end":{"line":1353,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21776¿BinaryExpression¿-¿28531¿¿¿¿{"start":{"line":1353,"column":27},"end":{"line":1353,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
21777¿Identifier¿¿28531¿v2606¿¿¿¿¿Identifier
21778¿Identifier¿¿28531¿count¿¿¿{"start":{"line":1353,"column":43},"end":{"line":1353,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21779¿VariableDeclarator¿¿28531¿v2608¿¿¿{"start":{"line":1353,"column":2},"end":{"line":1353,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21780¿CallExpression¿¿28531¿¿¿¿{"start":{"line":1353,"column":15},"end":{"line":1353,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
21781¿MemberExpression¿¿28531¿¿¿¿{"start":{"line":1353,"column":15},"end":{"line":1353,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21782¿Identifier¿¿28531¿Math¿¿¿{"start":{"line":1353,"column":15},"end":{"line":1353,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21783¿Identifier¿¿28531¿max¿¿¿{"start":{"line":1353,"column":20},"end":{"line":1353,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21784¿Literal¿number¿28531¿¿0¿¿{"start":{"line":1353,"column":24},"end":{"line":1353,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
21785¿Identifier¿¿28531¿v2607¿¿¿¿¿Identifier
21786¿ExpressionStatement¿¿28531¿¿¿¿{"start":{"line":1353,"column":2},"end":{"line":1353,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21787¿AssignmentExpression¿=¿28531¿¿¿¿{"start":{"line":1353,"column":2},"end":{"line":1353,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21788¿MemberExpression¿¿28531¿¿¿¿{"start":{"line":1353,"column":2},"end":{"line":1353,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21789¿ThisExpression¿¿28531¿¿¿¿{"start":{"line":1353,"column":2},"end":{"line":1353,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21790¿Identifier¿¿28531¿write¿¿¿{"start":{"line":1353,"column":7},"end":{"line":1353,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21791¿Identifier¿¿28531¿v2608¿¿¿¿¿Identifier
21792¿VariableDeclarator¿¿28531¿v2609¿¿¿{"start":{"line":1354,"column":23},"end":{"line":1354,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21793¿MemberExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":23},"end":{"line":1354,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21794¿ThisExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":23},"end":{"line":1354,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21795¿Identifier¿¿28531¿read¿¿¿{"start":{"line":1354,"column":28},"end":{"line":1354,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21796¿VariableDeclarator¿¿28531¿v2610¿¿¿{"start":{"line":1354,"column":34},"end":{"line":1354,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21797¿MemberExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":34},"end":{"line":1354,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21798¿ThisExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":34},"end":{"line":1354,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
21799¿Identifier¿¿28531¿write¿¿¿{"start":{"line":1354,"column":39},"end":{"line":1354,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21800¿VariableDeclarator¿¿28531¿v2611¿¿¿{"start":{"line":1354,"column":2},"end":{"line":1354,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
21801¿CallExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":14},"end":{"line":1354,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
21802¿MemberExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":14},"end":{"line":1354,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21803¿Identifier¿¿28531¿Math¿¿¿{"start":{"line":1354,"column":14},"end":{"line":1354,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21804¿Identifier¿¿28531¿min¿¿¿{"start":{"line":1354,"column":19},"end":{"line":1354,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
21805¿Identifier¿¿28531¿v2609¿¿¿¿¿Identifier
21806¿Identifier¿¿28531¿v2610¿¿¿¿¿Identifier
21807¿ExpressionStatement¿¿28531¿¿¿¿{"start":{"line":1354,"column":2},"end":{"line":1354,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
21808¿AssignmentExpression¿=¿28531¿¿¿¿{"start":{"line":1354,"column":2},"end":{"line":1354,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
21809¿MemberExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":2},"end":{"line":1354,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
21810¿ThisExpression¿¿28531¿¿¿¿{"start":{"line":1354,"column":2},"end":{"line":1354,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
