Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4025¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":550,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Program
5337¿VariableDeclarator¿¿7057¿setValueAtPath¿¿¿{"start":{"line":234,"column":2},"end":{"line":300,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5338¿FunctionExpression¿¿7057¿anon¿¿¿{"start":{"line":234,"column":2},"end":{"line":300,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿FunctionExpression
5339¿Identifier¿¿0¿target¿¿¿{"start":{"line":234,"column":26},"end":{"line":234,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5340¿Identifier¿¿0¿val¿¿¿{"start":{"line":234,"column":34},"end":{"line":234,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5341¿Identifier¿¿0¿path¿¿¿{"start":{"line":234,"column":39},"end":{"line":234,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5342¿Identifier¿¿0¿force¿¿¿{"start":{"line":234,"column":45},"end":{"line":234,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5343¿VariableDeclarator¿¿7126¿it¿¿¿{"start":{"line":235,"column":8},"end":{"line":235,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5344¿VariableDeclarator¿¿7126¿len¿¿¿{"start":{"line":236,"column":8},"end":{"line":236,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5345¿VariableDeclarator¿¿7126¿end¿¿¿{"start":{"line":237,"column":8},"end":{"line":237,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5346¿VariableDeclarator¿¿7126¿cursor¿¿¿{"start":{"line":238,"column":8},"end":{"line":238,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5347¿VariableDeclarator¿¿7126¿step¿¿¿{"start":{"line":239,"column":8},"end":{"line":239,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5348¿VariableDeclarator¿¿7126¿p¿¿¿{"start":{"line":240,"column":8},"end":{"line":240,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5349¿VariableDeclarator¿¿7126¿rem¿¿¿{"start":{"line":241,"column":8},"end":{"line":241,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5350¿VariableDeclarator¿¿7126¿nonexistent¿¿¿{"start":{"line":242,"column":8},"end":{"line":242,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5351¿VariableDeclarator¿¿7126¿v561¿¿¿{"start":{"line":243,"column":8},"end":{"line":243,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5352¿MemberExpression¿¿7126¿¿¿¿{"start":{"line":243,"column":8},"end":{"line":243,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5353¿Identifier¿¿7126¿path¿¿¿{"start":{"line":243,"column":8},"end":{"line":243,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5354¿Identifier¿¿7126¿length¿¿¿{"start":{"line":243,"column":13},"end":{"line":243,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5355¿VariableDeclarator¿¿7126¿v562¿¿¿{"start":{"line":243,"column":8},"end":{"line":243,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5356¿BinaryExpression¿===¿7126¿¿¿¿{"start":{"line":243,"column":8},"end":{"line":243,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
5357¿Identifier¿¿7126¿v561¿¿¿¿¿Identifier
5358¿Literal¿number¿7126¿¿0¿¿{"start":{"line":243,"column":24},"end":{"line":243,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
5359¿IfStatement¿¿7126¿¿¿¿{"start":{"line":243,"column":4},"end":{"line":245,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
5360¿Identifier¿¿7126¿v562¿¿¿¿¿Identifier
5361¿VariableDeclarator¿¿7126¿v563¿¿¿{"start":{"line":244,"column":12},"end":{"line":244,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5362¿NewExpression¿¿7126¿¿¿¿{"start":{"line":244,"column":12},"end":{"line":244,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿NewExpression
5363¿Identifier¿¿7126¿Error¿¿¿{"start":{"line":244,"column":16},"end":{"line":244,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5364¿Literal¿string¿7126¿¿'Cannot set the root object; assign it directly.'¿¿{"start":{"line":244,"column":22},"end":{"line":244,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
5365¿ThrowStatement¿¿7126¿¿¿¿{"start":{"line":244,"column":6},"end":{"line":244,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ThrowStatement
5366¿Identifier¿¿7126¿v563¿¿¿¿¿Identifier
5367¿BlockStatement¿¿7126¿¿¿¿{"start":{"line":243,"column":27},"end":{"line":245,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
5368¿VariableDeclarator¿¿7126¿v564¿¿¿{"start":{"line":246,"column":8},"end":{"line":246,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5369¿UnaryExpression¿typeof¿7126¿¿¿¿{"start":{"line":246,"column":8},"end":{"line":246,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
5370¿Identifier¿¿7126¿target¿¿¿{"start":{"line":246,"column":15},"end":{"line":246,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5371¿VariableDeclarator¿¿7126¿v565¿¿¿{"start":{"line":246,"column":8},"end":{"line":246,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5372¿BinaryExpression¿===¿7126¿¿¿¿{"start":{"line":246,"column":8},"end":{"line":246,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
5373¿Identifier¿¿7126¿v564¿¿¿¿¿Identifier
5374¿Literal¿string¿7126¿¿'undefined'¿¿{"start":{"line":246,"column":26},"end":{"line":246,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
5375¿IfStatement¿¿7126¿¿¿¿{"start":{"line":246,"column":4},"end":{"line":248,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
5376¿Identifier¿¿7126¿v565¿¿¿¿¿Identifier
5377¿VariableDeclarator¿¿7126¿v566¿¿¿{"start":{"line":247,"column":12},"end":{"line":247,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5378¿NewExpression¿¿7126¿¿¿¿{"start":{"line":247,"column":12},"end":{"line":247,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿NewExpression
5379¿Identifier¿¿7126¿TypeError¿¿¿{"start":{"line":247,"column":16},"end":{"line":247,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5380¿Literal¿string¿7126¿¿'Cannot set values on undefined'¿¿{"start":{"line":247,"column":26},"end":{"line":247,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
5381¿ThrowStatement¿¿7126¿¿¿¿{"start":{"line":247,"column":6},"end":{"line":247,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ThrowStatement
5382¿Identifier¿¿7126¿v566¿¿¿¿¿Identifier
5383¿BlockStatement¿¿7126¿¿¿¿{"start":{"line":246,"column":39},"end":{"line":248,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
5384¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":249,"column":4},"end":{"line":249,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5385¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":249,"column":4},"end":{"line":249,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5386¿Identifier¿¿7126¿it¿¿¿{"start":{"line":249,"column":4},"end":{"line":249,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5387¿Identifier¿¿7126¿target¿¿¿{"start":{"line":249,"column":9},"end":{"line":249,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5388¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":250,"column":4},"end":{"line":250,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5389¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":250,"column":4},"end":{"line":250,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5390¿Identifier¿¿7126¿len¿¿¿{"start":{"line":250,"column":4},"end":{"line":250,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5391¿MemberExpression¿¿7126¿¿¿¿{"start":{"line":250,"column":10},"end":{"line":250,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5392¿Identifier¿¿7126¿path¿¿¿{"start":{"line":250,"column":10},"end":{"line":250,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5393¿Identifier¿¿7126¿length¿¿¿{"start":{"line":250,"column":15},"end":{"line":250,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5394¿VariableDeclarator¿¿7126¿v567¿¿¿{"start":{"line":251,"column":10},"end":{"line":251,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5395¿MemberExpression¿¿7126¿¿¿¿{"start":{"line":251,"column":10},"end":{"line":251,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5396¿Identifier¿¿7126¿path¿¿¿{"start":{"line":251,"column":10},"end":{"line":251,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5397¿Identifier¿¿7126¿length¿¿¿{"start":{"line":251,"column":15},"end":{"line":251,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5398¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":251,"column":4},"end":{"line":251,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5399¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":251,"column":4},"end":{"line":251,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5400¿Identifier¿¿7126¿end¿¿¿{"start":{"line":251,"column":4},"end":{"line":251,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5401¿BinaryExpression¿-¿7126¿¿¿¿{"start":{"line":251,"column":10},"end":{"line":251,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
5402¿Identifier¿¿7126¿v567¿¿¿¿¿Identifier
5403¿Literal¿number¿7126¿¿1¿¿{"start":{"line":251,"column":24},"end":{"line":251,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
5404¿VariableDeclarator¿¿7126¿v568¿¿¿{"start":{"line":252,"column":13},"end":{"line":252,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5405¿UnaryExpression¿-¿7126¿¿¿¿{"start":{"line":252,"column":13},"end":{"line":252,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
5406¿Literal¿number¿7126¿¿1¿¿{"start":{"line":252,"column":14},"end":{"line":252,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
5407¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":252,"column":4},"end":{"line":252,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5408¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":252,"column":4},"end":{"line":252,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5409¿Identifier¿¿7126¿cursor¿¿¿{"start":{"line":252,"column":4},"end":{"line":252,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5410¿Identifier¿¿7126¿v568¿¿¿¿¿Identifier
5411¿IfStatement¿¿7126¿¿¿¿{"start":{"line":253,"column":4},"end":{"line":298,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
5412¿Identifier¿¿7126¿len¿¿¿{"start":{"line":253,"column":8},"end":{"line":253,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5413¿VariableDeclarator¿¿7126¿v569¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5414¿UpdateExpression¿¿7126¿¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UpdateExpression
5415¿Identifier¿¿7126¿cursor¿¿¿{"start":{"line":254,"column":15},"end":{"line":254,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5416¿VariableDeclarator¿¿7126¿v570¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5417¿BinaryExpression¿<¿7126¿¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
5418¿Identifier¿¿7126¿v569¿¿¿¿¿Identifier
5419¿Identifier¿¿7126¿len¿¿¿{"start":{"line":254,"column":24},"end":{"line":254,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5420¿WhileStatement¿¿7126¿¿¿¿{"start":{"line":254,"column":6},"end":{"line":297,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿WhileStatement
5421¿Identifier¿¿7126¿v570¿¿¿¿¿Identifier
5422¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":255,"column":8},"end":{"line":255,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5423¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":255,"column":8},"end":{"line":255,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5424¿Identifier¿¿7126¿step¿¿¿{"start":{"line":255,"column":8},"end":{"line":255,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5425¿MemberExpression¿computed¿7126¿¿¿¿{"start":{"line":255,"column":15},"end":{"line":255,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5426¿Identifier¿¿7126¿path¿¿¿{"start":{"line":255,"column":15},"end":{"line":255,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5427¿Identifier¿¿7126¿cursor¿¿¿{"start":{"line":255,"column":20},"end":{"line":255,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5428¿VariableDeclarator¿¿7126¿v571¿¿¿{"start":{"line":256,"column":12},"end":{"line":256,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5429¿CallExpression¿¿7126¿¿¿¿{"start":{"line":256,"column":12},"end":{"line":256,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
5430¿MemberExpression¿¿7126¿¿¿¿{"start":{"line":256,"column":12},"end":{"line":256,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5431¿Identifier¿¿7126¿Array¿¿¿{"start":{"line":256,"column":12},"end":{"line":256,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5432¿Identifier¿¿7126¿isArray¿¿¿{"start":{"line":256,"column":18},"end":{"line":256,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5433¿Identifier¿¿7126¿it¿¿¿{"start":{"line":256,"column":26},"end":{"line":256,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5434¿IfStatement¿¿7126¿¿¿¿{"start":{"line":256,"column":8},"end":{"line":296,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
5435¿Identifier¿¿7126¿v571¿¿¿¿¿Identifier
5436¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":257,"column":10},"end":{"line":257,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5437¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":257,"column":10},"end":{"line":257,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5438¿Identifier¿¿7126¿p¿¿¿{"start":{"line":257,"column":10},"end":{"line":257,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5439¿CallExpression¿¿7126¿¿¿¿{"start":{"line":257,"column":14},"end":{"line":257,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
5440¿Identifier¿¿7126¿toArrayIndexReference¿¿¿{"start":{"line":257,"column":14},"end":{"line":257,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5441¿Identifier¿¿7126¿it¿¿¿{"start":{"line":257,"column":36},"end":{"line":257,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5442¿Identifier¿¿7126¿step¿¿¿{"start":{"line":257,"column":40},"end":{"line":257,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5443¿VariableDeclarator¿¿7126¿v572¿¿¿{"start":{"line":258,"column":14},"end":{"line":258,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5444¿MemberExpression¿¿7126¿¿¿¿{"start":{"line":258,"column":14},"end":{"line":258,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5445¿Identifier¿¿7126¿it¿¿¿{"start":{"line":258,"column":14},"end":{"line":258,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5446¿Identifier¿¿7126¿length¿¿¿{"start":{"line":258,"column":17},"end":{"line":258,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5447¿VariableDeclarator¿¿7126¿v573¿¿¿{"start":{"line":258,"column":14},"end":{"line":258,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5448¿BinaryExpression¿>¿7126¿¿¿¿{"start":{"line":258,"column":14},"end":{"line":258,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
5449¿Identifier¿¿7126¿v572¿¿¿¿¿Identifier
5450¿Identifier¿¿7126¿p¿¿¿{"start":{"line":258,"column":26},"end":{"line":258,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5451¿IfStatement¿¿7126¿¿¿¿{"start":{"line":258,"column":10},"end":{"line":272,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
5452¿Identifier¿¿7126¿v573¿¿¿¿¿Identifier
5453¿VariableDeclarator¿¿7126¿v574¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
5454¿BinaryExpression¿===¿7126¿¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
5455¿Identifier¿¿7126¿cursor¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5456¿Identifier¿¿7126¿end¿¿¿{"start":{"line":259,"column":27},"end":{"line":259,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5457¿IfStatement¿¿7126¿¿¿¿{"start":{"line":259,"column":12},"end":{"line":263,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
5458¿Identifier¿¿7126¿v574¿¿¿¿¿Identifier
5459¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":260,"column":14},"end":{"line":260,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5460¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":260,"column":14},"end":{"line":260,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5461¿Identifier¿¿7126¿rem¿¿¿{"start":{"line":260,"column":14},"end":{"line":260,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5462¿MemberExpression¿computed¿7126¿¿¿¿{"start":{"line":260,"column":20},"end":{"line":260,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5463¿Identifier¿¿7126¿it¿¿¿{"start":{"line":260,"column":20},"end":{"line":260,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5464¿Identifier¿¿7126¿p¿¿¿{"start":{"line":260,"column":23},"end":{"line":260,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5465¿ExpressionStatement¿¿7126¿¿¿¿{"start":{"line":261,"column":14},"end":{"line":261,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
5466¿AssignmentExpression¿=¿7126¿¿¿¿{"start":{"line":261,"column":14},"end":{"line":261,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
5467¿MemberExpression¿computed¿7126¿¿¿¿{"start":{"line":261,"column":14},"end":{"line":261,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
5468¿Identifier¿¿7126¿it¿¿¿{"start":{"line":261,"column":14},"end":{"line":261,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5469¿Identifier¿¿7126¿p¿¿¿{"start":{"line":261,"column":17},"end":{"line":261,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5470¿Identifier¿¿7126¿val¿¿¿{"start":{"line":261,"column":22},"end":{"line":261,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5471¿ReturnStatement¿¿7126¿¿¿¿{"start":{"line":262,"column":14},"end":{"line":262,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ReturnStatement
5472¿Identifier¿¿7126¿rem¿¿¿{"start":{"line":262,"column":21},"end":{"line":262,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
5473¿BlockStatement¿¿7126¿¿¿¿{"start":{"line":259,"column":32},"end":{"line":263,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
