Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
842¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":291,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Program
1124¿UnaryExpression¿typeof¿1520¿¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UnaryExpression
1125¿Identifier¿¿1520¿v103¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1520¿v105¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1127¿BinaryExpression¿===¿1520¿¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1128¿Identifier¿¿1520¿v104¿¿¿¿¿Identifier
1129¿Literal¿string¿1520¿¿'undefined'¿¿{"start":{"line":156,"column":35},"end":{"line":156,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1130¿VariableDeclarator¿¿1520¿v106¿¿¿{"start":{"line":156,"column":49},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1131¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":156,"column":49},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1132¿Identifier¿¿1520¿part¿¿¿{"start":{"line":156,"column":49},"end":{"line":156,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1133¿Identifier¿¿1520¿i¿¿¿{"start":{"line":156,"column":54},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1134¿VariableDeclarator¿¿1520¿v107¿¿¿{"start":{"line":156,"column":58},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1135¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":156,"column":58},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1136¿Identifier¿¿1520¿part¿¿¿{"start":{"line":156,"column":58},"end":{"line":156,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1137¿Identifier¿¿1520¿p¿¿¿{"start":{"line":156,"column":63},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1138¿IfStatement¿¿1520¿¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1139¿Identifier¿¿1520¿v105¿¿¿¿¿Identifier
1140¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1141¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1142¿Identifier¿¿1520¿propName¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1143¿Identifier¿¿1520¿v106¿¿¿¿¿Identifier
1144¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1145¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1146¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1147¿Identifier¿¿1520¿propName¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1148¿Identifier¿¿1520¿v107¿¿¿¿¿Identifier
1149¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1150¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":158,"column":6},"end":{"line":158,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1151¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":158,"column":6},"end":{"line":158,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1152¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":158,"column":6},"end":{"line":158,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1153¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":158,"column":6},"end":{"line":158,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1154¿Identifier¿¿1520¿propName¿¿¿{"start":{"line":158,"column":14},"end":{"line":158,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1155¿Identifier¿¿1520¿val¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1156¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":155,"column":31},"end":{"line":159,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1157¿VariableDeclarator¿¿1520¿v108¿¿¿{"start":{"line":159,"column":22},"end":{"line":159,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1158¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":159,"column":22},"end":{"line":159,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1159¿Identifier¿¿1520¿part¿¿¿{"start":{"line":159,"column":22},"end":{"line":159,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1160¿Identifier¿¿1520¿p¿¿¿{"start":{"line":159,"column":27},"end":{"line":159,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1161¿VariableDeclarator¿¿1520¿v109¿¿¿{"start":{"line":159,"column":15},"end":{"line":159,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1162¿UnaryExpression¿typeof¿1520¿¿¿¿{"start":{"line":159,"column":15},"end":{"line":159,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UnaryExpression
1163¿Identifier¿¿1520¿v108¿¿¿¿¿Identifier
1164¿VariableDeclarator¿¿1520¿v110¿¿¿{"start":{"line":159,"column":15},"end":{"line":159,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1165¿BinaryExpression¿!==¿1520¿¿¿¿{"start":{"line":159,"column":15},"end":{"line":159,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1166¿Identifier¿¿1520¿v109¿¿¿¿¿Identifier
1167¿Literal¿string¿1520¿¿'undefined'¿¿{"start":{"line":159,"column":33},"end":{"line":159,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1168¿VariableDeclarator¿¿1520¿v111¿¿¿{"start":{"line":159,"column":56},"end":{"line":159,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1169¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":159,"column":56},"end":{"line":159,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1170¿Identifier¿¿1520¿part¿¿¿{"start":{"line":159,"column":56},"end":{"line":159,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1171¿Identifier¿¿1520¿p¿¿¿{"start":{"line":159,"column":61},"end":{"line":159,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1172¿VariableDeclarator¿¿1520¿v112¿¿¿{"start":{"line":159,"column":48},"end":{"line":159,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1173¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":159,"column":48},"end":{"line":159,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1174¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":159,"column":48},"end":{"line":159,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1175¿Identifier¿¿1520¿v111¿¿¿¿¿Identifier
1176¿VariableDeclarator¿¿1520¿v113¿¿¿{"start":{"line":159,"column":15},"end":{"line":159,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1177¿LogicalExpression¿&&¿1520¿¿¿¿{"start":{"line":159,"column":15},"end":{"line":159,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿LogicalExpression
1178¿Identifier¿¿1520¿v110¿¿¿¿¿Identifier
1179¿Identifier¿¿1520¿v112¿¿¿¿¿Identifier
1180¿IfStatement¿¿1520¿¿¿¿{"start":{"line":159,"column":11},"end":{"line":172,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1181¿Identifier¿¿1520¿v113¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1520¿v114¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1183¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1184¿Identifier¿¿1520¿part¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1185¿Identifier¿¿1520¿p¿¿¿{"start":{"line":160,"column":29},"end":{"line":160,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1186¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":160,"column":6},"end":{"line":160,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1187¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":160,"column":6},"end":{"line":160,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1188¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":160,"column":6},"end":{"line":160,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1189¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":160,"column":16},"end":{"line":160,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1190¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":160,"column":16},"end":{"line":160,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1191¿Identifier¿¿1520¿v114¿¿¿¿¿Identifier
1192¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":159,"column":65},"end":{"line":161,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1193¿VariableDeclarator¿¿1520¿v115¿¿¿{"start":{"line":161,"column":22},"end":{"line":161,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1194¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":161,"column":22},"end":{"line":161,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1195¿Identifier¿¿1520¿part¿¿¿{"start":{"line":161,"column":22},"end":{"line":161,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1196¿Identifier¿¿1520¿i¿¿¿{"start":{"line":161,"column":27},"end":{"line":161,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1197¿VariableDeclarator¿¿1520¿v116¿¿¿{"start":{"line":161,"column":15},"end":{"line":161,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1198¿UnaryExpression¿typeof¿1520¿¿¿¿{"start":{"line":161,"column":15},"end":{"line":161,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UnaryExpression
1199¿Identifier¿¿1520¿v115¿¿¿¿¿Identifier
1200¿VariableDeclarator¿¿1520¿v117¿¿¿{"start":{"line":161,"column":15},"end":{"line":161,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1201¿BinaryExpression¿!==¿1520¿¿¿¿{"start":{"line":161,"column":15},"end":{"line":161,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1202¿Identifier¿¿1520¿v116¿¿¿¿¿Identifier
1203¿Literal¿string¿1520¿¿'undefined'¿¿{"start":{"line":161,"column":33},"end":{"line":161,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1204¿VariableDeclarator¿¿1520¿v118¿¿¿{"start":{"line":161,"column":56},"end":{"line":161,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1205¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":161,"column":56},"end":{"line":161,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1206¿Identifier¿¿1520¿part¿¿¿{"start":{"line":161,"column":56},"end":{"line":161,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1207¿Identifier¿¿1520¿i¿¿¿{"start":{"line":161,"column":61},"end":{"line":161,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1208¿VariableDeclarator¿¿1520¿v119¿¿¿{"start":{"line":161,"column":48},"end":{"line":161,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1209¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":161,"column":48},"end":{"line":161,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1210¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":161,"column":48},"end":{"line":161,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1211¿Identifier¿¿1520¿v118¿¿¿¿¿Identifier
1212¿VariableDeclarator¿¿1520¿v120¿¿¿{"start":{"line":161,"column":15},"end":{"line":161,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1213¿LogicalExpression¿&&¿1520¿¿¿¿{"start":{"line":161,"column":15},"end":{"line":161,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿LogicalExpression
1214¿Identifier¿¿1520¿v117¿¿¿¿¿Identifier
1215¿Identifier¿¿1520¿v119¿¿¿¿¿Identifier
1216¿IfStatement¿¿1520¿¿¿¿{"start":{"line":161,"column":11},"end":{"line":172,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1217¿Identifier¿¿1520¿v120¿¿¿¿¿Identifier
1218¿VariableDeclarator¿¿1520¿v121¿¿¿{"start":{"line":162,"column":24},"end":{"line":162,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1219¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":162,"column":24},"end":{"line":162,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1220¿Identifier¿¿1520¿part¿¿¿{"start":{"line":162,"column":24},"end":{"line":162,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1221¿Identifier¿¿1520¿i¿¿¿{"start":{"line":162,"column":29},"end":{"line":162,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1222¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1223¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1224¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1225¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":162,"column":16},"end":{"line":162,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1226¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":162,"column":16},"end":{"line":162,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1227¿Identifier¿¿1520¿v121¿¿¿¿¿Identifier
1228¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":161,"column":65},"end":{"line":163,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1229¿VariableDeclarator¿¿1520¿v122¿¿¿{"start":{"line":165,"column":24},"end":{"line":165,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1230¿BinaryExpression¿+¿1520¿¿¿¿{"start":{"line":165,"column":24},"end":{"line":165,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1231¿Identifier¿¿1520¿i¿¿¿{"start":{"line":165,"column":24},"end":{"line":165,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1232¿Literal¿number¿1520¿¿1¿¿{"start":{"line":165,"column":28},"end":{"line":165,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1233¿VariableDeclarator¿¿1520¿next¿¿¿{"start":{"line":165,"column":10},"end":{"line":165,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1234¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":165,"column":17},"end":{"line":165,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1235¿Identifier¿¿1520¿parsed¿¿¿{"start":{"line":165,"column":17},"end":{"line":165,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1236¿Identifier¿¿1520¿v122¿¿¿¿¿Identifier
1237¿VariableDeclarator¿¿1520¿v123¿¿¿{"start":{"line":167,"column":24},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1238¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":167,"column":24},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1239¿Identifier¿¿1520¿part¿¿¿{"start":{"line":167,"column":24},"end":{"line":167,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1240¿Identifier¿¿1520¿p¿¿¿{"start":{"line":167,"column":29},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1241¿VariableDeclarator¿¿1520¿v124¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1242¿UnaryExpression¿typeof¿1520¿¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UnaryExpression
1243¿Identifier¿¿1520¿v123¿¿¿¿¿Identifier
1244¿VariableDeclarator¿¿1520¿v125¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1245¿BinaryExpression¿===¿1520¿¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1246¿Identifier¿¿1520¿v124¿¿¿¿¿Identifier
1247¿Literal¿string¿1520¿¿'undefined'¿¿{"start":{"line":167,"column":35},"end":{"line":167,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1248¿VariableDeclarator¿¿1520¿v126¿¿¿{"start":{"line":167,"column":49},"end":{"line":167,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1249¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":167,"column":49},"end":{"line":167,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1250¿Identifier¿¿1520¿part¿¿¿{"start":{"line":167,"column":49},"end":{"line":167,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1251¿Identifier¿¿1520¿i¿¿¿{"start":{"line":167,"column":54},"end":{"line":167,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1252¿VariableDeclarator¿¿1520¿v127¿¿¿{"start":{"line":167,"column":58},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1253¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":167,"column":58},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1254¿Identifier¿¿1520¿part¿¿¿{"start":{"line":167,"column":58},"end":{"line":167,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1255¿Identifier¿¿1520¿p¿¿¿{"start":{"line":167,"column":63},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1256¿IfStatement¿¿1520¿¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1257¿Identifier¿¿1520¿v125¿¿¿¿¿Identifier
1258¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1259¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1260¿Identifier¿¿1520¿propName¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1261¿Identifier¿¿1520¿v126¿¿¿¿¿Identifier
1262¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1263¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1264¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1265¿Identifier¿¿1520¿propName¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1266¿Identifier¿¿1520¿v127¿¿¿¿¿Identifier
1267¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1268¿VariableDeclarator¿¿1520¿v128¿¿¿{"start":{"line":169,"column":23},"end":{"line":169,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1269¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":169,"column":23},"end":{"line":169,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1270¿Identifier¿¿1520¿next¿¿¿{"start":{"line":169,"column":23},"end":{"line":169,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1271¿Identifier¿¿1520¿p¿¿¿{"start":{"line":169,"column":28},"end":{"line":169,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1272¿VariableDeclarator¿¿1520¿v129¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
