Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
761¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":127,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Program
1048¿VariableDeclarator¿¿1330¿v103¿¿¿{"start":{"line":74,"column":5},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1049¿LogicalExpression¿&&¿1330¿¿¿¿{"start":{"line":74,"column":5},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿LogicalExpression
1050¿Identifier¿¿1330¿cb¿¿¿{"start":{"line":74,"column":5},"end":{"line":74,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1051¿Identifier¿¿1330¿v102¿¿¿¿¿Identifier
1052¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":74,"column":5},"end":{"line":74,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1053¿Identifier¿¿1330¿v103¿¿¿¿¿Identifier
1054¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":71,"column":11},"end":{"line":75,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1055¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":65,"column":44},"end":{"line":76,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1056¿VariableDeclarator¿¿1327¿v105¿¿¿{"start":{"line":65,"column":3},"end":{"line":76,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1057¿CallExpression¿¿1327¿¿¿¿{"start":{"line":65,"column":3},"end":{"line":76,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1058¿Identifier¿¿1327¿commitWidget¿¿¿{"start":{"line":65,"column":3},"end":{"line":65,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1059¿Identifier¿¿1327¿widgetName¿¿¿{"start":{"line":65,"column":16},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1060¿Identifier¿¿1327¿v104¿¿¿¿¿Identifier
1061¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":65,"column":3},"end":{"line":76,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1062¿Identifier¿¿1327¿v105¿¿¿¿¿Identifier
1063¿VariableDeclarator¿¿1327¿commitWidget¿¿¿{"start":{"line":78,"column":3},"end":{"line":96,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1064¿FunctionExpression¿¿1327¿anon¿¿¿{"start":{"line":78,"column":3},"end":{"line":96,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
1065¿Identifier¿¿0¿widgetName¿¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1066¿Identifier¿¿0¿cb¿¿¿{"start":{"line":78,"column":37},"end":{"line":78,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1067¿VariableDeclarator¿¿1333¿v122¿¿¿{"start":{"line":80,"column":32},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1068¿FunctionExpression¿¿1333¿anon¿¿¿{"start":{"line":80,"column":32},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
1069¿Identifier¿¿0¿widget¿¿¿{"start":{"line":80,"column":41},"end":{"line":80,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1070¿VariableDeclarator¿¿1335¿v106¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1071¿UnaryExpression¿!¿1335¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿UnaryExpression
1072¿Identifier¿¿1335¿widget¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1073¿IfStatement¿¿1335¿¿¿¿{"start":{"line":81,"column":5},"end":{"line":84,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿IfStatement
1074¿Identifier¿¿1335¿v106¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿1335¿v107¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1076¿BinaryExpression¿+¿1335¿¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1077¿Literal¿string¿1335¿¿'widget not found: '¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1078¿Identifier¿¿1335¿widgetName¿¿¿{"start":{"line":82,"column":41},"end":{"line":82,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1079¿VariableDeclarator¿¿1335¿v108¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1080¿CallExpression¿¿1335¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1081¿MemberExpression¿¿1335¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1082¿Identifier¿¿1335¿console¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1083¿Identifier¿¿1335¿log¿¿¿{"start":{"line":82,"column":14},"end":{"line":82,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1084¿Identifier¿¿1335¿v107¿¿¿¿¿Identifier
1085¿ExpressionStatement¿¿1335¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1086¿Identifier¿¿1335¿v108¿¿¿¿¿Identifier
1087¿ReturnStatement¿¿1335¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ReturnStatement
1088¿BlockStatement¿¿1335¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":84,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1089¿VariableDeclarator¿¿1335¿v109¿¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1090¿BinaryExpression¿+¿1335¿¿¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1091¿Literal¿string¿1335¿¿'updoading widget: '¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1092¿Identifier¿¿1335¿widgetName¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1093¿VariableDeclarator¿¿1335¿v110¿¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1094¿BinaryExpression¿+¿1335¿¿¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1095¿Identifier¿¿1335¿v109¿¿¿¿¿Identifier
1096¿Literal¿string¿1335¿¿'...'¿¿{"start":{"line":85,"column":53},"end":{"line":85,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1097¿VariableDeclarator¿¿1335¿v111¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1098¿CallExpression¿¿1335¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1099¿MemberExpression¿¿1335¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1100¿Identifier¿¿1335¿console¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1101¿Identifier¿¿1335¿log¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1102¿Identifier¿¿1335¿v110¿¿¿¿¿Identifier
1103¿ExpressionStatement¿¿1335¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1104¿Identifier¿¿1335¿v111¿¿¿¿¿Identifier
1105¿VariableDeclarator¿¿1335¿v120¿¿¿{"start":{"line":86,"column":39},"end":{"line":93,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1106¿FunctionExpression¿¿1335¿anon¿¿¿{"start":{"line":86,"column":39},"end":{"line":93,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
1107¿Identifier¿¿0¿code¿¿¿{"start":{"line":86,"column":48},"end":{"line":86,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1108¿VariableDeclarator¿¿1338¿v112¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1109¿BinaryExpression¿==¿1338¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1110¿Identifier¿¿1338¿code¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1111¿Literal¿number¿1338¿¿200¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1112¿IfStatement¿¿1338¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":91,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿IfStatement
1113¿Identifier¿¿1338¿v112¿¿¿¿¿Identifier
1114¿VariableDeclarator¿¿1338¿v113¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1115¿BinaryExpression¿+¿1338¿¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1116¿Literal¿string¿1338¿¿'updoad '¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1117¿Identifier¿¿1338¿anywidgetName¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1118¿VariableDeclarator¿¿1338¿v114¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1119¿BinaryExpression¿+¿1338¿¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1120¿Identifier¿¿1338¿v113¿¿¿¿¿Identifier
1121¿Literal¿string¿1338¿¿' success'¿¿{"start":{"line":88,"column":47},"end":{"line":88,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1122¿VariableDeclarator¿¿1338¿v115¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1123¿CallExpression¿¿1338¿¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1124¿MemberExpression¿¿1338¿¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1125¿Identifier¿¿1338¿console¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1126¿Identifier¿¿1338¿log¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1127¿Identifier¿¿1338¿v114¿¿¿¿¿Identifier
1128¿ExpressionStatement¿¿1338¿¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1129¿Identifier¿¿1338¿v115¿¿¿¿¿Identifier
1130¿BlockStatement¿¿1338¿¿¿¿{"start":{"line":87,"column":23},"end":{"line":89,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1131¿VariableDeclarator¿¿1338¿v116¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1132¿BinaryExpression¿+¿1338¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1133¿Literal¿string¿1338¿¿'updoad '¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1134¿Identifier¿¿1338¿widgetName¿¿¿{"start":{"line":90,"column":31},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1135¿VariableDeclarator¿¿1338¿v117¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1136¿BinaryExpression¿+¿1338¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1137¿Identifier¿¿1338¿v116¿¿¿¿¿Identifier
1138¿Literal¿string¿1338¿¿' failed'¿¿{"start":{"line":90,"column":44},"end":{"line":90,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1139¿VariableDeclarator¿¿1338¿v118¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1338¿¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1141¿MemberExpression¿¿1338¿¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1142¿Identifier¿¿1338¿console¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1143¿Identifier¿¿1338¿log¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1144¿Identifier¿¿1338¿v117¿¿¿¿¿Identifier
1145¿ExpressionStatement¿¿1338¿¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1146¿Identifier¿¿1338¿v118¿¿¿¿¿Identifier
1147¿BlockStatement¿¿1338¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":91,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1148¿VariableDeclarator¿¿1338¿v119¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1149¿CallExpression¿¿1338¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1150¿Identifier¿¿1338¿cb¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1151¿Literal¿string¿1338¿¿'done'¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1152¿ExpressionStatement¿¿1338¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1153¿Identifier¿¿1338¿v119¿¿¿¿¿Identifier
1154¿BlockStatement¿¿1338¿¿¿¿{"start":{"line":86,"column":54},"end":{"line":93,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1155¿VariableDeclarator¿¿1335¿v121¿¿¿{"start":{"line":86,"column":5},"end":{"line":93,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1156¿CallExpression¿¿1335¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":93,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1157¿MemberExpression¿¿1335¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1158¿Identifier¿¿1335¿api¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1159¿Identifier¿¿1335¿commit¿¿¿{"start":{"line":86,"column":9},"end":{"line":86,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1160¿Identifier¿¿1335¿user¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1161¿Identifier¿¿1335¿widget¿¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1162¿Identifier¿¿1335¿comment¿¿¿{"start":{"line":86,"column":30},"end":{"line":86,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1163¿Identifier¿¿1335¿v120¿¿¿¿¿Identifier
1164¿ExpressionStatement¿¿1335¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":93,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1165¿Identifier¿¿1335¿v121¿¿¿¿¿Identifier
1166¿BlockStatement¿¿1335¿¿¿¿{"start":{"line":80,"column":49},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1167¿VariableDeclarator¿¿1333¿v123¿¿¿{"start":{"line":80,"column":4},"end":{"line":95,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1168¿CallExpression¿¿1333¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":95,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1169¿MemberExpression¿¿1333¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1170¿Identifier¿¿1333¿repo¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1171¿Identifier¿¿1333¿loadWidget¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1172¿Identifier¿¿1333¿widgetName¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1173¿Identifier¿¿1333¿v122¿¿¿¿¿Identifier
1174¿ExpressionStatement¿¿1333¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":95,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1175¿Identifier¿¿1333¿v123¿¿¿¿¿Identifier
1176¿BlockStatement¿¿1333¿¿¿¿{"start":{"line":78,"column":41},"end":{"line":96,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1177¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":56,"column":53},"end":{"line":97,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1178¿VariableDeclarator¿¿1325¿v125¿¿¿{"start":{"line":56,"column":2},"end":{"line":97,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1179¿CallExpression¿¿1325¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":97,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1180¿MemberExpression¿¿1325¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1181¿Identifier¿¿1325¿cp¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1182¿Identifier¿¿1325¿exec¿¿¿{"start":{"line":56,"column":5},"end":{"line":56,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1183¿Identifier¿¿1325¿command¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1184¿Identifier¿¿1325¿v95¿¿¿¿¿Identifier
1185¿Identifier¿¿1325¿v124¿¿¿¿¿Identifier
1186¿ExpressionStatement¿¿1325¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1187¿Identifier¿¿1325¿v125¿¿¿¿¿Identifier
1188¿BlockStatement¿¿1325¿¿¿¿{"start":{"line":52,"column":32},"end":{"line":98,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1189¿BlockStatement¿¿1315¿¿¿¿{"start":{"line":11,"column":36},"end":{"line":102,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1190¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":102,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1191¿AssignmentExpression¿=¿1313¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":102,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿AssignmentExpression
1192¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1193¿Identifier¿¿1313¿exports¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1194¿Identifier¿¿1313¿sync¿¿¿{"start":{"line":11,"column":8},"end":{"line":11,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1195¿Identifier¿¿1313¿v126¿¿¿¿¿Identifier
1196¿VariableDeclarator¿¿1313¿createTempDirectory¿¿¿{"start":{"line":104,"column":0},"end":{"line":108,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1197¿FunctionExpression¿¿1313¿anon¿¿¿{"start":{"line":104,"column":0},"end":{"line":108,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
