Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
576¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Program
858¿Identifier¿¿1021¿output¿¿¿{"start":{"line":55,"column":3},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
859¿Literal¿string¿1021¿¿'<br />'¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
860¿BlockStatement¿¿1021¿¿¿¿{"start":{"line":50,"column":21},"end":{"line":56,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
861¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
862¿AssignmentExpression¿+=¿1021¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿AssignmentExpression
863¿Identifier¿¿1021¿output¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
864¿Literal¿string¿1021¿¿'</body></html>'¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
865¿VariableDeclarator¿¿1021¿v85¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
866¿CallExpression¿¿1021¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
867¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
868¿Identifier¿¿1021¿response¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
869¿Identifier¿¿1021¿writeHead¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
870¿Literal¿number¿1021¿¿200¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
871¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
872¿Identifier¿¿1021¿v85¿¿¿¿¿Identifier
873¿VariableDeclarator¿¿1021¿v86¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
874¿CallExpression¿¿1021¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
875¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
876¿Identifier¿¿1021¿response¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
877¿Identifier¿¿1021¿write¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
878¿Identifier¿¿1021¿output¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
879¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
880¿Identifier¿¿1021¿v86¿¿¿¿¿Identifier
881¿VariableDeclarator¿¿1021¿v87¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
882¿CallExpression¿¿1021¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
883¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
884¿Identifier¿¿1021¿response¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
885¿Identifier¿¿1021¿end¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
886¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
887¿Identifier¿¿1021¿v87¿¿¿¿¿Identifier
888¿BlockStatement¿¿1021¿¿¿¿{"start":{"line":46,"column":44},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
889¿VariableDeclarator¿¿1021¿v96¿¿¿{"start":{"line":63,"column":37},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
890¿FunctionExpression¿¿1021¿anon¿¿¿{"start":{"line":63,"column":37},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿FunctionExpression
891¿Identifier¿¿0¿err¿¿¿{"start":{"line":63,"column":46},"end":{"line":63,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
892¿Identifier¿¿0¿file¿¿¿{"start":{"line":63,"column":51},"end":{"line":63,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
893¿IfStatement¿¿1026¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":69,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿IfStatement
894¿Identifier¿¿1026¿err¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
895¿VariableDeclarator¿¿1026¿v88¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
896¿ObjectExpression¿¿1026¿¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ObjectExpression
897¿Property¿¿1026¿¿¿¿{"start":{"line":65,"column":34},"end":{"line":65,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Property
898¿Literal¿string¿1026¿¿'Content-Type'¿¿{"start":{"line":65,"column":34},"end":{"line":65,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
899¿Literal¿string¿1026¿¿'text/plain'¿¿{"start":{"line":65,"column":50},"end":{"line":65,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
900¿VariableDeclarator¿¿1026¿v89¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
901¿CallExpression¿¿1026¿¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
902¿MemberExpression¿¿1026¿¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
903¿Identifier¿¿1026¿response¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
904¿Identifier¿¿1026¿writeHead¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
905¿Literal¿number¿1026¿¿500¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
906¿Identifier¿¿1026¿v88¿¿¿¿¿Identifier
907¿ExpressionStatement¿¿1026¿¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
908¿Identifier¿¿1026¿v89¿¿¿¿¿Identifier
909¿VariableDeclarator¿¿1026¿v90¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
910¿BinaryExpression¿+¿1026¿¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
911¿Identifier¿¿1026¿err¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
912¿Literal¿string¿1026¿¿'\n'¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
913¿VariableDeclarator¿¿1026¿v91¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
914¿CallExpression¿¿1026¿¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
915¿MemberExpression¿¿1026¿¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
916¿Identifier¿¿1026¿response¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
917¿Identifier¿¿1026¿write¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
918¿Identifier¿¿1026¿v90¿¿¿¿¿Identifier
919¿ExpressionStatement¿¿1026¿¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
920¿Identifier¿¿1026¿v91¿¿¿¿¿Identifier
921¿VariableDeclarator¿¿1026¿v92¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
922¿CallExpression¿¿1026¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
923¿MemberExpression¿¿1026¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
924¿Identifier¿¿1026¿response¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
925¿Identifier¿¿1026¿end¿¿¿{"start":{"line":67,"column":18},"end":{"line":67,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
926¿ExpressionStatement¿¿1026¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
927¿Identifier¿¿1026¿v92¿¿¿¿¿Identifier
928¿ReturnStatement¿¿1026¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ReturnStatement
929¿BlockStatement¿¿1026¿¿¿¿{"start":{"line":64,"column":15},"end":{"line":69,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
930¿VariableDeclarator¿¿1026¿v93¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1026¿¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
932¿MemberExpression¿¿1026¿¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
933¿Identifier¿¿1026¿response¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
934¿Identifier¿¿1026¿writeHead¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
935¿Literal¿number¿1026¿¿200¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
936¿ExpressionStatement¿¿1026¿¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
937¿Identifier¿¿1026¿v93¿¿¿¿¿Identifier
938¿VariableDeclarator¿¿1026¿v94¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
939¿CallExpression¿¿1026¿¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
940¿MemberExpression¿¿1026¿¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
941¿Identifier¿¿1026¿response¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
942¿Identifier¿¿1026¿write¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
943¿Identifier¿¿1026¿file¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
944¿Literal¿string¿1026¿¿'binary'¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
945¿ExpressionStatement¿¿1026¿¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
946¿Identifier¿¿1026¿v94¿¿¿¿¿Identifier
947¿VariableDeclarator¿¿1026¿v95¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
948¿CallExpression¿¿1026¿¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
949¿MemberExpression¿¿1026¿¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
950¿Identifier¿¿1026¿response¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
951¿Identifier¿¿1026¿end¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
952¿ExpressionStatement¿¿1026¿¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
953¿Identifier¿¿1026¿v95¿¿¿¿¿Identifier
954¿BlockStatement¿¿1026¿¿¿¿{"start":{"line":63,"column":57},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
955¿VariableDeclarator¿¿1021¿v97¿¿¿{"start":{"line":63,"column":5},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
956¿CallExpression¿¿1021¿¿¿¿{"start":{"line":63,"column":5},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
957¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":63,"column":5},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
958¿Identifier¿¿1021¿fs¿¿¿{"start":{"line":63,"column":5},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
959¿Identifier¿¿1021¿readFile¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
960¿Identifier¿¿1021¿filename¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
961¿Literal¿string¿1021¿¿'binary'¿¿{"start":{"line":63,"column":27},"end":{"line":63,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
962¿Identifier¿¿1021¿v96¿¿¿¿¿Identifier
963¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":63,"column":5},"end":{"line":74,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
964¿Identifier¿¿1021¿v97¿¿¿¿¿Identifier
965¿BlockStatement¿¿1021¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
966¿BlockStatement¿¿1021¿¿¿¿{"start":{"line":38,"column":39},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
967¿VariableDeclarator¿¿1018¿v99¿¿¿{"start":{"line":38,"column":2},"end":{"line":76,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
968¿CallExpression¿¿1018¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":76,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
969¿MemberExpression¿¿1018¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
970¿Identifier¿¿1018¿fs¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
971¿Identifier¿¿1018¿exists¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
972¿Identifier¿¿1018¿filename¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
973¿Identifier¿¿1018¿v98¿¿¿¿¿Identifier
974¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
975¿Identifier¿¿1018¿v99¿¿¿¿¿Identifier
976¿BlockStatement¿¿1018¿¿¿¿{"start":{"line":30,"column":46},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
977¿VariableDeclarator¿¿1007¿v101¿¿¿{"start":{"line":30,"column":0},"end":{"line":77,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
978¿CallExpression¿¿1007¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":77,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
979¿MemberExpression¿¿1007¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
980¿Identifier¿¿1007¿http¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
981¿Identifier¿¿1007¿createServer¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
982¿Identifier¿¿1007¿v100¿¿¿¿¿Identifier
983¿VariableDeclarator¿¿1007¿v102¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
984¿CallExpression¿¿1007¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
985¿Identifier¿¿1007¿parseInt¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
986¿Identifier¿¿1007¿port¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
987¿Literal¿number¿1007¿¿10¿¿{"start":{"line":77,"column":25},"end":{"line":77,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
988¿VariableDeclarator¿¿1007¿v103¿¿¿{"start":{"line":30,"column":0},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
989¿CallExpression¿¿1007¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
990¿MemberExpression¿¿1007¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
991¿Identifier¿¿1007¿v101¿¿¿¿¿Identifier
992¿Identifier¿¿1007¿listen¿¿¿{"start":{"line":77,"column":3},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
993¿Identifier¿¿1007¿v102¿¿¿¿¿Identifier
994¿ExpressionStatement¿¿1007¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":77,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
995¿Identifier¿¿1007¿v103¿¿¿¿¿Identifier
996¿VariableDeclarator¿¿1007¿v104¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
997¿CallExpression¿¿1007¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
998¿MemberExpression¿¿1007¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
999¿Identifier¿¿1007¿console¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
1000¿Identifier¿¿1007¿log¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
