Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
707¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Program
965¿Identifier¿¿1255¿v92¿¿¿¿¿Identifier
966¿Identifier¿¿1255¿v94¿¿¿¿¿Identifier
967¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":49,"column":7},"end":{"line":51,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
968¿CatchClause¿¿1255¿¿¿¿{"start":{"line":52,"column":7},"end":{"line":55,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CatchClause
969¿VariableDeclarator¿¿1255¿v95¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
970¿NewExpression¿¿1255¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿NewExpression
971¿Identifier¿¿1255¿Error¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
972¿Literal¿string¿1255¿¿'Context not found in eval_dict'¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
973¿ThrowStatement¿¿1255¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThrowStatement
974¿Identifier¿¿1255¿v95¿¿¿¿¿Identifier
975¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":53,"column":7},"end":{"line":55,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
976¿Identifier¿¿1255¿e¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
977¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":57,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
978¿VariableDeclarator¿¿1255¿v78¿¿¿{"start":{"line":33,"column":40},"end":{"line":33,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
979¿UpdateExpression¿¿1255¿¿¿¿{"start":{"line":33,"column":40},"end":{"line":33,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿UpdateExpression
980¿Identifier¿¿1255¿i¿¿¿{"start":{"line":33,"column":40},"end":{"line":33,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
981¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":33,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
982¿AssignmentExpression¿=¿1255¿¿¿¿{"start":{"line":33,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
983¿Identifier¿¿1255¿v77¿¿¿{"start":{"line":33,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
984¿BinaryExpression¿<¿1255¿¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BinaryExpression
985¿Identifier¿¿1255¿i¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
986¿Identifier¿¿1255¿properties_length¿¿¿{"start":{"line":33,"column":21},"end":{"line":33,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
987¿BlockStatement¿¿1255¿¿¿¿¿¿BlockStatement
988¿ReturnStatement¿¿1255¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ReturnStatement
989¿Identifier¿¿1255¿baseObject¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
990¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":15,"column":1},"end":{"line":61,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
991¿ExpressionStatement¿¿1250¿¿¿¿{"start":{"line":14,"column":1},"end":{"line":61,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
992¿AssignmentExpression¿=¿1250¿¿¿¿{"start":{"line":14,"column":1},"end":{"line":61,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
993¿MemberExpression¿¿1250¿¿¿¿{"start":{"line":14,"column":1},"end":{"line":14,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
994¿ThisExpression¿¿1250¿¿¿¿{"start":{"line":14,"column":1},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
995¿Identifier¿¿1250¿parse_properties¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
996¿Identifier¿¿1250¿v96¿¿¿¿¿Identifier
997¿VariableDeclarator¿¿1250¿v104¿¿¿{"start":{"line":63,"column":1},"end":{"line":70,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
998¿FunctionExpression¿¿1250¿anon¿¿¿{"start":{"line":63,"column":14},"end":{"line":70,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿FunctionExpression
999¿Identifier¿¿0¿property_key¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1000¿Identifier¿¿0¿properties¿¿¿{"start":{"line":63,"column":38},"end":{"line":63,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1001¿VariableDeclarator¿¿1263¿v97¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1002¿CallExpression¿¿1263¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
1003¿Identifier¿¿1263¿emptyCheck¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1004¿Identifier¿¿1263¿property_key¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1005¿Literal¿string¿1263¿¿'No prop key passed'¿¿{"start":{"line":66,"column":27},"end":{"line":66,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1006¿ExpressionStatement¿¿1263¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1007¿Identifier¿¿1263¿v97¿¿¿¿¿Identifier
1008¿ExpressionStatement¿¿1263¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1009¿AssignmentExpression¿=¿1263¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1010¿Identifier¿¿1263¿properties¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1011¿LogicalExpression¿||¿1263¿¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿LogicalExpression
1012¿Identifier¿¿1263¿properties¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1013¿Literal¿object¿1263¿¿null¿¿{"start":{"line":67,"column":29},"end":{"line":67,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1014¿VariableDeclarator¿¿1263¿v98¿¿¿{"start":{"line":68,"column":50},"end":{"line":68,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1015¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":68,"column":50},"end":{"line":68,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1016¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":68,"column":50},"end":{"line":68,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1017¿Identifier¿¿1263¿baseObject¿¿¿{"start":{"line":68,"column":55},"end":{"line":68,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1018¿VariableDeclarator¿¿1263¿v99¿¿¿{"start":{"line":68,"column":67},"end":{"line":68,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1019¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":68,"column":67},"end":{"line":68,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1020¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":68,"column":67},"end":{"line":68,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1021¿Identifier¿¿1263¿eval_ctx_dict¿¿¿{"start":{"line":68,"column":72},"end":{"line":68,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1022¿VariableDeclarator¿¿1263¿v100¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1023¿CallExpression¿¿1263¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
1024¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1025¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1026¿Identifier¿¿1263¿parse_properties¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1027¿Identifier¿¿1263¿property_key¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1028¿Identifier¿¿1263¿properties¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1029¿Identifier¿¿1263¿v98¿¿¿¿¿Identifier
1030¿Identifier¿¿1263¿v99¿¿¿¿¿Identifier
1031¿ExpressionStatement¿¿1263¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1032¿Identifier¿¿1263¿v100¿¿¿¿¿Identifier
1033¿VariableDeclarator¿¿1263¿v101¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1034¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1035¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1036¿Identifier¿¿1263¿noMoreBuild¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1037¿VariableDeclarator¿¿1263¿v102¿¿¿{"start":{"line":69,"column":28},"end":{"line":69,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1038¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":69,"column":28},"end":{"line":69,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1039¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":69,"column":28},"end":{"line":69,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1040¿Identifier¿¿1263¿baseObject¿¿¿{"start":{"line":69,"column":33},"end":{"line":69,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1041¿VariableDeclarator¿¿1263¿v103¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1042¿IfStatement¿¿1263¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿IfStatement
1043¿Identifier¿¿1263¿v101¿¿¿¿¿Identifier
1044¿ExpressionStatement¿¿1263¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1045¿AssignmentExpression¿=¿1263¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1046¿Identifier¿¿1263¿v103¿¿¿¿¿Identifier
1047¿Identifier¿¿1263¿v102¿¿¿¿¿Identifier
1048¿BlockStatement¿¿1263¿¿¿¿¿¿BlockStatement
1049¿ExpressionStatement¿¿1263¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1050¿AssignmentExpression¿=¿1263¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1051¿Identifier¿¿1263¿v103¿¿¿¿¿Identifier
1052¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":69,"column":46},"end":{"line":69,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1053¿BlockStatement¿¿1263¿¿¿¿¿¿BlockStatement
1054¿ReturnStatement¿¿1263¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ReturnStatement
1055¿Identifier¿¿1263¿v103¿¿¿¿¿Identifier
1056¿BlockStatement¿¿1263¿¿¿¿{"start":{"line":64,"column":1},"end":{"line":70,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1057¿ExpressionStatement¿¿1250¿¿¿¿{"start":{"line":63,"column":1},"end":{"line":70,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1058¿AssignmentExpression¿=¿1250¿¿¿¿{"start":{"line":63,"column":1},"end":{"line":70,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1059¿MemberExpression¿¿1250¿¿¿¿{"start":{"line":63,"column":1},"end":{"line":63,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1060¿ThisExpression¿¿1250¿¿¿¿{"start":{"line":63,"column":1},"end":{"line":63,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1061¿Identifier¿¿1250¿build¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1062¿Identifier¿¿1250¿v104¿¿¿¿¿Identifier
1063¿VariableDeclarator¿¿1250¿v124¿¿¿{"start":{"line":72,"column":1},"end":{"line":105,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1064¿FunctionExpression¿¿1250¿anon¿¿¿{"start":{"line":72,"column":16},"end":{"line":105,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿FunctionExpression
1065¿Identifier¿¿0¿depth_path¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1066¿Identifier¿¿0¿properties¿¿¿{"start":{"line":72,"column":37},"end":{"line":72,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1067¿VariableDeclarator¿¿1266¿v105¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1068¿CallExpression¿¿1266¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
1069¿Identifier¿¿1266¿emptyCheck¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1070¿Identifier¿¿1266¿depth_path¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1071¿Literal¿string¿1266¿¿'No object path passed'¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1072¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1073¿Identifier¿¿1266¿v105¿¿¿¿¿Identifier
1074¿VariableDeclarator¿¿1266¿paths¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1075¿CallExpression¿¿1266¿¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
1076¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1077¿Identifier¿¿1266¿depth_path¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1078¿Identifier¿¿1266¿split¿¿¿{"start":{"line":75,"column":29},"end":{"line":75,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1079¿Literal¿string¿1266¿¿'.'¿¿{"start":{"line":75,"column":35},"end":{"line":75,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1080¿VariableDeclarator¿¿1266¿buildBase¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1081¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1082¿ThisExpression¿¿1266¿¿¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1083¿Identifier¿¿1266¿baseObject¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1084¿AssignmentExpression¿=¿1266¿¿¿¿{"start":{"line":78,"column":7},"end":{"line":78,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1085¿Identifier¿¿1266¿x¿¿¿{"start":{"line":78,"column":7},"end":{"line":78,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1086¿Literal¿number¿1266¿¿0¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1087¿VariableDeclarator¿¿1266¿v106¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1088¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1089¿Identifier¿¿1266¿paths¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1090¿Identifier¿¿1266¿length¿¿¿{"start":{"line":78,"column":24},"end":{"line":78,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1091¿VariableDeclarator¿¿1266¿v107¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1092¿BinaryExpression¿<¿1266¿¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BinaryExpression
1093¿Identifier¿¿1266¿x¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1094¿Identifier¿¿1266¿v106¿¿¿¿¿Identifier
1095¿WhileStatement¿¿1266¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿WhileStatement
1096¿Identifier¿¿1266¿v107¿¿¿¿¿Identifier
