Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
792¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Program
1071¿VariableDeclarator¿¿1381¿v91¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1072¿BinaryExpression¿+¿1381¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1073¿Identifier¿¿1381¿v89¿¿¿¿¿Identifier
1074¿Identifier¿¿1381¿v90¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿1381¿v92¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1076¿CallExpression¿¿1381¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1077¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1078¿Identifier¿¿1381¿response¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1079¿Identifier¿¿1381¿write¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1080¿Identifier¿¿1381¿v91¿¿¿¿¿Identifier
1081¿ExpressionStatement¿¿1381¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1082¿Identifier¿¿1381¿v92¿¿¿¿¿Identifier
1083¿VariableDeclarator¿¿1381¿v93¿¿¿{"start":{"line":49,"column":5},"end":{"line":49,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1084¿CallExpression¿¿1381¿¿¿¿{"start":{"line":49,"column":5},"end":{"line":49,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1085¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":49,"column":5},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1086¿Identifier¿¿1381¿response¿¿¿{"start":{"line":49,"column":5},"end":{"line":49,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1087¿Identifier¿¿1381¿end¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1088¿ExpressionStatement¿¿1381¿¿¿¿{"start":{"line":49,"column":5},"end":{"line":49,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1089¿Identifier¿¿1381¿v93¿¿¿¿¿Identifier
1090¿BlockStatement¿¿1381¿¿¿¿{"start":{"line":46,"column":53},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1091¿VariableDeclarator¿¿1367¿writeDir¿¿¿{"start":{"line":52,"column":0},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1092¿FunctionExpression¿¿1367¿anon¿¿¿{"start":{"line":52,"column":0},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿FunctionExpression
1093¿Identifier¿¿0¿request¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1094¿Identifier¿¿0¿response¿¿¿{"start":{"line":52,"column":26},"end":{"line":52,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1095¿Identifier¿¿0¿filepath¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1096¿VariableDeclarator¿¿1383¿url¿¿¿{"start":{"line":53,"column":5},"end":{"line":53,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1097¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1098¿Identifier¿¿1383¿request¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1099¿Identifier¿¿1383¿url¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1383¿purl¿¿¿{"start":{"line":54,"column":5},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1383¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1102¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1103¿Identifier¿¿1383¿url¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1104¿Identifier¿¿1383¿replace¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1105¿Literal¿object¿1383¿¿/[?].*$/¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1106¿Literal¿string¿1383¿¿''¿¿{"start":{"line":54,"column":33},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1107¿VariableDeclarator¿¿1383¿v94¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1108¿CallExpression¿¿1383¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1109¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1110¿Literal¿object¿1383¿¿/\/$/¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1111¿Identifier¿¿1383¿test¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1112¿Identifier¿¿1383¿purl¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1113¿IfStatement¿¿1383¿¿¿¿{"start":{"line":55,"column":1},"end":{"line":73,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿IfStatement
1114¿Identifier¿¿1383¿v94¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿1383¿v108¿¿¿{"start":{"line":56,"column":23},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1116¿FunctionExpression¿¿1383¿anon¿¿¿{"start":{"line":56,"column":23},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿FunctionExpression
1117¿Identifier¿¿0¿err¿¿¿{"start":{"line":56,"column":32},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1118¿Identifier¿¿0¿files¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1119¿VariableDeclarator¿¿1385¿v95¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1120¿ObjectExpression¿¿1385¿¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ObjectExpression
1121¿Property¿¿1385¿¿¿¿{"start":{"line":57,"column":32},"end":{"line":57,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Property
1122¿Literal¿string¿1385¿¿'Content-Type'¿¿{"start":{"line":57,"column":32},"end":{"line":57,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1123¿Literal¿string¿1385¿¿'text/html;charset=UTF-8'¿¿{"start":{"line":57,"column":48},"end":{"line":57,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1124¿VariableDeclarator¿¿1385¿v96¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1385¿¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1126¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1127¿Identifier¿¿1385¿response¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1128¿Identifier¿¿1385¿writeHead¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1129¿Literal¿number¿1385¿¿200¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1130¿Identifier¿¿1385¿v95¿¿¿¿¿Identifier
1131¿ExpressionStatement¿¿1385¿¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1132¿Identifier¿¿1385¿v96¿¿¿¿¿Identifier
1133¿VariableDeclarator¿¿1385¿v97¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1134¿CallExpression¿¿1385¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1135¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1136¿Identifier¿¿1385¿require¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1137¿Identifier¿¿1385¿resolve¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1138¿Literal¿string¿1385¿¿'api-proxy/lib/index.html'¿¿{"start":{"line":58,"column":31},"end":{"line":58,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1139¿VariableDeclarator¿¿1385¿v106¿¿¿{"start":{"line":59,"column":4},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1140¿FunctionExpression¿¿1385¿anon¿¿¿{"start":{"line":59,"column":4},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿FunctionExpression
1141¿Identifier¿¿0¿err¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1142¿Identifier¿¿0¿tmp¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1143¿VariableDeclarator¿¿1387¿buf¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1144¿ArrayExpression¿¿1387¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ArrayExpression
1145¿VariableDeclarator¿¿1387¿i¿¿¿{"start":{"line":61,"column":13},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1146¿Literal¿number¿1387¿¿0¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1147¿VariableDeclarator¿¿1387¿v98¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1148¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1149¿Identifier¿¿1387¿files¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1150¿Identifier¿¿1387¿length¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1151¿VariableDeclarator¿¿1387¿v99¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1152¿BinaryExpression¿<¿1387¿¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1153¿Identifier¿¿1387¿i¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1154¿Identifier¿¿1387¿v98¿¿¿¿¿Identifier
1155¿WhileStatement¿¿1387¿¿¿¿{"start":{"line":61,"column":5},"end":{"line":64,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿WhileStatement
1156¿Identifier¿¿1387¿v99¿¿¿¿¿Identifier
1157¿VariableDeclarator¿¿1387¿file¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1158¿MemberExpression¿computed¿1387¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1159¿Identifier¿¿1387¿files¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1160¿Identifier¿¿1387¿i¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1161¿VariableDeclarator¿¿1387¿v101¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1162¿CallExpression¿¿1387¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1163¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1164¿Identifier¿¿1387¿buf¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1165¿Identifier¿¿1387¿push¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1166¿Literal¿string¿1387¿¿'<div class='file-row'><a href=''¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1167¿Identifier¿¿1387¿file¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1168¿Literal¿string¿1387¿¿''>'¿¿{"start":{"line":63,"column":54},"end":{"line":63,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1169¿Identifier¿¿1387¿file¿¿¿{"start":{"line":63,"column":59},"end":{"line":63,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1170¿Literal¿string¿1387¿¿'</a></div>\n'¿¿{"start":{"line":63,"column":64},"end":{"line":63,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1171¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1172¿Identifier¿¿1387¿v101¿¿¿¿¿Identifier
1173¿VariableDeclarator¿¿1387¿v100¿¿¿{"start":{"line":61,"column":32},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1174¿UpdateExpression¿¿1387¿¿¿¿{"start":{"line":61,"column":32},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿UpdateExpression
1175¿Identifier¿¿1387¿i¿¿¿{"start":{"line":61,"column":32},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1176¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":61,"column":5},"end":{"line":64,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1177¿AssignmentExpression¿=¿1387¿¿¿¿{"start":{"line":61,"column":5},"end":{"line":64,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1178¿Identifier¿¿1387¿v99¿¿¿{"start":{"line":61,"column":5},"end":{"line":64,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1179¿BinaryExpression¿<¿1387¿¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1180¿Identifier¿¿1387¿i¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1181¿Identifier¿¿1387¿v98¿¿¿¿¿Identifier
1182¿BlockStatement¿¿1387¿¿¿¿¿¿BlockStatement
1183¿VariableDeclarator¿¿1387¿v102¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1184¿CallExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1185¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1186¿Identifier¿¿1387¿tmp¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1187¿Identifier¿¿1387¿replace¿¿¿{"start":{"line":65,"column":15},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1188¿Literal¿string¿1387¿¿'$!{dir}'¿¿{"start":{"line":65,"column":23},"end":{"line":65,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1189¿Identifier¿¿1387¿filepath¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1190¿VariableDeclarator¿¿1387¿v103¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1191¿CallExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1192¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1193¿Identifier¿¿1387¿buf¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1194¿Identifier¿¿1387¿join¿¿¿{"start":{"line":65,"column":69},"end":{"line":65,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1195¿Literal¿string¿1387¿¿''¿¿{"start":{"line":65,"column":74},"end":{"line":65,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1196¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":65,"column":5},"end":{"line":65,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1197¿AssignmentExpression¿=¿1387¿¿¿¿{"start":{"line":65,"column":5},"end":{"line":65,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1198¿Identifier¿¿1387¿tmp¿¿¿{"start":{"line":65,"column":5},"end":{"line":65,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1199¿CallExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1200¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1201¿Identifier¿¿1387¿v102¿¿¿¿¿Identifier
1202¿Identifier¿¿1387¿replace¿¿¿{"start":{"line":65,"column":43},"end":{"line":65,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1203¿Literal¿string¿1387¿¿'$!{content}'¿¿{"start":{"line":65,"column":51},"end":{"line":65,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1204¿Identifier¿¿1387¿v103¿¿¿¿¿Identifier
1205¿VariableDeclarator¿¿1387¿v104¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1206¿CallExpression¿¿1387¿¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1207¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1208¿Identifier¿¿1387¿response¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1209¿Identifier¿¿1387¿write¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
