Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
821¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Program
1122¿VariableDeclarator¿¿1449¿v125¿¿¿{"start":{"line":61,"column":0},"end":{"line":71,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1123¿FunctionExpression¿¿1449¿anon¿¿¿{"start":{"line":61,"column":24},"end":{"line":71,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿FunctionExpression
1124¿Identifier¿¿0¿line¿¿¿{"start":{"line":61,"column":34},"end":{"line":61,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1125¿VariableDeclarator¿¿1466¿v116¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1126¿MemberExpression¿computed¿1466¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1127¿Identifier¿¿1466¿line¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1128¿Literal¿number¿1466¿¿4¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1129¿VariableDeclarator¿¿1466¿v117¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1130¿BinaryExpression¿===¿1466¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1131¿Identifier¿¿1466¿v116¿¿¿¿¿Identifier
1132¿Literal¿string¿1466¿¿'Request'¿¿{"start":{"line":63,"column":20},"end":{"line":63,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1133¿IfStatement¿¿1466¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":65,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1134¿Identifier¿¿1466¿v117¿¿¿¿¿Identifier
1135¿ReturnStatement¿¿1466¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ReturnStatement
1136¿Literal¿boolean¿1466¿¿false¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1137¿BlockStatement¿¿1466¿¿¿¿{"start":{"line":63,"column":31},"end":{"line":65,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1138¿VariableDeclarator¿¿1466¿hop¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1139¿ObjectExpression¿¿1466¿¿¿¿¿¿ObjectExpression
1140¿VariableDeclarator¿¿1466¿v118¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1141¿MemberExpression¿computed¿1466¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1142¿Identifier¿¿1466¿line¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1143¿Literal¿number¿1466¿¿4¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1144¿VariableDeclarator¿¿1466¿v119¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1145¿MemberExpression¿computed¿1466¿¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1146¿Identifier¿¿1466¿line¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1147¿Literal¿number¿1466¿¿1¿¿{"start":{"line":68,"column":26},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1148¿VariableDeclarator¿¿1466¿v120¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1149¿UnaryExpression¿+¿1466¿¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UnaryExpression
1150¿Identifier¿¿1466¿v119¿¿¿¿¿Identifier
1151¿VariableDeclarator¿¿1466¿v121¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1152¿MemberExpression¿computed¿1466¿¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1153¿Identifier¿¿1466¿line¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1154¿Literal¿number¿1466¿¿2¿¿{"start":{"line":68,"column":36},"end":{"line":68,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1155¿VariableDeclarator¿¿1466¿v122¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1156¿UnaryExpression¿+¿1466¿¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UnaryExpression
1157¿Identifier¿¿1466¿v121¿¿¿¿¿Identifier
1158¿VariableDeclarator¿¿1466¿v123¿¿¿{"start":{"line":68,"column":41},"end":{"line":68,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1159¿MemberExpression¿computed¿1466¿¿¿¿{"start":{"line":68,"column":41},"end":{"line":68,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1160¿Identifier¿¿1466¿line¿¿¿{"start":{"line":68,"column":41},"end":{"line":68,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1161¿Literal¿number¿1466¿¿3¿¿{"start":{"line":68,"column":46},"end":{"line":68,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1162¿VariableDeclarator¿¿1466¿v124¿¿¿{"start":{"line":68,"column":40},"end":{"line":68,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1163¿UnaryExpression¿+¿1466¿¿¿¿{"start":{"line":68,"column":40},"end":{"line":68,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UnaryExpression
1164¿Identifier¿¿1466¿v123¿¿¿¿¿Identifier
1165¿ExpressionStatement¿¿1466¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1166¿AssignmentExpression¿=¿1466¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1167¿MemberExpression¿computed¿1466¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1168¿Identifier¿¿1466¿hop¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1169¿Identifier¿¿1466¿v118¿¿¿¿¿Identifier
1170¿ArrayExpression¿¿1466¿¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ArrayExpression
1171¿Identifier¿¿1466¿v120¿¿¿¿¿Identifier
1172¿Identifier¿¿1466¿v122¿¿¿¿¿Identifier
1173¿Identifier¿¿1466¿v124¿¿¿¿¿Identifier
1174¿ReturnStatement¿¿1466¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ReturnStatement
1175¿Identifier¿¿1466¿hop¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1176¿BlockStatement¿¿1466¿¿¿¿{"start":{"line":61,"column":40},"end":{"line":71,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1177¿ExpressionStatement¿¿1449¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1178¿AssignmentExpression¿=¿1449¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":71,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1179¿MemberExpression¿¿1449¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":61,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1180¿Identifier¿¿1449¿internals¿¿¿{"start":{"line":61,"column":0},"end":{"line":61,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1181¿Identifier¿¿1449¿parseHopWin¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1182¿Identifier¿¿1449¿v125¿¿¿¿¿Identifier
1183¿VariableDeclarator¿¿1449¿v142¿¿¿{"start":{"line":74,"column":0},"end":{"line":98,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1184¿FunctionExpression¿¿1449¿anon¿¿¿{"start":{"line":74,"column":24},"end":{"line":98,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿FunctionExpression
1185¿Identifier¿¿0¿line¿¿¿{"start":{"line":74,"column":34},"end":{"line":74,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1186¿VariableDeclarator¿¿1469¿v126¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1187¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1188¿Identifier¿¿1469¿line¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1189¿Literal¿number¿1469¿¿1¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1190¿VariableDeclarator¿¿1469¿v127¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1191¿BinaryExpression¿===¿1469¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1192¿Identifier¿¿1469¿v126¿¿¿¿¿Identifier
1193¿Literal¿string¿1469¿¿'0'¿¿{"start":{"line":76,"column":20},"end":{"line":76,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1194¿IfStatement¿¿1469¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":78,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1195¿Identifier¿¿1469¿v127¿¿¿¿¿Identifier
1196¿ReturnStatement¿¿1469¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ReturnStatement
1197¿Literal¿boolean¿1469¿¿false¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1198¿BlockStatement¿¿1469¿¿¿¿{"start":{"line":76,"column":25},"end":{"line":78,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1199¿VariableDeclarator¿¿1469¿hop¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1200¿ObjectExpression¿¿1469¿¿¿¿¿¿ObjectExpression
1201¿VariableDeclarator¿¿1469¿lastip¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1202¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1203¿Identifier¿¿1469¿line¿¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1204¿Literal¿number¿1469¿¿1¿¿{"start":{"line":81,"column":22},"end":{"line":81,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1205¿VariableDeclarator¿¿1469¿v128¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1206¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1207¿Identifier¿¿1469¿line¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1208¿Literal¿number¿1469¿¿1¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1209¿VariableDeclarator¿¿1469¿v129¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1210¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1211¿Identifier¿¿1469¿line¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1212¿Literal¿number¿1469¿¿2¿¿{"start":{"line":83,"column":26},"end":{"line":83,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1213¿VariableDeclarator¿¿1469¿v130¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1214¿UnaryExpression¿+¿1469¿¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UnaryExpression
1215¿Identifier¿¿1469¿v129¿¿¿¿¿Identifier
1216¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1217¿AssignmentExpression¿=¿1469¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1218¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1219¿Identifier¿¿1469¿hop¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1220¿Identifier¿¿1469¿v128¿¿¿¿¿Identifier
1221¿ArrayExpression¿¿1469¿¿¿¿{"start":{"line":83,"column":19},"end":{"line":83,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ArrayExpression
1222¿Identifier¿¿1469¿v130¿¿¿¿¿Identifier
1223¿VariableDeclarator¿¿1469¿i¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1224¿Literal¿number¿1469¿¿3¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1225¿VariableDeclarator¿¿1469¿v131¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1226¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1227¿Identifier¿¿1469¿line¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1228¿Identifier¿¿1469¿length¿¿¿{"start":{"line":85,"column":29},"end":{"line":85,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1229¿VariableDeclarator¿¿1469¿v132¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1230¿BinaryExpression¿<¿1469¿¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1231¿Identifier¿¿1469¿i¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1232¿Identifier¿¿1469¿v131¿¿¿¿¿Identifier
1233¿WhileStatement¿¿1469¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿WhileStatement
1234¿Identifier¿¿1469¿v132¿¿¿¿¿Identifier
1235¿VariableDeclarator¿¿1469¿v134¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1236¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1237¿Identifier¿¿1469¿line¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1238¿Identifier¿¿1469¿i¿¿¿{"start":{"line":86,"column":26},"end":{"line":86,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1469¿v135¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1469¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1241¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1242¿Identifier¿¿1469¿Net¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1243¿Identifier¿¿1469¿isIP¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1244¿Identifier¿¿1469¿v134¿¿¿¿¿Identifier
1245¿IfStatement¿¿1469¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":94,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1246¿Identifier¿¿1469¿v135¿¿¿¿¿Identifier
1247¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1248¿AssignmentExpression¿=¿1469¿¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1249¿Identifier¿¿1469¿lastip¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1250¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":87,"column":21},"end":{"line":87,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1251¿Identifier¿¿1469¿line¿¿¿{"start":{"line":87,"column":21},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1252¿Identifier¿¿1469¿i¿¿¿{"start":{"line":87,"column":26},"end":{"line":87,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1253¿VariableDeclarator¿¿1469¿v136¿¿¿{"start":{"line":88,"column":17},"end":{"line":88,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1254¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":88,"column":17},"end":{"line":88,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1255¿Identifier¿¿1469¿hop¿¿¿{"start":{"line":88,"column":17},"end":{"line":88,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1256¿Identifier¿¿1469¿lastip¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1257¿VariableDeclarator¿¿1469¿v137¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1258¿UnaryExpression¿!¿1469¿¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UnaryExpression
1259¿Identifier¿¿1469¿v136¿¿¿¿¿Identifier
1260¿IfStatement¿¿1469¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":90,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1261¿Identifier¿¿1469¿v137¿¿¿¿¿Identifier
1262¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1469¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1264¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1265¿Identifier¿¿1469¿hop¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1266¿Identifier¿¿1469¿lastip¿¿¿{"start":{"line":89,"column":20},"end":{"line":89,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1267¿ArrayExpression¿¿1469¿¿¿¿{"start":{"line":89,"column":30},"end":{"line":89,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ArrayExpression
1268¿BlockStatement¿¿1469¿¿¿¿{"start":{"line":88,"column":30},"end":{"line":90,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1269¿BlockStatement¿¿1469¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":91,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1270¿VariableDeclarator¿¿1469¿v138¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
