Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1604¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":168,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Program
2321¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2322¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2323¿Identifier¿¿2821¿verbose¿¿¿{"start":{"line":98,"column":9},"end":{"line":98,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2324¿Identifier¿¿2821¿v227¿¿¿¿¿Identifier
2325¿VariableDeclarator¿¿2821¿v237¿¿¿{"start":{"line":108,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2326¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":108,"column":18},"end":{"line":117,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2327¿Identifier¿¿0¿msg¿¿¿{"start":{"line":108,"column":27},"end":{"line":108,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2328¿VariableDeclarator¿¿2863¿n¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2329¿Literal¿string¿2863¿¿''¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2330¿VariableDeclarator¿¿2863¿i¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2331¿Literal¿number¿2863¿¿0¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2332¿VariableDeclarator¿¿2863¿v228¿¿¿{"start":{"line":110,"column":28},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2333¿MemberExpression¿¿2863¿¿¿¿{"start":{"line":110,"column":28},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2334¿Identifier¿¿2863¿arguments¿¿¿{"start":{"line":110,"column":28},"end":{"line":110,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2335¿Identifier¿¿2863¿length¿¿¿{"start":{"line":110,"column":38},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2336¿VariableDeclarator¿¿2863¿v229¿¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2337¿BinaryExpression¿<¿2863¿¿¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2338¿Identifier¿¿2863¿i¿¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2339¿Identifier¿¿2863¿v228¿¿¿¿¿Identifier
2340¿WhileStatement¿¿2863¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2341¿Identifier¿¿2863¿v229¿¿¿¿¿Identifier
2342¿VariableDeclarator¿¿2863¿v231¿¿¿{"start":{"line":111,"column":16},"end":{"line":111,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2343¿BinaryExpression¿>¿2863¿¿¿¿{"start":{"line":111,"column":16},"end":{"line":111,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2344¿Identifier¿¿2863¿i¿¿¿{"start":{"line":111,"column":16},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2345¿Literal¿number¿2863¿¿0¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2346¿IfStatement¿¿2863¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2347¿Identifier¿¿2863¿v231¿¿¿¿¿Identifier
2348¿ExpressionStatement¿¿2863¿¿¿¿{"start":{"line":111,"column":23},"end":{"line":111,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2349¿AssignmentExpression¿+=¿2863¿¿¿¿{"start":{"line":111,"column":23},"end":{"line":111,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2350¿Identifier¿¿2863¿n¿¿¿{"start":{"line":111,"column":23},"end":{"line":111,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2351¿Literal¿string¿2863¿¿','¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2352¿BlockStatement¿¿2863¿¿¿¿¿¿BlockStatement
2353¿VariableDeclarator¿¿2863¿v232¿¿¿{"start":{"line":112,"column":32},"end":{"line":112,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2354¿MemberExpression¿computed¿2863¿¿¿¿{"start":{"line":112,"column":32},"end":{"line":112,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2355¿Identifier¿¿2863¿arguments¿¿¿{"start":{"line":112,"column":32},"end":{"line":112,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2356¿Identifier¿¿2863¿i¿¿¿{"start":{"line":112,"column":42},"end":{"line":112,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2357¿ExpressionStatement¿¿2863¿¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2358¿AssignmentExpression¿+=¿2863¿¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2359¿Identifier¿¿2863¿n¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2360¿CallExpression¿¿2863¿¿¿¿{"start":{"line":112,"column":17},"end":{"line":112,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2361¿MemberExpression¿¿2863¿¿¿¿{"start":{"line":112,"column":17},"end":{"line":112,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2362¿Identifier¿¿2863¿JSON¿¿¿{"start":{"line":112,"column":17},"end":{"line":112,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2363¿Identifier¿¿2863¿stringify¿¿¿{"start":{"line":112,"column":22},"end":{"line":112,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2364¿Identifier¿¿2863¿v232¿¿¿¿¿Identifier
2365¿VariableDeclarator¿¿2863¿v230¿¿¿{"start":{"line":110,"column":46},"end":{"line":110,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2366¿UpdateExpression¿¿2863¿¿¿¿{"start":{"line":110,"column":46},"end":{"line":110,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿UpdateExpression
2367¿Identifier¿¿2863¿i¿¿¿{"start":{"line":110,"column":46},"end":{"line":110,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2368¿ExpressionStatement¿¿2863¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2369¿AssignmentExpression¿=¿2863¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2370¿Identifier¿¿2863¿v229¿¿¿{"start":{"line":110,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2371¿BinaryExpression¿<¿2863¿¿¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2372¿Identifier¿¿2863¿i¿¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2373¿Identifier¿¿2863¿v228¿¿¿¿¿Identifier
2374¿BlockStatement¿¿2863¿¿¿¿¿¿BlockStatement
2375¿IfStatement¿¿2863¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":116,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2376¿Identifier¿¿2863¿isDebuggable¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2377¿VariableDeclarator¿¿2863¿v233¿¿¿{"start":{"line":115,"column":25},"end":{"line":115,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2378¿CallExpression¿¿2863¿¿¿¿{"start":{"line":115,"column":25},"end":{"line":115,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2379¿MemberExpression¿¿2863¿¿¿¿{"start":{"line":115,"column":25},"end":{"line":115,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2380¿ThisExpression¿¿2863¿¿¿¿{"start":{"line":115,"column":25},"end":{"line":115,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2381¿Identifier¿¿2863¿getTime¿¿¿{"start":{"line":115,"column":30},"end":{"line":115,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2382¿VariableDeclarator¿¿2863¿v234¿¿¿{"start":{"line":115,"column":25},"end":{"line":115,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2383¿BinaryExpression¿+¿2863¿¿¿¿{"start":{"line":115,"column":25},"end":{"line":115,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2384¿Identifier¿¿2863¿v233¿¿¿¿¿Identifier
2385¿Identifier¿¿2863¿n¿¿¿{"start":{"line":115,"column":42},"end":{"line":115,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2386¿VariableDeclarator¿¿2863¿v235¿¿¿{"start":{"line":115,"column":24},"end":{"line":115,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2387¿MemberExpression¿¿2863¿¿¿¿{"start":{"line":115,"column":24},"end":{"line":115,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2388¿Identifier¿¿2863¿v234¿¿¿¿¿Identifier
2389¿Identifier¿¿2863¿prompt¿¿¿{"start":{"line":115,"column":45},"end":{"line":115,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2390¿VariableDeclarator¿¿2863¿v236¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2391¿CallExpression¿¿2863¿¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2392¿MemberExpression¿¿2863¿¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2393¿Identifier¿¿2863¿console¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2394¿Identifier¿¿2863¿log¿¿¿{"start":{"line":115,"column":20},"end":{"line":115,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2395¿Identifier¿¿2863¿v235¿¿¿¿¿Identifier
2396¿ExpressionStatement¿¿2863¿¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2397¿Identifier¿¿2863¿v236¿¿¿¿¿Identifier
2398¿BlockStatement¿¿2863¿¿¿¿{"start":{"line":114,"column":26},"end":{"line":116,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2399¿BlockStatement¿¿2863¿¿¿¿{"start":{"line":108,"column":32},"end":{"line":117,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2400¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2401¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2402¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":108,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2403¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":108,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2404¿Identifier¿¿2821¿prompt¿¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2405¿Identifier¿¿2821¿v237¿¿¿¿¿Identifier
2406¿VariableDeclarator¿¿2821¿v247¿¿¿{"start":{"line":118,"column":4},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2407¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":118,"column":16},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2408¿Identifier¿¿0¿msg¿¿¿{"start":{"line":118,"column":25},"end":{"line":118,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2409¿VariableDeclarator¿¿2868¿n¿¿¿{"start":{"line":119,"column":12},"end":{"line":119,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2410¿Literal¿string¿2868¿¿''¿¿{"start":{"line":119,"column":16},"end":{"line":119,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2411¿VariableDeclarator¿¿2868¿i¿¿¿{"start":{"line":120,"column":17},"end":{"line":120,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2412¿Literal¿number¿2868¿¿0¿¿{"start":{"line":120,"column":21},"end":{"line":120,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2413¿VariableDeclarator¿¿2868¿v238¿¿¿{"start":{"line":120,"column":28},"end":{"line":120,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2414¿MemberExpression¿¿2868¿¿¿¿{"start":{"line":120,"column":28},"end":{"line":120,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2415¿Identifier¿¿2868¿arguments¿¿¿{"start":{"line":120,"column":28},"end":{"line":120,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2416¿Identifier¿¿2868¿length¿¿¿{"start":{"line":120,"column":38},"end":{"line":120,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2417¿VariableDeclarator¿¿2868¿v239¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2418¿BinaryExpression¿<¿2868¿¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2419¿Identifier¿¿2868¿i¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2420¿Identifier¿¿2868¿v238¿¿¿¿¿Identifier
2421¿WhileStatement¿¿2868¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":123,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2422¿Identifier¿¿2868¿v239¿¿¿¿¿Identifier
2423¿VariableDeclarator¿¿2868¿v241¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2424¿BinaryExpression¿>¿2868¿¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2425¿Identifier¿¿2868¿i¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2426¿Literal¿number¿2868¿¿0¿¿{"start":{"line":121,"column":20},"end":{"line":121,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2427¿IfStatement¿¿2868¿¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2428¿Identifier¿¿2868¿v241¿¿¿¿¿Identifier
2429¿ExpressionStatement¿¿2868¿¿¿¿{"start":{"line":121,"column":23},"end":{"line":121,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2430¿AssignmentExpression¿+=¿2868¿¿¿¿{"start":{"line":121,"column":23},"end":{"line":121,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2431¿Identifier¿¿2868¿n¿¿¿{"start":{"line":121,"column":23},"end":{"line":121,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2432¿Literal¿string¿2868¿¿','¿¿{"start":{"line":121,"column":28},"end":{"line":121,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2433¿BlockStatement¿¿2868¿¿¿¿¿¿BlockStatement
2434¿VariableDeclarator¿¿2868¿v242¿¿¿{"start":{"line":122,"column":32},"end":{"line":122,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2435¿MemberExpression¿computed¿2868¿¿¿¿{"start":{"line":122,"column":32},"end":{"line":122,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2436¿Identifier¿¿2868¿arguments¿¿¿{"start":{"line":122,"column":32},"end":{"line":122,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2437¿Identifier¿¿2868¿i¿¿¿{"start":{"line":122,"column":42},"end":{"line":122,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2438¿ExpressionStatement¿¿2868¿¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2439¿AssignmentExpression¿+=¿2868¿¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2440¿Identifier¿¿2868¿n¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2441¿CallExpression¿¿2868¿¿¿¿{"start":{"line":122,"column":17},"end":{"line":122,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2442¿MemberExpression¿¿2868¿¿¿¿{"start":{"line":122,"column":17},"end":{"line":122,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2443¿Identifier¿¿2868¿JSON¿¿¿{"start":{"line":122,"column":17},"end":{"line":122,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2444¿Identifier¿¿2868¿stringify¿¿¿{"start":{"line":122,"column":22},"end":{"line":122,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2445¿Identifier¿¿2868¿v242¿¿¿¿¿Identifier
2446¿VariableDeclarator¿¿2868¿v240¿¿¿{"start":{"line":120,"column":46},"end":{"line":120,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2447¿UpdateExpression¿¿2868¿¿¿¿{"start":{"line":120,"column":46},"end":{"line":120,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿UpdateExpression
2448¿Identifier¿¿2868¿i¿¿¿{"start":{"line":120,"column":46},"end":{"line":120,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2449¿ExpressionStatement¿¿2868¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":123,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2450¿AssignmentExpression¿=¿2868¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":123,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2451¿Identifier¿¿2868¿v239¿¿¿{"start":{"line":120,"column":8},"end":{"line":123,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2452¿BinaryExpression¿<¿2868¿¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2453¿Identifier¿¿2868¿i¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2454¿Identifier¿¿2868¿v238¿¿¿¿¿Identifier
2455¿BlockStatement¿¿2868¿¿¿¿¿¿BlockStatement
2456¿IfStatement¿¿2868¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":126,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2457¿Identifier¿¿2868¿isDebuggable¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2458¿VariableDeclarator¿¿2868¿v243¿¿¿{"start":{"line":125,"column":25},"end":{"line":125,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2459¿CallExpression¿¿2868¿¿¿¿{"start":{"line":125,"column":25},"end":{"line":125,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2460¿MemberExpression¿¿2868¿¿¿¿{"start":{"line":125,"column":25},"end":{"line":125,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2461¿ThisExpression¿¿2868¿¿¿¿{"start":{"line":125,"column":25},"end":{"line":125,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2462¿Identifier¿¿2868¿getTime¿¿¿{"start":{"line":125,"column":30},"end":{"line":125,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2463¿VariableDeclarator¿¿2868¿v244¿¿¿{"start":{"line":125,"column":25},"end":{"line":125,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2464¿BinaryExpression¿+¿2868¿¿¿¿{"start":{"line":125,"column":25},"end":{"line":125,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2465¿Identifier¿¿2868¿v243¿¿¿¿¿Identifier
