Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
965¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Program
1240¿Identifier¿¿1688¿obj¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1241¿MemberExpression¿computed¿1688¿¿¿¿{"start":{"line":29,"column":13},"end":{"line":29,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1242¿Identifier¿¿1688¿obj¿¿¿{"start":{"line":29,"column":13},"end":{"line":29,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1243¿Identifier¿¿1688¿v126¿¿¿¿¿Identifier
1244¿BlockStatement¿¿1688¿¿¿¿¿¿BlockStatement
1245¿VariableDeclarator¿¿1688¿v133¿¿¿{"start":{"line":30,"column":35},"end":{"line":30,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1246¿MemberExpression¿computed¿1688¿¿¿¿{"start":{"line":30,"column":35},"end":{"line":30,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1247¿Identifier¿¿1688¿path¿¿¿{"start":{"line":30,"column":35},"end":{"line":30,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1688¿i¿¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1249¿VariableDeclarator¿¿1688¿v134¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1688¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1251¿Identifier¿¿1688¿isPrototypePolluted¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1252¿Identifier¿¿1688¿v133¿¿¿¿¿Identifier
1253¿VariableDeclarator¿¿1688¿v135¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1254¿UnaryExpression¿!¿1688¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿UnaryExpression
1255¿Identifier¿¿1688¿v134¿¿¿¿¿Identifier
1256¿IfStatement¿¿1688¿¿¿¿{"start":{"line":30,"column":9},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1257¿Identifier¿¿1688¿v135¿¿¿¿¿Identifier
1258¿VariableDeclarator¿¿1688¿v136¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1259¿MemberExpression¿computed¿1688¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1260¿Identifier¿¿1688¿path¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1261¿Identifier¿¿1688¿i¿¿¿{"start":{"line":31,"column":21},"end":{"line":31,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1262¿ExpressionStatement¿¿1688¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1688¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1264¿Identifier¿¿1688¿obj¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1265¿MemberExpression¿computed¿1688¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1266¿Identifier¿¿1688¿obj¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1267¿Identifier¿¿1688¿v136¿¿¿¿¿Identifier
1268¿BlockStatement¿¿1688¿¿¿¿¿¿BlockStatement
1269¿BlockStatement¿¿1688¿¿¿¿¿¿BlockStatement
1270¿BlockStatement¿¿1688¿¿¿¿¿¿BlockStatement
1271¿VariableDeclarator¿¿1688¿v118¿¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1272¿UpdateExpression¿¿1688¿¿¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿UpdateExpression
1273¿Identifier¿¿1688¿i¿¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1274¿ExpressionStatement¿¿1688¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1275¿AssignmentExpression¿=¿1688¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1276¿Identifier¿¿1688¿v117¿¿¿{"start":{"line":25,"column":2},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1277¿BinaryExpression¿<¿1688¿¿¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BinaryExpression
1278¿Identifier¿¿1688¿i¿¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1279¿Identifier¿¿1688¿v116¿¿¿¿¿Identifier
1280¿BlockStatement¿¿1688¿¿¿¿¿¿BlockStatement
1281¿ReturnStatement¿¿1688¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1282¿Identifier¿¿1688¿value¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1283¿BlockStatement¿¿1688¿¿¿¿{"start":{"line":22,"column":32},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1284¿VariableDeclarator¿exported¿1674¿each¿¿¿{"start":{"line":35,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1285¿FunctionExpression¿¿1674¿anon¿¿¿{"start":{"line":35,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1286¿Identifier¿¿0¿obj¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1287¿Identifier¿¿0¿iter¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1288¿Identifier¿¿0¿includeArrays¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1289¿Identifier¿¿0¿path¿¿¿{"start":{"line":35,"column":41},"end":{"line":35,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1290¿VariableDeclarator¿¿1697¿v137¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1291¿ArrayExpression¿¿1697¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ArrayExpression
1292¿ExpressionStatement¿¿1697¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1293¿AssignmentExpression¿=¿1697¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1294¿Identifier¿¿1697¿path¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1295¿LogicalExpression¿||¿1697¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿LogicalExpression
1296¿Identifier¿¿1697¿path¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1297¿Identifier¿¿1697¿v137¿¿¿¿¿Identifier
1298¿VariableDeclarator¿¿1697¿v138¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1299¿CallExpression¿¿1697¿¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1300¿MemberExpression¿¿1697¿¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1301¿Identifier¿¿1697¿Array¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1302¿Identifier¿¿1697¿isArray¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1303¿Identifier¿¿1697¿obj¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1304¿IfStatement¿¿1697¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":62,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1305¿Identifier¿¿1697¿v138¿¿¿¿¿Identifier
1306¿VariableDeclarator¿¿1697¿v139¿¿¿{"start":{"line":39,"column":7},"end":{"line":39,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1307¿UnaryExpression¿!¿1697¿¿¿¿{"start":{"line":39,"column":7},"end":{"line":39,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿UnaryExpression
1308¿Identifier¿¿1697¿includeArrays¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1309¿IfStatement¿¿1697¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1310¿Identifier¿¿1697¿v139¿¿¿¿¿Identifier
1311¿ReturnStatement¿¿1697¿¿¿¿{"start":{"line":39,"column":23},"end":{"line":39,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1312¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1313¿BlockStatement¿¿1697¿¿¿¿¿¿BlockStatement
1314¿VariableDeclarator¿¿1697¿k¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1315¿Literal¿number¿1697¿¿0¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1316¿VariableDeclarator¿¿1697¿v140¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1317¿MemberExpression¿¿1697¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1318¿Identifier¿¿1697¿obj¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1319¿Identifier¿¿1697¿length¿¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1320¿VariableDeclarator¿¿1697¿v141¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1321¿BinaryExpression¿<¿1697¿¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BinaryExpression
1322¿Identifier¿¿1697¿k¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1323¿Identifier¿¿1697¿v140¿¿¿¿¿Identifier
1324¿WhileStatement¿¿1697¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿WhileStatement
1325¿Identifier¿¿1697¿v141¿¿¿¿¿Identifier
1326¿VariableDeclarator¿¿1697¿v¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1327¿MemberExpression¿computed¿1697¿¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1328¿Identifier¿¿1697¿obj¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1329¿Identifier¿¿1697¿k¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1330¿VariableDeclarator¿¿1697¿v143¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1331¿CallExpression¿¿1697¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1332¿Identifier¿¿1697¿isObject¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1333¿Identifier¿¿1697¿v¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1334¿Identifier¿¿1697¿includeArrays¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1335¿IfStatement¿¿1697¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":48,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1336¿Identifier¿¿1697¿v143¿¿¿¿¿Identifier
1337¿VariableDeclarator¿¿1697¿v144¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1338¿CallExpression¿¿1697¿¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1339¿MemberExpression¿¿1697¿¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1340¿Identifier¿¿1697¿path¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1341¿Identifier¿¿1697¿concat¿¿¿{"start":{"line":44,"column":55},"end":{"line":44,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1342¿Identifier¿¿1697¿k¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1343¿VariableDeclarator¿¿1697¿v145¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1344¿CallExpression¿¿1697¿¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1345¿Identifier¿¿1697¿each¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1346¿Identifier¿¿1697¿v¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1347¿Identifier¿¿1697¿iter¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1348¿Identifier¿¿1697¿includeArrays¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1349¿Identifier¿¿1697¿v144¿¿¿¿¿Identifier
1350¿VariableDeclarator¿¿1697¿v146¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1351¿BinaryExpression¿===¿1697¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BinaryExpression
1352¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1353¿Identifier¿¿1697¿v145¿¿¿¿¿Identifier
1354¿IfStatement¿¿1697¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":45,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1355¿Identifier¿¿1697¿v146¿¿¿¿¿Identifier
1356¿ReturnStatement¿¿1697¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1357¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1358¿BlockStatement¿¿1697¿¿¿¿¿¿BlockStatement
1359¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":43,"column":37},"end":{"line":46,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1360¿VariableDeclarator¿¿1697¿v147¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1361¿CallExpression¿¿1697¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1362¿MemberExpression¿¿1697¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1363¿Identifier¿¿1697¿path¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1364¿Identifier¿¿1697¿concat¿¿¿{"start":{"line":47,"column":34},"end":{"line":47,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1365¿Identifier¿¿1697¿k¿¿¿{"start":{"line":47,"column":41},"end":{"line":47,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1697¿v148¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1367¿CallExpression¿¿1697¿¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1368¿Identifier¿¿1697¿iter¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1369¿Identifier¿¿1697¿v¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1370¿Identifier¿¿1697¿v147¿¿¿¿¿Identifier
1371¿VariableDeclarator¿¿1697¿v149¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1372¿BinaryExpression¿===¿1697¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BinaryExpression
1373¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1374¿Identifier¿¿1697¿v148¿¿¿¿¿Identifier
1375¿IfStatement¿¿1697¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1376¿Identifier¿¿1697¿v149¿¿¿¿¿Identifier
