Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1079¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Program
1339¿Identifier¿¿1856¿ports¿¿¿{"start":{"line":22,"column":34},"end":{"line":22,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1340¿VariableDeclarator¿¿1856¿promises¿¿¿{"start":{"line":22,"column":18},"end":{"line":22,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1341¿CallExpression¿¿1856¿¿¿¿{"start":{"line":22,"column":29},"end":{"line":22,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1342¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":22,"column":29},"end":{"line":22,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1343¿Identifier¿¿1856¿v142¿¿¿¿¿Identifier
1344¿Identifier¿¿1856¿map¿¿¿{"start":{"line":22,"column":40},"end":{"line":22,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1345¿Identifier¿¿1856¿killFunc¿¿¿{"start":{"line":22,"column":44},"end":{"line":22,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1346¿VariableDeclarator¿¿1856¿v143¿¿¿{"start":{"line":23,"column":19},"end":{"line":23,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1347¿CallExpression¿¿1856¿¿¿¿{"start":{"line":23,"column":19},"end":{"line":23,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1348¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":23,"column":19},"end":{"line":23,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1349¿Identifier¿¿1856¿Promise¿¿¿{"start":{"line":23,"column":19},"end":{"line":23,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1350¿Identifier¿¿1856¿all¿¿¿{"start":{"line":23,"column":27},"end":{"line":23,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1351¿Identifier¿¿1856¿promises¿¿¿{"start":{"line":23,"column":31},"end":{"line":23,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1352¿ReturnStatement¿¿1856¿¿¿¿{"start":{"line":23,"column":12},"end":{"line":23,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1353¿Identifier¿¿1856¿v143¿¿¿¿¿Identifier
1354¿BlockStatement¿¿1856¿¿¿¿{"start":{"line":20,"column":60},"end":{"line":24,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1355¿VariableDeclarator¿¿1854¿v145¿¿¿{"start":{"line":20,"column":15},"end":{"line":24,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1356¿CallExpression¿¿1854¿¿¿¿{"start":{"line":20,"column":15},"end":{"line":24,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1357¿Identifier¿¿1854¿__awaiter¿¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1358¿ThisExpression¿¿1854¿¿¿¿{"start":{"line":20,"column":25},"end":{"line":20,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ThisExpression
1359¿Identifier¿¿1854¿v136¿¿¿¿¿Identifier
1360¿Identifier¿¿1854¿v137¿¿¿¿¿Identifier
1361¿Identifier¿¿1854¿v144¿¿¿¿¿Identifier
1362¿ReturnStatement¿¿1854¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":24,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1363¿Identifier¿¿1854¿v145¿¿¿¿¿Identifier
1364¿BlockStatement¿¿1854¿¿¿¿{"start":{"line":19,"column":11},"end":{"line":25,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1365¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1366¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿AssignmentExpression
1367¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1368¿Identifier¿¿1835¿Killer¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1369¿Identifier¿¿1835¿kill¿¿¿{"start":{"line":19,"column":4},"end":{"line":19,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1370¿Identifier¿¿1835¿kill¿¿¿{"start":{"line":19,"column":4},"end":{"line":19,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1371¿VariableDeclarator¿¿1835¿win32Kill¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1372¿FunctionExpression¿¿1835¿win32Kill¿¿¿{"start":{"line":26,"column":13},"end":{"line":43,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿FunctionExpression
1373¿Identifier¿¿0¿port¿¿¿{"start":{"line":26,"column":14},"end":{"line":26,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1374¿VariableDeclarator¿¿1859¿v146¿¿¿{"start":{"line":27,"column":31},"end":{"line":27,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1375¿UnaryExpression¿void¿1859¿¿¿¿{"start":{"line":27,"column":31},"end":{"line":27,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿UnaryExpression
1376¿Literal¿number¿1859¿¿0¿¿{"start":{"line":27,"column":36},"end":{"line":27,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1377¿VariableDeclarator¿¿1859¿v147¿¿¿{"start":{"line":27,"column":39},"end":{"line":27,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1378¿UnaryExpression¿void¿1859¿¿¿¿{"start":{"line":27,"column":39},"end":{"line":27,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿UnaryExpression
1379¿Literal¿number¿1859¿¿0¿¿{"start":{"line":27,"column":44},"end":{"line":27,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1380¿VariableDeclarator¿¿1859¿v172¿¿¿{"start":{"line":27,"column":47},"end":{"line":42,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1381¿FunctionExpression¿¿1859¿anon¿¿¿{"start":{"line":27,"column":47},"end":{"line":42,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿FunctionExpression
1382¿VariableDeclarator¿¿1861¿v148¿¿¿{"start":{"line":28,"column":30},"end":{"line":28,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1383¿CallExpression¿¿1861¿¿¿¿{"start":{"line":28,"column":30},"end":{"line":28,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1384¿Identifier¿¿1861¿pidFromPort¿¿¿{"start":{"line":28,"column":30},"end":{"line":28,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1385¿Identifier¿¿1861¿port¿¿¿{"start":{"line":28,"column":42},"end":{"line":28,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1386¿VariableDeclarator¿¿1861¿pid¿¿¿{"start":{"line":28,"column":18},"end":{"line":28,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1387¿YieldExpression¿¿1861¿¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿YieldExpression
1388¿Identifier¿¿1861¿v148¿¿¿¿¿Identifier
1389¿VariableDeclarator¿¿1861¿v170¿¿¿{"start":{"line":29,"column":31},"end":{"line":41,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1390¿ArrowFunctionExpression¿¿1861¿¿¿¿{"start":{"line":29,"column":31},"end":{"line":41,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1391¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":29,"column":32},"end":{"line":29,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1392¿Identifier¿¿0¿reject¿¿¿{"start":{"line":29,"column":41},"end":{"line":29,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1393¿VariableDeclarator¿¿1863¿v149¿¿¿{"start":{"line":30,"column":88},"end":{"line":30,"column":102},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1394¿CallExpression¿¿1863¿¿¿¿{"start":{"line":30,"column":88},"end":{"line":30,"column":102},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1395¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":30,"column":88},"end":{"line":30,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1396¿Identifier¿¿1863¿pid¿¿¿{"start":{"line":30,"column":88},"end":{"line":30,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1397¿Identifier¿¿1863¿toString¿¿¿{"start":{"line":30,"column":92},"end":{"line":30,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1398¿VariableDeclarator¿¿1863¿v150¿¿¿{"start":{"line":30,"column":67},"end":{"line":30,"column":103},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1399¿ArrayExpression¿¿1863¿¿¿¿{"start":{"line":30,"column":67},"end":{"line":30,"column":103},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrayExpression
1400¿Literal¿string¿1863¿¿'/f'¿¿{"start":{"line":30,"column":68},"end":{"line":30,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1401¿Literal¿string¿1863¿¿'/t'¿¿{"start":{"line":30,"column":74},"end":{"line":30,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1402¿Literal¿string¿1863¿¿'/pid'¿¿{"start":{"line":30,"column":80},"end":{"line":30,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1403¿Identifier¿¿1863¿v149¿¿¿¿¿Identifier
1404¿VariableDeclarator¿¿1863¿taskkill¿¿¿{"start":{"line":30,"column":22},"end":{"line":30,"column":104},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1405¿CallExpression¿¿1863¿¿¿¿{"start":{"line":30,"column":33},"end":{"line":30,"column":104},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1406¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":30,"column":33},"end":{"line":30,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1407¿Identifier¿¿1863¿child_process_1¿¿¿{"start":{"line":30,"column":33},"end":{"line":30,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1408¿Identifier¿¿1863¿spawn¿¿¿{"start":{"line":30,"column":49},"end":{"line":30,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1409¿Literal¿string¿1863¿¿'TASKKILL'¿¿{"start":{"line":30,"column":55},"end":{"line":30,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1410¿Identifier¿¿1863¿v150¿¿¿¿¿Identifier
1411¿VariableDeclarator¿¿1863¿v151¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1412¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1413¿Identifier¿¿1863¿taskkill¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1414¿Identifier¿¿1863¿stdout¿¿¿{"start":{"line":31,"column":25},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1415¿VariableDeclarator¿¿1863¿v154¿¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1416¿ArrowFunctionExpression¿¿1863¿¿¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1417¿Identifier¿¿0¿data¿¿¿{"start":{"line":31,"column":44},"end":{"line":31,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1418¿VariableDeclarator¿¿1865¿v152¿¿¿{"start":{"line":31,"column":65},"end":{"line":31,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1419¿CallExpression¿¿1865¿¿¿¿{"start":{"line":31,"column":65},"end":{"line":31,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1420¿MemberExpression¿¿1865¿¿¿¿{"start":{"line":31,"column":65},"end":{"line":31,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1421¿Identifier¿¿1865¿data¿¿¿{"start":{"line":31,"column":65},"end":{"line":31,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1422¿Identifier¿¿1865¿toString¿¿¿{"start":{"line":31,"column":70},"end":{"line":31,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1423¿VariableDeclarator¿¿1865¿v153¿¿¿{"start":{"line":31,"column":53},"end":{"line":31,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1424¿CallExpression¿¿1865¿¿¿¿{"start":{"line":31,"column":53},"end":{"line":31,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1425¿MemberExpression¿¿1865¿¿¿¿{"start":{"line":31,"column":53},"end":{"line":31,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1426¿Identifier¿¿1865¿console¿¿¿{"start":{"line":31,"column":53},"end":{"line":31,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1427¿Identifier¿¿1865¿log¿¿¿{"start":{"line":31,"column":61},"end":{"line":31,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1428¿Identifier¿¿1865¿v152¿¿¿¿¿Identifier
1429¿ReturnStatement¿¿1865¿¿¿¿¿¿ReturnStatement
1430¿Identifier¿¿1865¿v153¿¿¿¿¿Identifier
1431¿BlockStatement¿¿1865¿¿¿¿¿¿BlockStatement
1432¿VariableDeclarator¿¿1863¿v155¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1433¿CallExpression¿¿1863¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1434¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1435¿Identifier¿¿1863¿v151¿¿¿¿¿Identifier
1436¿Identifier¿¿1863¿on¿¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1437¿Literal¿string¿1863¿¿'data'¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1438¿Identifier¿¿1863¿v154¿¿¿¿¿Identifier
1439¿ExpressionStatement¿¿1863¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1440¿Identifier¿¿1863¿v155¿¿¿¿¿Identifier
1441¿VariableDeclarator¿¿1863¿v156¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1442¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1443¿Identifier¿¿1863¿taskkill¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1444¿Identifier¿¿1863¿stderr¿¿¿{"start":{"line":32,"column":25},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1445¿VariableDeclarator¿¿1863¿v159¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1446¿ArrowFunctionExpression¿¿1863¿¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1447¿Identifier¿¿0¿data¿¿¿{"start":{"line":32,"column":44},"end":{"line":32,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1448¿VariableDeclarator¿¿1867¿v157¿¿¿{"start":{"line":32,"column":67},"end":{"line":32,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1449¿CallExpression¿¿1867¿¿¿¿{"start":{"line":32,"column":67},"end":{"line":32,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1450¿MemberExpression¿¿1867¿¿¿¿{"start":{"line":32,"column":67},"end":{"line":32,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1451¿Identifier¿¿1867¿data¿¿¿{"start":{"line":32,"column":67},"end":{"line":32,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1452¿Identifier¿¿1867¿toString¿¿¿{"start":{"line":32,"column":72},"end":{"line":32,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1453¿VariableDeclarator¿¿1867¿v158¿¿¿{"start":{"line":32,"column":53},"end":{"line":32,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1454¿CallExpression¿¿1867¿¿¿¿{"start":{"line":32,"column":53},"end":{"line":32,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1455¿MemberExpression¿¿1867¿¿¿¿{"start":{"line":32,"column":53},"end":{"line":32,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1456¿Identifier¿¿1867¿console¿¿¿{"start":{"line":32,"column":53},"end":{"line":32,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1457¿Identifier¿¿1867¿error¿¿¿{"start":{"line":32,"column":61},"end":{"line":32,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1458¿Identifier¿¿1867¿v157¿¿¿¿¿Identifier
1459¿ReturnStatement¿¿1867¿¿¿¿¿¿ReturnStatement
1460¿Identifier¿¿1867¿v158¿¿¿¿¿Identifier
1461¿BlockStatement¿¿1867¿¿¿¿¿¿BlockStatement
1462¿VariableDeclarator¿¿1863¿v160¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1463¿CallExpression¿¿1863¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1464¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1465¿Identifier¿¿1863¿v156¿¿¿¿¿Identifier
1466¿Identifier¿¿1863¿on¿¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1467¿Literal¿string¿1863¿¿'data'¿¿{"start":{"line":32,"column":35},"end":{"line":32,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1468¿Identifier¿¿1863¿v159¿¿¿¿¿Identifier
1469¿ExpressionStatement¿¿1863¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1470¿Identifier¿¿1863¿v160¿¿¿¿¿Identifier
1471¿VariableDeclarator¿¿1863¿v165¿¿¿{"start":{"line":33,"column":37},"end":{"line":39,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
