Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5187¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":785,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Program
6900¿Identifier¿¿9161¿keys¿¿¿{"start":{"line":337,"column":9},"end":{"line":337,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6901¿Identifier¿¿9161¿v789¿¿¿¿¿Identifier
6902¿VariableDeclarator¿¿9161¿v797¿¿¿{"start":{"line":337,"column":31},"end":{"line":342,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6903¿FunctionExpression¿¿9161¿anon¿¿¿{"start":{"line":337,"column":31},"end":{"line":342,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿FunctionExpression
6904¿Identifier¿¿0¿argStr¿¿¿{"start":{"line":337,"column":40},"end":{"line":337,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6905¿VariableDeclarator¿¿9163¿v791¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6906¿MemberExpression¿¿9163¿¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6907¿Identifier¿¿9163¿o¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6908¿Identifier¿¿9163¿_argv¿¿¿{"start":{"line":338,"column":16},"end":{"line":338,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6909¿VariableDeclarator¿¿9163¿k¿¿¿{"start":{"line":338,"column":10},"end":{"line":338,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6910¿MemberExpression¿computed¿9163¿¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6911¿Identifier¿¿9163¿v791¿¿¿¿¿Identifier
6912¿Identifier¿¿9163¿argStr¿¿¿{"start":{"line":338,"column":22},"end":{"line":338,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6913¿VariableDeclarator¿¿9163¿v792¿¿¿{"start":{"line":339,"column":8},"end":{"line":339,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6914¿MemberExpression¿computed¿9163¿¿¿¿{"start":{"line":339,"column":8},"end":{"line":339,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6915¿Identifier¿¿9163¿argv¿¿¿{"start":{"line":339,"column":8},"end":{"line":339,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6916¿Identifier¿¿9163¿argStr¿¿¿{"start":{"line":339,"column":13},"end":{"line":339,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6917¿VariableDeclarator¿¿9163¿v793¿¿¿{"start":{"line":339,"column":8},"end":{"line":339,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6918¿BinaryExpression¿!==¿9163¿¿¿¿{"start":{"line":339,"column":8},"end":{"line":339,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BinaryExpression
6919¿Identifier¿¿9163¿v792¿¿¿¿¿Identifier
6920¿Identifier¿¿9163¿undefined¿¿¿{"start":{"line":339,"column":25},"end":{"line":339,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6921¿IfStatement¿¿9163¿¿¿¿{"start":{"line":339,"column":4},"end":{"line":341,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿IfStatement
6922¿Identifier¿¿9163¿v793¿¿¿¿¿Identifier
6923¿VariableDeclarator¿¿9163¿v794¿¿¿{"start":{"line":340,"column":22},"end":{"line":340,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6924¿MemberExpression¿computed¿9163¿¿¿¿{"start":{"line":340,"column":22},"end":{"line":340,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6925¿Identifier¿¿9163¿argv¿¿¿{"start":{"line":340,"column":22},"end":{"line":340,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6926¿Identifier¿¿9163¿argStr¿¿¿{"start":{"line":340,"column":27},"end":{"line":340,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6927¿VariableDeclarator¿¿9163¿v795¿¿¿{"start":{"line":340,"column":15},"end":{"line":340,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6928¿CallExpression¿¿9163¿¿¿¿{"start":{"line":340,"column":15},"end":{"line":340,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6929¿Identifier¿¿9163¿String¿¿¿{"start":{"line":340,"column":15},"end":{"line":340,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6930¿Identifier¿¿9163¿v794¿¿¿¿¿Identifier
6931¿VariableDeclarator¿¿9163¿v796¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6932¿CallExpression¿¿9163¿¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6933¿MemberExpression¿¿9163¿¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6934¿Identifier¿¿9163¿o¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6935¿Identifier¿¿9163¿set¿¿¿{"start":{"line":340,"column":8},"end":{"line":340,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6936¿Identifier¿¿9163¿k¿¿¿{"start":{"line":340,"column":12},"end":{"line":340,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6937¿Identifier¿¿9163¿v795¿¿¿¿¿Identifier
6938¿ExpressionStatement¿¿9163¿¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6939¿Identifier¿¿9163¿v796¿¿¿¿¿Identifier
6940¿BlockStatement¿¿9163¿¿¿¿{"start":{"line":339,"column":36},"end":{"line":341,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
6941¿BlockStatement¿¿9163¿¿¿¿{"start":{"line":337,"column":48},"end":{"line":342,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
6942¿VariableDeclarator¿¿9161¿v798¿¿¿{"start":{"line":337,"column":2},"end":{"line":342,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6943¿CallExpression¿¿9161¿¿¿¿{"start":{"line":337,"column":2},"end":{"line":342,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6944¿MemberExpression¿¿9161¿¿¿¿{"start":{"line":337,"column":2},"end":{"line":337,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6945¿Identifier¿¿9161¿v790¿¿¿¿¿Identifier
6946¿Identifier¿¿9161¿forEach¿¿¿{"start":{"line":337,"column":23},"end":{"line":337,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6947¿Identifier¿¿9161¿v797¿¿¿¿¿Identifier
6948¿ExpressionStatement¿¿9161¿¿¿¿{"start":{"line":337,"column":2},"end":{"line":342,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6949¿Identifier¿¿9161¿v798¿¿¿¿¿Identifier
6950¿BlockStatement¿¿9161¿¿¿¿{"start":{"line":331,"column":28},"end":{"line":343,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
6951¿VariableDeclarator¿¿9071¿addDefaultValues¿¿¿{"start":{"line":345,"column":0},"end":{"line":356,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6952¿FunctionExpression¿¿9071¿anon¿¿¿{"start":{"line":345,"column":0},"end":{"line":356,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿FunctionExpression
6953¿Identifier¿¿0¿schema¿¿¿{"start":{"line":345,"column":26},"end":{"line":345,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6954¿Identifier¿¿0¿c¿¿¿{"start":{"line":345,"column":34},"end":{"line":345,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6955¿Identifier¿¿0¿instance¿¿¿{"start":{"line":345,"column":37},"end":{"line":345,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6956¿VariableDeclarator¿¿9166¿v799¿¿¿{"start":{"line":346,"column":14},"end":{"line":346,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6957¿MemberExpression¿¿9166¿¿¿¿{"start":{"line":346,"column":14},"end":{"line":346,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6958¿Identifier¿¿9166¿schema¿¿¿{"start":{"line":346,"column":14},"end":{"line":346,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6959¿Identifier¿¿9166¿_cvtProperties¿¿¿{"start":{"line":346,"column":21},"end":{"line":346,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6960¿VariableDeclarator¿¿9166¿v800¿¿¿{"start":{"line":346,"column":2},"end":{"line":346,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6961¿CallExpression¿¿9166¿¿¿¿{"start":{"line":346,"column":2},"end":{"line":346,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6962¿MemberExpression¿¿9166¿¿¿¿{"start":{"line":346,"column":2},"end":{"line":346,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6963¿Identifier¿¿9166¿Object¿¿¿{"start":{"line":346,"column":2},"end":{"line":346,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6964¿Identifier¿¿9166¿keys¿¿¿{"start":{"line":346,"column":9},"end":{"line":346,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6965¿Identifier¿¿9166¿v799¿¿¿¿¿Identifier
6966¿VariableDeclarator¿¿9166¿v809¿¿¿{"start":{"line":346,"column":45},"end":{"line":355,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6967¿FunctionExpression¿¿9166¿anon¿¿¿{"start":{"line":346,"column":45},"end":{"line":355,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿FunctionExpression
6968¿Identifier¿¿0¿name¿¿¿{"start":{"line":346,"column":54},"end":{"line":346,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6969¿VariableDeclarator¿¿9168¿v801¿¿¿{"start":{"line":347,"column":14},"end":{"line":347,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6970¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":347,"column":14},"end":{"line":347,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6971¿Identifier¿¿9168¿schema¿¿¿{"start":{"line":347,"column":14},"end":{"line":347,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6972¿Identifier¿¿9168¿_cvtProperties¿¿¿{"start":{"line":347,"column":21},"end":{"line":347,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6973¿VariableDeclarator¿¿9168¿p¿¿¿{"start":{"line":347,"column":10},"end":{"line":347,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6974¿MemberExpression¿computed¿9168¿¿¿¿{"start":{"line":347,"column":14},"end":{"line":347,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6975¿Identifier¿¿9168¿v801¿¿¿¿¿Identifier
6976¿Identifier¿¿9168¿name¿¿¿{"start":{"line":347,"column":36},"end":{"line":347,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6977¿VariableDeclarator¿¿9168¿v802¿¿¿{"start":{"line":348,"column":8},"end":{"line":348,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6978¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":348,"column":8},"end":{"line":348,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6979¿Identifier¿¿9168¿p¿¿¿{"start":{"line":348,"column":8},"end":{"line":348,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6980¿Identifier¿¿9168¿_cvtProperties¿¿¿{"start":{"line":348,"column":10},"end":{"line":348,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6981¿IfStatement¿¿9168¿¿¿¿{"start":{"line":348,"column":4},"end":{"line":354,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿IfStatement
6982¿Identifier¿¿9168¿v802¿¿¿¿¿Identifier
6983¿VariableDeclarator¿¿9168¿v803¿¿¿{"start":{"line":349,"column":19},"end":{"line":349,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6984¿MemberExpression¿computed¿9168¿¿¿¿{"start":{"line":349,"column":19},"end":{"line":349,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6985¿Identifier¿¿9168¿c¿¿¿{"start":{"line":349,"column":19},"end":{"line":349,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6986¿Identifier¿¿9168¿name¿¿¿{"start":{"line":349,"column":21},"end":{"line":349,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6987¿VariableDeclarator¿¿9168¿v804¿¿¿{"start":{"line":349,"column":30},"end":{"line":349,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6988¿ObjectExpression¿¿9168¿¿¿¿{"start":{"line":349,"column":30},"end":{"line":349,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ObjectExpression
6989¿VariableDeclarator¿¿9168¿kids¿¿¿{"start":{"line":349,"column":12},"end":{"line":349,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6990¿LogicalExpression¿||¿9168¿¿¿¿{"start":{"line":349,"column":19},"end":{"line":349,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿LogicalExpression
6991¿Identifier¿¿9168¿v803¿¿¿¿¿Identifier
6992¿Identifier¿¿9168¿v804¿¿¿¿¿Identifier
6993¿VariableDeclarator¿¿9168¿v805¿¿¿{"start":{"line":350,"column":6},"end":{"line":350,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6994¿CallExpression¿¿9168¿¿¿¿{"start":{"line":350,"column":6},"end":{"line":350,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6995¿Identifier¿¿9168¿addDefaultValues¿¿¿{"start":{"line":350,"column":6},"end":{"line":350,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6996¿Identifier¿¿9168¿p¿¿¿{"start":{"line":350,"column":23},"end":{"line":350,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6997¿Identifier¿¿9168¿kids¿¿¿{"start":{"line":350,"column":26},"end":{"line":350,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6998¿Identifier¿¿9168¿instance¿¿¿{"start":{"line":350,"column":32},"end":{"line":350,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6999¿ExpressionStatement¿¿9168¿¿¿¿{"start":{"line":350,"column":6},"end":{"line":350,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
7000¿Identifier¿¿9168¿v805¿¿¿¿¿Identifier
7001¿ExpressionStatement¿¿9168¿¿¿¿{"start":{"line":351,"column":6},"end":{"line":351,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
7002¿AssignmentExpression¿=¿9168¿¿¿¿{"start":{"line":351,"column":6},"end":{"line":351,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
7003¿MemberExpression¿computed¿9168¿¿¿¿{"start":{"line":351,"column":6},"end":{"line":351,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
7004¿Identifier¿¿9168¿c¿¿¿{"start":{"line":351,"column":6},"end":{"line":351,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7005¿Identifier¿¿9168¿name¿¿¿{"start":{"line":351,"column":8},"end":{"line":351,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7006¿Identifier¿¿9168¿kids¿¿¿{"start":{"line":351,"column":16},"end":{"line":351,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7007¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":348,"column":26},"end":{"line":352,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
7008¿VariableDeclarator¿¿9168¿v806¿¿¿{"start":{"line":353,"column":39},"end":{"line":353,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
7009¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":353,"column":39},"end":{"line":353,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
7010¿Identifier¿¿9168¿p¿¿¿{"start":{"line":353,"column":39},"end":{"line":353,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7011¿Identifier¿¿9168¿default¿¿¿{"start":{"line":353,"column":41},"end":{"line":353,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7012¿VariableDeclarator¿¿9168¿v807¿¿¿{"start":{"line":353,"column":29},"end":{"line":353,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
7013¿CallExpression¿¿9168¿¿¿¿{"start":{"line":353,"column":29},"end":{"line":353,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
7014¿Identifier¿¿9168¿cloneDeep¿¿¿{"start":{"line":353,"column":29},"end":{"line":353,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7015¿Identifier¿¿9168¿v806¿¿¿¿¿Identifier
7016¿VariableDeclarator¿¿9168¿v808¿¿¿{"start":{"line":353,"column":6},"end":{"line":353,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
7017¿CallExpression¿¿9168¿¿¿¿{"start":{"line":353,"column":16},"end":{"line":353,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
7018¿Identifier¿¿9168¿coerce¿¿¿{"start":{"line":353,"column":16},"end":{"line":353,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7019¿Identifier¿¿9168¿name¿¿¿{"start":{"line":353,"column":23},"end":{"line":353,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7020¿Identifier¿¿9168¿v807¿¿¿¿¿Identifier
7021¿Identifier¿¿9168¿schema¿¿¿{"start":{"line":353,"column":51},"end":{"line":353,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7022¿Identifier¿¿9168¿instance¿¿¿{"start":{"line":353,"column":59},"end":{"line":353,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7023¿ExpressionStatement¿¿9168¿¿¿¿{"start":{"line":353,"column":6},"end":{"line":353,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
7024¿AssignmentExpression¿=¿9168¿¿¿¿{"start":{"line":353,"column":6},"end":{"line":353,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
7025¿MemberExpression¿computed¿9168¿¿¿¿{"start":{"line":353,"column":6},"end":{"line":353,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
7026¿Identifier¿¿9168¿c¿¿¿{"start":{"line":353,"column":6},"end":{"line":353,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7027¿Identifier¿¿9168¿name¿¿¿{"start":{"line":353,"column":8},"end":{"line":353,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
7028¿Identifier¿¿9168¿v808¿¿¿¿¿Identifier
7029¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":352,"column":11},"end":{"line":354,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
7030¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":346,"column":60},"end":{"line":355,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
