Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6192¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":949,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Program
8269¿Identifier¿¿11094¿ref¿¿¿{"start":{"line":458,"column":23},"end":{"line":458,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8270¿VariableDeclarator¿¿11094¿v931¿¿¿{"start":{"line":458,"column":8},"end":{"line":458,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8271¿UnaryExpression¿!¿11094¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":458,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
8272¿Identifier¿¿11094¿v930¿¿¿¿¿Identifier
8273¿VariableDeclarator¿¿11094¿v932¿¿¿{"start":{"line":456,"column":8},"end":{"line":458,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8274¿LogicalExpression¿&&¿11094¿¿¿¿{"start":{"line":456,"column":8},"end":{"line":458,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
8275¿Identifier¿¿11094¿v929¿¿¿¿¿Identifier
8276¿Identifier¿¿11094¿v931¿¿¿¿¿Identifier
8277¿VariableDeclarator¿¿11094¿v933¿¿¿{"start":{"line":459,"column":9},"end":{"line":459,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8278¿CallExpression¿¿11094¿¿¿¿{"start":{"line":459,"column":9},"end":{"line":459,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
8279¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":459,"column":9},"end":{"line":459,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8280¿Identifier¿¿11094¿Array¿¿¿{"start":{"line":459,"column":9},"end":{"line":459,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8281¿Identifier¿¿11094¿isArray¿¿¿{"start":{"line":459,"column":15},"end":{"line":459,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8282¿Identifier¿¿11094¿values¿¿¿{"start":{"line":459,"column":23},"end":{"line":459,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8283¿VariableDeclarator¿¿11094¿v934¿¿¿{"start":{"line":459,"column":8},"end":{"line":459,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8284¿UnaryExpression¿!¿11094¿¿¿¿{"start":{"line":459,"column":8},"end":{"line":459,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
8285¿Identifier¿¿11094¿v933¿¿¿¿¿Identifier
8286¿VariableDeclarator¿¿11094¿v935¿¿¿{"start":{"line":456,"column":8},"end":{"line":459,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8287¿LogicalExpression¿&&¿11094¿¿¿¿{"start":{"line":456,"column":8},"end":{"line":459,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
8288¿Identifier¿¿11094¿v932¿¿¿¿¿Identifier
8289¿Identifier¿¿11094¿v934¿¿¿¿¿Identifier
8290¿IfStatement¿¿11094¿¿¿¿{"start":{"line":456,"column":4},"end":{"line":466,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
8291¿Identifier¿¿11094¿v935¿¿¿¿¿Identifier
8292¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":461,"column":8},"end":{"line":461,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8293¿AssignmentExpression¿=¿11094¿¿¿¿{"start":{"line":461,"column":8},"end":{"line":461,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
8294¿Identifier¿¿11094¿valuePairs¿¿¿{"start":{"line":461,"column":8},"end":{"line":461,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8295¿Identifier¿¿11094¿values¿¿¿{"start":{"line":461,"column":21},"end":{"line":461,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8296¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":462,"column":8},"end":{"line":462,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8297¿AssignmentExpression¿=¿11094¿¿¿¿{"start":{"line":462,"column":8},"end":{"line":462,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
8298¿Identifier¿¿11094¿values¿¿¿{"start":{"line":462,"column":8},"end":{"line":462,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8299¿CallExpression¿¿11094¿¿¿¿{"start":{"line":462,"column":17},"end":{"line":462,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
8300¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":462,"column":17},"end":{"line":462,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8301¿Identifier¿¿11094¿Object¿¿¿{"start":{"line":462,"column":17},"end":{"line":462,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8302¿Identifier¿¿11094¿keys¿¿¿{"start":{"line":462,"column":24},"end":{"line":462,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8303¿Identifier¿¿11094¿values¿¿¿{"start":{"line":462,"column":29},"end":{"line":462,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8304¿BlockStatement¿¿11094¿¿¿¿{"start":{"line":459,"column":32},"end":{"line":463,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
8305¿VariableDeclarator¿¿11094¿v936¿¿¿{"start":{"line":465,"column":17},"end":{"line":465,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8306¿ArrayExpression¿¿11094¿¿¿¿{"start":{"line":465,"column":17},"end":{"line":465,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ArrayExpression
8307¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":465,"column":8},"end":{"line":465,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8308¿AssignmentExpression¿=¿11094¿¿¿¿{"start":{"line":465,"column":8},"end":{"line":465,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
8309¿Identifier¿¿11094¿values¿¿¿{"start":{"line":465,"column":8},"end":{"line":465,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8310¿CallExpression¿¿11094¿¿¿¿{"start":{"line":465,"column":17},"end":{"line":465,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
8311¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":465,"column":17},"end":{"line":465,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8312¿Identifier¿¿11094¿v936¿¿¿¿¿Identifier
8313¿Identifier¿¿11094¿concat¿¿¿{"start":{"line":465,"column":20},"end":{"line":465,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8314¿Identifier¿¿11094¿values¿¿¿{"start":{"line":465,"column":27},"end":{"line":465,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8315¿BlockStatement¿¿11094¿¿¿¿{"start":{"line":464,"column":9},"end":{"line":466,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
8316¿VariableDeclarator¿¿11094¿v937¿¿¿{"start":{"line":468,"column":25},"end":{"line":468,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8317¿ObjectExpression¿¿11094¿¿¿¿{"start":{"line":468,"column":25},"end":{"line":468,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ObjectExpression
8318¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8319¿AssignmentExpression¿=¿11094¿¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
8320¿Identifier¿¿11094¿options¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8321¿LogicalExpression¿||¿11094¿¿¿¿{"start":{"line":468,"column":14},"end":{"line":468,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
8322¿Identifier¿¿11094¿options¿¿¿{"start":{"line":468,"column":14},"end":{"line":468,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8323¿Identifier¿¿11094¿v937¿¿¿¿¿Identifier
8324¿VariableDeclarator¿¿11094¿v938¿¿¿{"start":{"line":470,"column":19},"end":{"line":470,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8325¿UnaryExpression¿typeof¿11094¿¿¿¿{"start":{"line":470,"column":19},"end":{"line":470,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
8326¿Identifier¿¿11094¿ref¿¿¿{"start":{"line":470,"column":26},"end":{"line":470,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8327¿VariableDeclarator¿¿11094¿v939¿¿¿{"start":{"line":470,"column":19},"end":{"line":470,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8328¿BinaryExpression¿===¿11094¿¿¿¿{"start":{"line":470,"column":19},"end":{"line":470,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
8329¿Identifier¿¿11094¿v938¿¿¿¿¿Identifier
8330¿Literal¿string¿11094¿¿'string'¿¿{"start":{"line":470,"column":34},"end":{"line":470,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
8331¿VariableDeclarator¿¿11094¿v940¿¿¿{"start":{"line":470,"column":46},"end":{"line":470,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8332¿UnaryExpression¿typeof¿11094¿¿¿¿{"start":{"line":470,"column":46},"end":{"line":470,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
8333¿Identifier¿¿11094¿ref¿¿¿{"start":{"line":470,"column":53},"end":{"line":470,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8334¿VariableDeclarator¿¿11094¿v941¿¿¿{"start":{"line":470,"column":46},"end":{"line":470,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8335¿BinaryExpression¿===¿11094¿¿¿¿{"start":{"line":470,"column":46},"end":{"line":470,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
8336¿Identifier¿¿11094¿v940¿¿¿¿¿Identifier
8337¿Literal¿string¿11094¿¿'object'¿¿{"start":{"line":470,"column":61},"end":{"line":470,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
8338¿VariableDeclarator¿¿11094¿v942¿¿¿{"start":{"line":470,"column":19},"end":{"line":470,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8339¿LogicalExpression¿||¿11094¿¿¿¿{"start":{"line":470,"column":19},"end":{"line":470,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
8340¿Identifier¿¿11094¿v939¿¿¿¿¿Identifier
8341¿Identifier¿¿11094¿v941¿¿¿¿¿Identifier
8342¿VariableDeclarator¿¿11094¿v943¿¿¿{"start":{"line":470,"column":4},"end":{"line":470,"column":111},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8343¿CallExpression¿¿11094¿¿¿¿{"start":{"line":470,"column":4},"end":{"line":470,"column":111},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
8344¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":470,"column":4},"end":{"line":470,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8345¿Identifier¿¿11094¿exports¿¿¿{"start":{"line":470,"column":4},"end":{"line":470,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8346¿Identifier¿¿11094¿assert¿¿¿{"start":{"line":470,"column":12},"end":{"line":470,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8347¿Identifier¿¿11094¿v942¿¿¿¿¿Identifier
8348¿Literal¿string¿11094¿¿'Reference must be string or an object'¿¿{"start":{"line":470,"column":71},"end":{"line":470,"column":110},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
8349¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":470,"column":4},"end":{"line":470,"column":112},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8350¿Identifier¿¿11094¿v943¿¿¿¿¿Identifier
8351¿VariableDeclarator¿¿11094¿v944¿¿¿{"start":{"line":471,"column":19},"end":{"line":471,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8352¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":471,"column":19},"end":{"line":471,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8353¿Identifier¿¿11094¿values¿¿¿{"start":{"line":471,"column":19},"end":{"line":471,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8354¿Identifier¿¿11094¿length¿¿¿{"start":{"line":471,"column":26},"end":{"line":471,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8355¿VariableDeclarator¿¿11094¿v945¿¿¿{"start":{"line":471,"column":4},"end":{"line":471,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8356¿CallExpression¿¿11094¿¿¿¿{"start":{"line":471,"column":4},"end":{"line":471,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
8357¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":471,"column":4},"end":{"line":471,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8358¿Identifier¿¿11094¿exports¿¿¿{"start":{"line":471,"column":4},"end":{"line":471,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8359¿Identifier¿¿11094¿assert¿¿¿{"start":{"line":471,"column":12},"end":{"line":471,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8360¿Identifier¿¿11094¿v944¿¿¿¿¿Identifier
8361¿Literal¿string¿11094¿¿'Values array cannot be empty'¿¿{"start":{"line":471,"column":34},"end":{"line":471,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
8362¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":471,"column":4},"end":{"line":471,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8363¿Identifier¿¿11094¿v945¿¿¿¿¿Identifier
8364¿VariableDeclarator¿¿11094¿compare¿¿¿{"start":{"line":473,"column":8},"end":{"line":473,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8365¿VariableDeclarator¿¿11094¿compareFlags¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8366¿VariableDeclarator¿¿11094¿v946¿¿¿{"start":{"line":475,"column":8},"end":{"line":475,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8367¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":475,"column":8},"end":{"line":475,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8368¿Identifier¿¿11094¿options¿¿¿{"start":{"line":475,"column":8},"end":{"line":475,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8369¿Identifier¿¿11094¿deep¿¿¿{"start":{"line":475,"column":16},"end":{"line":475,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8370¿IfStatement¿¿11094¿¿¿¿{"start":{"line":475,"column":4},"end":{"line":488,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
8371¿Identifier¿¿11094¿v946¿¿¿¿¿Identifier
8372¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":476,"column":8},"end":{"line":476,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8373¿AssignmentExpression¿=¿11094¿¿¿¿{"start":{"line":476,"column":8},"end":{"line":476,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
8374¿Identifier¿¿11094¿compare¿¿¿{"start":{"line":476,"column":8},"end":{"line":476,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8375¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":476,"column":18},"end":{"line":476,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8376¿Identifier¿¿11094¿exports¿¿¿{"start":{"line":476,"column":18},"end":{"line":476,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8377¿Identifier¿¿11094¿deepEqual¿¿¿{"start":{"line":476,"column":26},"end":{"line":476,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8378¿VariableDeclarator¿¿11094¿hasOnly¿¿¿{"start":{"line":478,"column":14},"end":{"line":478,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8379¿CallExpression¿¿11094¿¿¿¿{"start":{"line":478,"column":24},"end":{"line":478,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
8380¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":478,"column":24},"end":{"line":478,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8381¿Identifier¿¿11094¿options¿¿¿{"start":{"line":478,"column":24},"end":{"line":478,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8382¿Identifier¿¿11094¿hasOwnProperty¿¿¿{"start":{"line":478,"column":32},"end":{"line":478,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8383¿Literal¿string¿11094¿¿'only'¿¿{"start":{"line":478,"column":47},"end":{"line":478,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
8384¿VariableDeclarator¿¿11094¿hasPart¿¿¿{"start":{"line":479,"column":14},"end":{"line":479,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8385¿CallExpression¿¿11094¿¿¿¿{"start":{"line":479,"column":24},"end":{"line":479,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
8386¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":479,"column":24},"end":{"line":479,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8387¿Identifier¿¿11094¿options¿¿¿{"start":{"line":479,"column":24},"end":{"line":479,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8388¿Identifier¿¿11094¿hasOwnProperty¿¿¿{"start":{"line":479,"column":32},"end":{"line":479,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8389¿Literal¿string¿11094¿¿'part'¿¿{"start":{"line":479,"column":47},"end":{"line":479,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
8390¿VariableDeclarator¿¿11094¿v947¿¿¿{"start":{"line":482,"column":33},"end":{"line":482,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8391¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":482,"column":33},"end":{"line":482,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8392¿Identifier¿¿11094¿options¿¿¿{"start":{"line":482,"column":33},"end":{"line":482,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8393¿Identifier¿¿11094¿only¿¿¿{"start":{"line":482,"column":41},"end":{"line":482,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8394¿VariableDeclarator¿¿11094¿v948¿¿¿{"start":{"line":482,"column":59},"end":{"line":482,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8395¿MemberExpression¿¿11094¿¿¿¿{"start":{"line":482,"column":59},"end":{"line":482,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
8396¿Identifier¿¿11094¿options¿¿¿{"start":{"line":482,"column":59},"end":{"line":482,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8397¿Identifier¿¿11094¿part¿¿¿{"start":{"line":482,"column":67},"end":{"line":482,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8398¿VariableDeclarator¿¿11094¿v949¿¿¿{"start":{"line":482,"column":58},"end":{"line":482,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8399¿UnaryExpression¿!¿11094¿¿¿¿{"start":{"line":482,"column":58},"end":{"line":482,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
8400¿Identifier¿¿11094¿v948¿¿¿¿¿Identifier
8401¿VariableDeclarator¿¿11094¿v950¿¿¿{"start":{"line":482,"column":48},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
8402¿IfStatement¿¿11094¿¿¿¿{"start":{"line":482,"column":48},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
8403¿Identifier¿¿11094¿hasPart¿¿¿{"start":{"line":482,"column":48},"end":{"line":482,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
8404¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":482,"column":48},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8405¿AssignmentExpression¿=¿11094¿¿¿¿{"start":{"line":482,"column":48},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
8406¿Identifier¿¿11094¿v950¿¿¿¿¿Identifier
8407¿Identifier¿¿11094¿v949¿¿¿¿¿Identifier
8408¿BlockStatement¿¿11094¿¿¿¿¿¿BlockStatement
8409¿ExpressionStatement¿¿11094¿¿¿¿{"start":{"line":482,"column":48},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
8410¿AssignmentExpression¿=¿11094¿¿¿¿{"start":{"line":482,"column":48},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
8411¿Identifier¿¿11094¿v950¿¿¿¿¿Identifier
8412¿Literal¿boolean¿11094¿¿false¿¿{"start":{"line":482,"column":74},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
8413¿BlockStatement¿¿11094¿¿¿¿¿¿BlockStatement
8414¿VariableDeclarator¿¿11094¿v951¿¿¿{"start":{"line":482,"column":23},"end":{"line":482,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
