Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3216¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":597,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Program
4385¿MemberExpression¿¿5585¿¿¿¿{"start":{"line":263,"column":11},"end":{"line":305,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4386¿Identifier¿¿5585¿v405¿¿¿¿¿Identifier
4387¿Identifier¿¿5585¿getPassword¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4388¿Identifier¿¿5585¿v404¿¿¿¿¿Identifier
4389¿ReturnStatement¿¿5585¿¿¿¿{"start":{"line":263,"column":4},"end":{"line":305,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ReturnStatement
4390¿Identifier¿¿5585¿v405¿¿¿¿¿Identifier
4391¿BlockStatement¿¿5585¿¿¿¿{"start":{"line":260,"column":27},"end":{"line":306,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
4392¿VariableDeclarator¿¿5522¿Settings¿¿¿{"start":{"line":260,"column":4},"end":{"line":306,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4393¿CallExpression¿¿5522¿¿¿¿{"start":{"line":260,"column":15},"end":{"line":306,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4394¿Identifier¿¿5522¿v406¿¿¿¿¿Identifier
4395¿VariableDeclarator¿¿5522¿v463¿¿¿{"start":{"line":309,"column":13},"end":{"line":468,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4396¿FunctionExpression¿¿5522¿anon¿¿¿{"start":{"line":309,"column":13},"end":{"line":468,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
4397¿VariableDeclarator¿¿5603¿fuzzy¿¿¿{"start":{"line":310,"column":8},"end":{"line":310,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4398¿CallExpression¿¿5603¿¿¿¿{"start":{"line":310,"column":16},"end":{"line":310,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4399¿Identifier¿¿5603¿require¿¿¿{"start":{"line":310,"column":16},"end":{"line":310,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4400¿Literal¿string¿5603¿¿'fuzzy'¿¿{"start":{"line":310,"column":24},"end":{"line":310,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
4401¿VariableDeclarator¿¿5603¿applescript¿¿¿{"start":{"line":311,"column":8},"end":{"line":311,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4402¿CallExpression¿¿5603¿¿¿¿{"start":{"line":311,"column":22},"end":{"line":311,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4403¿Identifier¿¿5603¿require¿¿¿{"start":{"line":311,"column":22},"end":{"line":311,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4404¿Literal¿string¿5603¿¿'node-osascript'¿¿{"start":{"line":311,"column":30},"end":{"line":311,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
4405¿VariableDeclarator¿¿5603¿v412¿¿¿{"start":{"line":315,"column":16},"end":{"line":327,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4406¿FunctionExpression¿¿5603¿anon¿¿¿{"start":{"line":315,"column":16},"end":{"line":327,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
4407¿Identifier¿¿0¿query¿¿¿{"start":{"line":315,"column":25},"end":{"line":315,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4408¿Identifier¿¿0¿list¿¿¿{"start":{"line":315,"column":32},"end":{"line":315,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4409¿Identifier¿¿0¿keyBuilder¿¿¿{"start":{"line":315,"column":38},"end":{"line":315,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4410¿VariableDeclarator¿¿5605¿v407¿¿¿{"start":{"line":316,"column":16},"end":{"line":316,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4411¿UnaryExpression¿!¿5605¿¿¿¿{"start":{"line":316,"column":16},"end":{"line":316,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿UnaryExpression
4412¿Identifier¿¿5605¿query¿¿¿{"start":{"line":316,"column":17},"end":{"line":316,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4413¿IfStatement¿¿5605¿¿¿¿{"start":{"line":316,"column":12},"end":{"line":318,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿IfStatement
4414¿Identifier¿¿5605¿v407¿¿¿¿¿Identifier
4415¿ReturnStatement¿¿5605¿¿¿¿{"start":{"line":317,"column":16},"end":{"line":317,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ReturnStatement
4416¿Identifier¿¿5605¿list¿¿¿{"start":{"line":317,"column":23},"end":{"line":317,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4417¿BlockStatement¿¿5605¿¿¿¿{"start":{"line":316,"column":24},"end":{"line":318,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
4418¿VariableDeclarator¿¿5605¿options¿¿¿{"start":{"line":320,"column":16},"end":{"line":322,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4419¿ObjectExpression¿¿5605¿¿¿¿¿¿ObjectExpression
4420¿ExpressionStatement¿¿5605¿¿¿¿{"start":{"line":320,"column":16},"end":{"line":322,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
4421¿AssignmentExpression¿=¿5605¿¿¿¿{"start":{"line":320,"column":16},"end":{"line":322,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
4422¿MemberExpression¿¿5605¿¿¿¿{"start":{"line":320,"column":16},"end":{"line":322,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4423¿Identifier¿¿5605¿options¿¿¿{"start":{"line":320,"column":16},"end":{"line":320,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4424¿Identifier¿¿5605¿extract¿¿¿{"start":{"line":321,"column":16},"end":{"line":321,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4425¿Identifier¿¿5605¿keyBuilder¿¿¿{"start":{"line":321,"column":25},"end":{"line":321,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4426¿VariableDeclarator¿¿5605¿v408¿¿¿{"start":{"line":324,"column":19},"end":{"line":324,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4427¿CallExpression¿¿5605¿¿¿¿{"start":{"line":324,"column":19},"end":{"line":324,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4428¿MemberExpression¿¿5605¿¿¿¿{"start":{"line":324,"column":19},"end":{"line":324,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4429¿Identifier¿¿5605¿fuzzy¿¿¿{"start":{"line":324,"column":19},"end":{"line":324,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4430¿Identifier¿¿5605¿filter¿¿¿{"start":{"line":324,"column":25},"end":{"line":324,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4431¿Identifier¿¿5605¿query¿¿¿{"start":{"line":324,"column":32},"end":{"line":324,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4432¿Identifier¿¿5605¿list¿¿¿{"start":{"line":324,"column":39},"end":{"line":324,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4433¿Identifier¿¿5605¿options¿¿¿{"start":{"line":324,"column":45},"end":{"line":324,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4434¿VariableDeclarator¿¿5605¿v410¿¿¿{"start":{"line":324,"column":58},"end":{"line":326,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4435¿FunctionExpression¿¿5605¿anon¿¿¿{"start":{"line":324,"column":58},"end":{"line":326,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
4436¿Identifier¿¿0¿item¿¿¿{"start":{"line":324,"column":67},"end":{"line":324,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4437¿VariableDeclarator¿¿5608¿v409¿¿¿{"start":{"line":325,"column":23},"end":{"line":325,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4438¿MemberExpression¿¿5608¿¿¿¿{"start":{"line":325,"column":23},"end":{"line":325,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4439¿Identifier¿¿5608¿item¿¿¿{"start":{"line":325,"column":23},"end":{"line":325,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4440¿Identifier¿¿5608¿original¿¿¿{"start":{"line":325,"column":28},"end":{"line":325,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4441¿ReturnStatement¿¿5608¿¿¿¿{"start":{"line":325,"column":16},"end":{"line":325,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ReturnStatement
4442¿Identifier¿¿5608¿v409¿¿¿¿¿Identifier
4443¿BlockStatement¿¿5608¿¿¿¿{"start":{"line":324,"column":73},"end":{"line":326,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
4444¿VariableDeclarator¿¿5605¿v411¿¿¿{"start":{"line":324,"column":19},"end":{"line":326,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4445¿CallExpression¿¿5605¿¿¿¿{"start":{"line":324,"column":19},"end":{"line":326,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4446¿MemberExpression¿¿5605¿¿¿¿{"start":{"line":324,"column":19},"end":{"line":324,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4447¿Identifier¿¿5605¿v408¿¿¿¿¿Identifier
4448¿Identifier¿¿5605¿map¿¿¿{"start":{"line":324,"column":54},"end":{"line":324,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4449¿Identifier¿¿5605¿v410¿¿¿¿¿Identifier
4450¿ReturnStatement¿¿5605¿¿¿¿{"start":{"line":324,"column":12},"end":{"line":326,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ReturnStatement
4451¿Identifier¿¿5605¿v411¿¿¿¿¿Identifier
4452¿BlockStatement¿¿5605¿¿¿¿{"start":{"line":315,"column":50},"end":{"line":327,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
4453¿VariableDeclarator¿¿5603¿v414¿¿¿{"start":{"line":339,"column":21},"end":{"line":341,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4454¿FunctionExpression¿¿5603¿anon¿¿¿{"start":{"line":339,"column":21},"end":{"line":341,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
4455¿Identifier¿¿0¿script¿¿¿{"start":{"line":339,"column":30},"end":{"line":339,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4456¿Identifier¿¿0¿handler¿¿¿{"start":{"line":339,"column":38},"end":{"line":339,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4457¿VariableDeclarator¿¿5610¿v413¿¿¿{"start":{"line":340,"column":16},"end":{"line":340,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4458¿CallExpression¿¿5610¿¿¿¿{"start":{"line":340,"column":16},"end":{"line":340,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4459¿MemberExpression¿¿5610¿¿¿¿{"start":{"line":340,"column":16},"end":{"line":340,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4460¿Identifier¿¿5610¿applescript¿¿¿{"start":{"line":340,"column":16},"end":{"line":340,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4461¿Identifier¿¿5610¿execute¿¿¿{"start":{"line":340,"column":28},"end":{"line":340,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4462¿Identifier¿¿5610¿script¿¿¿{"start":{"line":340,"column":36},"end":{"line":340,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4463¿Identifier¿¿5610¿handler¿¿¿{"start":{"line":340,"column":44},"end":{"line":340,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4464¿ExpressionStatement¿¿5610¿¿¿¿{"start":{"line":340,"column":16},"end":{"line":340,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
4465¿Identifier¿¿5610¿v413¿¿¿¿¿Identifier
4466¿BlockStatement¿¿5610¿¿¿¿{"start":{"line":339,"column":47},"end":{"line":341,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
4467¿VariableDeclarator¿¿5603¿v417¿¿¿{"start":{"line":349,"column":25},"end":{"line":351,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4468¿FunctionExpression¿¿5603¿anon¿¿¿{"start":{"line":349,"column":25},"end":{"line":351,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
4469¿Identifier¿¿0¿path¿¿¿{"start":{"line":349,"column":34},"end":{"line":349,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4470¿Identifier¿¿0¿varibale¿¿¿{"start":{"line":349,"column":40},"end":{"line":349,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4471¿Identifier¿¿0¿handler¿¿¿{"start":{"line":349,"column":50},"end":{"line":349,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4472¿VariableDeclarator¿¿5612¿v415¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4473¿MemberExpression¿¿5612¿¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4474¿Identifier¿¿5612¿applescript¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4475¿Identifier¿¿5612¿executeFile¿¿¿{"start":{"line":350,"column":28},"end":{"line":350,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4476¿VariableDeclarator¿¿5612¿v416¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4477¿CallExpression¿¿5612¿¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4478¿MemberExpression¿¿5612¿¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4479¿Identifier¿¿5612¿v415¿¿¿¿¿Identifier
4480¿Identifier¿¿5612¿apply¿¿¿{"start":{"line":350,"column":40},"end":{"line":350,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4481¿ThisExpression¿¿5612¿¿¿¿{"start":{"line":350,"column":46},"end":{"line":350,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
4482¿Identifier¿¿5612¿arguments¿¿¿{"start":{"line":350,"column":52},"end":{"line":350,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4483¿ExpressionStatement¿¿5612¿¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
4484¿Identifier¿¿5612¿v416¿¿¿¿¿Identifier
4485¿BlockStatement¿¿5612¿¿¿¿{"start":{"line":349,"column":59},"end":{"line":351,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
4486¿VariableDeclarator¿¿5603¿v418¿¿¿{"start":{"line":333,"column":21},"end":{"line":352,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4487¿ObjectExpression¿¿5603¿¿¿¿¿¿ObjectExpression
4488¿ExpressionStatement¿¿5603¿¿¿¿{"start":{"line":333,"column":21},"end":{"line":352,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
4489¿AssignmentExpression¿=¿5603¿¿¿¿{"start":{"line":333,"column":21},"end":{"line":352,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
4490¿MemberExpression¿¿5603¿¿¿¿{"start":{"line":333,"column":21},"end":{"line":352,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4491¿Identifier¿¿5603¿v418¿¿¿¿¿Identifier
4492¿Identifier¿¿5603¿execute¿¿¿{"start":{"line":339,"column":12},"end":{"line":339,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4493¿Identifier¿¿5603¿v414¿¿¿¿¿Identifier
4494¿ExpressionStatement¿¿5603¿¿¿¿{"start":{"line":333,"column":21},"end":{"line":352,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
4495¿AssignmentExpression¿=¿5603¿¿¿¿{"start":{"line":333,"column":21},"end":{"line":352,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
4496¿MemberExpression¿¿5603¿¿¿¿{"start":{"line":333,"column":21},"end":{"line":352,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4497¿Identifier¿¿5603¿v418¿¿¿¿¿Identifier
4498¿Identifier¿¿5603¿executeFile¿¿¿{"start":{"line":349,"column":12},"end":{"line":349,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4499¿Identifier¿¿5603¿v417¿¿¿¿¿Identifier
4500¿VariableDeclarator¿¿5603¿v420¿¿¿{"start":{"line":361,"column":22},"end":{"line":365,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4501¿FunctionExpression¿¿5603¿anon¿¿¿{"start":{"line":361,"column":22},"end":{"line":365,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
4502¿Identifier¿¿0¿data¿¿¿{"start":{"line":361,"column":31},"end":{"line":361,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4503¿VariableDeclarator¿¿5614¿ret¿¿¿{"start":{"line":362,"column":16},"end":{"line":362,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4504¿CallExpression¿¿5614¿¿¿¿{"start":{"line":362,"column":22},"end":{"line":362,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4505¿Identifier¿¿5614¿_updateArg¿¿¿{"start":{"line":362,"column":22},"end":{"line":362,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4506¿Identifier¿¿5614¿data¿¿¿{"start":{"line":362,"column":33},"end":{"line":362,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4507¿VariableDeclarator¿¿5614¿v419¿¿¿{"start":{"line":363,"column":12},"end":{"line":363,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
4508¿CallExpression¿¿5614¿¿¿¿{"start":{"line":363,"column":12},"end":{"line":363,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
4509¿MemberExpression¿¿5614¿¿¿¿{"start":{"line":363,"column":12},"end":{"line":363,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
4510¿Identifier¿¿5614¿console¿¿¿{"start":{"line":363,"column":12},"end":{"line":363,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4511¿Identifier¿¿5614¿log¿¿¿{"start":{"line":363,"column":20},"end":{"line":363,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4512¿Identifier¿¿5614¿ret¿¿¿{"start":{"line":363,"column":24},"end":{"line":363,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
4513¿ExpressionStatement¿¿5614¿¿¿¿{"start":{"line":363,"column":12},"end":{"line":363,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
4514¿Identifier¿¿5614¿v419¿¿¿¿¿Identifier
