Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Program
967¿IfStatement¿¿1213¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
968¿Identifier¿¿1213¿v106¿¿¿¿¿Identifier
969¿VariableDeclarator¿¿1213¿v107¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
970¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
971¿Identifier¿¿1213¿opts¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
972¿Identifier¿¿1213¿_innerMixer¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
973¿VariableDeclarator¿¿1213¿v108¿¿¿{"start":{"line":68,"column":45},"end":{"line":68,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
974¿ObjectExpression¿¿1213¿¿¿¿{"start":{"line":68,"column":45},"end":{"line":68,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ObjectExpression
975¿VariableDeclarator¿¿1213¿v109¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
976¿ArrayExpression¿¿1213¿¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ArrayExpression
977¿Identifier¿¿1213¿v108¿¿¿¿¿Identifier
978¿VariableDeclarator¿¿1213¿v110¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
979¿CallExpression¿¿1213¿¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
980¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
981¿Identifier¿¿1213¿v109¿¿¿¿¿Identifier
982¿Identifier¿¿1213¿concat¿¿¿{"start":{"line":68,"column":49},"end":{"line":68,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
983¿Identifier¿¿1213¿sources¿¿¿{"start":{"line":68,"column":56},"end":{"line":68,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
984¿VariableDeclarator¿¿1213¿v111¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
985¿CallExpression¿¿1213¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
986¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
987¿Identifier¿¿1213¿v107¿¿¿¿¿Identifier
988¿Identifier¿¿1213¿apply¿¿¿{"start":{"line":68,"column":32},"end":{"line":68,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
989¿Identifier¿¿1213¿opts¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
990¿Identifier¿¿1213¿v110¿¿¿¿¿Identifier
991¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ReturnStatement
992¿Identifier¿¿1213¿v111¿¿¿¿¿Identifier
993¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":66,"column":30},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
994¿VariableDeclarator¿¿1213¿v112¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
995¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
996¿Identifier¿¿1213¿_lodashLangCloneDeep2¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
997¿Literal¿string¿1213¿¿'default'¿¿{"start":{"line":70,"column":39},"end":{"line":70,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
998¿VariableDeclarator¿¿1213¿v113¿¿¿{"start":{"line":70,"column":51},"end":{"line":70,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
999¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":70,"column":51},"end":{"line":70,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1000¿Identifier¿¿1213¿sources¿¿¿{"start":{"line":70,"column":51},"end":{"line":70,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1001¿Literal¿number¿1213¿¿0¿¿{"start":{"line":70,"column":59},"end":{"line":70,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1002¿VariableDeclarator¿¿1213¿v114¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1003¿CallExpression¿¿1213¿¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1004¿SequenceExpression¿¿1213¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿SequenceExpression
1005¿Literal¿number¿1213¿¿0¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1006¿Identifier¿¿1213¿v112¿¿¿¿¿Identifier
1007¿Identifier¿¿1213¿v113¿¿¿¿¿Identifier
1008¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ReturnStatement
1009¿Identifier¿¿1213¿v114¿¿¿¿¿Identifier
1010¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":65,"column":127},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1011¿VariableDeclarator¿¿1213¿v115¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1012¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1013¿Identifier¿¿1213¿opts¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1014¿Identifier¿¿1213¿noOverwrite¿¿¿{"start":{"line":73,"column":13},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1015¿IfStatement¿¿1213¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
1016¿Identifier¿¿1213¿v115¿¿¿¿¿Identifier
1017¿VariableDeclarator¿¿1213¿v116¿¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1018¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1019¿Identifier¿¿1213¿_lodashLangIsObject2¿¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1020¿Literal¿string¿1213¿¿'default'¿¿{"start":{"line":74,"column":36},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1021¿VariableDeclarator¿¿1213¿v117¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1022¿CallExpression¿¿1213¿¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1023¿SequenceExpression¿¿1213¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿SequenceExpression
1024¿Literal¿number¿1213¿¿0¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1025¿Identifier¿¿1213¿v116¿¿¿¿¿Identifier
1026¿Identifier¿¿1213¿target¿¿¿{"start":{"line":74,"column":48},"end":{"line":74,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1213¿v118¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1028¿UnaryExpression¿!¿1213¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿UnaryExpression
1029¿Identifier¿¿1213¿v117¿¿¿¿¿Identifier
1030¿VariableDeclarator¿¿1213¿v119¿¿¿{"start":{"line":74,"column":64},"end":{"line":74,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1031¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":74,"column":64},"end":{"line":74,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1032¿Identifier¿¿1213¿_lodashLangIsObject2¿¿¿{"start":{"line":74,"column":64},"end":{"line":74,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1033¿Literal¿string¿1213¿¿'default'¿¿{"start":{"line":74,"column":85},"end":{"line":74,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1034¿VariableDeclarator¿¿1213¿v120¿¿¿{"start":{"line":74,"column":97},"end":{"line":74,"column":107},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1035¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":74,"column":97},"end":{"line":74,"column":107},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1036¿Identifier¿¿1213¿sources¿¿¿{"start":{"line":74,"column":97},"end":{"line":74,"column":104},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1037¿Literal¿number¿1213¿¿0¿¿{"start":{"line":74,"column":105},"end":{"line":74,"column":106},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1038¿VariableDeclarator¿¿1213¿v121¿¿¿{"start":{"line":74,"column":60},"end":{"line":74,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1039¿CallExpression¿¿1213¿¿¿¿{"start":{"line":74,"column":60},"end":{"line":74,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1040¿SequenceExpression¿¿1213¿¿¿¿{"start":{"line":74,"column":61},"end":{"line":74,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿SequenceExpression
1041¿Literal¿number¿1213¿¿0¿¿{"start":{"line":74,"column":61},"end":{"line":74,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1042¿Identifier¿¿1213¿v119¿¿¿¿¿Identifier
1043¿Identifier¿¿1213¿v120¿¿¿¿¿Identifier
1044¿VariableDeclarator¿¿1213¿v122¿¿¿{"start":{"line":74,"column":59},"end":{"line":74,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1045¿UnaryExpression¿!¿1213¿¿¿¿{"start":{"line":74,"column":59},"end":{"line":74,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿UnaryExpression
1046¿Identifier¿¿1213¿v121¿¿¿¿¿Identifier
1047¿VariableDeclarator¿¿1213¿v123¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1048¿LogicalExpression¿||¿1213¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿LogicalExpression
1049¿Identifier¿¿1213¿v118¿¿¿¿¿Identifier
1050¿Identifier¿¿1213¿v122¿¿¿¿¿Identifier
1051¿IfStatement¿¿1213¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":76,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
1052¿Identifier¿¿1213¿v123¿¿¿¿¿Identifier
1053¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ReturnStatement
1054¿Identifier¿¿1213¿target¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1055¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":74,"column":110},"end":{"line":76,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1056¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":73,"column":26},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1057¿VariableDeclarator¿¿1213¿iteratee¿¿¿{"start":{"line":79,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1058¿FunctionExpression¿¿1213¿anon¿¿¿{"start":{"line":79,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿FunctionExpression
1059¿Identifier¿¿0¿sourceValue¿¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1060¿Identifier¿¿0¿key¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1061¿VariableDeclarator¿¿1221¿targetValue¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1062¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1063¿Identifier¿¿1221¿target¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1064¿Identifier¿¿1221¿key¿¿¿{"start":{"line":80,"column":31},"end":{"line":80,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1065¿VariableDeclarator¿¿1221¿v124¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1066¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1067¿Identifier¿¿1221¿opts¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1068¿Identifier¿¿1221¿filter¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1069¿VariableDeclarator¿¿1221¿v125¿¿¿{"start":{"line":81,"column":26},"end":{"line":81,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1070¿CallExpression¿¿1221¿¿¿¿{"start":{"line":81,"column":26},"end":{"line":81,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1071¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":81,"column":26},"end":{"line":81,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1072¿Identifier¿¿1221¿opts¿¿¿{"start":{"line":81,"column":26},"end":{"line":81,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1073¿Identifier¿¿1221¿filter¿¿¿{"start":{"line":81,"column":31},"end":{"line":81,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1074¿Identifier¿¿1221¿sourceValue¿¿¿{"start":{"line":81,"column":38},"end":{"line":81,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1075¿Identifier¿¿1221¿targetValue¿¿¿{"start":{"line":81,"column":51},"end":{"line":81,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1076¿Identifier¿¿1221¿key¿¿¿{"start":{"line":81,"column":64},"end":{"line":81,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1077¿VariableDeclarator¿¿1221¿v126¿¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1078¿UnaryExpression¿!¿1221¿¿¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿UnaryExpression
1079¿Identifier¿¿1221¿v125¿¿¿¿¿Identifier
1080¿VariableDeclarator¿¿1221¿v127¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1081¿LogicalExpression¿&&¿1221¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿LogicalExpression
1082¿Identifier¿¿1221¿v124¿¿¿¿¿Identifier
1083¿Identifier¿¿1221¿v126¿¿¿¿¿Identifier
1084¿IfStatement¿¿1221¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":83,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
1085¿Identifier¿¿1221¿v127¿¿¿¿¿Identifier
1086¿ReturnStatement¿¿1221¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ReturnStatement
1087¿BlockStatement¿¿1221¿¿¿¿{"start":{"line":81,"column":70},"end":{"line":83,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1088¿VariableDeclarator¿¿1221¿result¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1089¿VariableDeclarator¿¿1221¿v128¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1090¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1091¿Identifier¿¿1221¿opts¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1092¿Identifier¿¿1221¿deep¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1093¿VariableDeclarator¿¿1221¿v129¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1094¿CallExpression¿¿1221¿¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1095¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1096¿Identifier¿¿1221¿opts¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1097¿Identifier¿¿1221¿_innerMixer¿¿¿{"start":{"line":85,"column":36},"end":{"line":85,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1098¿Identifier¿¿1221¿targetValue¿¿¿{"start":{"line":85,"column":48},"end":{"line":85,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1099¿Identifier¿¿1221¿sourceValue¿¿¿{"start":{"line":85,"column":61},"end":{"line":85,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1100¿IfStatement¿¿1221¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
1101¿Identifier¿¿1221¿v128¿¿¿¿¿Identifier
1102¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1103¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1104¿Identifier¿¿1221¿result¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1105¿Identifier¿¿1221¿v129¿¿¿¿¿Identifier
1106¿BlockStatement¿¿1221¿¿¿¿¿¿BlockStatement
1107¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1108¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1109¿Identifier¿¿1221¿result¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1110¿Identifier¿¿1221¿sourceValue¿¿¿{"start":{"line":85,"column":76},"end":{"line":85,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1111¿BlockStatement¿¿1221¿¿¿¿¿¿BlockStatement
