Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
795¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Program
1072¿VariableDeclarator¿¿1379¿v103¿¿¿{"start":{"line":54,"column":15},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1073¿CallExpression¿¿1379¿¿¿¿{"start":{"line":54,"column":15},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1074¿Identifier¿¿1379¿callback¿¿¿{"start":{"line":54,"column":15},"end":{"line":54,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1075¿Identifier¿¿1379¿err¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1076¿ReturnStatement¿¿1379¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
1077¿Identifier¿¿1379¿v103¿¿¿¿¿Identifier
1078¿BlockStatement¿¿1379¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":55,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1079¿VariableDeclarator¿¿1379¿v104¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1080¿MemberExpression¿¿1379¿¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1081¿Identifier¿¿1379¿result¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1082¿Identifier¿¿1379¿size¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1083¿ExpressionStatement¿¿1379¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1084¿AssignmentExpression¿=¿1379¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1085¿MemberExpression¿¿1379¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1086¿ThisExpression¿¿1379¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1087¿Identifier¿¿1379¿size¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1088¿Identifier¿¿1379¿v104¿¿¿¿¿Identifier
1089¿VariableDeclarator¿¿1379¿v105¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1090¿MemberExpression¿¿1379¿¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1091¿ThisExpression¿¿1379¿¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1092¿Identifier¿¿1379¿size¿¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1093¿VariableDeclarator¿¿1379¿v106¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1094¿CallExpression¿¿1379¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1095¿Identifier¿¿1379¿callback¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1096¿Literal¿object¿1379¿¿null¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1097¿Identifier¿¿1379¿v105¿¿¿¿¿Identifier
1098¿ExpressionStatement¿¿1379¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1099¿Identifier¿¿1379¿v106¿¿¿¿¿Identifier
1100¿BlockStatement¿¿1379¿¿¿¿{"start":{"line":52,"column":50},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1101¿VariableDeclarator¿¿1376¿v108¿¿¿{"start":{"line":52,"column":4},"end":{"line":58,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1102¿CallExpression¿¿1376¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":58,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1103¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1104¿Identifier¿¿1376¿fs¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1105¿Identifier¿¿1376¿stat¿¿¿{"start":{"line":52,"column":7},"end":{"line":52,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1106¿Identifier¿¿1376¿v102¿¿¿¿¿Identifier
1107¿Identifier¿¿1376¿v107¿¿¿¿¿Identifier
1108¿ExpressionStatement¿¿1376¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":58,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1109¿Identifier¿¿1376¿v108¿¿¿¿¿Identifier
1110¿BlockStatement¿¿1376¿¿¿¿{"start":{"line":48,"column":31},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1111¿VariableDeclarator¿¿1357¿v122¿¿¿{"start":{"line":60,"column":11},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1112¿FunctionExpression¿¿1357¿anon¿¿¿{"start":{"line":60,"column":11},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
1113¿Identifier¿¿0¿callback¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1114¿VariableDeclarator¿¿1382¿v110¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1115¿MemberExpression¿¿1382¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1116¿ThisExpression¿¿1382¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1117¿Identifier¿¿1382¿hash¿¿¿{"start":{"line":61,"column":13},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1118¿IfStatement¿¿1382¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":63,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1119¿Identifier¿¿1382¿v110¿¿¿¿¿Identifier
1120¿VariableDeclarator¿¿1382¿v111¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1121¿MemberExpression¿¿1382¿¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1122¿ThisExpression¿¿1382¿¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1123¿Identifier¿¿1382¿hash¿¿¿{"start":{"line":62,"column":33},"end":{"line":62,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1124¿VariableDeclarator¿¿1382¿v112¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1382¿¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1126¿Identifier¿¿1382¿callback¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1127¿Literal¿object¿1382¿¿null¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1128¿Identifier¿¿1382¿v111¿¿¿¿¿Identifier
1129¿ReturnStatement¿¿1382¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
1130¿Identifier¿¿1382¿v112¿¿¿¿¿Identifier
1131¿BlockStatement¿¿1382¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":63,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1132¿VariableDeclarator¿¿1382¿v113¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1133¿MemberExpression¿¿1382¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1134¿ThisExpression¿¿1382¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1135¿Identifier¿¿1382¿filePath¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1136¿VariableDeclarator¿¿1382¿v120¿¿¿{"start":{"line":64,"column":39},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1137¿FunctionExpression¿¿1382¿anon¿¿¿{"start":{"line":64,"column":39},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
1138¿Identifier¿¿0¿err¿¿¿{"start":{"line":64,"column":49},"end":{"line":64,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1139¿Identifier¿¿0¿result¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1140¿IfStatement¿¿1385¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":67,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1141¿Identifier¿¿1385¿err¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1142¿VariableDeclarator¿¿1385¿v114¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1143¿CallExpression¿¿1385¿¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1144¿Identifier¿¿1385¿callback¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1145¿Identifier¿¿1385¿err¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1146¿ReturnStatement¿¿1385¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
1147¿Identifier¿¿1385¿v114¿¿¿¿¿Identifier
1148¿BlockStatement¿¿1385¿¿¿¿{"start":{"line":65,"column":15},"end":{"line":67,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1149¿VariableDeclarator¿¿1385¿v115¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1150¿CallExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1151¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1152¿Identifier¿¿1385¿crypto¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1153¿Identifier¿¿1385¿createHash¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1154¿Literal¿string¿1385¿¿'sha1'¿¿{"start":{"line":68,"column":36},"end":{"line":68,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1155¿VariableDeclarator¿¿1385¿v116¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1156¿CallExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1157¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1158¿Identifier¿¿1385¿v115¿¿¿¿¿Identifier
1159¿Identifier¿¿1385¿update¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1160¿Identifier¿¿1385¿result¿¿¿{"start":{"line":68,"column":51},"end":{"line":68,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1161¿VariableDeclarator¿¿1385¿v117¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1162¿CallExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1163¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1164¿Identifier¿¿1385¿v116¿¿¿¿¿Identifier
1165¿Identifier¿¿1385¿digest¿¿¿{"start":{"line":68,"column":59},"end":{"line":68,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1166¿Literal¿string¿1385¿¿'hex'¿¿{"start":{"line":68,"column":66},"end":{"line":68,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1167¿ExpressionStatement¿¿1385¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1168¿AssignmentExpression¿=¿1385¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1169¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1170¿ThisExpression¿¿1385¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1171¿Identifier¿¿1385¿hash¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1172¿Identifier¿¿1385¿v117¿¿¿¿¿Identifier
1173¿VariableDeclarator¿¿1385¿v118¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1174¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1175¿ThisExpression¿¿1385¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1176¿Identifier¿¿1385¿hash¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1177¿VariableDeclarator¿¿1385¿v119¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1178¿CallExpression¿¿1385¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1179¿Identifier¿¿1385¿callback¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1180¿Literal¿object¿1385¿¿null¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1181¿Identifier¿¿1385¿v118¿¿¿¿¿Identifier
1182¿ExpressionStatement¿¿1385¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1183¿Identifier¿¿1385¿v119¿¿¿¿¿Identifier
1184¿BlockStatement¿¿1385¿¿¿¿{"start":{"line":64,"column":62},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1185¿VariableDeclarator¿¿1382¿v121¿¿¿{"start":{"line":64,"column":4},"end":{"line":70,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1186¿CallExpression¿¿1382¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":70,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1187¿MemberExpression¿¿1382¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1188¿Identifier¿¿1382¿fs¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1189¿Identifier¿¿1382¿readFile¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1190¿Identifier¿¿1382¿v113¿¿¿¿¿Identifier
1191¿Literal¿string¿1382¿¿'utf8'¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1192¿Identifier¿¿1382¿v120¿¿¿¿¿Identifier
1193¿ExpressionStatement¿¿1382¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":70,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1194¿Identifier¿¿1382¿v121¿¿¿¿¿Identifier
1195¿BlockStatement¿¿1382¿¿¿¿{"start":{"line":60,"column":31},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1196¿VariableDeclarator¿¿1357¿v134¿¿¿{"start":{"line":72,"column":14},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1197¿FunctionExpression¿¿1357¿anon¿¿¿{"start":{"line":72,"column":14},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
1198¿Identifier¿¿0¿callback¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1199¿VariableDeclarator¿¿1388¿v123¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1200¿MemberExpression¿¿1388¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1201¿ThisExpression¿¿1388¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1202¿Identifier¿¿1388¿mime¿¿¿{"start":{"line":73,"column":13},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1388¿v124¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1204¿BinaryExpression¿!==¿1388¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BinaryExpression
1205¿Identifier¿¿1388¿v123¿¿¿¿¿Identifier
1206¿Literal¿string¿1388¿¿'text/html'¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1207¿IfStatement¿¿1388¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1208¿Identifier¿¿1388¿v124¿¿¿¿¿Identifier
1209¿VariableDeclarator¿¿1388¿v125¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1210¿MemberExpression¿¿1388¿¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1211¿ThisExpression¿¿1388¿¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1212¿Identifier¿¿1388¿charset¿¿¿{"start":{"line":74,"column":33},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1213¿VariableDeclarator¿¿1388¿v126¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1214¿CallExpression¿¿1388¿¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
