Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
781¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Program
1054¿Identifier¿¿1384¿v116¿¿¿¿¿Identifier
1055¿ReturnStatement¿¿1384¿¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ReturnStatement
1056¿BlockStatement¿¿1384¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":45,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1057¿VariableDeclarator¿¿1384¿v117¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1058¿CallExpression¿¿1384¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1059¿Identifier¿¿1384¿responseTemp¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1060¿Identifier¿¿1384¿response¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1061¿Identifier¿¿1384¿httpHead¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1062¿Identifier¿¿1384¿file¿¿¿{"start":{"line":46,"column":41},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1063¿ExpressionStatement¿¿1384¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1064¿Identifier¿¿1384¿v117¿¿¿¿¿Identifier
1065¿BlockStatement¿¿1384¿¿¿¿{"start":{"line":41,"column":69},"end":{"line":47,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1066¿VariableDeclarator¿¿1382¿v119¿¿¿{"start":{"line":41,"column":6},"end":{"line":47,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1067¿CallExpression¿¿1382¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":47,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1068¿MemberExpression¿¿1382¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1069¿Identifier¿¿1382¿fs¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1070¿Identifier¿¿1382¿readFile¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1071¿Identifier¿¿1382¿v115¿¿¿¿¿Identifier
1072¿Identifier¿¿1382¿v118¿¿¿¿¿Identifier
1073¿ExpressionStatement¿¿1382¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":47,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1074¿Identifier¿¿1382¿v119¿¿¿¿¿Identifier
1075¿BlockStatement¿¿1382¿¿¿¿{"start":{"line":40,"column":33},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1076¿VariableDeclarator¿¿1376¿send¿¿¿{"start":{"line":50,"column":8},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1077¿FunctionExpression¿¿1376¿anon¿¿¿{"start":{"line":50,"column":15},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿FunctionExpression
1078¿Identifier¿¿0¿res¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1079¿IfStatement¿¿1387¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1080¿Identifier¿¿1387¿res¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1081¿VariableDeclarator¿¿1387¿v120¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1082¿BinaryExpression¿===¿1387¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BinaryExpression
1083¿Identifier¿¿1387¿res¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1084¿Literal¿string¿1387¿¿'error'¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1085¿IfStatement¿¿1387¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1086¿Identifier¿¿1387¿v120¿¿¿¿¿Identifier
1087¿VariableDeclarator¿¿1387¿v121¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1387¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1089¿Identifier¿¿1387¿error¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1090¿Identifier¿¿1387¿response¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1091¿Literal¿string¿1387¿¿'Route config error!'¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1092¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1093¿Identifier¿¿1387¿v121¿¿¿¿¿Identifier
1094¿ReturnStatement¿¿1387¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ReturnStatement
1095¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":52,"column":28},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1096¿VariableDeclarator¿¿1387¿v122¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1097¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1098¿Identifier¿¿1387¿res¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1099¿Identifier¿¿1387¿html¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1100¿IfStatement¿¿1387¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1101¿Identifier¿¿1387¿v122¿¿¿¿¿Identifier
1102¿VariableDeclarator¿¿1387¿v123¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1103¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1104¿Identifier¿¿1387¿res¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1105¿Identifier¿¿1387¿status¿¿¿{"start":{"line":59,"column":33},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1106¿VariableDeclarator¿¿1387¿v124¿¿¿{"start":{"line":59,"column":41},"end":{"line":59,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1107¿ObjectExpression¿¿1387¿¿¿¿{"start":{"line":59,"column":41},"end":{"line":59,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ObjectExpression
1108¿Property¿¿1387¿¿¿¿{"start":{"line":59,"column":42},"end":{"line":59,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Property
1109¿Literal¿string¿1387¿¿'Content-Type'¿¿{"start":{"line":59,"column":42},"end":{"line":59,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1110¿Literal¿string¿1387¿¿'text/html;charset:utf-8'¿¿{"start":{"line":59,"column":58},"end":{"line":59,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1111¿VariableDeclarator¿¿1387¿v125¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1112¿CallExpression¿¿1387¿¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1113¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1114¿Identifier¿¿1387¿response¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1115¿Identifier¿¿1387¿writeHead¿¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1116¿Identifier¿¿1387¿v123¿¿¿¿¿Identifier
1117¿Identifier¿¿1387¿v124¿¿¿¿¿Identifier
1118¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1119¿Identifier¿¿1387¿v125¿¿¿¿¿Identifier
1120¿VariableDeclarator¿¿1387¿v126¿¿¿{"start":{"line":60,"column":25},"end":{"line":60,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1121¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":60,"column":25},"end":{"line":60,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1122¿Identifier¿¿1387¿res¿¿¿{"start":{"line":60,"column":25},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1123¿Identifier¿¿1387¿html¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1124¿VariableDeclarator¿¿1387¿v127¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1387¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1126¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1127¿Identifier¿¿1387¿response¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1128¿Identifier¿¿1387¿write¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1129¿Identifier¿¿1387¿v126¿¿¿¿¿Identifier
1130¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1131¿Identifier¿¿1387¿v127¿¿¿¿¿Identifier
1132¿VariableDeclarator¿¿1387¿v128¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1133¿CallExpression¿¿1387¿¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1134¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1135¿Identifier¿¿1387¿response¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1136¿Identifier¿¿1387¿end¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1137¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1138¿Identifier¿¿1387¿v128¿¿¿¿¿Identifier
1139¿ReturnStatement¿¿1387¿¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ReturnStatement
1140¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":57,"column":21},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1141¿VariableDeclarator¿¿1387¿v129¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1142¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1143¿Identifier¿¿1387¿res¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1144¿Identifier¿¿1387¿status¿¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1145¿VariableDeclarator¿¿1387¿v130¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1146¿BinaryExpression¿===¿1387¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BinaryExpression
1147¿Identifier¿¿1387¿v129¿¿¿¿¿Identifier
1148¿Literal¿number¿1387¿¿302¿¿{"start":{"line":63,"column":33},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1149¿IfStatement¿¿1387¿¿¿¿{"start":{"line":63,"column":15},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1150¿Identifier¿¿1387¿v130¿¿¿¿¿Identifier
1151¿VariableDeclarator¿¿1387¿v131¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1152¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1153¿Identifier¿¿1387¿res¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1154¿Identifier¿¿1387¿status¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1155¿VariableDeclarator¿¿1387¿v132¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1156¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1157¿Identifier¿¿1387¿res¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1158¿Identifier¿¿1387¿url¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1159¿VariableDeclarator¿¿1387¿v133¿¿¿{"start":{"line":65,"column":41},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1160¿ObjectExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":41},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ObjectExpression
1161¿Property¿¿1387¿¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Property
1162¿Literal¿string¿1387¿¿'Content-Type'¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1163¿Literal¿string¿1387¿¿'text/html;charset:utf-8'¿¿{"start":{"line":66,"column":28},"end":{"line":66,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1164¿Property¿¿1387¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Property
1165¿Literal¿string¿1387¿¿'Location'¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1166¿Identifier¿¿1387¿v132¿¿¿¿¿Identifier
1167¿VariableDeclarator¿¿1387¿v134¿¿¿{"start":{"line":65,"column":10},"end":{"line":68,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1168¿CallExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":68,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1169¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1170¿Identifier¿¿1387¿response¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1171¿Identifier¿¿1387¿writeHead¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1172¿Identifier¿¿1387¿v131¿¿¿¿¿Identifier
1173¿Identifier¿¿1387¿v133¿¿¿¿¿Identifier
1174¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":68,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1175¿Identifier¿¿1387¿v134¿¿¿¿¿Identifier
1176¿VariableDeclarator¿¿1387¿v135¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1177¿CallExpression¿¿1387¿¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1178¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1179¿Identifier¿¿1387¿response¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1180¿Identifier¿¿1387¿end¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1181¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1182¿Identifier¿¿1387¿v135¿¿¿¿¿Identifier
1183¿ReturnStatement¿¿1387¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ReturnStatement
1184¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":63,"column":38},"end":{"line":71,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1185¿VariableDeclarator¿¿1387¿v136¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1186¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1187¿Identifier¿¿1387¿res¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1188¿Identifier¿¿1387¿data¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1189¿IfStatement¿¿1387¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1190¿Identifier¿¿1387¿v136¿¿¿¿¿Identifier
1191¿VariableDeclarator¿¿1387¿v137¿¿¿{"start":{"line":73,"column":29},"end":{"line":73,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1192¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":73,"column":29},"end":{"line":73,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
