Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Program
1250¿VariableDeclarator¿¿1703¿v174¿¿¿{"start":{"line":41,"column":19},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1251¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1252¿Identifier¿¿1703¿v170¿¿¿¿¿Identifier
1253¿Identifier¿¿1703¿v173¿¿¿¿¿Identifier
1254¿VariableDeclarator¿¿1703¿v175¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1255¿CallExpression¿¿1703¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1256¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1257¿Literal¿number¿1703¿¿0x00¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1258¿VariableDeclarator¿¿1703¿v176¿¿¿{"start":{"line":41,"column":19},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1259¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1260¿Identifier¿¿1703¿v174¿¿¿¿¿Identifier
1261¿Identifier¿¿1703¿v175¿¿¿¿¿Identifier
1262¿VariableDeclarator¿¿1703¿v177¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1263¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1264¿Identifier¿¿1703¿config¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1265¿Identifier¿¿1703¿appString¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1266¿VariableDeclarator¿¿1703¿v178¿¿¿{"start":{"line":41,"column":19},"end":{"line":44,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1267¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":44,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1268¿Identifier¿¿1703¿v176¿¿¿¿¿Identifier
1269¿Identifier¿¿1703¿v177¿¿¿¿¿Identifier
1270¿VariableDeclarator¿¿1703¿v179¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1271¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1272¿Identifier¿¿1703¿message¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1273¿Identifier¿¿1703¿length¿¿¿{"start":{"line":45,"column":28},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1274¿VariableDeclarator¿¿1703¿v180¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1275¿CallExpression¿¿1703¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1276¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1277¿Identifier¿¿1703¿v179¿¿¿¿¿Identifier
1278¿VariableDeclarator¿¿1703¿v181¿¿¿{"start":{"line":41,"column":19},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1279¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1280¿Identifier¿¿1703¿v178¿¿¿¿¿Identifier
1281¿Identifier¿¿1703¿v180¿¿¿¿¿Identifier
1282¿VariableDeclarator¿¿1703¿v182¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1283¿CallExpression¿¿1703¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1284¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1285¿Literal¿number¿1703¿¿0x00¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1286¿VariableDeclarator¿¿1703¿v183¿¿¿{"start":{"line":41,"column":19},"end":{"line":46,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1287¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":46,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1288¿Identifier¿¿1703¿v181¿¿¿¿¿Identifier
1289¿Identifier¿¿1703¿v182¿¿¿¿¿Identifier
1290¿VariableDeclarator¿¿1703¿v184¿¿¿{"start":{"line":41,"column":19},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1291¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1292¿Identifier¿¿1703¿v183¿¿¿¿¿Identifier
1293¿Identifier¿¿1703¿message¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1294¿ReturnStatement¿¿1703¿¿¿¿{"start":{"line":41,"column":12},"end":{"line":47,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ReturnStatement
1295¿Identifier¿¿1703¿v184¿¿¿¿¿Identifier
1296¿BlockStatement¿¿1703¿¿¿¿{"start":{"line":25,"column":38},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1297¿VariableDeclarator¿¿1700¿_socketChunkTwo¿¿¿{"start":{"line":49,"column":8},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1298¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":49,"column":26},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1299¿Identifier¿¿0¿command¿¿¿{"start":{"line":49,"column":35},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1705¿v185¿¿¿{"start":{"line":50,"column":26},"end":{"line":50,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1705¿¿¿¿{"start":{"line":50,"column":26},"end":{"line":50,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1302¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":50,"column":26},"end":{"line":50,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1303¿Literal¿number¿1705¿¿0x00¿¿{"start":{"line":50,"column":30},"end":{"line":50,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1304¿VariableDeclarator¿¿1705¿v186¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1305¿CallExpression¿¿1705¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1306¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1307¿Literal¿number¿1705¿¿0x00¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1308¿VariableDeclarator¿¿1705¿v187¿¿¿{"start":{"line":50,"column":26},"end":{"line":51,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1309¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":50,"column":26},"end":{"line":51,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1310¿Identifier¿¿1705¿v185¿¿¿¿¿Identifier
1311¿Identifier¿¿1705¿v186¿¿¿¿¿Identifier
1312¿VariableDeclarator¿¿1705¿v188¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1313¿CallExpression¿¿1705¿¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1314¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1315¿Literal¿number¿1705¿¿0x00¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1316¿VariableDeclarator¿¿1705¿v189¿¿¿{"start":{"line":50,"column":26},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1317¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":50,"column":26},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1318¿Identifier¿¿1705¿v187¿¿¿¿¿Identifier
1319¿Identifier¿¿1705¿v188¿¿¿¿¿Identifier
1320¿VariableDeclarator¿¿1705¿v190¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1321¿CallExpression¿¿1705¿¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1322¿Identifier¿¿1705¿base64Encode¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1323¿Identifier¿¿1705¿command¿¿¿{"start":{"line":53,"column":33},"end":{"line":53,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1324¿VariableDeclarator¿¿1705¿v191¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1325¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1326¿Identifier¿¿1705¿v190¿¿¿¿¿Identifier
1327¿Identifier¿¿1705¿length¿¿¿{"start":{"line":53,"column":42},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1328¿VariableDeclarator¿¿1705¿v192¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1329¿CallExpression¿¿1705¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1330¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1331¿Identifier¿¿1705¿v191¿¿¿¿¿Identifier
1332¿VariableDeclarator¿¿1705¿v193¿¿¿{"start":{"line":50,"column":26},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1333¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":50,"column":26},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1334¿Identifier¿¿1705¿v189¿¿¿¿¿Identifier
1335¿Identifier¿¿1705¿v192¿¿¿¿¿Identifier
1336¿VariableDeclarator¿¿1705¿v194¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1337¿CallExpression¿¿1705¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1338¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1339¿Literal¿number¿1705¿¿0x00¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1340¿VariableDeclarator¿¿1705¿v195¿¿¿{"start":{"line":50,"column":26},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1341¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":50,"column":26},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1342¿Identifier¿¿1705¿v193¿¿¿¿¿Identifier
1343¿Identifier¿¿1705¿v194¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1705¿v196¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1345¿CallExpression¿¿1705¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1346¿Identifier¿¿1705¿base64Encode¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1347¿Identifier¿¿1705¿command¿¿¿{"start":{"line":55,"column":29},"end":{"line":55,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1705¿message¿¿¿{"start":{"line":50,"column":16},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1349¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":50,"column":26},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1350¿Identifier¿¿1705¿v195¿¿¿¿¿Identifier
1351¿Identifier¿¿1705¿v196¿¿¿¿¿Identifier
1352¿VariableDeclarator¿¿1705¿v197¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1353¿CallExpression¿¿1705¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1354¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1355¿Literal¿number¿1705¿¿0x00¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1356¿VariableDeclarator¿¿1705¿v198¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1357¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1358¿Identifier¿¿1705¿config¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1359¿Identifier¿¿1705¿tvAppString¿¿¿{"start":{"line":58,"column":27},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1360¿VariableDeclarator¿¿1705¿v199¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1361¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1362¿Identifier¿¿1705¿v198¿¿¿¿¿Identifier
1363¿Identifier¿¿1705¿length¿¿¿{"start":{"line":58,"column":39},"end":{"line":58,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1364¿VariableDeclarator¿¿1705¿v200¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1365¿CallExpression¿¿1705¿¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1366¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1367¿Identifier¿¿1705¿v199¿¿¿¿¿Identifier
1368¿VariableDeclarator¿¿1705¿v201¿¿¿{"start":{"line":57,"column":19},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1369¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1370¿Identifier¿¿1705¿v197¿¿¿¿¿Identifier
1371¿Identifier¿¿1705¿v200¿¿¿¿¿Identifier
1372¿VariableDeclarator¿¿1705¿v202¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1373¿CallExpression¿¿1705¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1374¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1375¿Literal¿number¿1705¿¿0x00¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1376¿VariableDeclarator¿¿1705¿v203¿¿¿{"start":{"line":57,"column":19},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1377¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1378¿Identifier¿¿1705¿v201¿¿¿¿¿Identifier
1379¿Identifier¿¿1705¿v202¿¿¿¿¿Identifier
1380¿VariableDeclarator¿¿1705¿v204¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1381¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1382¿Identifier¿¿1705¿config¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1383¿Identifier¿¿1705¿tvAppString¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1384¿VariableDeclarator¿¿1705¿v205¿¿¿{"start":{"line":57,"column":19},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1385¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1386¿Identifier¿¿1705¿v203¿¿¿¿¿Identifier
1387¿Identifier¿¿1705¿v204¿¿¿¿¿Identifier
1388¿VariableDeclarator¿¿1705¿v206¿¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1389¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1390¿Identifier¿¿1705¿message¿¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1391¿Identifier¿¿1705¿length¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1392¿VariableDeclarator¿¿1705¿v207¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1393¿CallExpression¿¿1705¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
