Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1100¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Program
1372¿Identifier¿¿1951¿res¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1373¿Identifier¿¿1951¿setHeader¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1374¿Literal¿string¿1951¿¿'Content-type'¿¿{"start":{"line":50,"column":26},"end":{"line":50,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1375¿Identifier¿¿1951¿v124¿¿¿¿¿Identifier
1376¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1377¿Identifier¿¿1951¿v125¿¿¿¿¿Identifier
1378¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1379¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1380¿Identifier¿¿1951¿sid¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1381¿CallExpression¿¿1951¿¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1382¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1383¿Identifier¿¿1951¿Date¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1384¿Identifier¿¿1951¿now¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1385¿VariableDeclarator¿¿1951¿v129¿¿¿{"start":{"line":52,"column":40},"end":{"line":55,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1386¿FunctionExpression¿¿1951¿anon¿¿¿{"start":{"line":52,"column":40},"end":{"line":55,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿FunctionExpression
1387¿Identifier¿¿0¿all¿¿¿{"start":{"line":52,"column":49},"end":{"line":52,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1388¿Identifier¿¿0¿_path¿¿¿{"start":{"line":52,"column":53},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1389¿ExpressionStatement¿¿1957¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1390¿AssignmentExpression¿=¿1957¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1391¿Identifier¿¿1957¿_path¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1392¿CallExpression¿¿1957¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1393¿Identifier¿¿1957¿join¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1394¿Identifier¿¿1957¿cwd¿¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1395¿Identifier¿¿1957¿_path¿¿¿{"start":{"line":53,"column":33},"end":{"line":53,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1396¿VariableDeclarator¿¿1957¿v126¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1397¿CallExpression¿¿1957¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1398¿MemberExpression¿¿1957¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1399¿Identifier¿¿1957¿fs¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1400¿Identifier¿¿1957¿existsSync¿¿¿{"start":{"line":54,"column":26},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1401¿Identifier¿¿1957¿_path¿¿¿{"start":{"line":54,"column":37},"end":{"line":54,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1402¿VariableDeclarator¿¿1957¿v127¿¿¿{"start":{"line":54,"column":46},"end":{"line":54,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1403¿CallExpression¿¿1957¿¿¿¿{"start":{"line":54,"column":46},"end":{"line":54,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1404¿MemberExpression¿¿1957¿¿¿¿{"start":{"line":54,"column":46},"end":{"line":54,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1405¿Identifier¿¿1957¿fs¿¿¿{"start":{"line":54,"column":46},"end":{"line":54,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1406¿Identifier¿¿1957¿readFileSync¿¿¿{"start":{"line":54,"column":49},"end":{"line":54,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1407¿Identifier¿¿1957¿_path¿¿¿{"start":{"line":54,"column":62},"end":{"line":54,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1408¿Literal¿string¿1957¿¿'utf8'¿¿{"start":{"line":54,"column":68},"end":{"line":54,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1409¿VariableDeclarator¿¿1957¿v128¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1410¿IfStatement¿¿1957¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿IfStatement
1411¿Identifier¿¿1957¿v126¿¿¿¿¿Identifier
1412¿ExpressionStatement¿¿1957¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1413¿AssignmentExpression¿=¿1957¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1414¿Identifier¿¿1957¿v128¿¿¿¿¿Identifier
1415¿Identifier¿¿1957¿v127¿¿¿¿¿Identifier
1416¿BlockStatement¿¿1957¿¿¿¿¿¿BlockStatement
1417¿ExpressionStatement¿¿1957¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1418¿AssignmentExpression¿=¿1957¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1419¿Identifier¿¿1957¿v128¿¿¿¿¿Identifier
1420¿Literal¿string¿1957¿¿'<!-- 404 Not found -->'¿¿{"start":{"line":54,"column":78},"end":{"line":54,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1421¿BlockStatement¿¿1957¿¿¿¿¿¿BlockStatement
1422¿ReturnStatement¿¿1957¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ReturnStatement
1423¿Identifier¿¿1957¿v128¿¿¿¿¿Identifier
1424¿BlockStatement¿¿1957¿¿¿¿{"start":{"line":52,"column":59},"end":{"line":55,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1425¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":55,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1426¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":55,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1427¿Identifier¿¿1951¿data¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1428¿CallExpression¿¿1951¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":55,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1429¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1430¿Identifier¿¿1951¿data¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1431¿Identifier¿¿1951¿replace¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1432¿Identifier¿¿1951¿SSI_REG¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1433¿Identifier¿¿1951¿v129¿¿¿¿¿Identifier
1434¿VariableDeclarator¿¿1951¿v134¿¿¿{"start":{"line":56,"column":43},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1435¿FunctionExpression¿¿1951¿anon¿¿¿{"start":{"line":56,"column":43},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿FunctionExpression
1436¿Identifier¿¿0¿all¿¿¿{"start":{"line":56,"column":52},"end":{"line":56,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1437¿Identifier¿¿0¿character¿¿¿{"start":{"line":56,"column":56},"end":{"line":56,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1438¿Identifier¿¿0¿_href¿¿¿{"start":{"line":56,"column":66},"end":{"line":56,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1960¿v130¿¿¿{"start":{"line":57,"column":37},"end":{"line":57,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1440¿ObjectExpression¿¿1960¿¿¿¿{"start":{"line":57,"column":37},"end":{"line":57,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ObjectExpression
1441¿Property¿¿1960¿¿¿¿{"start":{"line":57,"column":38},"end":{"line":57,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Property
1442¿Identifier¿¿1960¿sid¿¿¿{"start":{"line":57,"column":38},"end":{"line":57,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1443¿Identifier¿¿1960¿sid¿¿¿{"start":{"line":57,"column":44},"end":{"line":57,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1444¿VariableDeclarator¿¿1960¿v131¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1445¿CallExpression¿¿1960¿¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1446¿Identifier¿¿1960¿pug¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1447¿Identifier¿¿1960¿v130¿¿¿¿¿Identifier
1448¿Identifier¿¿1960¿_href¿¿¿{"start":{"line":57,"column":49},"end":{"line":57,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1449¿VariableDeclarator¿¿1960¿v132¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1450¿BinaryExpression¿+¿1960¿¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BinaryExpression
1451¿Identifier¿¿1960¿character¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1452¿Identifier¿¿1960¿v131¿¿¿¿¿Identifier
1453¿VariableDeclarator¿¿1960¿v133¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1454¿BinaryExpression¿+¿1960¿¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BinaryExpression
1455¿Identifier¿¿1960¿v132¿¿¿¿¿Identifier
1456¿Identifier¿¿1960¿character¿¿¿{"start":{"line":57,"column":56},"end":{"line":57,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1457¿ReturnStatement¿¿1960¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ReturnStatement
1458¿Identifier¿¿1960¿v133¿¿¿¿¿Identifier
1459¿BlockStatement¿¿1960¿¿¿¿{"start":{"line":56,"column":72},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1460¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":58,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1461¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1462¿Identifier¿¿1951¿data¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1463¿CallExpression¿¿1951¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1464¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1465¿Identifier¿¿1951¿data¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1466¿Identifier¿¿1951¿replace¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1467¿Identifier¿¿1951¿STATIC_REG¿¿¿{"start":{"line":56,"column":32},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1468¿Identifier¿¿1951¿v134¿¿¿¿¿Identifier
1469¿VariableDeclarator¿¿1951¿v135¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1470¿CallExpression¿¿1951¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1471¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1472¿Identifier¿¿1951¿res¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1473¿Identifier¿¿1951¿end¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1474¿Identifier¿¿1951¿data¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1475¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1476¿Identifier¿¿1951¿v135¿¿¿¿¿Identifier
1477¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":47,"column":30},"end":{"line":60,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1478¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1479¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1480¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1481¿Identifier¿¿1951¿res¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1482¿Identifier¿¿1951¿statusCode¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1483¿Literal¿number¿1951¿¿404¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1484¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1485¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1486¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1487¿Identifier¿¿1951¿res¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1488¿Identifier¿¿1951¿statusMessage¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1489¿Literal¿string¿1951¿¿'Not found'¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1490¿VariableDeclarator¿¿1951¿v136¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1491¿CallExpression¿¿1951¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1492¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1493¿Identifier¿¿1951¿res¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1494¿Identifier¿¿1951¿end¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1495¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1496¿Identifier¿¿1951¿v136¿¿¿¿¿Identifier
1497¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":60,"column":13},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1498¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":45,"column":9},"end":{"line":65,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1499¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":21,"column":35},"end":{"line":66,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1500¿VariableDeclarator¿¿1949¿v138¿¿¿{"start":{"line":21,"column":0},"end":{"line":66,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1501¿CallExpression¿¿1949¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":66,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1502¿MemberExpression¿¿1949¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":21,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1503¿Identifier¿¿1949¿http¿¿¿{"start":{"line":21,"column":0},"end":{"line":21,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1504¿Identifier¿¿1949¿createServer¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1505¿Identifier¿¿1949¿v137¿¿¿¿¿Identifier
1506¿VariableDeclarator¿¿1949¿v139¿¿¿{"start":{"line":21,"column":0},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1507¿CallExpression¿¿1949¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1508¿MemberExpression¿¿1949¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":66,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1509¿Identifier¿¿1949¿v138¿¿¿¿¿Identifier
1510¿Identifier¿¿1949¿listen¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1511¿Literal¿number¿1949¿¿3001¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1512¿ExpressionStatement¿¿1949¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":66,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1513¿Identifier¿¿1949¿v139¿¿¿¿¿Identifier
