Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1139¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":151,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Program
1447¿Identifier¿¿1993¿jar¿¿¿{"start":{"line":61,"column":1},"end":{"line":61,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1448¿Identifier¿¿1993¿add¿¿¿{"start":{"line":61,"column":5},"end":{"line":61,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1449¿Identifier¿¿1993¿cookie¿¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1450¿ExpressionStatement¿¿1993¿¿¿¿{"start":{"line":61,"column":1},"end":{"line":61,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1451¿Identifier¿¿1993¿v153¿¿¿¿¿Identifier
1452¿VariableDeclarator¿¿1993¿v154¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1453¿BinaryExpression¿+¿1993¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1454¿Literal¿string¿1993¿¿'http://'¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1455¿Identifier¿¿1993¿domain¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1456¿VariableDeclarator¿¿1993¿v155¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1457¿BinaryExpression¿+¿1993¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1458¿Identifier¿¿1993¿v154¿¿¿¿¿Identifier
1459¿Literal¿string¿1993¿¿'/admin/api/widget/'¿¿{"start":{"line":64,"column":28},"end":{"line":64,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1460¿VariableDeclarator¿¿1993¿v156¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1461¿BinaryExpression¿+¿1993¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1462¿Identifier¿¿1993¿v155¿¿¿¿¿Identifier
1463¿Identifier¿¿1993¿widgetName¿¿¿{"start":{"line":64,"column":49},"end":{"line":64,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1464¿VariableDeclarator¿¿1993¿v157¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1465¿BinaryExpression¿+¿1993¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1466¿Identifier¿¿1993¿v156¿¿¿¿¿Identifier
1467¿Literal¿string¿1993¿¿'/extInfo'¿¿{"start":{"line":64,"column":60},"end":{"line":64,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1468¿VariableDeclarator¿¿1993¿v158¿¿¿{"start":{"line":65,"column":11},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1469¿ObjectExpression¿¿1993¿¿¿¿¿¿ObjectExpression
1470¿ExpressionStatement¿¿1993¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1471¿AssignmentExpression¿=¿1993¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1472¿MemberExpression¿computed¿1993¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1473¿Identifier¿¿1993¿v158¿¿¿¿¿Identifier
1474¿Literal¿string¿1993¿¿'Content-type'¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1475¿Literal¿string¿1993¿¿'application/json'¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1476¿VariableDeclarator¿¿1993¿v159¿¿¿{"start":{"line":63,"column":9},"end":{"line":70,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1477¿ObjectExpression¿¿1993¿¿¿¿{"start":{"line":63,"column":9},"end":{"line":70,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ObjectExpression
1478¿Property¿¿1993¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1479¿Identifier¿¿1993¿url¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1480¿Identifier¿¿1993¿v157¿¿¿¿¿Identifier
1481¿Property¿¿1993¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1482¿Identifier¿¿1993¿headers¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1483¿Identifier¿¿1993¿v158¿¿¿¿¿Identifier
1484¿Property¿¿1993¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1485¿Identifier¿¿1993¿jar¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1486¿Identifier¿¿1993¿jar¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1487¿Property¿¿1993¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1488¿Identifier¿¿1993¿method¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1489¿Literal¿string¿1993¿¿'GET'¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1490¿VariableDeclarator¿¿1993¿v167¿¿¿{"start":{"line":70,"column":4},"end":{"line":76,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1491¿FunctionExpression¿¿1993¿anon¿¿¿{"start":{"line":70,"column":4},"end":{"line":76,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿FunctionExpression
1492¿Identifier¿¿0¿error¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1493¿Identifier¿¿0¿response¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1494¿Identifier¿¿0¿body¿¿¿{"start":{"line":70,"column":30},"end":{"line":70,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1495¿VariableDeclarator¿¿1995¿v160¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1496¿UnaryExpression¿!¿1995¿¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿UnaryExpression
1497¿Identifier¿¿1995¿error¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1498¿VariableDeclarator¿¿1995¿v161¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1499¿MemberExpression¿¿1995¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1500¿Identifier¿¿1995¿response¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1501¿Identifier¿¿1995¿statusCode¿¿¿{"start":{"line":71,"column":25},"end":{"line":71,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1502¿VariableDeclarator¿¿1995¿v162¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1503¿BinaryExpression¿==¿1995¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1504¿Identifier¿¿1995¿v161¿¿¿¿¿Identifier
1505¿Literal¿number¿1995¿¿200¿¿{"start":{"line":71,"column":39},"end":{"line":71,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1506¿VariableDeclarator¿¿1995¿v163¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1507¿LogicalExpression¿&&¿1995¿¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿LogicalExpression
1508¿Identifier¿¿1995¿v160¿¿¿¿¿Identifier
1509¿Identifier¿¿1995¿v162¿¿¿¿¿Identifier
1510¿IfStatement¿¿1995¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":75,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿IfStatement
1511¿Identifier¿¿1995¿v163¿¿¿¿¿Identifier
1512¿VariableDeclarator¿¿1995¿v164¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1513¿CallExpression¿¿1995¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1514¿MemberExpression¿¿1995¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1515¿Identifier¿¿1995¿JSON¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1516¿Identifier¿¿1995¿parse¿¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1517¿Identifier¿¿1995¿body¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1518¿VariableDeclarator¿¿1995¿v165¿¿¿{"start":{"line":72,"column":3},"end":{"line":72,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1519¿CallExpression¿¿1995¿¿¿¿{"start":{"line":72,"column":3},"end":{"line":72,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1520¿Identifier¿¿1995¿cb¿¿¿{"start":{"line":72,"column":3},"end":{"line":72,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1521¿Identifier¿¿1995¿v164¿¿¿¿¿Identifier
1522¿ExpressionStatement¿¿1995¿¿¿¿{"start":{"line":72,"column":3},"end":{"line":72,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1523¿Identifier¿¿1995¿v165¿¿¿¿¿Identifier
1524¿BlockStatement¿¿1995¿¿¿¿{"start":{"line":71,"column":44},"end":{"line":73,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1525¿VariableDeclarator¿¿1995¿v166¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1526¿CallExpression¿¿1995¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1527¿Identifier¿¿1995¿cb¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1528¿Literal¿number¿1995¿¿403¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1529¿ExpressionStatement¿¿1995¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1530¿Identifier¿¿1995¿v166¿¿¿¿¿Identifier
1531¿BlockStatement¿¿1995¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":75,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1532¿BlockStatement¿¿1995¿¿¿¿{"start":{"line":70,"column":36},"end":{"line":76,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1533¿VariableDeclarator¿¿1993¿v168¿¿¿{"start":{"line":63,"column":1},"end":{"line":76,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1534¿CallExpression¿¿1993¿¿¿¿{"start":{"line":63,"column":1},"end":{"line":76,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1535¿Identifier¿¿1993¿request¿¿¿{"start":{"line":63,"column":1},"end":{"line":63,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1536¿Identifier¿¿1993¿v159¿¿¿¿¿Identifier
1537¿Identifier¿¿1993¿v167¿¿¿¿¿Identifier
1538¿ExpressionStatement¿¿1993¿¿¿¿{"start":{"line":63,"column":1},"end":{"line":76,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1539¿Identifier¿¿1993¿v168¿¿¿¿¿Identifier
1540¿BlockStatement¿¿1993¿¿¿¿{"start":{"line":57,"column":63},"end":{"line":77,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1541¿ExpressionStatement¿¿1979¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":77,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1542¿AssignmentExpression¿=¿1979¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":77,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1543¿MemberExpression¿¿1979¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1544¿Identifier¿¿1979¿v150¿¿¿¿¿Identifier
1545¿Identifier¿¿1979¿loadWidgetExtInfo¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1546¿Identifier¿¿1979¿v169¿¿¿¿¿Identifier
1547¿VariableDeclarator¿¿1979¿v170¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1548¿MemberExpression¿¿1979¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1549¿Identifier¿¿1979¿API¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1550¿Identifier¿¿1979¿prototype¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1551¿VariableDeclarator¿¿1979¿v187¿¿¿{"start":{"line":80,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1552¿FunctionExpression¿¿1979¿anon¿¿¿{"start":{"line":80,"column":30},"end":{"line":100,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿FunctionExpression
1553¿Identifier¿¿0¿user¿¿¿{"start":{"line":80,"column":39},"end":{"line":80,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1554¿Identifier¿¿0¿cb¿¿¿{"start":{"line":80,"column":44},"end":{"line":80,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1555¿VariableDeclarator¿¿1998¿domain¿¿¿{"start":{"line":81,"column":5},"end":{"line":81,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1556¿MemberExpression¿¿1998¿¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1557¿ThisExpression¿¿1998¿¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ThisExpression
1558¿Identifier¿¿1998¿domain¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1559¿VariableDeclarator¿¿1998¿v171¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1560¿MemberExpression¿¿1998¿¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1561¿Identifier¿¿1998¿user¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1562¿Identifier¿¿1998¿id¿¿¿{"start":{"line":82,"column":39},"end":{"line":82,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1563¿VariableDeclarator¿¿1998¿v172¿¿¿{"start":{"line":82,"column":27},"end":{"line":82,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1564¿BinaryExpression¿+¿1998¿¿¿¿{"start":{"line":82,"column":27},"end":{"line":82,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1565¿Literal¿string¿1998¿¿'u='¿¿{"start":{"line":82,"column":27},"end":{"line":82,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1566¿Identifier¿¿1998¿v171¿¿¿¿¿Identifier
1567¿VariableDeclarator¿¿1998¿cookie¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1568¿CallExpression¿¿1998¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1569¿MemberExpression¿¿1998¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1570¿Identifier¿¿1998¿request¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1571¿Identifier¿¿1998¿cookie¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1572¿Identifier¿¿1998¿v172¿¿¿¿¿Identifier
1573¿VariableDeclarator¿¿1998¿jar¿¿¿{"start":{"line":83,"column":5},"end":{"line":83,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1574¿CallExpression¿¿1998¿¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1575¿MemberExpression¿¿1998¿¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1576¿Identifier¿¿1998¿request¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1577¿Identifier¿¿1998¿jar¿¿¿{"start":{"line":83,"column":19},"end":{"line":83,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1578¿VariableDeclarator¿¿1998¿v173¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1579¿CallExpression¿¿1998¿¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1580¿MemberExpression¿¿1998¿¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1581¿Identifier¿¿1998¿jar¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1582¿Identifier¿¿1998¿add¿¿¿{"start":{"line":84,"column":5},"end":{"line":84,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1583¿Identifier¿¿1998¿cookie¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1584¿ExpressionStatement¿¿1998¿¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1585¿Identifier¿¿1998¿v173¿¿¿¿¿Identifier
1586¿VariableDeclarator¿¿1998¿v174¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1587¿BinaryExpression¿+¿1998¿¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1588¿Literal¿string¿1998¿¿'http://'¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1589¿Identifier¿¿1998¿domain¿¿¿{"start":{"line":87,"column":19},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1590¿VariableDeclarator¿¿1998¿v175¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1591¿BinaryExpression¿+¿1998¿¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1592¿Identifier¿¿1998¿v174¿¿¿¿¿Identifier
1593¿Literal¿string¿1998¿¿'/admin/api/widget'¿¿{"start":{"line":87,"column":28},"end":{"line":87,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1594¿VariableDeclarator¿¿1998¿v176¿¿¿{"start":{"line":88,"column":11},"end":{"line":90,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1595¿ObjectExpression¿¿1998¿¿¿¿¿¿ObjectExpression
1596¿ExpressionStatement¿¿1998¿¿¿¿{"start":{"line":88,"column":11},"end":{"line":90,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1597¿AssignmentExpression¿=¿1998¿¿¿¿{"start":{"line":88,"column":11},"end":{"line":90,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1598¿MemberExpression¿computed¿1998¿¿¿¿{"start":{"line":88,"column":11},"end":{"line":90,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1599¿Identifier¿¿1998¿v176¿¿¿¿¿Identifier
1600¿Literal¿string¿1998¿¿'Content-type'¿¿{"start":{"line":89,"column":3},"end":{"line":89,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1601¿Literal¿string¿1998¿¿'application/json'¿¿{"start":{"line":89,"column":19},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1602¿VariableDeclarator¿¿1998¿v177¿¿¿{"start":{"line":86,"column":9},"end":{"line":93,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1603¿ObjectExpression¿¿1998¿¿¿¿{"start":{"line":86,"column":9},"end":{"line":93,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ObjectExpression
