Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
637¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Program
910¿Identifier¿¿0¿expression¿¿¿{"start":{"line":102,"column":36},"end":{"line":102,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
911¿Identifier¿¿0¿call¿¿¿{"start":{"line":102,"column":48},"end":{"line":102,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
912¿VariableDeclarator¿¿1137¿evaluatedPart¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
913¿Literal¿string¿1137¿¿''¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
914¿VariableDeclarator¿¿1137¿nonEvaluatedPart¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
915¿Identifier¿¿1137¿expression¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
916¿VariableDeclarator¿¿1137¿matches¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
917¿WhileStatement¿¿1137¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":120,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿WhileStatement
918¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
919¿Identifier¿¿1137¿matches¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
920¿CallExpression¿¿1137¿¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
921¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
922¿Identifier¿¿1137¿NESTED_CALC_RE¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
923¿Identifier¿¿1137¿exec¿¿¿{"start":{"line":106,"column":37},"end":{"line":106,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
924¿Identifier¿¿1137¿nonEvaluatedPart¿¿¿{"start":{"line":106,"column":42},"end":{"line":106,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
925¿VariableDeclarator¿¿1137¿v90¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
926¿MemberExpression¿computed¿1137¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
927¿Identifier¿¿1137¿matches¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
928¿Literal¿number¿1137¿¿0¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
929¿VariableDeclarator¿¿1137¿v91¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
930¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
931¿Identifier¿¿1137¿v90¿¿¿¿¿Identifier
932¿Identifier¿¿1137¿index¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
933¿VariableDeclarator¿¿1137¿v92¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
934¿BinaryExpression¿>¿1137¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
935¿Identifier¿¿1137¿v91¿¿¿¿¿Identifier
936¿Literal¿number¿1137¿¿0¿¿{"start":{"line":107,"column":29},"end":{"line":107,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
937¿IfStatement¿¿1137¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":109,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿IfStatement
938¿Identifier¿¿1137¿v92¿¿¿¿¿Identifier
939¿VariableDeclarator¿¿1137¿v93¿¿¿{"start":{"line":108,"column":55},"end":{"line":108,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
940¿MemberExpression¿computed¿1137¿¿¿¿{"start":{"line":108,"column":55},"end":{"line":108,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
941¿Identifier¿¿1137¿matches¿¿¿{"start":{"line":108,"column":55},"end":{"line":108,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
942¿Literal¿number¿1137¿¿0¿¿{"start":{"line":108,"column":63},"end":{"line":108,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
943¿VariableDeclarator¿¿1137¿v94¿¿¿{"start":{"line":108,"column":55},"end":{"line":108,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
944¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":108,"column":55},"end":{"line":108,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
945¿Identifier¿¿1137¿v93¿¿¿¿¿Identifier
946¿Identifier¿¿1137¿index¿¿¿{"start":{"line":108,"column":66},"end":{"line":108,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
947¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
948¿AssignmentExpression¿+=¿1137¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
949¿Identifier¿¿1137¿evaluatedPart¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
950¿CallExpression¿¿1137¿¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
951¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
952¿Identifier¿¿1137¿nonEvaluatedPart¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
953¿Identifier¿¿1137¿substring¿¿¿{"start":{"line":108,"column":42},"end":{"line":108,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
954¿Literal¿number¿1137¿¿0¿¿{"start":{"line":108,"column":52},"end":{"line":108,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
955¿Identifier¿¿1137¿v94¿¿¿¿¿Identifier
956¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":107,"column":32},"end":{"line":109,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
957¿VariableDeclarator¿¿1137¿v95¿¿¿{"start":{"line":111,"column":71},"end":{"line":111,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
958¿ArrayExpression¿¿1137¿¿¿¿{"start":{"line":111,"column":71},"end":{"line":111,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ArrayExpression
959¿Literal¿number¿1137¿¿0¿¿{"start":{"line":111,"column":72},"end":{"line":111,"column":73},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
960¿VariableDeclarator¿¿1137¿v96¿¿¿{"start":{"line":111,"column":71},"end":{"line":111,"column":80},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
961¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":111,"column":71},"end":{"line":111,"column":80},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
962¿Identifier¿¿1137¿v95¿¿¿¿¿Identifier
963¿Identifier¿¿1137¿index¿¿¿{"start":{"line":111,"column":75},"end":{"line":111,"column":80},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
964¿VariableDeclarator¿¿1137¿v97¿¿¿{"start":{"line":111,"column":44},"end":{"line":111,"column":81},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
965¿CallExpression¿¿1137¿¿¿¿{"start":{"line":111,"column":44},"end":{"line":111,"column":81},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
966¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":111,"column":44},"end":{"line":111,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
967¿Identifier¿¿1137¿nonEvaluatedPart¿¿¿{"start":{"line":111,"column":44},"end":{"line":111,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
968¿Identifier¿¿1137¿substring¿¿¿{"start":{"line":111,"column":61},"end":{"line":111,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
969¿Identifier¿¿1137¿v96¿¿¿¿¿Identifier
970¿VariableDeclarator¿¿1137¿balancedExpr¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":82},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1137¿¿¿¿{"start":{"line":111,"column":25},"end":{"line":111,"column":82},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
972¿Identifier¿¿1137¿balanced¿¿¿{"start":{"line":111,"column":25},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
973¿Literal¿string¿1137¿¿'('¿¿{"start":{"line":111,"column":34},"end":{"line":111,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
974¿Literal¿string¿1137¿¿')'¿¿{"start":{"line":111,"column":39},"end":{"line":111,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
975¿Identifier¿¿1137¿v97¿¿¿¿¿Identifier
976¿VariableDeclarator¿¿1137¿v98¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
977¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
978¿Identifier¿¿1137¿balancedExpr¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
979¿Identifier¿¿1137¿body¿¿¿{"start":{"line":112,"column":23},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
980¿VariableDeclarator¿¿1137¿v99¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
981¿BinaryExpression¿===¿1137¿¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
982¿Identifier¿¿1137¿v98¿¿¿¿¿Identifier
983¿Literal¿string¿1137¿¿''¿¿{"start":{"line":112,"column":32},"end":{"line":112,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
984¿IfStatement¿¿1137¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":114,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿IfStatement
985¿Identifier¿¿1137¿v99¿¿¿¿¿Identifier
986¿VariableDeclarator¿¿1137¿v100¿¿¿{"start":{"line":113,"column":24},"end":{"line":113,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
987¿BinaryExpression¿+¿1137¿¿¿¿{"start":{"line":113,"column":24},"end":{"line":113,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
988¿Literal¿string¿1137¿¿'''¿¿{"start":{"line":113,"column":24},"end":{"line":113,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
989¿Identifier¿¿1137¿expression¿¿¿{"start":{"line":113,"column":30},"end":{"line":113,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
990¿VariableDeclarator¿¿1137¿v101¿¿¿{"start":{"line":113,"column":24},"end":{"line":113,"column":83},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
991¿BinaryExpression¿+¿1137¿¿¿¿{"start":{"line":113,"column":24},"end":{"line":113,"column":83},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
992¿Identifier¿¿1137¿v100¿¿¿¿¿Identifier
993¿Literal¿string¿1137¿¿'' must contain a non-whitespace string'¿¿{"start":{"line":113,"column":43},"end":{"line":113,"column":83},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
994¿VariableDeclarator¿¿1137¿v102¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":84},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
995¿NewExpression¿¿1137¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":84},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿NewExpression
996¿Identifier¿¿1137¿Error¿¿¿{"start":{"line":113,"column":18},"end":{"line":113,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
997¿Identifier¿¿1137¿v101¿¿¿¿¿Identifier
998¿ThrowStatement¿¿1137¿¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":84},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ThrowStatement
999¿Identifier¿¿1137¿v102¿¿¿¿¿Identifier
1000¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":112,"column":36},"end":{"line":114,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1001¿VariableDeclarator¿¿1137¿v103¿¿¿{"start":{"line":116,"column":41},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1002¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":116,"column":41},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1003¿Identifier¿¿1137¿balancedExpr¿¿¿{"start":{"line":116,"column":41},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1004¿Identifier¿¿1137¿body¿¿¿{"start":{"line":116,"column":54},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1137¿evaluated¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1006¿CallExpression¿¿1137¿¿¿¿{"start":{"line":116,"column":22},"end":{"line":116,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
1007¿Identifier¿¿1137¿evaluateExpression¿¿¿{"start":{"line":116,"column":22},"end":{"line":116,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1008¿Identifier¿¿1137¿v103¿¿¿¿¿Identifier
1009¿Literal¿string¿1137¿¿''¿¿{"start":{"line":116,"column":60},"end":{"line":116,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
1010¿Identifier¿¿1137¿call¿¿¿{"start":{"line":116,"column":64},"end":{"line":116,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1137¿v104¿¿¿{"start":{"line":118,"column":23},"end":{"line":118,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1012¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":118,"column":23},"end":{"line":118,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1013¿Identifier¿¿1137¿balancedExpr¿¿¿{"start":{"line":118,"column":23},"end":{"line":118,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1014¿Identifier¿¿1137¿pre¿¿¿{"start":{"line":118,"column":36},"end":{"line":118,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1015¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
1016¿AssignmentExpression¿+=¿1137¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
1017¿Identifier¿¿1137¿evaluatedPart¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1018¿BinaryExpression¿+¿1137¿¿¿¿{"start":{"line":118,"column":23},"end":{"line":118,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
1019¿Identifier¿¿1137¿v104¿¿¿¿¿Identifier
1020¿Identifier¿¿1137¿evaluated¿¿¿{"start":{"line":118,"column":42},"end":{"line":118,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1021¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
1022¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
1023¿Identifier¿¿1137¿nonEvaluatedPart¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1024¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":119,"column":25},"end":{"line":119,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1025¿Identifier¿¿1137¿balancedExpr¿¿¿{"start":{"line":119,"column":25},"end":{"line":119,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1026¿Identifier¿¿1137¿post¿¿¿{"start":{"line":119,"column":38},"end":{"line":119,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1027¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":106,"column":62},"end":{"line":120,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1028¿VariableDeclarator¿¿1137¿v105¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1029¿BinaryExpression¿+¿1137¿¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
1030¿Identifier¿¿1137¿evaluatedPart¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1031¿Identifier¿¿1137¿nonEvaluatedPart¿¿¿{"start":{"line":122,"column":27},"end":{"line":122,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1032¿ReturnStatement¿¿1137¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ReturnStatement
1033¿Identifier¿¿1137¿v105¿¿¿¿¿Identifier
1034¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":102,"column":54},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1035¿VariableDeclarator¿¿1123¿v106¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":81},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1036¿CallExpression¿¿1123¿¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":81},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
1037¿Identifier¿¿1123¿reduceFunctionCall¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1038¿Identifier¿¿1123¿value¿¿¿{"start":{"line":125,"column":28},"end":{"line":125,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1039¿Literal¿object¿1123¿¿/((?:\-[a-z]+\-)?calc)\(/¿¿{"start":{"line":125,"column":35},"end":{"line":125,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
1040¿Identifier¿¿1123¿evaluateExpression¿¿¿{"start":{"line":125,"column":62},"end":{"line":125,"column":80},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1041¿ReturnStatement¿¿1123¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":81},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ReturnStatement
1042¿Identifier¿¿1123¿v106¿¿¿¿¿Identifier
1043¿BlockStatement¿¿1123¿¿¿¿{"start":{"line":30,"column":48},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1044¿VariableDeclarator¿¿1121¿getUnitsInExpression¿¿¿{"start":{"line":135,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1045¿FunctionExpression¿¿1121¿anon¿¿¿{"start":{"line":135,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿FunctionExpression
