Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
682¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Program
1005¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":90,"column":14},"end":{"line":90,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿UnaryExpression
1006¿Identifier¿¿value¿¿¿{"start":{"line":90,"column":21},"end":{"line":90,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1007¿SwitchStatement¿¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":114,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿SwitchStatement
1008¿Identifier¿¿v93¿¿¿¿¿Identifier
1009¿SwitchCase¿¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿SwitchCase
1010¿Literal¿string¿¿'string'¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1011¿SwitchCase¿¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿SwitchCase
1012¿Literal¿string¿¿'number'¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1013¿SwitchCase¿¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿SwitchCase
1014¿Literal¿string¿¿'boolean'¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1015¿SwitchCase¿¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":96,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿SwitchCase
1016¿Literal¿string¿¿'function'¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1017¿ExpressionStatement¿¿¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1018¿AssignmentExpression¿=¿¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1019¿MemberExpression¿computed¿¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1020¿Identifier¿¿flattened¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1021¿Identifier¿¿key¿¿¿{"start":{"line":95,"column":20},"end":{"line":95,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1022¿Identifier¿¿value¿¿¿{"start":{"line":95,"column":27},"end":{"line":95,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1023¿BreakStatement¿¿¿¿¿{"start":{"line":96,"column":10},"end":{"line":96,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BreakStatement
1024¿SwitchCase¿¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿SwitchCase
1025¿VariableDeclarator¿¿subValues¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿VariableDeclarator
1026¿CallExpression¿¿¿¿¿{"start":{"line":98,"column":28},"end":{"line":98,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿CallExpression
1027¿MemberExpression¿¿¿¿¿{"start":{"line":98,"column":28},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1028¿ThisExpression¿¿¿¿¿{"start":{"line":98,"column":28},"end":{"line":98,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ThisExpression
1029¿Identifier¿¿flatten¿¿¿{"start":{"line":98,"column":33},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1030¿Identifier¿¿value¿¿¿{"start":{"line":98,"column":41},"end":{"line":98,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1031¿VariableDeclarator¿¿isArray¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿VariableDeclarator
1032¿CallExpression¿¿¿¿¿{"start":{"line":99,"column":26},"end":{"line":99,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿CallExpression
1033¿MemberExpression¿¿¿¿¿{"start":{"line":99,"column":26},"end":{"line":99,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1034¿Identifier¿¿Array¿¿¿{"start":{"line":99,"column":26},"end":{"line":99,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1035¿Identifier¿¿isArray¿¿¿{"start":{"line":99,"column":32},"end":{"line":99,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1036¿Identifier¿¿value¿¿¿{"start":{"line":99,"column":40},"end":{"line":99,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1037¿IfStatement¿¿¿¿¿{"start":{"line":100,"column":10},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿IfStatement
1038¿Identifier¿¿isArray¿¿¿{"start":{"line":100,"column":14},"end":{"line":100,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1039¿VariableDeclarator¿¿v94¿¿¿¿¿VariableDeclarator
1040¿MemberExpression¿¿¿¿¿{"start":{"line":101,"column":42},"end":{"line":101,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1041¿Identifier¿¿value¿¿¿{"start":{"line":101,"column":42},"end":{"line":101,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1042¿Identifier¿¿length¿¿¿{"start":{"line":101,"column":48},"end":{"line":101,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1043¿ExpressionStatement¿¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1044¿AssignmentExpression¿=¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1045¿MemberExpression¿computed¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1046¿Identifier¿¿flattened¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1047¿TemplateLiteral¿¿¿¿¿{"start":{"line":101,"column":22},"end":{"line":101,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿TemplateLiteral
1048¿Identifier¿¿key¿¿¿{"start":{"line":101,"column":25},"end":{"line":101,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1049¿Identifier¿¿v94¿¿¿¿¿Identifier
1050¿BlockStatement¿¿¿¿¿{"start":{"line":100,"column":23},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1051¿VariableDeclarator¿¿subKey¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿VariableDeclarator
1052¿VariableDeclarator¿¿v95¿¿¿¿¿VariableDeclarator
1053¿CallExpression¿¿¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿CallExpression
1054¿MemberExpression¿¿¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1055¿Identifier¿¿Object¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1056¿Identifier¿¿keys¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1057¿Identifier¿¿subValues¿¿¿{"start":{"line":103,"column":43},"end":{"line":103,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1058¿ForOfStatement¿¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":111,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ForOfStatement
1059¿Identifier¿¿subKey¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1060¿Identifier¿¿v95¿¿¿¿¿Identifier
1061¿VariableDeclarator¿¿fullKey¿¿¿{"start":{"line":104,"column":16},"end":{"line":104,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿VariableDeclarator
1062¿IfStatement¿¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":109,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿IfStatement
1063¿Identifier¿¿isArray¿¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1064¿VariableDeclarator¿¿v96¿¿¿¿¿VariableDeclarator
1065¿CallExpression¿¿¿¿¿{"start":{"line":106,"column":30},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿CallExpression
1066¿Identifier¿¿toArrayKey¿¿¿{"start":{"line":106,"column":30},"end":{"line":106,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1067¿Identifier¿¿subKey¿¿¿{"start":{"line":106,"column":41},"end":{"line":106,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1068¿ExpressionStatement¿¿¿¿¿{"start":{"line":106,"column":14},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1069¿AssignmentExpression¿=¿¿¿¿{"start":{"line":106,"column":14},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1070¿Identifier¿¿fullKey¿¿¿{"start":{"line":106,"column":14},"end":{"line":106,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1071¿BinaryExpression¿+¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BinaryExpression
1072¿Identifier¿¿key¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1073¿Identifier¿¿v96¿¿¿¿¿Identifier
1074¿BlockStatement¿¿¿¿¿{"start":{"line":105,"column":25},"end":{"line":107,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1075¿VariableDeclarator¿¿v97¿¿¿¿¿VariableDeclarator
1076¿ArrayExpression¿¿¿¿¿{"start":{"line":108,"column":24},"end":{"line":108,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ArrayExpression
1077¿Identifier¿¿key¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1078¿Identifier¿¿subKey¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1079¿ExpressionStatement¿¿¿¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1080¿AssignmentExpression¿=¿¿¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1081¿Identifier¿¿fullKey¿¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1082¿CallExpression¿¿¿¿¿{"start":{"line":108,"column":24},"end":{"line":108,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿CallExpression
1083¿MemberExpression¿¿¿¿¿{"start":{"line":108,"column":24},"end":{"line":108,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1084¿Identifier¿¿v97¿¿¿¿¿Identifier
1085¿Identifier¿¿join¿¿¿{"start":{"line":108,"column":38},"end":{"line":108,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1086¿Identifier¿¿separator¿¿¿{"start":{"line":108,"column":43},"end":{"line":108,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1087¿BlockStatement¿¿¿¿¿{"start":{"line":107,"column":19},"end":{"line":109,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1088¿VariableDeclarator¿¿v98¿¿¿¿¿VariableDeclarator
1089¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":33},"end":{"line":110,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1090¿Identifier¿¿subValues¿¿¿{"start":{"line":110,"column":33},"end":{"line":110,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1091¿Identifier¿¿subKey¿¿¿{"start":{"line":110,"column":43},"end":{"line":110,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1092¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1093¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1094¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1095¿Identifier¿¿flattened¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1096¿Identifier¿¿fullKey¿¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1097¿Identifier¿¿v98¿¿¿¿¿Identifier
1098¿BlockStatement¿¿¿¿¿{"start":{"line":103,"column":55},"end":{"line":111,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1099¿BreakStatement¿¿¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BreakStatement
1100¿BlockStatement¿¿¿¿¿{"start":{"line":97,"column":17},"end":{"line":113,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1101¿BlockStatement¿¿¿¿¿{"start":{"line":84,"column":49},"end":{"line":115,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1102¿ReturnStatement¿¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ReturnStatement
1103¿Identifier¿¿flattened¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1104¿BlockStatement¿¿¿¿¿{"start":{"line":78,"column":19},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1105¿VariableDeclarator¿¿v107¿¿¿¿¿VariableDeclarator
1106¿FunctionExpression¿¿anon¿¿¿{"start":{"line":118,"column":9},"end":{"line":126,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿FunctionExpression
1107¿Identifier¿¿v1¿¿¿{"start":{"line":118,"column":10},"end":{"line":118,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1108¿Identifier¿¿v2¿¿¿{"start":{"line":118,"column":14},"end":{"line":118,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1109¿VariableDeclarator¿¿v100¿¿¿¿¿VariableDeclarator
1110¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿UnaryExpression
1111¿Identifier¿¿v1¿¿¿{"start":{"line":119,"column":15},"end":{"line":119,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1112¿VariableDeclarator¿¿v101¿¿¿¿¿VariableDeclarator
1113¿BinaryExpression¿===¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BinaryExpression
1114¿Identifier¿¿v100¿¿¿¿¿Identifier
1115¿Literal¿string¿¿'undefined'¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1116¿IfStatement¿¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿IfStatement
1117¿Identifier¿¿v101¿¿¿¿¿Identifier
1118¿ReturnStatement¿¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ReturnStatement
1119¿Identifier¿¿v2¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1120¿BlockStatement¿¿¿¿¿{"start":{"line":119,"column":35},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1121¿VariableDeclarator¿¿v102¿¿¿¿¿VariableDeclarator
1122¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿UnaryExpression
1123¿Identifier¿¿v2¿¿¿{"start":{"line":122,"column":15},"end":{"line":122,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1124¿VariableDeclarator¿¿v103¿¿¿¿¿VariableDeclarator
1125¿BinaryExpression¿===¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BinaryExpression
1126¿Identifier¿¿v102¿¿¿¿¿Identifier
1127¿Literal¿string¿¿'undefined'¿¿{"start":{"line":122,"column":22},"end":{"line":122,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1128¿IfStatement¿¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":124,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿IfStatement
1129¿Identifier¿¿v103¿¿¿¿¿Identifier
1130¿ReturnStatement¿¿¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ReturnStatement
1131¿Identifier¿¿v1¿¿¿{"start":{"line":123,"column":13},"end":{"line":123,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1132¿BlockStatement¿¿¿¿¿{"start":{"line":122,"column":35},"end":{"line":124,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1133¿VariableDeclarator¿¿v104¿¿¿¿¿VariableDeclarator
1134¿ObjectExpression¿¿¿¿¿{"start":{"line":125,"column":34},"end":{"line":125,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ObjectExpression
1135¿VariableDeclarator¿¿v105¿¿¿¿¿VariableDeclarator
1136¿LogicalExpression¿||¿¿¿¿{"start":{"line":125,"column":28},"end":{"line":125,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿LogicalExpression
1137¿Identifier¿¿v2¿¿¿{"start":{"line":125,"column":28},"end":{"line":125,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1138¿Identifier¿¿v104¿¿¿¿¿Identifier
1139¿VariableDeclarator¿¿v106¿¿¿¿¿VariableDeclarator
1140¿CallExpression¿¿¿¿¿{"start":{"line":125,"column":11},"end":{"line":125,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿CallExpression
1141¿Identifier¿¿extend¿¿¿{"start":{"line":125,"column":11},"end":{"line":125,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1142¿Literal¿boolean¿¿true¿¿{"start":{"line":125,"column":18},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1143¿Identifier¿¿v1¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1144¿Identifier¿¿v105¿¿¿¿¿Identifier
1145¿ReturnStatement¿¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ReturnStatement
1146¿Identifier¿¿v106¿¿¿¿¿Identifier
1147¿BlockStatement¿¿¿¿¿{"start":{"line":118,"column":18},"end":{"line":126,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿BlockStatement
1148¿VariableDeclarator¿¿v108¿¿¿¿¿VariableDeclarator
1149¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
1150¿ExpressionStatement¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1151¿AssignmentExpression¿=¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1152¿MemberExpression¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1153¿Identifier¿¿v108¿¿¿¿¿Identifier
1154¿Identifier¿¿separator¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1155¿Literal¿string¿¿'.'¿¿{"start":{"line":20,"column":13},"end":{"line":20,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Literal
1156¿ExpressionStatement¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1157¿AssignmentExpression¿=¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
