Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
18915¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":2319,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Program
24765¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
24766¿VariableDeclarator¿¿33411¿v2712¿¿¿{"start":{"line":893,"column":12},"end":{"line":893,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24767¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
24768¿VariableDeclarator¿¿33411¿v2713¿¿¿{"start":{"line":895,"column":16},"end":{"line":895,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24769¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
24770¿VariableDeclarator¿¿33411¿v2714¿¿¿{"start":{"line":894,"column":14},"end":{"line":896,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24771¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
24772¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":894,"column":14},"end":{"line":896,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24773¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":894,"column":14},"end":{"line":896,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24774¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":894,"column":14},"end":{"line":896,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24775¿Identifier¿¿33411¿v2714¿¿¿¿¿Identifier
24776¿Identifier¿¿33411¿marker¿¿¿{"start":{"line":895,"column":8},"end":{"line":895,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24777¿Identifier¿¿33411¿v2713¿¿¿¿¿Identifier
24778¿VariableDeclarator¿¿33411¿v2715¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24779¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
24780¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24781¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24782¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24783¿Identifier¿¿33411¿v2715¿¿¿¿¿Identifier
24784¿Identifier¿¿33411¿areaspline¿¿¿{"start":{"line":892,"column":6},"end":{"line":892,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24785¿Identifier¿¿33411¿v2711¿¿¿¿¿Identifier
24786¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24787¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24788¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24789¿Identifier¿¿33411¿v2715¿¿¿¿¿Identifier
24790¿Identifier¿¿33411¿area¿¿¿{"start":{"line":893,"column":6},"end":{"line":893,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24791¿Identifier¿¿33411¿v2712¿¿¿¿¿Identifier
24792¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24793¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24794¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":897,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24795¿Identifier¿¿33411¿v2715¿¿¿¿¿Identifier
24796¿Identifier¿¿33411¿series¿¿¿{"start":{"line":894,"column":6},"end":{"line":894,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24797¿Identifier¿¿33411¿v2714¿¿¿¿¿Identifier
24798¿VariableDeclarator¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24799¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
24800¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24801¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24802¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24803¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24804¿Identifier¿¿33411¿chart¿¿¿{"start":{"line":856,"column":4},"end":{"line":856,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24805¿Identifier¿¿33411¿v2697¿¿¿¿¿Identifier
24806¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24807¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24808¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24809¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24810¿Identifier¿¿33411¿xAxis¿¿¿{"start":{"line":857,"column":4},"end":{"line":857,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24811¿Identifier¿¿33411¿v2701¿¿¿¿¿Identifier
24812¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24813¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24814¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24815¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24816¿Identifier¿¿33411¿yAxis¿¿¿{"start":{"line":867,"column":4},"end":{"line":867,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24817¿Identifier¿¿33411¿v2705¿¿¿¿¿Identifier
24818¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24819¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24820¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24821¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24822¿Identifier¿¿33411¿title¿¿¿{"start":{"line":877,"column":4},"end":{"line":877,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24823¿Identifier¿¿33411¿v2706¿¿¿¿¿Identifier
24824¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24825¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24826¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24827¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24828¿Identifier¿¿33411¿credits¿¿¿{"start":{"line":880,"column":4},"end":{"line":880,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24829¿Identifier¿¿33411¿v2707¿¿¿¿¿Identifier
24830¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24831¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24832¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24833¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24834¿Identifier¿¿33411¿legend¿¿¿{"start":{"line":883,"column":4},"end":{"line":883,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24835¿Identifier¿¿33411¿v2708¿¿¿¿¿Identifier
24836¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24837¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24838¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24839¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24840¿Identifier¿¿33411¿tooltip¿¿¿{"start":{"line":886,"column":4},"end":{"line":886,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24841¿Identifier¿¿33411¿v2710¿¿¿¿¿Identifier
24842¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24843¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24844¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":855,"column":6},"end":{"line":898,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24845¿Identifier¿¿33411¿defaultOptions$1¿¿¿{"start":{"line":855,"column":6},"end":{"line":855,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24846¿Identifier¿¿33411¿plotOptions¿¿¿{"start":{"line":891,"column":4},"end":{"line":891,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24847¿Identifier¿¿33411¿v2715¿¿¿¿¿Identifier
24848¿VariableDeclarator¿¿33411¿hideLegend$1¿¿¿{"start":{"line":900,"column":6},"end":{"line":915,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24849¿FunctionExpression¿¿33411¿anon¿¿¿{"start":{"line":900,"column":21},"end":{"line":915,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿FunctionExpression
24850¿Identifier¿¿0¿options¿¿¿{"start":{"line":900,"column":31},"end":{"line":900,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24851¿Identifier¿¿0¿legend¿¿¿{"start":{"line":900,"column":40},"end":{"line":900,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24852¿Identifier¿¿0¿hideLegend¿¿¿{"start":{"line":900,"column":48},"end":{"line":900,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24853¿VariableDeclarator¿¿33654¿v2716¿¿¿{"start":{"line":901,"column":8},"end":{"line":901,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24854¿BinaryExpression¿!==¿33654¿¿¿¿{"start":{"line":901,"column":8},"end":{"line":901,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
24855¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":901,"column":8},"end":{"line":901,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24856¿Identifier¿¿33654¿undefined¿¿¿{"start":{"line":901,"column":19},"end":{"line":901,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24857¿IfStatement¿¿33654¿¿¿¿{"start":{"line":901,"column":4},"end":{"line":914,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿IfStatement
24858¿Identifier¿¿33654¿v2716¿¿¿¿¿Identifier
24859¿VariableDeclarator¿¿33654¿v2717¿¿¿{"start":{"line":902,"column":6},"end":{"line":902,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24860¿MemberExpression¿¿33654¿¿¿¿{"start":{"line":902,"column":6},"end":{"line":902,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24861¿Identifier¿¿33654¿options¿¿¿{"start":{"line":902,"column":6},"end":{"line":902,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24862¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":902,"column":14},"end":{"line":902,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24863¿VariableDeclarator¿¿33654¿v2718¿¿¿{"start":{"line":902,"column":32},"end":{"line":902,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24864¿UnaryExpression¿!¿33654¿¿¿¿{"start":{"line":902,"column":32},"end":{"line":902,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿UnaryExpression
24865¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":902,"column":33},"end":{"line":902,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24866¿VariableDeclarator¿¿33654¿v2719¿¿¿{"start":{"line":902,"column":31},"end":{"line":902,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24867¿UnaryExpression¿!¿33654¿¿¿¿{"start":{"line":902,"column":31},"end":{"line":902,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿UnaryExpression
24868¿Identifier¿¿33654¿v2718¿¿¿¿¿Identifier
24869¿ExpressionStatement¿¿33654¿¿¿¿{"start":{"line":902,"column":6},"end":{"line":902,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24870¿AssignmentExpression¿=¿33654¿¿¿¿{"start":{"line":902,"column":6},"end":{"line":902,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24871¿MemberExpression¿¿33654¿¿¿¿{"start":{"line":902,"column":6},"end":{"line":902,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24872¿Identifier¿¿33654¿v2717¿¿¿¿¿Identifier
24873¿Identifier¿¿33654¿enabled¿¿¿{"start":{"line":902,"column":21},"end":{"line":902,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24874¿Identifier¿¿33654¿v2719¿¿¿¿¿Identifier
24875¿VariableDeclarator¿¿33654¿v2720¿¿¿{"start":{"line":903,"column":20},"end":{"line":903,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24876¿BinaryExpression¿!==¿33654¿¿¿¿{"start":{"line":903,"column":20},"end":{"line":903,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
24877¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":903,"column":20},"end":{"line":903,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24878¿Literal¿boolean¿33654¿¿true¿¿{"start":{"line":903,"column":31},"end":{"line":903,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
24879¿VariableDeclarator¿¿33654¿v2721¿¿¿{"start":{"line":903,"column":10},"end":{"line":903,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24880¿LogicalExpression¿&&¿33654¿¿¿¿{"start":{"line":903,"column":10},"end":{"line":903,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿LogicalExpression
24881¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":903,"column":10},"end":{"line":903,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24882¿Identifier¿¿33654¿v2720¿¿¿¿¿Identifier
24883¿IfStatement¿¿33654¿¿¿¿{"start":{"line":903,"column":6},"end":{"line":911,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿IfStatement
24884¿Identifier¿¿33654¿v2721¿¿¿¿¿Identifier
24885¿VariableDeclarator¿¿33654¿v2722¿¿¿{"start":{"line":904,"column":12},"end":{"line":904,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24886¿BinaryExpression¿===¿33654¿¿¿¿{"start":{"line":904,"column":12},"end":{"line":904,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
24887¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":904,"column":12},"end":{"line":904,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24888¿Literal¿string¿33654¿¿'top'¿¿{"start":{"line":904,"column":23},"end":{"line":904,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
24889¿VariableDeclarator¿¿33654¿v2723¿¿¿{"start":{"line":904,"column":32},"end":{"line":904,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24890¿BinaryExpression¿===¿33654¿¿¿¿{"start":{"line":904,"column":32},"end":{"line":904,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
24891¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":904,"column":32},"end":{"line":904,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24892¿Literal¿string¿33654¿¿'bottom'¿¿{"start":{"line":904,"column":43},"end":{"line":904,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
24893¿VariableDeclarator¿¿33654¿v2724¿¿¿{"start":{"line":904,"column":12},"end":{"line":904,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24894¿LogicalExpression¿||¿33654¿¿¿¿{"start":{"line":904,"column":12},"end":{"line":904,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿LogicalExpression
24895¿Identifier¿¿33654¿v2722¿¿¿¿¿Identifier
24896¿Identifier¿¿33654¿v2723¿¿¿¿¿Identifier
24897¿IfStatement¿¿33654¿¿¿¿{"start":{"line":904,"column":8},"end":{"line":910,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿IfStatement
24898¿Identifier¿¿33654¿v2724¿¿¿¿¿Identifier
24899¿VariableDeclarator¿¿33654¿v2725¿¿¿{"start":{"line":905,"column":10},"end":{"line":905,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24900¿MemberExpression¿¿33654¿¿¿¿{"start":{"line":905,"column":10},"end":{"line":905,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24901¿Identifier¿¿33654¿options¿¿¿{"start":{"line":905,"column":10},"end":{"line":905,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24902¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":905,"column":18},"end":{"line":905,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24903¿ExpressionStatement¿¿33654¿¿¿¿{"start":{"line":905,"column":10},"end":{"line":905,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24904¿AssignmentExpression¿=¿33654¿¿¿¿{"start":{"line":905,"column":10},"end":{"line":905,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24905¿MemberExpression¿¿33654¿¿¿¿{"start":{"line":905,"column":10},"end":{"line":905,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24906¿Identifier¿¿33654¿v2725¿¿¿¿¿Identifier
24907¿Identifier¿¿33654¿verticalAlign¿¿¿{"start":{"line":905,"column":25},"end":{"line":905,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24908¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":905,"column":41},"end":{"line":905,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24909¿BlockStatement¿¿33654¿¿¿¿{"start":{"line":904,"column":53},"end":{"line":906,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BlockStatement
24910¿VariableDeclarator¿¿33654¿v2726¿¿¿{"start":{"line":907,"column":10},"end":{"line":907,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
24911¿MemberExpression¿¿33654¿¿¿¿{"start":{"line":907,"column":10},"end":{"line":907,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24912¿Identifier¿¿33654¿options¿¿¿{"start":{"line":907,"column":10},"end":{"line":907,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24913¿Identifier¿¿33654¿legend¿¿¿{"start":{"line":907,"column":18},"end":{"line":907,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
24914¿ExpressionStatement¿¿33654¿¿¿¿{"start":{"line":907,"column":10},"end":{"line":907,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
24915¿AssignmentExpression¿=¿33654¿¿¿¿{"start":{"line":907,"column":10},"end":{"line":907,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
24916¿MemberExpression¿¿33654¿¿¿¿{"start":{"line":907,"column":10},"end":{"line":907,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
24917¿Identifier¿¿33654¿v2726¿¿¿¿¿Identifier
24918¿Identifier¿¿33654¿layout¿¿¿{"start":{"line":907,"column":25},"end":{"line":907,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
