Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1067¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":231,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Program
1338¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1339¿Identifier¿¿1868¿console¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1340¿Identifier¿¿1868¿log¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1341¿Identifier¿¿1868¿v100¿¿¿¿¿Identifier
1342¿ExpressionStatement¿¿1868¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1343¿Identifier¿¿1868¿v101¿¿¿¿¿Identifier
1344¿BlockStatement¿¿1868¿¿¿¿¿¿BlockStatement
1345¿VariableDeclarator¿¿1868¿report¿¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1346¿ArrayExpression¿¿1868¿¿¿¿{"start":{"line":112,"column":23},"end":{"line":112,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrayExpression
1347¿VariableDeclarator¿¿1868¿v103¿¿¿{"start":{"line":114,"column":34},"end":{"line":117,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1348¿ArrowFunctionExpression¿¿1868¿¿¿¿{"start":{"line":114,"column":34},"end":{"line":117,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrowFunctionExpression
1349¿Identifier¿¿0¿err¿¿¿{"start":{"line":114,"column":35},"end":{"line":114,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1350¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":114,"column":40},"end":{"line":114,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1351¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":114,"column":48},"end":{"line":114,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1352¿IfStatement¿¿1871¿¿¿¿{"start":{"line":115,"column":10},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1353¿Identifier¿¿1871¿err¿¿¿{"start":{"line":115,"column":14},"end":{"line":115,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1354¿VariableDeclarator¿¿1871¿v102¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1355¿CallExpression¿¿1871¿¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1356¿MemberExpression¿¿1871¿¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1357¿Identifier¿¿1871¿reporting¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1358¿Identifier¿¿1871¿reports¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1359¿Identifier¿¿1871¿opts¿¿¿{"start":{"line":116,"column":37},"end":{"line":116,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1360¿Identifier¿¿1871¿err¿¿¿{"start":{"line":116,"column":43},"end":{"line":116,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1361¿Identifier¿¿1871¿callback¿¿¿{"start":{"line":116,"column":48},"end":{"line":116,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1362¿ReturnStatement¿¿1871¿¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1363¿Identifier¿¿1871¿v102¿¿¿¿¿Identifier
1364¿BlockStatement¿¿1871¿¿¿¿¿¿BlockStatement
1365¿BlockStatement¿¿1871¿¿¿¿{"start":{"line":114,"column":59},"end":{"line":117,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1366¿VariableDeclarator¿¿1868¿execute¿¿¿{"start":{"line":114,"column":14},"end":{"line":117,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1367¿CallExpression¿¿1868¿¿¿¿{"start":{"line":114,"column":24},"end":{"line":117,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1368¿Identifier¿¿1868¿proc¿¿¿{"start":{"line":114,"column":24},"end":{"line":114,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1369¿Identifier¿¿1868¿cmd¿¿¿{"start":{"line":114,"column":29},"end":{"line":114,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1370¿Identifier¿¿1868¿v103¿¿¿¿¿Identifier
1371¿VariableDeclarator¿¿1868¿v104¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1372¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1373¿Identifier¿¿1868¿execute¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1374¿Identifier¿¿1868¿stderr¿¿¿{"start":{"line":119,"column":16},"end":{"line":119,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1375¿VariableDeclarator¿¿1868¿v105¿¿¿{"start":{"line":119,"column":34},"end":{"line":121,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1376¿ArrowFunctionExpression¿¿1868¿¿¿¿{"start":{"line":119,"column":34},"end":{"line":121,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrowFunctionExpression
1377¿Identifier¿¿0¿chunk¿¿¿{"start":{"line":119,"column":35},"end":{"line":119,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1378¿BlockStatement¿¿1874¿¿¿¿{"start":{"line":119,"column":45},"end":{"line":121,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1379¿VariableDeclarator¿¿1868¿v106¿¿¿{"start":{"line":119,"column":8},"end":{"line":121,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1380¿CallExpression¿¿1868¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":121,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1381¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1382¿Identifier¿¿1868¿v104¿¿¿¿¿Identifier
1383¿Identifier¿¿1868¿on¿¿¿{"start":{"line":119,"column":23},"end":{"line":119,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1384¿Literal¿string¿1868¿¿'data'¿¿{"start":{"line":119,"column":26},"end":{"line":119,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1385¿Identifier¿¿1868¿v105¿¿¿¿¿Identifier
1386¿ExpressionStatement¿¿1868¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1387¿Identifier¿¿1868¿v106¿¿¿¿¿Identifier
1388¿VariableDeclarator¿¿1868¿v107¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1389¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1390¿Identifier¿¿1868¿execute¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1391¿Identifier¿¿1868¿stdout¿¿¿{"start":{"line":123,"column":16},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1392¿VariableDeclarator¿¿1868¿v109¿¿¿{"start":{"line":123,"column":34},"end":{"line":125,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1393¿ArrowFunctionExpression¿¿1868¿¿¿¿{"start":{"line":123,"column":34},"end":{"line":125,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrowFunctionExpression
1394¿Identifier¿¿0¿chunk¿¿¿{"start":{"line":123,"column":35},"end":{"line":123,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1395¿VariableDeclarator¿¿1876¿v108¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1396¿CallExpression¿¿1876¿¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1397¿MemberExpression¿¿1876¿¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1398¿Identifier¿¿1876¿report¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1399¿Identifier¿¿1876¿push¿¿¿{"start":{"line":124,"column":17},"end":{"line":124,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1400¿Identifier¿¿1876¿chunk¿¿¿{"start":{"line":124,"column":22},"end":{"line":124,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1401¿ExpressionStatement¿¿1876¿¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1402¿Identifier¿¿1876¿v108¿¿¿¿¿Identifier
1403¿BlockStatement¿¿1876¿¿¿¿{"start":{"line":123,"column":45},"end":{"line":125,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1404¿VariableDeclarator¿¿1868¿v110¿¿¿{"start":{"line":123,"column":8},"end":{"line":125,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1405¿CallExpression¿¿1868¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":125,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1406¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1407¿Identifier¿¿1868¿v107¿¿¿¿¿Identifier
1408¿Identifier¿¿1868¿on¿¿¿{"start":{"line":123,"column":23},"end":{"line":123,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1409¿Literal¿string¿1868¿¿'data'¿¿{"start":{"line":123,"column":26},"end":{"line":123,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1410¿Identifier¿¿1868¿v109¿¿¿¿¿Identifier
1411¿ExpressionStatement¿¿1868¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":125,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1412¿Identifier¿¿1868¿v110¿¿¿¿¿Identifier
1413¿VariableDeclarator¿¿1868¿v111¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1414¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1415¿Identifier¿¿1868¿execute¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1416¿Identifier¿¿1868¿stdout¿¿¿{"start":{"line":127,"column":16},"end":{"line":127,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1417¿VariableDeclarator¿¿1868¿v115¿¿¿{"start":{"line":127,"column":33},"end":{"line":130,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1418¿ArrowFunctionExpression¿¿1868¿¿¿¿{"start":{"line":127,"column":33},"end":{"line":130,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrowFunctionExpression
1419¿VariableDeclarator¿¿1878¿v112¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1420¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1421¿Identifier¿¿1878¿report¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1422¿Identifier¿¿1878¿length¿¿¿{"start":{"line":128,"column":21},"end":{"line":128,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1423¿VariableDeclarator¿¿1878¿v113¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1424¿BinaryExpression¿>¿1878¿¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BinaryExpression
1425¿Identifier¿¿1878¿v112¿¿¿¿¿Identifier
1426¿Literal¿number¿1878¿¿0¿¿{"start":{"line":128,"column":30},"end":{"line":128,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1427¿IfStatement¿¿1878¿¿¿¿{"start":{"line":128,"column":10},"end":{"line":129,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1428¿Identifier¿¿1878¿v113¿¿¿¿¿Identifier
1429¿VariableDeclarator¿¿1878¿v114¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1430¿CallExpression¿¿1878¿¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1431¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1432¿Identifier¿¿1878¿reporting¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1433¿Identifier¿¿1878¿reports¿¿¿{"start":{"line":129,"column":29},"end":{"line":129,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1434¿Identifier¿¿1878¿opts¿¿¿{"start":{"line":129,"column":37},"end":{"line":129,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1435¿Identifier¿¿1878¿report¿¿¿{"start":{"line":129,"column":43},"end":{"line":129,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1436¿Identifier¿¿1878¿callback¿¿¿{"start":{"line":129,"column":51},"end":{"line":129,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1437¿ReturnStatement¿¿1878¿¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1438¿Identifier¿¿1878¿v114¿¿¿¿¿Identifier
1439¿BlockStatement¿¿1878¿¿¿¿¿¿BlockStatement
1440¿BlockStatement¿¿1878¿¿¿¿{"start":{"line":127,"column":39},"end":{"line":130,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1441¿VariableDeclarator¿¿1868¿v116¿¿¿{"start":{"line":127,"column":8},"end":{"line":130,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1442¿CallExpression¿¿1868¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":130,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1443¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1444¿Identifier¿¿1868¿v111¿¿¿¿¿Identifier
1445¿Identifier¿¿1868¿on¿¿¿{"start":{"line":127,"column":23},"end":{"line":127,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1446¿Literal¿string¿1868¿¿'end'¿¿{"start":{"line":127,"column":26},"end":{"line":127,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1447¿Identifier¿¿1868¿v115¿¿¿¿¿Identifier
1448¿ExpressionStatement¿¿1868¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":130,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1449¿Identifier¿¿1868¿v116¿¿¿¿¿Identifier
1450¿BlockStatement¿¿1868¿¿¿¿{"start":{"line":106,"column":46},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1451¿ExpressionStatement¿¿1866¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":131,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1452¿AssignmentExpression¿=¿1866¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1453¿MemberExpression¿computed¿1866¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1454¿Identifier¿¿1866¿funcs¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1455¿Identifier¿¿1866¿range¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1456¿Identifier¿¿1866¿block¿¿¿¿¿Identifier
1457¿BlockStatement¿¿1866¿¿¿¿{"start":{"line":103,"column":59},"end":{"line":132,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1458¿VariableDeclarator¿¿1863¿v118¿¿¿{"start":{"line":103,"column":4},"end":{"line":132,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1459¿CallExpression¿¿1863¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":132,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1460¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1461¿Identifier¿¿1863¿v97¿¿¿¿¿Identifier
1462¿Identifier¿¿1863¿forEach¿¿¿{"start":{"line":103,"column":28},"end":{"line":103,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1463¿Identifier¿¿1863¿v117¿¿¿¿¿Identifier
1464¿ExpressionStatement¿¿1863¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":132,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1465¿Identifier¿¿1863¿v118¿¿¿¿¿Identifier
1466¿ReturnStatement¿¿1863¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1467¿Identifier¿¿1863¿funcs¿¿¿{"start":{"line":134,"column":11},"end":{"line":134,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1468¿BlockStatement¿¿1863¿¿¿¿{"start":{"line":93,"column":14},"end":{"line":135,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1469¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1470¿AssignmentExpression¿=¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1471¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1472¿Identifier¿¿1850¿tools¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1473¿Identifier¿¿1850¿funcs¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1474¿Identifier¿¿1850¿funcs¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1475¿VariableDeclarator¿¿1850¿command¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1476¿FunctionExpression¿¿1850¿command¿¿¿{"start":{"line":147,"column":9},"end":{"line":157,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿FunctionExpression
1477¿Identifier¿¿0¿opts¿¿¿{"start":{"line":147,"column":10},"end":{"line":147,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1478¿Identifier¿¿0¿block¿¿¿{"start":{"line":147,"column":16},"end":{"line":147,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1479¿VariableDeclarator¿¿1881¿v119¿¿¿{"start":{"line":148,"column":18},"end":{"line":148,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1480¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":148,"column":18},"end":{"line":148,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1481¿Identifier¿¿1881¿opts¿¿¿{"start":{"line":148,"column":18},"end":{"line":148,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1482¿Identifier¿¿1881¿flags¿¿¿{"start":{"line":148,"column":23},"end":{"line":148,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
