Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1858¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":245,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Program
2584¿BinaryExpression¿<¿3266¿¿¿¿{"start":{"line":149,"column":12},"end":{"line":149,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BinaryExpression
2585¿Identifier¿¿3266¿statusCode¿¿¿{"start":{"line":149,"column":12},"end":{"line":149,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2586¿Literal¿number¿3266¿¿200¿¿{"start":{"line":149,"column":25},"end":{"line":149,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2587¿VariableDeclarator¿¿3266¿v248¿¿¿{"start":{"line":149,"column":32},"end":{"line":149,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2588¿BinaryExpression¿>=¿3266¿¿¿¿{"start":{"line":149,"column":32},"end":{"line":149,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BinaryExpression
2589¿Identifier¿¿3266¿statusCode¿¿¿{"start":{"line":149,"column":32},"end":{"line":149,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2590¿Literal¿number¿3266¿¿300¿¿{"start":{"line":149,"column":46},"end":{"line":149,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2591¿VariableDeclarator¿¿3266¿v249¿¿¿{"start":{"line":149,"column":12},"end":{"line":149,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2592¿LogicalExpression¿||¿3266¿¿¿¿{"start":{"line":149,"column":12},"end":{"line":149,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿LogicalExpression
2593¿Identifier¿¿3266¿v247¿¿¿¿¿Identifier
2594¿Identifier¿¿3266¿v248¿¿¿¿¿Identifier
2595¿IfStatement¿¿3266¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":154,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2596¿Identifier¿¿3266¿v249¿¿¿¿¿Identifier
2597¿VariableDeclarator¿¿3266¿v250¿¿¿{"start":{"line":150,"column":30},"end":{"line":150,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2598¿BinaryExpression¿+¿3266¿¿¿¿{"start":{"line":150,"column":30},"end":{"line":150,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BinaryExpression
2599¿Literal¿string¿3266¿¿'Response Status: '¿¿{"start":{"line":150,"column":30},"end":{"line":150,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2600¿Identifier¿¿3266¿statusCode¿¿¿{"start":{"line":150,"column":52},"end":{"line":150,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2601¿ExpressionStatement¿¿3266¿¿¿¿{"start":{"line":150,"column":12},"end":{"line":150,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2602¿AssignmentExpression¿=¿3266¿¿¿¿{"start":{"line":150,"column":12},"end":{"line":150,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2603¿Identifier¿¿3266¿error¿¿¿{"start":{"line":150,"column":12},"end":{"line":150,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2604¿NewExpression¿¿3266¿¿¿¿{"start":{"line":150,"column":20},"end":{"line":150,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
2605¿Identifier¿¿3266¿Error¿¿¿{"start":{"line":150,"column":24},"end":{"line":150,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2606¿Identifier¿¿3266¿v250¿¿¿¿¿Identifier
2607¿ExpressionStatement¿¿3266¿¿¿¿{"start":{"line":151,"column":12},"end":{"line":151,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2608¿AssignmentExpression¿=¿3266¿¿¿¿{"start":{"line":151,"column":12},"end":{"line":151,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2609¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":151,"column":12},"end":{"line":151,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2610¿Identifier¿¿3266¿error¿¿¿{"start":{"line":151,"column":12},"end":{"line":151,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2611¿Identifier¿¿3266¿response¿¿¿{"start":{"line":151,"column":18},"end":{"line":151,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2612¿Identifier¿¿3266¿body¿¿¿{"start":{"line":151,"column":29},"end":{"line":151,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2613¿ExpressionStatement¿¿3266¿¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2614¿AssignmentExpression¿=¿3266¿¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2615¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2616¿Identifier¿¿3266¿error¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2617¿Identifier¿¿3266¿httpStatusCode¿¿¿{"start":{"line":152,"column":18},"end":{"line":152,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2618¿Identifier¿¿3266¿statusCode¿¿¿{"start":{"line":152,"column":35},"end":{"line":152,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2619¿VariableDeclarator¿¿3266¿v251¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2620¿CallExpression¿¿3266¿¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2621¿Identifier¿¿3266¿callback¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2622¿Identifier¿¿3266¿error¿¿¿{"start":{"line":153,"column":28},"end":{"line":153,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2623¿ReturnStatement¿¿3266¿¿¿¿{"start":{"line":153,"column":12},"end":{"line":153,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ReturnStatement
2624¿Identifier¿¿3266¿v251¿¿¿¿¿Identifier
2625¿BlockStatement¿¿3266¿¿¿¿{"start":{"line":149,"column":51},"end":{"line":154,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2626¿ExpressionStatement¿¿3266¿¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2627¿AssignmentExpression¿=¿3266¿¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2628¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2629¿Identifier¿¿3266¿body¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2630¿Identifier¿¿3266¿httpStatusCode¿¿¿{"start":{"line":156,"column":13},"end":{"line":156,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2631¿Identifier¿¿3266¿statusCode¿¿¿{"start":{"line":156,"column":30},"end":{"line":156,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2632¿VariableDeclarator¿¿3266¿v252¿¿¿{"start":{"line":158,"column":50},"end":{"line":158,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2633¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":158,"column":50},"end":{"line":158,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2634¿Identifier¿¿3266¿body¿¿¿{"start":{"line":158,"column":50},"end":{"line":158,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2635¿Identifier¿¿3266¿responseEnvelope¿¿¿{"start":{"line":158,"column":55},"end":{"line":158,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2636¿VariableDeclarator¿¿3266¿v253¿¿¿{"start":{"line":158,"column":50},"end":{"line":158,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2637¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":158,"column":50},"end":{"line":158,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2638¿Identifier¿¿3266¿v252¿¿¿¿¿Identifier
2639¿Identifier¿¿3266¿ack¿¿¿{"start":{"line":158,"column":72},"end":{"line":158,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2640¿VariableDeclarator¿¿3266¿v254¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2641¿CallExpression¿¿3266¿¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2642¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2643¿Literal¿object¿3266¿¿/^(Success|SuccessWithWarning)$/¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2644¿Identifier¿¿3266¿test¿¿¿{"start":{"line":158,"column":45},"end":{"line":158,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2645¿Identifier¿¿3266¿v253¿¿¿¿¿Identifier
2646¿IfStatement¿¿3266¿¿¿¿{"start":{"line":158,"column":8},"end":{"line":163,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2647¿Identifier¿¿3266¿v254¿¿¿¿¿Identifier
2648¿VariableDeclarator¿¿3266¿v255¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2649¿CallExpression¿¿3266¿¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2650¿Identifier¿¿3266¿callback¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2651¿Literal¿object¿3266¿¿null¿¿{"start":{"line":159,"column":21},"end":{"line":159,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2652¿Identifier¿¿3266¿body¿¿¿{"start":{"line":159,"column":27},"end":{"line":159,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2653¿ExpressionStatement¿¿3266¿¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2654¿Identifier¿¿3266¿v255¿¿¿¿¿Identifier
2655¿BlockStatement¿¿3266¿¿¿¿{"start":{"line":158,"column":78},"end":{"line":160,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2656¿VariableDeclarator¿¿3266¿v256¿¿¿{"start":{"line":161,"column":53},"end":{"line":161,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2657¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":161,"column":53},"end":{"line":161,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2658¿Identifier¿¿3266¿body¿¿¿{"start":{"line":161,"column":53},"end":{"line":161,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2659¿Identifier¿¿3266¿responseEnvelope¿¿¿{"start":{"line":161,"column":58},"end":{"line":161,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2660¿VariableDeclarator¿¿3266¿v257¿¿¿{"start":{"line":161,"column":53},"end":{"line":161,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2661¿MemberExpression¿¿3266¿¿¿¿{"start":{"line":161,"column":53},"end":{"line":161,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2662¿Identifier¿¿3266¿v256¿¿¿¿¿Identifier
2663¿Identifier¿¿3266¿ack¿¿¿{"start":{"line":161,"column":75},"end":{"line":161,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2664¿VariableDeclarator¿¿3266¿v258¿¿¿{"start":{"line":161,"column":32},"end":{"line":161,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2665¿BinaryExpression¿+¿3266¿¿¿¿{"start":{"line":161,"column":32},"end":{"line":161,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BinaryExpression
2666¿Literal¿string¿3266¿¿'Response ack is '¿¿{"start":{"line":161,"column":32},"end":{"line":161,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2667¿Identifier¿¿3266¿v257¿¿¿¿¿Identifier
2668¿VariableDeclarator¿¿3266¿v259¿¿¿{"start":{"line":161,"column":32},"end":{"line":161,"column":117},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2669¿BinaryExpression¿+¿3266¿¿¿¿{"start":{"line":161,"column":32},"end":{"line":161,"column":117},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BinaryExpression
2670¿Identifier¿¿3266¿v258¿¿¿¿¿Identifier
2671¿Literal¿string¿3266¿¿'. Check the response for more info'¿¿{"start":{"line":161,"column":81},"end":{"line":161,"column":117},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2672¿VariableDeclarator¿¿3266¿err¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":118},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2673¿NewExpression¿¿3266¿¿¿¿{"start":{"line":161,"column":22},"end":{"line":161,"column":118},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
2674¿Identifier¿¿3266¿Error¿¿¿{"start":{"line":161,"column":26},"end":{"line":161,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2675¿Identifier¿¿3266¿v259¿¿¿¿¿Identifier
2676¿VariableDeclarator¿¿3266¿v260¿¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2677¿CallExpression¿¿3266¿¿¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2678¿Identifier¿¿3266¿callback¿¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2679¿Identifier¿¿3266¿err¿¿¿{"start":{"line":162,"column":28},"end":{"line":162,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2680¿Identifier¿¿3266¿body¿¿¿{"start":{"line":162,"column":33},"end":{"line":162,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2681¿ReturnStatement¿¿3266¿¿¿¿{"start":{"line":162,"column":12},"end":{"line":162,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ReturnStatement
2682¿Identifier¿¿3266¿v260¿¿¿¿¿Identifier
2683¿BlockStatement¿¿3266¿¿¿¿{"start":{"line":160,"column":15},"end":{"line":163,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2684¿BlockStatement¿¿3266¿¿¿¿{"start":{"line":132,"column":50},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2685¿VariableDeclarator¿¿3261¿v262¿¿¿{"start":{"line":132,"column":4},"end":{"line":164,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2686¿CallExpression¿¿3261¿¿¿¿{"start":{"line":132,"column":4},"end":{"line":164,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2687¿Identifier¿¿3261¿httpsPost¿¿¿{"start":{"line":132,"column":4},"end":{"line":132,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2688¿Identifier¿¿3261¿options¿¿¿{"start":{"line":132,"column":14},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2689¿Identifier¿¿3261¿v261¿¿¿¿¿Identifier
2690¿ExpressionStatement¿¿3261¿¿¿¿{"start":{"line":132,"column":4},"end":{"line":164,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2691¿Identifier¿¿3261¿v262¿¿¿¿¿Identifier
2692¿BlockStatement¿¿3261¿¿¿¿{"start":{"line":109,"column":64},"end":{"line":165,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2693¿ExpressionStatement¿¿3233¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":165,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2694¿AssignmentExpression¿=¿3233¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":165,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2695¿MemberExpression¿¿3233¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2696¿Identifier¿¿3233¿v223¿¿¿¿¿Identifier
2697¿Identifier¿¿3233¿callApi¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2698¿Identifier¿¿3233¿v263¿¿¿¿¿Identifier
2699¿VariableDeclarator¿¿3233¿v264¿¿¿{"start":{"line":168,"column":0},"end":{"line":168,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2700¿MemberExpression¿¿3233¿¿¿¿{"start":{"line":168,"column":0},"end":{"line":168,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2701¿Identifier¿¿3233¿Paypal¿¿¿{"start":{"line":168,"column":0},"end":{"line":168,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2702¿Identifier¿¿3233¿prototype¿¿¿{"start":{"line":168,"column":7},"end":{"line":168,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2703¿VariableDeclarator¿¿3233¿v269¿¿¿{"start":{"line":168,"column":0},"end":{"line":177,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2704¿FunctionExpression¿¿3233¿anon¿¿¿{"start":{"line":168,"column":37},"end":{"line":177,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
2705¿Identifier¿¿0¿payKey¿¿¿{"start":{"line":168,"column":47},"end":{"line":168,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2706¿Identifier¿¿0¿callback¿¿¿{"start":{"line":168,"column":55},"end":{"line":168,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2707¿VariableDeclarator¿¿3273¿v265¿¿¿{"start":{"line":169,"column":8},"end":{"line":169,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2708¿UnaryExpression¿!¿3273¿¿¿¿{"start":{"line":169,"column":8},"end":{"line":169,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
2709¿Identifier¿¿3273¿payKey¿¿¿{"start":{"line":169,"column":9},"end":{"line":169,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2710¿IfStatement¿¿3273¿¿¿¿{"start":{"line":169,"column":4},"end":{"line":171,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2711¿Identifier¿¿3273¿v265¿¿¿¿¿Identifier
2712¿VariableDeclarator¿¿3273¿v266¿¿¿{"start":{"line":170,"column":24},"end":{"line":170,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2713¿NewExpression¿¿3273¿¿¿¿{"start":{"line":170,"column":24},"end":{"line":170,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
