Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1044¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Program
1329¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1330¿Identifier¿¿1813¿v126¿¿¿¿¿Identifier
1331¿Identifier¿¿1813¿stop¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1332¿Identifier¿¿1813¿Glance$stop¿¿¿¿¿Identifier
1333¿VariableDeclarator¿¿1813¿v130¿¿¿{"start":{"line":55,"column":0},"end":{"line":55,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1334¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":55,"column":0},"end":{"line":55,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1335¿Identifier¿¿1813¿Glance¿¿¿{"start":{"line":55,"column":0},"end":{"line":55,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1336¿Identifier¿¿1813¿prototype¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1337¿VariableDeclarator¿¿1813¿Glance$serveRequest¿¿¿{"start":{"line":55,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1338¿FunctionExpression¿¿1813¿anon¿¿¿{"start":{"line":55,"column":32},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1339¿Identifier¿¿0¿req¿¿¿{"start":{"line":55,"column":61},"end":{"line":55,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1340¿Identifier¿¿0¿res¿¿¿{"start":{"line":55,"column":66},"end":{"line":55,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1341¿VariableDeclarator¿¿1828¿request¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1342¿ObjectExpression¿¿1828¿¿¿¿¿¿ObjectExpression
1343¿VariableDeclarator¿¿1828¿self¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1344¿ThisExpression¿¿1828¿¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ThisExpression
1345¿VariableDeclarator¿¿1828¿v131¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1346¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1347¿Identifier¿¿1828¿self¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1348¿Identifier¿¿1828¿dir¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1349¿VariableDeclarator¿¿1828¿v132¿¿¿{"start":{"line":61,"column":31},"end":{"line":61,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1350¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":61,"column":31},"end":{"line":61,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1351¿Identifier¿¿1828¿req¿¿¿{"start":{"line":61,"column":31},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1352¿Identifier¿¿1828¿url¿¿¿{"start":{"line":61,"column":35},"end":{"line":61,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1353¿VariableDeclarator¿¿1828¿v133¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1828¿¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1355¿Identifier¿¿1828¿parse¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1356¿Identifier¿¿1828¿v132¿¿¿¿¿Identifier
1357¿VariableDeclarator¿¿1828¿v134¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1358¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1359¿Identifier¿¿1828¿v133¿¿¿¿¿Identifier
1360¿Identifier¿¿1828¿pathname¿¿¿{"start":{"line":61,"column":40},"end":{"line":61,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1361¿VariableDeclarator¿¿1828¿v135¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1362¿CallExpression¿¿1828¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1363¿Identifier¿¿1828¿decodeURIComponent¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1364¿Identifier¿¿1828¿v134¿¿¿¿¿Identifier
1365¿VariableDeclarator¿¿1828¿v136¿¿¿{"start":{"line":59,"column":2},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1366¿CallExpression¿¿1828¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1367¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1368¿Identifier¿¿1828¿path¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1369¿Identifier¿¿1828¿join¿¿¿{"start":{"line":59,"column":26},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1370¿Identifier¿¿1828¿v131¿¿¿¿¿Identifier
1371¿Identifier¿¿1828¿v135¿¿¿¿¿Identifier
1372¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1373¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
1374¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1375¿Identifier¿¿1828¿request¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1376¿Identifier¿¿1828¿fullPath¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1377¿Identifier¿¿1828¿v136¿¿¿¿¿Identifier
1378¿VariableDeclarator¿¿1828¿v137¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1379¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1380¿Identifier¿¿1828¿req¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1381¿Identifier¿¿1828¿socket¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1382¿VariableDeclarator¿¿1828¿v138¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1383¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1384¿Identifier¿¿1828¿v137¿¿¿¿¿Identifier
1385¿Identifier¿¿1828¿remoteAddress¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1386¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1387¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
1388¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1389¿Identifier¿¿1828¿request¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1390¿Identifier¿¿1828¿ip¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1391¿Identifier¿¿1828¿v138¿¿¿¿¿Identifier
1392¿VariableDeclarator¿¿1828¿v139¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1393¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1394¿Identifier¿¿1828¿req¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1395¿Identifier¿¿1828¿method¿¿¿{"start":{"line":65,"column":23},"end":{"line":65,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1396¿VariableDeclarator¿¿1828¿v140¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1397¿CallExpression¿¿1828¿¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1398¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1399¿Identifier¿¿1828¿v139¿¿¿¿¿Identifier
1400¿Identifier¿¿1828¿toLowerCase¿¿¿{"start":{"line":65,"column":30},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1401¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1402¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
1403¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1404¿Identifier¿¿1828¿request¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1405¿Identifier¿¿1828¿method¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1406¿Identifier¿¿1828¿v140¿¿¿¿¿Identifier
1407¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1408¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
1409¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1410¿Identifier¿¿1828¿request¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1411¿Identifier¿¿1828¿response¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1412¿Identifier¿¿1828¿res¿¿¿{"start":{"line":66,"column":21},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1413¿VariableDeclarator¿¿1828¿v141¿¿¿{"start":{"line":68,"column":5},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1414¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":68,"column":5},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1415¿Identifier¿¿1828¿request¿¿¿{"start":{"line":68,"column":5},"end":{"line":68,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1416¿Identifier¿¿1828¿method¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1417¿VariableDeclarator¿¿1828¿v142¿¿¿{"start":{"line":68,"column":5},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1418¿BinaryExpression¿!==¿1828¿¿¿¿{"start":{"line":68,"column":5},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BinaryExpression
1419¿Identifier¿¿1828¿v141¿¿¿¿¿Identifier
1420¿Literal¿string¿1828¿¿'get'¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1421¿IfStatement¿¿1828¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿IfStatement
1422¿Identifier¿¿1828¿v142¿¿¿¿¿Identifier
1423¿VariableDeclarator¿¿1828¿v143¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1424¿CallExpression¿¿1828¿¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1425¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1426¿Identifier¿¿1828¿self¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1427¿Identifier¿¿1828¿emit¿¿¿{"start":{"line":68,"column":43},"end":{"line":68,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1428¿Literal¿string¿1828¿¿'error'¿¿{"start":{"line":68,"column":48},"end":{"line":68,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1429¿Literal¿number¿1828¿¿405¿¿{"start":{"line":68,"column":57},"end":{"line":68,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1430¿Identifier¿¿1828¿request¿¿¿{"start":{"line":68,"column":62},"end":{"line":68,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1431¿Identifier¿¿1828¿res¿¿¿{"start":{"line":68,"column":71},"end":{"line":68,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1432¿ReturnStatement¿¿1828¿¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ReturnStatement
1433¿Identifier¿¿1828¿v143¿¿¿¿¿Identifier
1434¿BlockStatement¿¿1828¿¿¿¿¿¿BlockStatement
1435¿VariableDeclarator¿¿1828¿v144¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1436¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1437¿Identifier¿¿1828¿self¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1438¿Identifier¿¿1828¿nodot¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1828¿v145¿¿¿{"start":{"line":70,"column":44},"end":{"line":70,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1440¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":70,"column":44},"end":{"line":70,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1441¿Identifier¿¿1828¿request¿¿¿{"start":{"line":70,"column":44},"end":{"line":70,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1442¿Identifier¿¿1828¿fullPath¿¿¿{"start":{"line":70,"column":52},"end":{"line":70,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1443¿VariableDeclarator¿¿1828¿v146¿¿¿{"start":{"line":70,"column":30},"end":{"line":70,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1444¿CallExpression¿¿1828¿¿¿¿{"start":{"line":70,"column":30},"end":{"line":70,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1445¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":70,"column":30},"end":{"line":70,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1446¿Identifier¿¿1828¿path¿¿¿{"start":{"line":70,"column":30},"end":{"line":70,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1447¿Identifier¿¿1828¿basename¿¿¿{"start":{"line":70,"column":35},"end":{"line":70,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1448¿Identifier¿¿1828¿v145¿¿¿¿¿Identifier
1449¿VariableDeclarator¿¿1828¿v147¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1450¿CallExpression¿¿1828¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1451¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1452¿Literal¿object¿1828¿¿/^\./¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1453¿Identifier¿¿1828¿test¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1454¿Identifier¿¿1828¿v146¿¿¿¿¿Identifier
1455¿VariableDeclarator¿¿1828¿v148¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1456¿LogicalExpression¿&&¿1828¿¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿LogicalExpression
1457¿Identifier¿¿1828¿v144¿¿¿¿¿Identifier
1458¿Identifier¿¿1828¿v147¿¿¿¿¿Identifier
1459¿IfStatement¿¿1828¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":72,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿IfStatement
1460¿Identifier¿¿1828¿v148¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1828¿v149¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1828¿¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1463¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1464¿Identifier¿¿1828¿self¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1465¿Identifier¿¿1828¿emit¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1466¿Literal¿string¿1828¿¿'error'¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1467¿Literal¿number¿1828¿¿404¿¿{"start":{"line":71,"column":30},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1468¿Identifier¿¿1828¿request¿¿¿{"start":{"line":71,"column":35},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1469¿Identifier¿¿1828¿res¿¿¿{"start":{"line":71,"column":44},"end":{"line":71,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1470¿ReturnStatement¿¿1828¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ReturnStatement
1471¿Identifier¿¿1828¿v149¿¿¿¿¿Identifier
1472¿BlockStatement¿¿1828¿¿¿¿{"start":{"line":70,"column":64},"end":{"line":72,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BlockStatement
1473¿VariableDeclarator¿¿1828¿v150¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1474¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1475¿Identifier¿¿1828¿request¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1476¿Identifier¿¿1828¿fullPath¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
