Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
656¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":84,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Program
910¿Identifier¿¿1136¿header¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
911¿CallExpression¿¿1136¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":58,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
912¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
913¿Identifier¿¿1136¿header¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
914¿Identifier¿¿1136¿map¿¿¿{"start":{"line":56,"column":22},"end":{"line":56,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
915¿Identifier¿¿1136¿v86¿¿¿¿¿Identifier
916¿VariableDeclarator¿¿1136¿v87¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
917¿ObjectExpression¿¿1136¿¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ObjectExpression
918¿Property¿¿1136¿¿¿¿{"start":{"line":59,"column":26},"end":{"line":59,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Property
919¿Identifier¿¿1136¿head¿¿¿{"start":{"line":59,"column":26},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
920¿Identifier¿¿1136¿header¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
921¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
922¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
923¿Identifier¿¿1136¿table¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
924¿NewExpression¿¿1136¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿NewExpression
925¿Identifier¿¿1136¿Table¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
926¿Identifier¿¿1136¿v87¿¿¿¿¿Identifier
927¿VariableDeclarator¿¿1136¿v92¿¿¿{"start":{"line":61,"column":15},"end":{"line":64,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
928¿ArrowFunctionExpression¿¿1136¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":64,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrowFunctionExpression
929¿Identifier¿¿0¿item¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
930¿VariableDeclarator¿¿1141¿v88¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1141¿¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
932¿MemberExpression¿¿1141¿¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
933¿Identifier¿¿1141¿Object¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
934¿Identifier¿¿1141¿keys¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
935¿Identifier¿¿1141¿item¿¿¿{"start":{"line":62,"column":33},"end":{"line":62,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
936¿VariableDeclarator¿¿1141¿v90¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
937¿ArrowFunctionExpression¿¿1141¿¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrowFunctionExpression
938¿Identifier¿¿0¿key¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
939¿VariableDeclarator¿¿1143¿v89¿¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
940¿MemberExpression¿computed¿1143¿¿¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
941¿Identifier¿¿1143¿item¿¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
942¿Identifier¿¿1143¿key¿¿¿{"start":{"line":62,"column":55},"end":{"line":62,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
943¿ReturnStatement¿¿1143¿¿¿¿¿¿ReturnStatement
944¿Identifier¿¿1143¿v89¿¿¿¿¿Identifier
945¿BlockStatement¿¿1143¿¿¿¿¿¿BlockStatement
946¿VariableDeclarator¿¿1141¿values¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
947¿CallExpression¿¿1141¿¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
948¿MemberExpression¿¿1141¿¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
949¿Identifier¿¿1141¿v88¿¿¿¿¿Identifier
950¿Identifier¿¿1141¿map¿¿¿{"start":{"line":62,"column":39},"end":{"line":62,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
951¿Identifier¿¿1141¿v90¿¿¿¿¿Identifier
952¿VariableDeclarator¿¿1141¿v91¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
953¿CallExpression¿¿1141¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
954¿MemberExpression¿¿1141¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
955¿Identifier¿¿1141¿table¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
956¿Identifier¿¿1141¿push¿¿¿{"start":{"line":63,"column":14},"end":{"line":63,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
957¿Identifier¿¿1141¿values¿¿¿{"start":{"line":63,"column":19},"end":{"line":63,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
958¿ExpressionStatement¿¿1141¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
959¿Identifier¿¿1141¿v91¿¿¿¿¿Identifier
960¿BlockStatement¿¿1141¿¿¿¿{"start":{"line":61,"column":23},"end":{"line":64,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
961¿VariableDeclarator¿¿1136¿v93¿¿¿{"start":{"line":61,"column":6},"end":{"line":64,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
962¿CallExpression¿¿1136¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":64,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
963¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
964¿Identifier¿¿1136¿data¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
965¿Identifier¿¿1136¿map¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
966¿Identifier¿¿1136¿v92¿¿¿¿¿Identifier
967¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":64,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
968¿Identifier¿¿1136¿v93¿¿¿¿¿Identifier
969¿VariableDeclarator¿¿1136¿v94¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
970¿CallExpression¿¿1136¿¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
971¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
972¿Identifier¿¿1136¿table¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
973¿Identifier¿¿1136¿toString¿¿¿{"start":{"line":65,"column":24},"end":{"line":65,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
974¿VariableDeclarator¿¿1136¿v95¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
975¿CallExpression¿¿1136¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
976¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
977¿Identifier¿¿1136¿console¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
978¿Identifier¿¿1136¿log¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
979¿Identifier¿¿1136¿v94¿¿¿¿¿Identifier
980¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
981¿Identifier¿¿1136¿v95¿¿¿¿¿Identifier
982¿BlockStatement¿¿1136¿¿¿¿{"start":{"line":48,"column":25},"end":{"line":66,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
983¿BlockStatement¿¿1136¿¿¿¿{"start":{"line":45,"column":17},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
984¿VariableDeclarator¿¿1118¿v104¿¿¿{"start":{"line":68,"column":8},"end":{"line":77,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
985¿ArrowFunctionExpression¿¿1118¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":77,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrowFunctionExpression
986¿Identifier¿¿0¿color¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
987¿VariableDeclarator¿¿1146¿v97¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
988¿BinaryExpression¿!=¿1146¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BinaryExpression
989¿Identifier¿¿1146¿color¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
990¿Literal¿string¿1146¿¿''¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Literal
991¿IfStatement¿¿1146¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":76,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿IfStatement
992¿Identifier¿¿1146¿v97¿¿¿¿¿Identifier
993¿TryStatement¿¿1146¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":75,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿TryStatement
994¿VariableDeclarator¿¿1146¿v98¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
995¿TemplateLiteral¿¿1146¿¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿TemplateLiteral
996¿Identifier¿¿1146¿color¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
997¿VariableDeclarator¿¿1146¿v99¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
998¿CallExpression¿¿1146¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
999¿Identifier¿¿1146¿eval¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1000¿Identifier¿¿1146¿v98¿¿¿¿¿Identifier
1001¿ExpressionStatement¿¿1146¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1002¿Identifier¿¿1146¿v99¿¿¿¿¿Identifier
1003¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":72,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
1004¿CatchClause¿¿1146¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":75,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CatchClause
1005¿VariableDeclarator¿¿1146¿v100¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
1006¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1007¿Identifier¿¿1146¿chalk¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1008¿Identifier¿¿1146¿bgRed¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1009¿VariableDeclarator¿¿1146¿v101¿¿¿{"start":{"line":74,"column":39},"end":{"line":74,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
1010¿TemplateLiteral¿¿1146¿¿¿¿{"start":{"line":74,"column":39},"end":{"line":74,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿TemplateLiteral
1011¿Identifier¿¿1146¿color¿¿¿{"start":{"line":74,"column":57},"end":{"line":74,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1146¿v102¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1146¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
1014¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1015¿Identifier¿¿1146¿v100¿¿¿¿¿Identifier
1016¿Identifier¿¿1146¿bold¿¿¿{"start":{"line":74,"column":34},"end":{"line":74,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1017¿Identifier¿¿1146¿v101¿¿¿¿¿Identifier
1018¿VariableDeclarator¿¿1146¿v103¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
1019¿CallExpression¿¿1146¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
1020¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1021¿Identifier¿¿1146¿console¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1022¿Identifier¿¿1146¿error¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1023¿Identifier¿¿1146¿v102¿¿¿¿¿Identifier
1024¿ExpressionStatement¿¿1146¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1025¿Identifier¿¿1146¿v103¿¿¿¿¿Identifier
1026¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":75,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
1027¿Identifier¿¿1146¿e¿¿¿{"start":{"line":73,"column":13},"end":{"line":73,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1028¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":76,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
1029¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":68,"column":17},"end":{"line":77,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
1030¿VariableDeclarator¿¿1118¿v106¿¿¿{"start":{"line":78,"column":7},"end":{"line":81,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
1031¿ArrowFunctionExpression¿¿1118¿¿¿¿{"start":{"line":78,"column":7},"end":{"line":81,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrowFunctionExpression
1032¿Identifier¿¿0¿data¿¿¿{"start":{"line":78,"column":7},"end":{"line":78,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1033¿VariableDeclarator¿¿1150¿v105¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
1034¿CallExpression¿¿1150¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
1035¿MemberExpression¿¿1150¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1036¿Identifier¿¿1150¿console¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1037¿Identifier¿¿1150¿dir¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1038¿Identifier¿¿1150¿data¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1039¿ExpressionStatement¿¿1150¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1040¿Identifier¿¿1150¿v105¿¿¿¿¿Identifier
1041¿ReturnStatement¿¿1150¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ReturnStatement
1042¿Identifier¿¿1150¿data¿¿¿{"start":{"line":80,"column":11},"end":{"line":80,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
