Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
801¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":111,"column":142},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Program
1084¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1085¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1086¿Identifier¿¿1425¿substring¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1087¿Literal¿number¿1425¿¿0¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1088¿Identifier¿¿1425¿v120¿¿¿¿¿Identifier
1089¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":62,"column":59},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1090¿VariableDeclarator¿¿1425¿dir¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1091¿Literal¿string¿1425¿¿'/'¿¿{"start":{"line":65,"column":24},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1092¿VariableDeclarator¿¿1425¿v121¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1093¿CallExpression¿¿1425¿¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1094¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1095¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1096¿Identifier¿¿1425¿lastIndexOf¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1097¿Literal¿string¿1425¿¿'/'¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1098¿VariableDeclarator¿¿1425¿v122¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1099¿BinaryExpression¿>¿1425¿¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1100¿Identifier¿¿1425¿v121¿¿¿¿¿Identifier
1101¿Literal¿number¿1425¿¿0¿¿{"start":{"line":66,"column":42},"end":{"line":66,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1102¿IfStatement¿¿1425¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":68,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1103¿Identifier¿¿1425¿v122¿¿¿¿¿Identifier
1104¿VariableDeclarator¿¿1425¿v123¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1105¿CallExpression¿¿1425¿¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1106¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1107¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1108¿Identifier¿¿1425¿lastIndexOf¿¿¿{"start":{"line":67,"column":43},"end":{"line":67,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1109¿Literal¿string¿1425¿¿'/'¿¿{"start":{"line":67,"column":55},"end":{"line":67,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1110¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1111¿AssignmentExpression¿=¿1425¿¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1112¿Identifier¿¿1425¿dir¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1113¿CallExpression¿¿1425¿¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1114¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1115¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1116¿Identifier¿¿1425¿substring¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1117¿Literal¿number¿1425¿¿0¿¿{"start":{"line":67,"column":36},"end":{"line":67,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1118¿Identifier¿¿1425¿v123¿¿¿¿¿Identifier
1119¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":66,"column":47},"end":{"line":68,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1120¿VariableDeclarator¿¿1425¿all¿¿¿{"start":{"line":69,"column":18},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1121¿Literal¿string¿1425¿¿''¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1122¿VariableDeclarator¿¿1425¿v124¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1123¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1124¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1125¿Identifier¿¿1425¿length¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1425¿v125¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1127¿BinaryExpression¿>¿1425¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1128¿Identifier¿¿1425¿v124¿¿¿¿¿Identifier
1129¿Literal¿number¿1425¿¿0¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1130¿IfStatement¿¿1425¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":72,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1131¿Identifier¿¿1425¿v125¿¿¿¿¿Identifier
1132¿VariableDeclarator¿¿1425¿v126¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1133¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1134¿Literal¿string¿1425¿¿'<a href=''¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1135¿Identifier¿¿1425¿dir¿¿¿{"start":{"line":71,"column":36},"end":{"line":71,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1136¿VariableDeclarator¿¿1425¿v127¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1137¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1138¿Identifier¿¿1425¿v126¿¿¿¿¿Identifier
1139¿Literal¿string¿1425¿¿''>../'¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1140¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1141¿AssignmentExpression¿=¿1425¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1142¿Identifier¿¿1425¿all¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1143¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1144¿Identifier¿¿1425¿v127¿¿¿¿¿Identifier
1145¿Literal¿string¿1425¿¿'</a></br>'¿¿{"start":{"line":71,"column":52},"end":{"line":71,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1146¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":70,"column":35},"end":{"line":72,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1147¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":73,"column":14},"end":{"line":73,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1148¿AssignmentExpression¿+=¿1425¿¿¿¿{"start":{"line":73,"column":14},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1149¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":73,"column":14},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1150¿Literal¿string¿1425¿¿'/'¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1151¿VariableDeclarator¿¿1425¿i¿¿¿{"start":{"line":74,"column":23},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1152¿ForInStatement¿¿1425¿¿¿¿{"start":{"line":74,"column":14},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ForInStatement
1153¿Identifier¿¿1425¿i¿¿¿{"start":{"line":74,"column":23},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1154¿Identifier¿¿1425¿files¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1155¿VariableDeclarator¿¿1425¿v128¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1156¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1157¿Literal¿string¿1425¿¿'<a href=''¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1158¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":75,"column":37},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1159¿VariableDeclarator¿¿1425¿v129¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1160¿MemberExpression¿computed¿1425¿¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1161¿Identifier¿¿1425¿files¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1162¿Identifier¿¿1425¿i¿¿¿{"start":{"line":75,"column":59},"end":{"line":75,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1163¿VariableDeclarator¿¿1425¿v130¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1164¿CallExpression¿¿1425¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1165¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1166¿Identifier¿¿1425¿qs¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1167¿Identifier¿¿1425¿escape¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1168¿Identifier¿¿1425¿v129¿¿¿¿¿Identifier
1169¿VariableDeclarator¿¿1425¿v131¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1170¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1171¿Identifier¿¿1425¿v128¿¿¿¿¿Identifier
1172¿Identifier¿¿1425¿v130¿¿¿¿¿Identifier
1173¿VariableDeclarator¿¿1425¿v132¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1174¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1175¿Identifier¿¿1425¿v131¿¿¿¿¿Identifier
1176¿Literal¿string¿1425¿¿''>'¿¿{"start":{"line":75,"column":65},"end":{"line":75,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1177¿VariableDeclarator¿¿1425¿v133¿¿¿{"start":{"line":75,"column":72},"end":{"line":75,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1178¿MemberExpression¿computed¿1425¿¿¿¿{"start":{"line":75,"column":72},"end":{"line":75,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1179¿Identifier¿¿1425¿files¿¿¿{"start":{"line":75,"column":72},"end":{"line":75,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1180¿Identifier¿¿1425¿i¿¿¿{"start":{"line":75,"column":78},"end":{"line":75,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1181¿VariableDeclarator¿¿1425¿v134¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1182¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1183¿Identifier¿¿1425¿v132¿¿¿¿¿Identifier
1184¿Identifier¿¿1425¿v133¿¿¿¿¿Identifier
1185¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1186¿AssignmentExpression¿+=¿1425¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1187¿Identifier¿¿1425¿all¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1188¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1189¿Identifier¿¿1425¿v134¿¿¿¿¿Identifier
1190¿Literal¿string¿1425¿¿'</a></br>'¿¿{"start":{"line":75,"column":83},"end":{"line":75,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1191¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":74,"column":35},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1192¿VariableDeclarator¿¿1425¿v135¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1193¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1194¿Literal¿string¿1425¿¿'</br></br>power by nodejs downloads('¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1195¿Identifier¿¿1425¿ct¿¿¿{"start":{"line":77,"column":62},"end":{"line":77,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1196¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":218},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1197¿AssignmentExpression¿+=¿1425¿¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":217},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1198¿Identifier¿¿1425¿all¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1199¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":217},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1200¿Identifier¿¿1425¿v135¿¿¿¿¿Identifier
1201¿Literal¿string¿1425¿¿'). project: <a href='https://npmjs.org/package/hftp' target='_blank'>hftp</a> author: <a href='http://www.runjf.com' target='_blank'>ruanjiefeng</a>'¿¿{"start":{"line":77,"column":67},"end":{"line":77,"column":217},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1202¿VariableDeclarator¿¿1425¿v136¿¿¿{"start":{"line":78,"column":38},"end":{"line":78,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1203¿ObjectExpression¿¿1425¿¿¿¿{"start":{"line":78,"column":38},"end":{"line":78,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ObjectExpression
1204¿Property¿¿1425¿¿¿¿{"start":{"line":78,"column":39},"end":{"line":78,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Property
1205¿Literal¿string¿1425¿¿'Content-Type'¿¿{"start":{"line":78,"column":39},"end":{"line":78,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1206¿Literal¿string¿1425¿¿'text/html; charset=UTF-8'¿¿{"start":{"line":78,"column":55},"end":{"line":78,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1207¿VariableDeclarator¿¿1425¿v137¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1208¿CallExpression¿¿1425¿¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1209¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1210¿Identifier¿¿1425¿response¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1211¿Identifier¿¿1425¿writeHead¿¿¿{"start":{"line":78,"column":23},"end":{"line":78,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1212¿Literal¿number¿1425¿¿202¿¿{"start":{"line":78,"column":33},"end":{"line":78,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1213¿Identifier¿¿1425¿v136¿¿¿¿¿Identifier
1214¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1215¿Identifier¿¿1425¿v137¿¿¿¿¿Identifier
1216¿VariableDeclarator¿¿1425¿v138¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1217¿CallExpression¿¿1425¿¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1218¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1219¿Identifier¿¿1425¿response¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1220¿Identifier¿¿1425¿write¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1221¿Identifier¿¿1425¿all¿¿¿{"start":{"line":79,"column":30},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1222¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1223¿Identifier¿¿1425¿v138¿¿¿¿¿Identifier
