Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4880¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":811,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Program
7071¿Identifier¿¿isCommon¿¿¿{"start":{"line":527,"column":8},"end":{"line":527,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7072¿ExpressionStatement¿¿¿¿¿{"start":{"line":528,"column":5},"end":{"line":528,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
7073¿AssignmentExpression¿=¿¿¿¿{"start":{"line":528,"column":5},"end":{"line":528,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
7074¿Identifier¿¿result¿¿¿{"start":{"line":528,"column":5},"end":{"line":528,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7075¿Identifier¿¿srcValue¿¿¿{"start":{"line":528,"column":14},"end":{"line":528,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7076¿BlockStatement¿¿¿¿¿{"start":{"line":527,"column":18},"end":{"line":529,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
7077¿VariableDeclarator¿¿v775¿¿¿¿¿VariableDeclarator
7078¿CallExpression¿¿¿¿¿{"start":{"line":530,"column":15},"end":{"line":530,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7079¿MemberExpression¿¿¿¿¿{"start":{"line":530,"column":15},"end":{"line":530,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
7080¿Identifier¿¿_¿¿¿{"start":{"line":530,"column":15},"end":{"line":530,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7081¿Identifier¿¿isArray¿¿¿{"start":{"line":530,"column":17},"end":{"line":530,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7082¿Identifier¿¿source¿¿¿{"start":{"line":530,"column":25},"end":{"line":530,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7083¿VariableDeclarator¿¿v776¿¿¿¿¿VariableDeclarator
7084¿BinaryExpression¿!==¿¿¿¿{"start":{"line":530,"column":36},"end":{"line":530,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
7085¿Identifier¿¿result¿¿¿{"start":{"line":530,"column":36},"end":{"line":530,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7086¿Identifier¿¿undefined¿¿¿{"start":{"line":530,"column":47},"end":{"line":530,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7087¿ExpressionStatement¿¿¿¿¿{"start":{"line":530,"column":4},"end":{"line":530,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
7088¿AssignmentExpression¿=¿¿¿¿{"start":{"line":530,"column":4},"end":{"line":530,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
7089¿Identifier¿¿hasValue¿¿¿{"start":{"line":530,"column":4},"end":{"line":530,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7090¿LogicalExpression¿||¿¿¿¿{"start":{"line":530,"column":15},"end":{"line":530,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
7091¿Identifier¿¿v775¿¿¿¿¿Identifier
7092¿Identifier¿¿v776¿¿¿¿¿Identifier
7093¿VariableDeclarator¿¿v777¿¿¿¿¿VariableDeclarator
7094¿CallExpression¿¿¿¿¿{"start":{"line":531,"column":18},"end":{"line":531,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7095¿Identifier¿¿scalarEquals¿¿¿{"start":{"line":531,"column":18},"end":{"line":531,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7096¿Identifier¿¿result¿¿¿{"start":{"line":531,"column":31},"end":{"line":531,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7097¿Identifier¿¿value¿¿¿{"start":{"line":531,"column":39},"end":{"line":531,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7098¿VariableDeclarator¿¿v778¿¿¿¿¿VariableDeclarator
7099¿UnaryExpression¿!¿¿¿¿{"start":{"line":531,"column":17},"end":{"line":531,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
7100¿Identifier¿¿v777¿¿¿¿¿Identifier
7101¿VariableDeclarator¿¿v779¿¿¿¿¿VariableDeclarator
7102¿CallExpression¿¿¿¿¿{"start":{"line":531,"column":51},"end":{"line":531,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7103¿Identifier¿¿isNaN¿¿¿{"start":{"line":531,"column":51},"end":{"line":531,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7104¿Identifier¿¿result¿¿¿{"start":{"line":531,"column":57},"end":{"line":531,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7105¿VariableDeclarator¿¿v780¿¿¿¿¿VariableDeclarator
7106¿CallExpression¿¿¿¿¿{"start":{"line":531,"column":68},"end":{"line":531,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7107¿Identifier¿¿isNaN¿¿¿{"start":{"line":531,"column":68},"end":{"line":531,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7108¿Identifier¿¿value¿¿¿{"start":{"line":531,"column":74},"end":{"line":531,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7109¿VariableDeclarator¿¿v781¿¿¿¿¿VariableDeclarator
7110¿LogicalExpression¿&&¿¿¿¿{"start":{"line":531,"column":51},"end":{"line":531,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
7111¿Identifier¿¿v779¿¿¿¿¿Identifier
7112¿Identifier¿¿v780¿¿¿¿¿Identifier
7113¿VariableDeclarator¿¿v782¿¿¿¿¿VariableDeclarator
7114¿UnaryExpression¿!¿¿¿¿{"start":{"line":531,"column":49},"end":{"line":531,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
7115¿Identifier¿¿v781¿¿¿¿¿Identifier
7116¿ExpressionStatement¿¿¿¿¿{"start":{"line":531,"column":4},"end":{"line":531,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
7117¿AssignmentExpression¿=¿¿¿¿{"start":{"line":531,"column":4},"end":{"line":531,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
7118¿Identifier¿¿isNewValue¿¿¿{"start":{"line":531,"column":4},"end":{"line":531,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7119¿LogicalExpression¿&&¿¿¿¿{"start":{"line":531,"column":17},"end":{"line":531,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
7120¿Identifier¿¿v778¿¿¿¿¿Identifier
7121¿Identifier¿¿v782¿¿¿¿¿Identifier
7122¿VariableDeclarator¿¿v783¿¿¿¿¿VariableDeclarator
7123¿LogicalExpression¿||¿¿¿¿{"start":{"line":532,"column":21},"end":{"line":532,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
7124¿Identifier¿¿isCommon¿¿¿{"start":{"line":532,"column":21},"end":{"line":532,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7125¿Identifier¿¿isNewValue¿¿¿{"start":{"line":532,"column":33},"end":{"line":532,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7126¿VariableDeclarator¿¿v784¿¿¿¿¿VariableDeclarator
7127¿LogicalExpression¿&&¿¿¿¿{"start":{"line":532,"column":8},"end":{"line":532,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
7128¿Identifier¿¿hasValue¿¿¿{"start":{"line":532,"column":8},"end":{"line":532,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7129¿Identifier¿¿v783¿¿¿¿¿Identifier
7130¿IfStatement¿¿¿¿¿{"start":{"line":532,"column":4},"end":{"line":534,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
7131¿Identifier¿¿v784¿¿¿¿¿Identifier
7132¿ExpressionStatement¿¿¿¿¿{"start":{"line":533,"column":5},"end":{"line":533,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
7133¿AssignmentExpression¿=¿¿¿¿{"start":{"line":533,"column":5},"end":{"line":533,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
7134¿MemberExpression¿computed¿¿¿¿{"start":{"line":533,"column":5},"end":{"line":533,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
7135¿Identifier¿¿object¿¿¿{"start":{"line":533,"column":5},"end":{"line":533,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7136¿Identifier¿¿key¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7137¿Identifier¿¿result¿¿¿{"start":{"line":533,"column":19},"end":{"line":533,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7138¿BlockStatement¿¿¿¿¿{"start":{"line":532,"column":46},"end":{"line":534,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
7139¿BlockStatement¿¿¿¿¿{"start":{"line":522,"column":27},"end":{"line":535,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
7140¿VariableDeclarator¿¿v785¿¿¿¿¿VariableDeclarator
7141¿CallExpression¿¿¿¿¿{"start":{"line":536,"column":4},"end":{"line":536,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7142¿Identifier¿¿baseMergeDeepHeavy¿¿¿{"start":{"line":536,"column":4},"end":{"line":536,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7143¿Identifier¿¿object¿¿¿{"start":{"line":536,"column":23},"end":{"line":536,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7144¿Identifier¿¿source¿¿¿{"start":{"line":536,"column":31},"end":{"line":536,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7145¿Identifier¿¿key¿¿¿{"start":{"line":536,"column":39},"end":{"line":536,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7146¿Identifier¿¿customizer¿¿¿{"start":{"line":536,"column":44},"end":{"line":536,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7147¿ExpressionStatement¿¿¿¿¿{"start":{"line":536,"column":4},"end":{"line":536,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
7148¿Identifier¿¿v785¿¿¿¿¿Identifier
7149¿BlockStatement¿¿¿¿¿{"start":{"line":535,"column":10},"end":{"line":537,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
7150¿BlockStatement¿¿¿¿¿{"start":{"line":520,"column":22},"end":{"line":538,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
7151¿BlockStatement¿¿¿¿¿{"start":{"line":519,"column":45},"end":{"line":539,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
7152¿ReturnStatement¿¿¿¿¿{"start":{"line":540,"column":1},"end":{"line":540,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
7153¿Identifier¿¿object¿¿¿{"start":{"line":540,"column":8},"end":{"line":540,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7154¿BlockStatement¿¿¿¿¿{"start":{"line":517,"column":52},"end":{"line":541,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
7155¿VariableDeclarator¿¿baseMergeDeepHeavy¿¿¿¿¿VariableDeclarator
7156¿FunctionExpression¿¿anon¿¿¿{"start":{"line":542,"column":0},"end":{"line":567,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿FunctionExpression
7157¿Identifier¿¿object¿¿¿{"start":{"line":542,"column":28},"end":{"line":542,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7158¿Identifier¿¿source¿¿¿{"start":{"line":542,"column":36},"end":{"line":542,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7159¿Identifier¿¿key¿¿¿{"start":{"line":542,"column":44},"end":{"line":542,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7160¿Identifier¿¿customizer¿¿¿{"start":{"line":542,"column":49},"end":{"line":542,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7161¿VariableDeclarator¿¿srcValue¿¿¿{"start":{"line":543,"column":5},"end":{"line":543,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
7162¿MemberExpression¿computed¿¿¿¿{"start":{"line":543,"column":16},"end":{"line":543,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
7163¿Identifier¿¿source¿¿¿{"start":{"line":543,"column":16},"end":{"line":543,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7164¿Identifier¿¿key¿¿¿{"start":{"line":543,"column":23},"end":{"line":543,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7165¿VariableDeclarator¿¿value¿¿¿{"start":{"line":544,"column":5},"end":{"line":544,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
7166¿MemberExpression¿computed¿¿¿¿{"start":{"line":544,"column":13},"end":{"line":544,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
7167¿Identifier¿¿object¿¿¿{"start":{"line":544,"column":13},"end":{"line":544,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7168¿Identifier¿¿key¿¿¿{"start":{"line":544,"column":20},"end":{"line":544,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7169¿VariableDeclarator¿¿v786¿¿¿¿¿VariableDeclarator
7170¿CallExpression¿¿¿¿¿{"start":{"line":545,"column":28},"end":{"line":545,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7171¿Identifier¿¿customizer¿¿¿{"start":{"line":545,"column":28},"end":{"line":545,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7172¿Identifier¿¿value¿¿¿{"start":{"line":545,"column":39},"end":{"line":545,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7173¿Identifier¿¿srcValue¿¿¿{"start":{"line":545,"column":46},"end":{"line":545,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7174¿Identifier¿¿key¿¿¿{"start":{"line":545,"column":56},"end":{"line":545,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7175¿Identifier¿¿object¿¿¿{"start":{"line":545,"column":61},"end":{"line":545,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7176¿Identifier¿¿source¿¿¿{"start":{"line":545,"column":69},"end":{"line":545,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7177¿VariableDeclarator¿¿result¿¿¿{"start":{"line":545,"column":5},"end":{"line":545,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
7178¿LogicalExpression¿&&¿¿¿¿{"start":{"line":545,"column":14},"end":{"line":545,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
7179¿Identifier¿¿customizer¿¿¿{"start":{"line":545,"column":14},"end":{"line":545,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7180¿Identifier¿¿v786¿¿¿¿¿Identifier
7181¿VariableDeclarator¿¿isCommon¿¿¿{"start":{"line":546,"column":5},"end":{"line":546,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
7182¿BinaryExpression¿===¿¿¿¿{"start":{"line":546,"column":16},"end":{"line":546,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
7183¿Identifier¿¿result¿¿¿{"start":{"line":546,"column":16},"end":{"line":546,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7184¿Identifier¿¿undefined¿¿¿{"start":{"line":546,"column":27},"end":{"line":546,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7185¿IfStatement¿¿¿¿¿{"start":{"line":547,"column":1},"end":{"line":560,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
7186¿Identifier¿¿isCommon¿¿¿{"start":{"line":547,"column":5},"end":{"line":547,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7187¿VariableDeclarator¿¿v787¿¿¿¿¿VariableDeclarator
7188¿CallExpression¿¿¿¿¿{"start":{"line":548,"column":11},"end":{"line":548,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7189¿Identifier¿¿isScalar¿¿¿{"start":{"line":548,"column":11},"end":{"line":548,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7190¿Identifier¿¿value¿¿¿{"start":{"line":548,"column":20},"end":{"line":548,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7191¿IfStatement¿¿¿¿¿{"start":{"line":548,"column":11},"end":{"line":548,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
7192¿Identifier¿¿v787¿¿¿¿¿Identifier
7193¿ExpressionStatement¿¿¿¿¿{"start":{"line":548,"column":11},"end":{"line":548,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
7194¿AssignmentExpression¿=¿¿¿¿{"start":{"line":548,"column":11},"end":{"line":548,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
7195¿Identifier¿¿result¿¿¿{"start":{"line":548,"column":2},"end":{"line":548,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7196¿Identifier¿¿srcValue¿¿¿{"start":{"line":548,"column":29},"end":{"line":548,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7197¿BlockStatement¿¿¿¿¿¿¿BlockStatement
7198¿ExpressionStatement¿¿¿¿¿{"start":{"line":548,"column":11},"end":{"line":548,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
7199¿AssignmentExpression¿=¿¿¿¿{"start":{"line":548,"column":11},"end":{"line":548,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
7200¿Identifier¿¿result¿¿¿{"start":{"line":548,"column":2},"end":{"line":548,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7201¿Identifier¿¿value¿¿¿{"start":{"line":548,"column":40},"end":{"line":548,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7202¿BlockStatement¿¿¿¿¿¿¿BlockStatement
7203¿VariableDeclarator¿¿v788¿¿¿¿¿VariableDeclarator
7204¿CallExpression¿¿¿¿¿{"start":{"line":549,"column":7},"end":{"line":549,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7205¿MemberExpression¿¿¿¿¿{"start":{"line":549,"column":7},"end":{"line":549,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
7206¿Identifier¿¿_¿¿¿{"start":{"line":549,"column":7},"end":{"line":549,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7207¿Identifier¿¿isArray¿¿¿{"start":{"line":549,"column":9},"end":{"line":549,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7208¿Identifier¿¿srcValue¿¿¿{"start":{"line":549,"column":17},"end":{"line":549,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7209¿VariableDeclarator¿¿v789¿¿¿¿¿VariableDeclarator
7210¿UnaryExpression¿!¿¿¿¿{"start":{"line":549,"column":6},"end":{"line":549,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
7211¿Identifier¿¿v788¿¿¿¿¿Identifier
7212¿IfStatement¿¿¿¿¿{"start":{"line":549,"column":2},"end":{"line":559,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
7213¿Identifier¿¿v789¿¿¿¿¿Identifier
7214¿VariableDeclarator¿¿v790¿¿¿¿¿VariableDeclarator
7215¿CallExpression¿¿¿¿¿{"start":{"line":550,"column":7},"end":{"line":550,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7216¿MemberExpression¿¿¿¿¿{"start":{"line":550,"column":7},"end":{"line":550,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
7217¿Identifier¿¿_¿¿¿{"start":{"line":550,"column":7},"end":{"line":550,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7218¿Identifier¿¿isPlainObject¿¿¿{"start":{"line":550,"column":9},"end":{"line":550,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7219¿Identifier¿¿srcValue¿¿¿{"start":{"line":550,"column":23},"end":{"line":550,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7220¿VariableDeclarator¿¿v791¿¿¿¿¿VariableDeclarator
7221¿CallExpression¿¿¿¿¿{"start":{"line":550,"column":36},"end":{"line":550,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
7222¿MemberExpression¿¿¿¿¿{"start":{"line":550,"column":36},"end":{"line":550,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
7223¿Identifier¿¿_¿¿¿{"start":{"line":550,"column":36},"end":{"line":550,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7224¿Identifier¿¿isArguments¿¿¿{"start":{"line":550,"column":38},"end":{"line":550,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7225¿Identifier¿¿srcValue¿¿¿{"start":{"line":550,"column":50},"end":{"line":550,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
7226¿VariableDeclarator¿¿v792¿¿¿¿¿VariableDeclarator
7227¿LogicalExpression¿||¿¿¿¿{"start":{"line":550,"column":7},"end":{"line":550,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
7228¿Identifier¿¿v790¿¿¿¿¿Identifier
7229¿Identifier¿¿v791¿¿¿¿¿Identifier
7230¿IfStatement¿¿¿¿¿{"start":{"line":550,"column":3},"end":{"line":558,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
7231¿Identifier¿¿v792¿¿¿¿¿Identifier
7232¿VariableDeclarator¿¿v793¿¿¿¿¿VariableDeclarator
7233¿CallExpression¿¿¿¿¿{"start":{"line":551,"column":8},"end":{"line":551,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
