Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2727¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":365,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Program
3686¿VariableDeclarator¿¿4884¿existingPathFragment¿¿¿{"start":{"line":173,"column":12},"end":{"line":173,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3687¿Identifier¿¿4884¿undefined¿¿¿{"start":{"line":173,"column":35},"end":{"line":173,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3688¿VariableDeclarator¿¿4884¿v351¿¿¿{"start":{"line":174,"column":18},"end":{"line":174,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3689¿UnaryExpression¿void¿4884¿¿¿¿{"start":{"line":174,"column":18},"end":{"line":174,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿UnaryExpression
3690¿Literal¿number¿4884¿¿0¿¿{"start":{"line":174,"column":23},"end":{"line":174,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3691¿VariableDeclarator¿¿4884¿key¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3692¿Identifier¿¿4884¿v351¿¿¿¿¿Identifier
3693¿VariableDeclarator¿¿4884¿v352¿¿¿{"start":{"line":175,"column":31},"end":{"line":175,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3694¿UnaryExpression¿void¿4884¿¿¿¿{"start":{"line":175,"column":31},"end":{"line":175,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿UnaryExpression
3695¿Literal¿number¿4884¿¿0¿¿{"start":{"line":175,"column":36},"end":{"line":175,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3696¿VariableDeclarator¿¿4884¿validateFunction¿¿¿{"start":{"line":175,"column":12},"end":{"line":175,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3697¿Identifier¿¿4884¿v352¿¿¿¿¿Identifier
3698¿VariableDeclarator¿¿4884¿v353¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3699¿UnaryExpression¿typeof¿4884¿¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿UnaryExpression
3700¿Identifier¿¿4884¿validateOperation¿¿¿{"start":{"line":176,"column":19},"end":{"line":176,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3701¿VariableDeclarator¿¿4884¿v354¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3702¿BinaryExpression¿==¿4884¿¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3703¿Identifier¿¿4884¿v353¿¿¿¿¿Identifier
3704¿Literal¿string¿4884¿¿'function'¿¿{"start":{"line":176,"column":40},"end":{"line":176,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3705¿IfStatement¿¿4884¿¿¿¿{"start":{"line":176,"column":8},"end":{"line":181,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3706¿Identifier¿¿4884¿v354¿¿¿¿¿Identifier
3707¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":177,"column":12},"end":{"line":177,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3708¿AssignmentExpression¿=¿4884¿¿¿¿{"start":{"line":177,"column":12},"end":{"line":177,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3709¿Identifier¿¿4884¿validateFunction¿¿¿{"start":{"line":177,"column":12},"end":{"line":177,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3710¿Identifier¿¿4884¿validateOperation¿¿¿{"start":{"line":177,"column":31},"end":{"line":177,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3711¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":176,"column":52},"end":{"line":178,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3712¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":180,"column":12},"end":{"line":180,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3713¿AssignmentExpression¿=¿4884¿¿¿¿{"start":{"line":180,"column":12},"end":{"line":180,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3714¿Identifier¿¿4884¿validateFunction¿¿¿{"start":{"line":180,"column":12},"end":{"line":180,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3715¿Identifier¿¿4884¿validator¿¿¿{"start":{"line":180,"column":31},"end":{"line":180,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3716¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":179,"column":13},"end":{"line":181,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3717¿WhileStatement¿¿4884¿¿¿¿{"start":{"line":182,"column":8},"end":{"line":232,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿WhileStatement
3718¿Literal¿boolean¿4884¿¿true¿¿{"start":{"line":182,"column":15},"end":{"line":182,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3719¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":183,"column":12},"end":{"line":183,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3720¿AssignmentExpression¿=¿4884¿¿¿¿{"start":{"line":183,"column":12},"end":{"line":183,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3721¿Identifier¿¿4884¿key¿¿¿{"start":{"line":183,"column":12},"end":{"line":183,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3722¿MemberExpression¿computed¿4884¿¿¿¿{"start":{"line":183,"column":18},"end":{"line":183,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3723¿Identifier¿¿4884¿keys¿¿¿{"start":{"line":183,"column":18},"end":{"line":183,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3724¿Identifier¿¿4884¿t¿¿¿{"start":{"line":183,"column":23},"end":{"line":183,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3725¿IfStatement¿¿4884¿¿¿¿{"start":{"line":184,"column":12},"end":{"line":196,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3726¿Identifier¿¿4884¿validateOperation¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3727¿VariableDeclarator¿¿4884¿v355¿¿¿{"start":{"line":185,"column":20},"end":{"line":185,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3728¿BinaryExpression¿===¿4884¿¿¿¿{"start":{"line":185,"column":20},"end":{"line":185,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3729¿Identifier¿¿4884¿existingPathFragment¿¿¿{"start":{"line":185,"column":20},"end":{"line":185,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3730¿Identifier¿¿4884¿undefined¿¿¿{"start":{"line":185,"column":45},"end":{"line":185,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3731¿IfStatement¿¿4884¿¿¿¿{"start":{"line":185,"column":16},"end":{"line":195,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3732¿Identifier¿¿4884¿v355¿¿¿¿¿Identifier
3733¿VariableDeclarator¿¿4884¿v356¿¿¿{"start":{"line":186,"column":24},"end":{"line":186,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3734¿MemberExpression¿computed¿4884¿¿¿¿{"start":{"line":186,"column":24},"end":{"line":186,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3735¿Identifier¿¿4884¿obj¿¿¿{"start":{"line":186,"column":24},"end":{"line":186,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3736¿Identifier¿¿4884¿key¿¿¿{"start":{"line":186,"column":28},"end":{"line":186,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3737¿VariableDeclarator¿¿4884¿v357¿¿¿{"start":{"line":186,"column":24},"end":{"line":186,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3738¿BinaryExpression¿===¿4884¿¿¿¿{"start":{"line":186,"column":24},"end":{"line":186,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3739¿Identifier¿¿4884¿v356¿¿¿¿¿Identifier
3740¿Identifier¿¿4884¿undefined¿¿¿{"start":{"line":186,"column":37},"end":{"line":186,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3741¿IfStatement¿¿4884¿¿¿¿{"start":{"line":186,"column":20},"end":{"line":191,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3742¿Identifier¿¿4884¿v357¿¿¿¿¿Identifier
3743¿VariableDeclarator¿¿4884¿v358¿¿¿{"start":{"line":187,"column":47},"end":{"line":187,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3744¿CallExpression¿¿4884¿¿¿¿{"start":{"line":187,"column":47},"end":{"line":187,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
3745¿MemberExpression¿¿4884¿¿¿¿{"start":{"line":187,"column":47},"end":{"line":187,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3746¿Identifier¿¿4884¿keys¿¿¿{"start":{"line":187,"column":47},"end":{"line":187,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3747¿Identifier¿¿4884¿slice¿¿¿{"start":{"line":187,"column":52},"end":{"line":187,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3748¿Literal¿number¿4884¿¿0¿¿{"start":{"line":187,"column":58},"end":{"line":187,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3749¿Identifier¿¿4884¿t¿¿¿{"start":{"line":187,"column":61},"end":{"line":187,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3750¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":187,"column":24},"end":{"line":187,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3751¿AssignmentExpression¿=¿4884¿¿¿¿{"start":{"line":187,"column":24},"end":{"line":187,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3752¿Identifier¿¿4884¿existingPathFragment¿¿¿{"start":{"line":187,"column":24},"end":{"line":187,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3753¿CallExpression¿¿4884¿¿¿¿{"start":{"line":187,"column":47},"end":{"line":187,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
3754¿MemberExpression¿¿4884¿¿¿¿{"start":{"line":187,"column":47},"end":{"line":187,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3755¿Identifier¿¿4884¿v358¿¿¿¿¿Identifier
3756¿Identifier¿¿4884¿join¿¿¿{"start":{"line":187,"column":64},"end":{"line":187,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3757¿Literal¿string¿4884¿¿'/'¿¿{"start":{"line":187,"column":69},"end":{"line":187,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3758¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":186,"column":48},"end":{"line":188,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3759¿VariableDeclarator¿¿4884¿v359¿¿¿{"start":{"line":189,"column":34},"end":{"line":189,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3760¿BinaryExpression¿-¿4884¿¿¿¿{"start":{"line":189,"column":34},"end":{"line":189,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3761¿Identifier¿¿4884¿len¿¿¿{"start":{"line":189,"column":34},"end":{"line":189,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3762¿Literal¿number¿4884¿¿1¿¿{"start":{"line":189,"column":40},"end":{"line":189,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3763¿VariableDeclarator¿¿4884¿v360¿¿¿{"start":{"line":189,"column":29},"end":{"line":189,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3764¿BinaryExpression¿==¿4884¿¿¿¿{"start":{"line":189,"column":29},"end":{"line":189,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3765¿Identifier¿¿4884¿t¿¿¿{"start":{"line":189,"column":29},"end":{"line":189,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3766¿Identifier¿¿4884¿v359¿¿¿¿¿Identifier
3767¿IfStatement¿¿4884¿¿¿¿{"start":{"line":189,"column":25},"end":{"line":191,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3768¿Identifier¿¿4884¿v360¿¿¿¿¿Identifier
3769¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":190,"column":24},"end":{"line":190,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3770¿AssignmentExpression¿=¿4884¿¿¿¿{"start":{"line":190,"column":24},"end":{"line":190,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3771¿Identifier¿¿4884¿existingPathFragment¿¿¿{"start":{"line":190,"column":24},"end":{"line":190,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3772¿MemberExpression¿¿4884¿¿¿¿{"start":{"line":190,"column":47},"end":{"line":190,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3773¿Identifier¿¿4884¿operation¿¿¿{"start":{"line":190,"column":47},"end":{"line":190,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3774¿Identifier¿¿4884¿path¿¿¿{"start":{"line":190,"column":57},"end":{"line":190,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3775¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":189,"column":43},"end":{"line":191,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3776¿BlockStatement¿¿4884¿¿¿¿¿¿BlockStatement
3777¿VariableDeclarator¿¿4884¿v361¿¿¿{"start":{"line":192,"column":24},"end":{"line":192,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3778¿BinaryExpression¿!==¿4884¿¿¿¿{"start":{"line":192,"column":24},"end":{"line":192,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3779¿Identifier¿¿4884¿existingPathFragment¿¿¿{"start":{"line":192,"column":24},"end":{"line":192,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3780¿Identifier¿¿4884¿undefined¿¿¿{"start":{"line":192,"column":49},"end":{"line":192,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3781¿IfStatement¿¿4884¿¿¿¿{"start":{"line":192,"column":20},"end":{"line":194,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3782¿Identifier¿¿4884¿v361¿¿¿¿¿Identifier
3783¿VariableDeclarator¿¿4884¿v362¿¿¿{"start":{"line":193,"column":24},"end":{"line":193,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3784¿CallExpression¿¿4884¿¿¿¿{"start":{"line":193,"column":24},"end":{"line":193,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
3785¿Identifier¿¿4884¿validateFunction¿¿¿{"start":{"line":193,"column":24},"end":{"line":193,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3786¿Identifier¿¿4884¿operation¿¿¿{"start":{"line":193,"column":41},"end":{"line":193,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3787¿Literal¿number¿4884¿¿0¿¿{"start":{"line":193,"column":52},"end":{"line":193,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3788¿Identifier¿¿4884¿document¿¿¿{"start":{"line":193,"column":55},"end":{"line":193,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3789¿Identifier¿¿4884¿existingPathFragment¿¿¿{"start":{"line":193,"column":65},"end":{"line":193,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3790¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":193,"column":24},"end":{"line":193,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3791¿Identifier¿¿4884¿v362¿¿¿¿¿Identifier
3792¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":192,"column":60},"end":{"line":194,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3793¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":185,"column":56},"end":{"line":195,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3794¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":184,"column":35},"end":{"line":196,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3795¿VariableDeclarator¿¿4884¿v363¿¿¿{"start":{"line":197,"column":12},"end":{"line":197,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3796¿UpdateExpression¿¿4884¿¿¿¿{"start":{"line":197,"column":12},"end":{"line":197,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿UpdateExpression
3797¿Identifier¿¿4884¿t¿¿¿{"start":{"line":197,"column":12},"end":{"line":197,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3798¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":197,"column":12},"end":{"line":197,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3799¿Identifier¿¿4884¿v363¿¿¿¿¿Identifier
3800¿VariableDeclarator¿¿4884¿v364¿¿¿{"start":{"line":198,"column":16},"end":{"line":198,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3801¿CallExpression¿¿4884¿¿¿¿{"start":{"line":198,"column":16},"end":{"line":198,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
3802¿MemberExpression¿¿4884¿¿¿¿{"start":{"line":198,"column":16},"end":{"line":198,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3803¿Identifier¿¿4884¿Array¿¿¿{"start":{"line":198,"column":16},"end":{"line":198,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3804¿Identifier¿¿4884¿isArray¿¿¿{"start":{"line":198,"column":22},"end":{"line":198,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3805¿Identifier¿¿4884¿obj¿¿¿{"start":{"line":198,"column":30},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3806¿IfStatement¿¿4884¿¿¿¿{"start":{"line":198,"column":12},"end":{"line":230,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3807¿Identifier¿¿4884¿v364¿¿¿¿¿Identifier
3808¿VariableDeclarator¿¿4884¿v365¿¿¿{"start":{"line":199,"column":20},"end":{"line":199,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3809¿BinaryExpression¿===¿4884¿¿¿¿{"start":{"line":199,"column":20},"end":{"line":199,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3810¿Identifier¿¿4884¿key¿¿¿{"start":{"line":199,"column":20},"end":{"line":199,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3811¿Literal¿string¿4884¿¿'-'¿¿{"start":{"line":199,"column":28},"end":{"line":199,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3812¿IfStatement¿¿4884¿¿¿¿{"start":{"line":199,"column":16},"end":{"line":207,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3813¿Identifier¿¿4884¿v365¿¿¿¿¿Identifier
3814¿ExpressionStatement¿¿4884¿¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3815¿AssignmentExpression¿=¿4884¿¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3816¿Identifier¿¿4884¿key¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3817¿MemberExpression¿¿4884¿¿¿¿{"start":{"line":200,"column":26},"end":{"line":200,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3818¿Identifier¿¿4884¿obj¿¿¿{"start":{"line":200,"column":26},"end":{"line":200,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3819¿Identifier¿¿4884¿length¿¿¿{"start":{"line":200,"column":30},"end":{"line":200,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3820¿BlockStatement¿¿4884¿¿¿¿{"start":{"line":199,"column":33},"end":{"line":201,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3821¿VariableDeclarator¿¿4884¿v366¿¿¿{"start":{"line":203,"column":46},"end":{"line":203,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
