Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1107¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Program
1384¿VariableDeclarator¿¿1975¿v140¿¿¿{"start":{"line":65,"column":47},"end":{"line":65,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1385¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":47},"end":{"line":65,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1386¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":65,"column":47},"end":{"line":65,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1387¿Identifier¿¿1975¿OTransform¿¿¿{"start":{"line":65,"column":56},"end":{"line":65,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1388¿VariableDeclarator¿¿1975¿v141¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1389¿LogicalExpression¿||¿1975¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1390¿Identifier¿¿1975¿v139¿¿¿¿¿Identifier
1391¿Identifier¿¿1975¿v140¿¿¿¿¿Identifier
1392¿VariableDeclarator¿¿1975¿v142¿¿¿{"start":{"line":65,"column":70},"end":{"line":65,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1393¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":70},"end":{"line":65,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1394¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":65,"column":70},"end":{"line":65,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1395¿Identifier¿¿1975¿MsTransform¿¿¿{"start":{"line":65,"column":79},"end":{"line":65,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1396¿VariableDeclarator¿¿1975¿v143¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1397¿LogicalExpression¿||¿1975¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1398¿Identifier¿¿1975¿v141¿¿¿¿¿Identifier
1399¿Identifier¿¿1975¿v142¿¿¿¿¿Identifier
1400¿VariableDeclarator¿¿1975¿v144¿¿¿{"start":{"line":65,"column":94},"end":{"line":65,"column":114},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1401¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":94},"end":{"line":65,"column":114},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1402¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":65,"column":94},"end":{"line":65,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1403¿Identifier¿¿1975¿msTransform¿¿¿{"start":{"line":65,"column":103},"end":{"line":65,"column":114},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1404¿VariableDeclarator¿¿1975¿v145¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":114},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1405¿LogicalExpression¿||¿1975¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":114},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1406¿Identifier¿¿1975¿v143¿¿¿¿¿Identifier
1407¿Identifier¿¿1975¿v144¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1975¿v146¿¿¿{"start":{"line":65,"column":118},"end":{"line":65,"column":136},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1409¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":118},"end":{"line":65,"column":136},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1410¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":65,"column":118},"end":{"line":65,"column":126},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1411¿Identifier¿¿1975¿transform¿¿¿{"start":{"line":65,"column":127},"end":{"line":65,"column":136},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1412¿VariableDeclarator¿¿1975¿v147¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":136},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1413¿LogicalExpression¿||¿1975¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":136},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1414¿Identifier¿¿1975¿v145¿¿¿¿¿Identifier
1415¿Identifier¿¿1975¿v146¿¿¿¿¿Identifier
1416¿VariableDeclarator¿¿1975¿v148¿¿¿{"start":{"line":65,"column":140},"end":{"line":65,"column":178},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1417¿CallExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":140},"end":{"line":65,"column":178},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1418¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":140},"end":{"line":65,"column":165},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1419¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":65,"column":140},"end":{"line":65,"column":148},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1420¿Identifier¿¿1975¿getPropertyValue¿¿¿{"start":{"line":65,"column":149},"end":{"line":65,"column":165},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1421¿Literal¿string¿1975¿¿'transform'¿¿{"start":{"line":65,"column":166},"end":{"line":65,"column":177},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1422¿VariableDeclarator¿¿1975¿v149¿¿¿{"start":{"line":65,"column":140},"end":{"line":65,"column":222},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":140},"end":{"line":65,"column":222},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1424¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":140},"end":{"line":65,"column":186},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1425¿Identifier¿¿1975¿v148¿¿¿¿¿Identifier
1426¿Identifier¿¿1975¿replace¿¿¿{"start":{"line":65,"column":179},"end":{"line":65,"column":186},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1427¿Literal¿string¿1975¿¿'translate('¿¿{"start":{"line":65,"column":187},"end":{"line":65,"column":199},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1428¿Literal¿string¿1975¿¿'matrix(1, 0, 0, 1,'¿¿{"start":{"line":65,"column":201},"end":{"line":65,"column":221},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1429¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":223},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1430¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":222},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1431¿Identifier¿¿1975¿transformMatrix¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1432¿LogicalExpression¿||¿1975¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":222},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1433¿Identifier¿¿1975¿v147¿¿¿¿¿Identifier
1434¿Identifier¿¿1975¿v149¿¿¿¿¿Identifier
1435¿VariableDeclarator¿¿1975¿v150¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1436¿CallExpression¿¿1975¿¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1437¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1438¿Identifier¿¿1975¿transformMatrix¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1439¿Identifier¿¿1975¿toString¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1440¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1441¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1442¿Identifier¿¿1975¿matrix¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1443¿CallExpression¿¿1975¿¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1444¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1445¿Identifier¿¿1975¿v150¿¿¿¿¿Identifier
1446¿Identifier¿¿1975¿split¿¿¿{"start":{"line":66,"column":40},"end":{"line":66,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1447¿Literal¿string¿1975¿¿','¿¿{"start":{"line":66,"column":46},"end":{"line":66,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1448¿BlockStatement¿¿1975¿¿¿¿{"start":{"line":64,"column":9},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1449¿VariableDeclarator¿¿1975¿v151¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1450¿BinaryExpression¿===¿1975¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1451¿Identifier¿¿1975¿axis¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1452¿Literal¿string¿1975¿¿'x'¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1453¿IfStatement¿¿1975¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1454¿Identifier¿¿1975¿v151¿¿¿¿¿Identifier
1455¿VariableDeclarator¿¿1975¿v152¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1456¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1457¿Identifier¿¿1975¿window¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1458¿Identifier¿¿1975¿WebKitCSSMatrix¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1459¿IfStatement¿¿1975¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":73,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1460¿Identifier¿¿1975¿v152¿¿¿¿¿Identifier
1461¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1462¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1463¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1464¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":71,"column":47},"end":{"line":71,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1465¿Identifier¿¿1975¿transformMatrix¿¿¿{"start":{"line":71,"column":47},"end":{"line":71,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1466¿Identifier¿¿1975¿m41¿¿¿{"start":{"line":71,"column":63},"end":{"line":71,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1467¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1468¿VariableDeclarator¿¿1975¿v153¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1469¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1470¿Identifier¿¿1975¿matrix¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1471¿Identifier¿¿1975¿length¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1472¿VariableDeclarator¿¿1975¿v154¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1473¿BinaryExpression¿===¿1975¿¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1474¿Identifier¿¿1975¿v153¿¿¿¿¿Identifier
1475¿Literal¿number¿1975¿¿16¿¿{"start":{"line":72,"column":31},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1476¿IfStatement¿¿1975¿¿¿¿{"start":{"line":72,"column":9},"end":{"line":73,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1477¿Identifier¿¿1975¿v154¿¿¿¿¿Identifier
1478¿VariableDeclarator¿¿1975¿v155¿¿¿{"start":{"line":72,"column":61},"end":{"line":72,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1479¿MemberExpression¿computed¿1975¿¿¿¿{"start":{"line":72,"column":61},"end":{"line":72,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1480¿Identifier¿¿1975¿matrix¿¿¿{"start":{"line":72,"column":61},"end":{"line":72,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1481¿Literal¿number¿1975¿¿12¿¿{"start":{"line":72,"column":68},"end":{"line":72,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1482¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":72,"column":35},"end":{"line":72,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1483¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":72,"column":35},"end":{"line":72,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1484¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":72,"column":35},"end":{"line":72,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1485¿CallExpression¿¿1975¿¿¿¿{"start":{"line":72,"column":50},"end":{"line":72,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1486¿Identifier¿¿1975¿parseFloat¿¿¿{"start":{"line":72,"column":50},"end":{"line":72,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1487¿Identifier¿¿1975¿v155¿¿¿¿¿Identifier
1488¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1489¿VariableDeclarator¿¿1975¿v156¿¿¿{"start":{"line":73,"column":37},"end":{"line":73,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1490¿MemberExpression¿computed¿1975¿¿¿¿{"start":{"line":73,"column":37},"end":{"line":73,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1491¿Identifier¿¿1975¿matrix¿¿¿{"start":{"line":73,"column":37},"end":{"line":73,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1492¿Literal¿number¿1975¿¿4¿¿{"start":{"line":73,"column":44},"end":{"line":73,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1493¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1494¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1495¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1496¿CallExpression¿¿1975¿¿¿¿{"start":{"line":73,"column":26},"end":{"line":73,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1497¿Identifier¿¿1975¿parseFloat¿¿¿{"start":{"line":73,"column":26},"end":{"line":73,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1498¿Identifier¿¿1975¿v156¿¿¿¿¿Identifier
1499¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1500¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1501¿BlockStatement¿¿1975¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1502¿VariableDeclarator¿¿1975¿v157¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1503¿BinaryExpression¿===¿1975¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1504¿Identifier¿¿1975¿axis¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1505¿Literal¿string¿1975¿¿'y'¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1506¿IfStatement¿¿1975¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":81,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1507¿Identifier¿¿1975¿v157¿¿¿¿¿Identifier
1508¿VariableDeclarator¿¿1975¿v158¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1509¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1510¿Identifier¿¿1975¿window¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1511¿Identifier¿¿1975¿WebKitCSSMatrix¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1512¿IfStatement¿¿1975¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":80,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1513¿Identifier¿¿1975¿v158¿¿¿¿¿Identifier
1514¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1515¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1516¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1517¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":78,"column":47},"end":{"line":78,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1518¿Identifier¿¿1975¿transformMatrix¿¿¿{"start":{"line":78,"column":47},"end":{"line":78,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1519¿Identifier¿¿1975¿m42¿¿¿{"start":{"line":78,"column":63},"end":{"line":78,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1520¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1521¿VariableDeclarator¿¿1975¿v159¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1522¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1523¿Identifier¿¿1975¿matrix¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1524¿Identifier¿¿1975¿length¿¿¿{"start":{"line":79,"column":20},"end":{"line":79,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1525¿VariableDeclarator¿¿1975¿v160¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1526¿BinaryExpression¿===¿1975¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1527¿Identifier¿¿1975¿v159¿¿¿¿¿Identifier
1528¿Literal¿number¿1975¿¿16¿¿{"start":{"line":79,"column":31},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1529¿IfStatement¿¿1975¿¿¿¿{"start":{"line":79,"column":9},"end":{"line":80,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1530¿Identifier¿¿1975¿v160¿¿¿¿¿Identifier
