Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
875¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":174,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Program
1153¿ReturnStatement¿¿1519¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1154¿Identifier¿¿1519¿_string¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1155¿BlockStatement¿¿1519¿¿¿¿{"start":{"line":90,"column":32},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1156¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1157¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1158¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1159¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1160¿Identifier¿¿1506¿stringify¿¿¿{"start":{"line":90,"column":9},"end":{"line":90,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1161¿Identifier¿¿1506¿v88¿¿¿¿¿Identifier
1162¿VariableDeclarator¿¿1506¿v90¿¿¿{"start":{"line":93,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1163¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":93,"column":19},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1164¿Identifier¿¿0¿o¿¿¿{"start":{"line":93,"column":28},"end":{"line":93,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1165¿VariableDeclarator¿¿1521¿v89¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1166¿CallExpression¿¿1521¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1167¿Identifier¿¿1521¿modifyOptionString¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1168¿Identifier¿¿1521¿_verboseOpt¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1169¿Identifier¿¿1521¿o¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1170¿ExpressionStatement¿¿1521¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1171¿Identifier¿¿1521¿v89¿¿¿¿¿Identifier
1172¿ReturnStatement¿¿1521¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1173¿ThisExpression¿¿1521¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1174¿BlockStatement¿¿1521¿¿¿¿{"start":{"line":93,"column":31},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1175¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1176¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1177¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1178¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1179¿Identifier¿¿1506¿verbose¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1180¿Identifier¿¿1506¿v90¿¿¿¿¿Identifier
1181¿VariableDeclarator¿¿1506¿v92¿¿¿{"start":{"line":97,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1182¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":97,"column":28},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1183¿Identifier¿¿0¿o¿¿¿{"start":{"line":97,"column":37},"end":{"line":97,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1523¿v91¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1185¿CallExpression¿¿1523¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1186¿Identifier¿¿1523¿modifyOptionString¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1187¿Identifier¿¿1523¿_redirectOpt¿¿¿{"start":{"line":98,"column":27},"end":{"line":98,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1188¿Identifier¿¿1523¿o¿¿¿{"start":{"line":98,"column":41},"end":{"line":98,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1189¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1190¿Identifier¿¿1523¿v91¿¿¿¿¿Identifier
1191¿ReturnStatement¿¿1523¿¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1192¿ThisExpression¿¿1523¿¿¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1193¿BlockStatement¿¿1523¿¿¿¿{"start":{"line":97,"column":40},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1194¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1195¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1196¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1197¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1198¿Identifier¿¿1506¿follow_redirects¿¿¿{"start":{"line":97,"column":9},"end":{"line":97,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1199¿Identifier¿¿1506¿v92¿¿¿¿¿Identifier
1200¿VariableDeclarator¿¿1506¿v94¿¿¿{"start":{"line":101,"column":4},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1201¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":101,"column":18},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1202¿Identifier¿¿0¿o¿¿¿{"start":{"line":101,"column":27},"end":{"line":101,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1525¿v93¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1525¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1205¿Identifier¿¿1525¿modifyOptionString¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1206¿Identifier¿¿1525¿_silentOpt¿¿¿{"start":{"line":102,"column":27},"end":{"line":102,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1207¿Identifier¿¿1525¿o¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1208¿ExpressionStatement¿¿1525¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1209¿Identifier¿¿1525¿v93¿¿¿¿¿Identifier
1210¿ReturnStatement¿¿1525¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1211¿ThisExpression¿¿1525¿¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1212¿BlockStatement¿¿1525¿¿¿¿{"start":{"line":101,"column":30},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1213¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1214¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1215¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1216¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1217¿Identifier¿¿1506¿silent¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1218¿Identifier¿¿1506¿v94¿¿¿¿¿Identifier
1219¿VariableDeclarator¿¿1506¿v96¿¿¿{"start":{"line":105,"column":4},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1220¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":105,"column":23},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1221¿Identifier¿¿0¿o¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1222¿VariableDeclarator¿¿1527¿v95¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1223¿CallExpression¿¿1527¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1224¿Identifier¿¿1527¿modifyOptionString¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1225¿Identifier¿¿1527¿_insecureOpt¿¿¿{"start":{"line":106,"column":27},"end":{"line":106,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1226¿Identifier¿¿1527¿o¿¿¿{"start":{"line":106,"column":41},"end":{"line":106,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1227¿ExpressionStatement¿¿1527¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1228¿Identifier¿¿1527¿v95¿¿¿¿¿Identifier
1229¿ReturnStatement¿¿1527¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1230¿ThisExpression¿¿1527¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1231¿BlockStatement¿¿1527¿¿¿¿{"start":{"line":105,"column":35},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1232¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1233¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1234¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1235¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1236¿Identifier¿¿1506¿ignore_cert¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1237¿Identifier¿¿1506¿v96¿¿¿¿¿Identifier
1238¿VariableDeclarator¿¿1506¿v101¿¿¿{"start":{"line":109,"column":4},"end":{"line":119,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1239¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":109,"column":22},"end":{"line":119,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1240¿Identifier¿¿0¿maxRedirs¿¿¿{"start":{"line":109,"column":31},"end":{"line":109,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1241¿Identifier¿¿0¿o¿¿¿{"start":{"line":109,"column":42},"end":{"line":109,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1242¿VariableDeclarator¿¿1529¿v97¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1243¿UnaryExpression¿!¿1529¿¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿UnaryExpression
1244¿Identifier¿¿1529¿maxRedirs¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1245¿IfStatement¿¿1529¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":112,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿IfStatement
1246¿Identifier¿¿1529¿v97¿¿¿¿¿Identifier
1247¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1248¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1249¿Identifier¿¿1529¿maxRedirs¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1250¿Literal¿number¿1529¿¿0¿¿{"start":{"line":111,"column":24},"end":{"line":111,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1251¿BlockStatement¿¿1529¿¿¿¿{"start":{"line":110,"column":24},"end":{"line":112,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1252¿VariableDeclarator¿¿1529¿v98¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1253¿CallExpression¿¿1529¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1254¿Identifier¿¿1529¿removeOption¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1255¿Identifier¿¿1529¿_maxRedirsOpt¿¿¿{"start":{"line":114,"column":21},"end":{"line":114,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1256¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1257¿Identifier¿¿1529¿v98¿¿¿¿¿Identifier
1258¿VariableDeclarator¿¿1529¿v99¿¿¿{"start":{"line":116,"column":24},"end":{"line":116,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1259¿BinaryExpression¿+¿1529¿¿¿¿{"start":{"line":116,"column":24},"end":{"line":116,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1260¿Literal¿string¿1529¿¿'--max-redirs '¿¿{"start":{"line":116,"column":24},"end":{"line":116,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1261¿Identifier¿¿1529¿maxRedirs¿¿¿{"start":{"line":116,"column":42},"end":{"line":116,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1262¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1264¿Identifier¿¿1529¿_maxRedirsOpt¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1265¿BinaryExpression¿+¿1529¿¿¿¿{"start":{"line":116,"column":24},"end":{"line":116,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1266¿Identifier¿¿1529¿v99¿¿¿¿¿Identifier
1267¿Literal¿string¿1529¿¿' '¿¿{"start":{"line":116,"column":54},"end":{"line":116,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1268¿VariableDeclarator¿¿1529¿v100¿¿¿{"start":{"line":117,"column":8},"end":{"line":117,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1269¿CallExpression¿¿1529¿¿¿¿{"start":{"line":117,"column":8},"end":{"line":117,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1270¿Identifier¿¿1529¿modifyOptionString¿¿¿{"start":{"line":117,"column":8},"end":{"line":117,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1271¿Identifier¿¿1529¿_maxRedirsOpt¿¿¿{"start":{"line":117,"column":27},"end":{"line":117,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1272¿Identifier¿¿1529¿o¿¿¿{"start":{"line":117,"column":42},"end":{"line":117,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1273¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":117,"column":8},"end":{"line":117,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1274¿Identifier¿¿1529¿v100¿¿¿¿¿Identifier
1275¿ReturnStatement¿¿1529¿¿¿¿{"start":{"line":118,"column":8},"end":{"line":118,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1276¿ThisExpression¿¿1529¿¿¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1277¿BlockStatement¿¿1529¿¿¿¿{"start":{"line":109,"column":45},"end":{"line":119,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1278¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":119,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1279¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":119,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1280¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1281¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1282¿Identifier¿¿1506¿max_redirs¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1283¿Identifier¿¿1506¿v101¿¿¿¿¿Identifier
1284¿VariableDeclarator¿¿1506¿v106¿¿¿{"start":{"line":120,"column":4},"end":{"line":130,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1285¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":120,"column":27},"end":{"line":130,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1286¿Identifier¿¿0¿timeout¿¿¿{"start":{"line":120,"column":36},"end":{"line":120,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1287¿Identifier¿¿0¿o¿¿¿{"start":{"line":120,"column":45},"end":{"line":120,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1288¿VariableDeclarator¿¿1532¿v102¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1289¿UnaryExpression¿!¿1532¿¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿UnaryExpression
1290¿Identifier¿¿1532¿timeout¿¿¿{"start":{"line":121,"column":13},"end":{"line":121,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1291¿IfStatement¿¿1532¿¿¿¿{"start":{"line":121,"column":8},"end":{"line":123,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿IfStatement
1292¿Identifier¿¿1532¿v102¿¿¿¿¿Identifier
