Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3501¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":561,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Program
5231¿VariableDeclarator¿¿6258¿i¿¿¿{"start":{"line":398,"column":6},"end":{"line":398,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5232¿VariableDeclarator¿¿6258¿k¿¿¿{"start":{"line":399,"column":6},"end":{"line":399,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5233¿VariableDeclarator¿¿6258¿keys¿¿¿{"start":{"line":400,"column":6},"end":{"line":400,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5234¿VariableDeclarator¿¿6258¿key¿¿¿{"start":{"line":401,"column":6},"end":{"line":401,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5235¿VariableDeclarator¿¿6258¿v606¿¿¿{"start":{"line":404,"column":6},"end":{"line":404,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5236¿UnaryExpression¿typeof¿6258¿¿¿¿{"start":{"line":404,"column":6},"end":{"line":404,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿UnaryExpression
5237¿Identifier¿¿6258¿val¿¿¿{"start":{"line":404,"column":13},"end":{"line":404,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5238¿VariableDeclarator¿¿6258¿v607¿¿¿{"start":{"line":404,"column":6},"end":{"line":404,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5239¿BinaryExpression¿===¿6258¿¿¿¿{"start":{"line":404,"column":6},"end":{"line":404,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
5240¿Identifier¿¿6258¿v606¿¿¿¿¿Identifier
5241¿Literal¿string¿6258¿¿'undefined'¿¿{"start":{"line":404,"column":21},"end":{"line":404,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5242¿IfStatement¿¿6258¿¿¿¿{"start":{"line":404,"column":2},"end":{"line":406,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
5243¿Identifier¿¿6258¿v607¿¿¿¿¿Identifier
5244¿ReturnStatement¿¿6258¿¿¿¿{"start":{"line":405,"column":4},"end":{"line":405,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ReturnStatement
5245¿Identifier¿¿6258¿obj¿¿¿{"start":{"line":405,"column":11},"end":{"line":405,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5246¿BlockStatement¿¿6258¿¿¿¿{"start":{"line":404,"column":34},"end":{"line":406,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
5247¿VariableDeclarator¿¿6258¿v608¿¿¿{"start":{"line":407,"column":25},"end":{"line":407,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5248¿MemberExpression¿¿6258¿¿¿¿{"start":{"line":407,"column":25},"end":{"line":407,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5249¿ThisExpression¿¿6258¿¿¿¿{"start":{"line":407,"column":25},"end":{"line":407,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ThisExpression
5250¿Identifier¿¿6258¿separator¿¿¿{"start":{"line":407,"column":30},"end":{"line":407,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5251¿ExpressionStatement¿¿6258¿¿¿¿{"start":{"line":407,"column":2},"end":{"line":407,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5252¿AssignmentExpression¿=¿6258¿¿¿¿{"start":{"line":407,"column":2},"end":{"line":407,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5253¿Identifier¿¿6258¿keys¿¿¿{"start":{"line":407,"column":2},"end":{"line":407,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5254¿CallExpression¿¿6258¿¿¿¿{"start":{"line":407,"column":9},"end":{"line":407,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5255¿Identifier¿¿6258¿parsePath¿¿¿{"start":{"line":407,"column":9},"end":{"line":407,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5256¿Identifier¿¿6258¿path¿¿¿{"start":{"line":407,"column":19},"end":{"line":407,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5257¿Identifier¿¿6258¿v608¿¿¿¿¿Identifier
5258¿AssignmentExpression¿=¿6258¿¿¿¿{"start":{"line":409,"column":7},"end":{"line":409,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5259¿Identifier¿¿6258¿i¿¿¿{"start":{"line":409,"column":7},"end":{"line":409,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5260¿Literal¿number¿6258¿¿0¿¿{"start":{"line":409,"column":11},"end":{"line":409,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5261¿VariableDeclarator¿¿6258¿v609¿¿¿{"start":{"line":409,"column":18},"end":{"line":409,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5262¿MemberExpression¿¿6258¿¿¿¿{"start":{"line":409,"column":18},"end":{"line":409,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5263¿Identifier¿¿6258¿keys¿¿¿{"start":{"line":409,"column":18},"end":{"line":409,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5264¿Identifier¿¿6258¿length¿¿¿{"start":{"line":409,"column":23},"end":{"line":409,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5265¿VariableDeclarator¿¿6258¿v610¿¿¿{"start":{"line":409,"column":14},"end":{"line":409,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5266¿BinaryExpression¿<¿6258¿¿¿¿{"start":{"line":409,"column":14},"end":{"line":409,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
5267¿Identifier¿¿6258¿i¿¿¿{"start":{"line":409,"column":14},"end":{"line":409,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5268¿Identifier¿¿6258¿v609¿¿¿¿¿Identifier
5269¿WhileStatement¿¿6258¿¿¿¿{"start":{"line":409,"column":2},"end":{"line":438,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿WhileStatement
5270¿Identifier¿¿6258¿v610¿¿¿¿¿Identifier
5271¿ExpressionStatement¿¿6258¿¿¿¿{"start":{"line":410,"column":4},"end":{"line":410,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5272¿AssignmentExpression¿=¿6258¿¿¿¿{"start":{"line":410,"column":4},"end":{"line":410,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5273¿Identifier¿¿6258¿key¿¿¿{"start":{"line":410,"column":4},"end":{"line":410,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5274¿MemberExpression¿computed¿6258¿¿¿¿{"start":{"line":410,"column":10},"end":{"line":410,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5275¿Identifier¿¿6258¿keys¿¿¿{"start":{"line":410,"column":10},"end":{"line":410,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5276¿Identifier¿¿6258¿i¿¿¿{"start":{"line":410,"column":15},"end":{"line":410,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5277¿VariableDeclarator¿¿6258¿v612¿¿¿{"start":{"line":411,"column":15},"end":{"line":411,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5278¿MemberExpression¿¿6258¿¿¿¿{"start":{"line":411,"column":15},"end":{"line":411,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5279¿Identifier¿¿6258¿keys¿¿¿{"start":{"line":411,"column":15},"end":{"line":411,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5280¿Identifier¿¿6258¿length¿¿¿{"start":{"line":411,"column":20},"end":{"line":411,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5281¿VariableDeclarator¿¿6258¿v613¿¿¿{"start":{"line":411,"column":15},"end":{"line":411,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5282¿BinaryExpression¿-¿6258¿¿¿¿{"start":{"line":411,"column":15},"end":{"line":411,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
5283¿Identifier¿¿6258¿v612¿¿¿¿¿Identifier
5284¿Literal¿number¿6258¿¿1¿¿{"start":{"line":411,"column":29},"end":{"line":411,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5285¿VariableDeclarator¿¿6258¿v614¿¿¿{"start":{"line":411,"column":8},"end":{"line":411,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5286¿BinaryExpression¿===¿6258¿¿¿¿{"start":{"line":411,"column":8},"end":{"line":411,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
5287¿Identifier¿¿6258¿i¿¿¿{"start":{"line":411,"column":8},"end":{"line":411,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5288¿Identifier¿¿6258¿v613¿¿¿¿¿Identifier
5289¿IfStatement¿¿6258¿¿¿¿{"start":{"line":411,"column":4},"end":{"line":436,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
5290¿Identifier¿¿6258¿v614¿¿¿¿¿Identifier
5291¿VariableDeclarator¿¿6258¿v615¿¿¿{"start":{"line":412,"column":19},"end":{"line":412,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5292¿CallExpression¿¿6258¿¿¿¿{"start":{"line":412,"column":19},"end":{"line":412,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5293¿Identifier¿¿6258¿isObject¿¿¿{"start":{"line":412,"column":19},"end":{"line":412,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5294¿Identifier¿¿6258¿val¿¿¿{"start":{"line":412,"column":28},"end":{"line":412,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5295¿VariableDeclarator¿¿6258¿v616¿¿¿{"start":{"line":412,"column":10},"end":{"line":412,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5296¿LogicalExpression¿&&¿6258¿¿¿¿{"start":{"line":412,"column":10},"end":{"line":412,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿LogicalExpression
5297¿Identifier¿¿6258¿merge¿¿¿{"start":{"line":412,"column":10},"end":{"line":412,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5298¿Identifier¿¿6258¿v615¿¿¿¿¿Identifier
5299¿VariableDeclarator¿¿6258¿v617¿¿¿{"start":{"line":412,"column":45},"end":{"line":412,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5300¿MemberExpression¿computed¿6258¿¿¿¿{"start":{"line":412,"column":45},"end":{"line":412,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5301¿Identifier¿¿6258¿obj¿¿¿{"start":{"line":412,"column":45},"end":{"line":412,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5302¿Identifier¿¿6258¿key¿¿¿{"start":{"line":412,"column":49},"end":{"line":412,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5303¿VariableDeclarator¿¿6258¿v618¿¿¿{"start":{"line":412,"column":36},"end":{"line":412,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5304¿CallExpression¿¿6258¿¿¿¿{"start":{"line":412,"column":36},"end":{"line":412,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5305¿Identifier¿¿6258¿isObject¿¿¿{"start":{"line":412,"column":36},"end":{"line":412,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5306¿Identifier¿¿6258¿v617¿¿¿¿¿Identifier
5307¿VariableDeclarator¿¿6258¿v619¿¿¿{"start":{"line":412,"column":10},"end":{"line":412,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5308¿LogicalExpression¿&&¿6258¿¿¿¿{"start":{"line":412,"column":10},"end":{"line":412,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿LogicalExpression
5309¿Identifier¿¿6258¿v616¿¿¿¿¿Identifier
5310¿Identifier¿¿6258¿v618¿¿¿¿¿Identifier
5311¿IfStatement¿¿6258¿¿¿¿{"start":{"line":412,"column":6},"end":{"line":424,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
5312¿Identifier¿¿6258¿v619¿¿¿¿¿Identifier
5313¿ForInStatement¿¿6258¿¿¿¿{"start":{"line":413,"column":8},"end":{"line":417,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ForInStatement
5314¿Identifier¿¿6258¿k¿¿¿{"start":{"line":413,"column":13},"end":{"line":413,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5315¿Identifier¿¿6258¿val¿¿¿{"start":{"line":413,"column":18},"end":{"line":413,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5316¿VariableDeclarator¿¿6258¿v620¿¿¿{"start":{"line":414,"column":14},"end":{"line":414,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5317¿CallExpression¿¿6258¿¿¿¿{"start":{"line":414,"column":14},"end":{"line":414,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5318¿MemberExpression¿¿6258¿¿¿¿{"start":{"line":414,"column":14},"end":{"line":414,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5319¿Identifier¿¿6258¿hasOwnProperty¿¿¿{"start":{"line":414,"column":14},"end":{"line":414,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5320¿Identifier¿¿6258¿call¿¿¿{"start":{"line":414,"column":29},"end":{"line":414,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5321¿Identifier¿¿6258¿val¿¿¿{"start":{"line":414,"column":34},"end":{"line":414,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5322¿Identifier¿¿6258¿k¿¿¿{"start":{"line":414,"column":39},"end":{"line":414,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5323¿IfStatement¿¿6258¿¿¿¿{"start":{"line":414,"column":10},"end":{"line":416,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
5324¿Identifier¿¿6258¿v620¿¿¿¿¿Identifier
5325¿VariableDeclarator¿¿6258¿v621¿¿¿{"start":{"line":415,"column":12},"end":{"line":415,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5326¿MemberExpression¿computed¿6258¿¿¿¿{"start":{"line":415,"column":12},"end":{"line":415,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5327¿Identifier¿¿6258¿obj¿¿¿{"start":{"line":415,"column":12},"end":{"line":415,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5328¿Identifier¿¿6258¿key¿¿¿{"start":{"line":415,"column":16},"end":{"line":415,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5329¿VariableDeclarator¿¿6258¿v622¿¿¿{"start":{"line":415,"column":12},"end":{"line":415,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5330¿MemberExpression¿computed¿6258¿¿¿¿{"start":{"line":415,"column":26},"end":{"line":415,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5331¿Identifier¿¿6258¿val¿¿¿{"start":{"line":415,"column":26},"end":{"line":415,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5332¿Identifier¿¿6258¿k¿¿¿{"start":{"line":415,"column":30},"end":{"line":415,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5333¿ExpressionStatement¿¿6258¿¿¿¿{"start":{"line":415,"column":12},"end":{"line":415,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5334¿AssignmentExpression¿=¿6258¿¿¿¿{"start":{"line":415,"column":12},"end":{"line":415,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5335¿MemberExpression¿computed¿6258¿¿¿¿{"start":{"line":415,"column":12},"end":{"line":415,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5336¿Identifier¿¿6258¿v621¿¿¿¿¿Identifier
5337¿Identifier¿¿6258¿k¿¿¿{"start":{"line":415,"column":21},"end":{"line":415,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5338¿Identifier¿¿6258¿v622¿¿¿¿¿Identifier
5339¿BlockStatement¿¿6258¿¿¿¿{"start":{"line":414,"column":43},"end":{"line":416,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
5340¿BlockStatement¿¿6258¿¿¿¿{"start":{"line":413,"column":23},"end":{"line":417,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
5341¿BlockStatement¿¿6258¿¿¿¿{"start":{"line":412,"column":56},"end":{"line":418,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
5342¿VariableDeclarator¿¿6258¿v623¿¿¿{"start":{"line":418,"column":40},"end":{"line":418,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5343¿MemberExpression¿computed¿6258¿¿¿¿{"start":{"line":418,"column":40},"end":{"line":418,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5344¿Identifier¿¿6258¿obj¿¿¿{"start":{"line":418,"column":40},"end":{"line":418,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5345¿Identifier¿¿6258¿key¿¿¿{"start":{"line":418,"column":44},"end":{"line":418,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5346¿VariableDeclarator¿¿6258¿v624¿¿¿{"start":{"line":418,"column":26},"end":{"line":418,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5347¿CallExpression¿¿6258¿¿¿¿{"start":{"line":418,"column":26},"end":{"line":418,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5348¿MemberExpression¿¿6258¿¿¿¿{"start":{"line":418,"column":26},"end":{"line":418,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5349¿Identifier¿¿6258¿Array¿¿¿{"start":{"line":418,"column":26},"end":{"line":418,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5350¿Identifier¿¿6258¿isArray¿¿¿{"start":{"line":418,"column":32},"end":{"line":418,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5351¿Identifier¿¿6258¿v623¿¿¿¿¿Identifier
5352¿VariableDeclarator¿¿6258¿v625¿¿¿{"start":{"line":418,"column":17},"end":{"line":418,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5353¿LogicalExpression¿&&¿6258¿¿¿¿{"start":{"line":418,"column":17},"end":{"line":418,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿LogicalExpression
5354¿Identifier¿¿6258¿merge¿¿¿{"start":{"line":418,"column":17},"end":{"line":418,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5355¿Identifier¿¿6258¿v624¿¿¿¿¿Identifier
5356¿VariableDeclarator¿¿6258¿v626¿¿¿{"start":{"line":418,"column":53},"end":{"line":418,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5357¿CallExpression¿¿6258¿¿¿¿{"start":{"line":418,"column":53},"end":{"line":418,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5358¿MemberExpression¿¿6258¿¿¿¿{"start":{"line":418,"column":53},"end":{"line":418,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5359¿Identifier¿¿6258¿Array¿¿¿{"start":{"line":418,"column":53},"end":{"line":418,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5360¿Identifier¿¿6258¿isArray¿¿¿{"start":{"line":418,"column":59},"end":{"line":418,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5361¿Identifier¿¿6258¿val¿¿¿{"start":{"line":418,"column":67},"end":{"line":418,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5362¿VariableDeclarator¿¿6258¿v627¿¿¿{"start":{"line":418,"column":17},"end":{"line":418,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5363¿LogicalExpression¿&&¿6258¿¿¿¿{"start":{"line":418,"column":17},"end":{"line":418,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿LogicalExpression
5364¿Identifier¿¿6258¿v625¿¿¿¿¿Identifier
5365¿Identifier¿¿6258¿v626¿¿¿¿¿Identifier
5366¿IfStatement¿¿6258¿¿¿¿{"start":{"line":418,"column":13},"end":{"line":424,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
5367¿Identifier¿¿6258¿v627¿¿¿¿¿Identifier
5368¿VariableDeclarator¿¿6258¿j¿¿¿{"start":{"line":419,"column":17},"end":{"line":419,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5369¿Literal¿number¿6258¿¿0¿¿{"start":{"line":419,"column":21},"end":{"line":419,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5370¿VariableDeclarator¿¿6258¿v628¿¿¿{"start":{"line":419,"column":28},"end":{"line":419,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5371¿MemberExpression¿¿6258¿¿¿¿{"start":{"line":419,"column":28},"end":{"line":419,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5372¿Identifier¿¿6258¿val¿¿¿{"start":{"line":419,"column":28},"end":{"line":419,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5373¿Identifier¿¿6258¿length¿¿¿{"start":{"line":419,"column":32},"end":{"line":419,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
