Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":160,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Program
1327¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1328¿Identifier¿¿1823¿globOpts¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1329¿Identifier¿¿1823¿noglobstar¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1330¿Literal¿boolean¿1823¿¿true¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1331¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1332¿AssignmentExpression¿=¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1333¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1334¿Identifier¿¿1823¿globOpts¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1335¿Identifier¿¿1823¿noext¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1336¿Literal¿boolean¿1823¿¿true¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1337¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1338¿AssignmentExpression¿=¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1339¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1340¿Identifier¿¿1823¿globOpts¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1341¿Identifier¿¿1823¿nobrace¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1342¿Literal¿boolean¿1823¿¿true¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1343¿VariableDeclarator¿¿1823¿findSource¿¿¿{"start":{"line":69,"column":4},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1344¿FunctionExpression¿¿1823¿anon¿¿¿{"start":{"line":69,"column":4},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿FunctionExpression
1345¿Identifier¿¿0¿source¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1346¿Identifier¿¿0¿next¿¿¿{"start":{"line":69,"column":32},"end":{"line":69,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1347¿VariableDeclarator¿¿1825¿v113¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1348¿CallExpression¿¿1825¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1349¿MemberExpression¿¿1825¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1350¿Identifier¿¿1825¿glob¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1351¿Identifier¿¿1825¿hasMagic¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1352¿Identifier¿¿1825¿source¿¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1353¿Identifier¿¿1825¿globOpts¿¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1354¿IfStatement¿¿1825¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":82,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1355¿Identifier¿¿1825¿v113¿¿¿¿¿Identifier
1356¿VariableDeclarator¿¿1825¿v116¿¿¿{"start":{"line":74,"column":31},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1357¿FunctionExpression¿¿1825¿anon¿¿¿{"start":{"line":74,"column":31},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿FunctionExpression
1358¿Identifier¿¿0¿err¿¿¿{"start":{"line":74,"column":40},"end":{"line":74,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1359¿Identifier¿¿0¿files¿¿¿{"start":{"line":74,"column":45},"end":{"line":74,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1360¿IfStatement¿¿1827¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":77,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1361¿Identifier¿¿1827¿err¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1362¿VariableDeclarator¿¿1827¿v114¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1363¿CallExpression¿¿1827¿¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1364¿Identifier¿¿1827¿next¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1365¿Identifier¿¿1827¿err¿¿¿{"start":{"line":76,"column":24},"end":{"line":76,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1366¿ReturnStatement¿¿1827¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ReturnStatement
1367¿Identifier¿¿1827¿v114¿¿¿¿¿Identifier
1368¿BlockStatement¿¿1827¿¿¿¿{"start":{"line":75,"column":19},"end":{"line":77,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1369¿VariableDeclarator¿¿1827¿v115¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1370¿CallExpression¿¿1827¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1371¿MemberExpression¿¿1827¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1372¿Identifier¿¿1827¿async¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1373¿Identifier¿¿1827¿forEach¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1374¿Identifier¿¿1827¿files¿¿¿{"start":{"line":78,"column":24},"end":{"line":78,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1375¿Identifier¿¿1827¿addSource¿¿¿{"start":{"line":78,"column":31},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1376¿Identifier¿¿1827¿next¿¿¿{"start":{"line":78,"column":42},"end":{"line":78,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1377¿ExpressionStatement¿¿1827¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1378¿Identifier¿¿1827¿v115¿¿¿¿¿Identifier
1379¿BlockStatement¿¿1827¿¿¿¿{"start":{"line":74,"column":52},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1380¿VariableDeclarator¿¿1825¿v117¿¿¿{"start":{"line":74,"column":8},"end":{"line":79,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1381¿CallExpression¿¿1825¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":79,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1382¿Identifier¿¿1825¿glob¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1383¿Identifier¿¿1825¿source¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1384¿Identifier¿¿1825¿globOpts¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1385¿Identifier¿¿1825¿v116¿¿¿¿¿Identifier
1386¿ExpressionStatement¿¿1825¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":79,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1387¿Identifier¿¿1825¿v117¿¿¿¿¿Identifier
1388¿BlockStatement¿¿1825¿¿¿¿{"start":{"line":70,"column":43},"end":{"line":80,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1389¿VariableDeclarator¿¿1825¿v118¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1390¿CallExpression¿¿1825¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1391¿Identifier¿¿1825¿addSource¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1392¿Identifier¿¿1825¿source¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1393¿Identifier¿¿1825¿next¿¿¿{"start":{"line":81,"column":26},"end":{"line":81,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1394¿ExpressionStatement¿¿1825¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1395¿Identifier¿¿1825¿v118¿¿¿¿¿Identifier
1396¿BlockStatement¿¿1825¿¿¿¿{"start":{"line":80,"column":13},"end":{"line":82,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1397¿BlockStatement¿¿1825¿¿¿¿{"start":{"line":69,"column":38},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1398¿VariableDeclarator¿¿1823¿walkDir¿¿¿{"start":{"line":85,"column":4},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1399¿FunctionExpression¿¿1823¿anon¿¿¿{"start":{"line":85,"column":4},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿FunctionExpression
1400¿Identifier¿¿0¿fullPath¿¿¿{"start":{"line":85,"column":21},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1401¿VariableDeclarator¿¿1831¿v119¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1402¿CallExpression¿¿1831¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1403¿MemberExpression¿¿1831¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1404¿Identifier¿¿1831¿fs¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1405¿Identifier¿¿1831¿readdirSync¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1406¿Identifier¿¿1831¿fullPath¿¿¿{"start":{"line":86,"column":35},"end":{"line":86,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1407¿VariableDeclarator¿¿1831¿v122¿¿¿{"start":{"line":86,"column":49},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1408¿ArrowFunctionExpression¿¿1831¿¿¿¿{"start":{"line":86,"column":49},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ArrowFunctionExpression
1409¿Identifier¿¿0¿f¿¿¿{"start":{"line":86,"column":49},"end":{"line":86,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1410¿VariableDeclarator¿¿1833¿filePath¿¿¿{"start":{"line":87,"column":14},"end":{"line":87,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1411¿CallExpression¿¿1833¿¿¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1412¿MemberExpression¿¿1833¿¿¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1413¿Identifier¿¿1833¿path¿¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1414¿Identifier¿¿1833¿join¿¿¿{"start":{"line":87,"column":30},"end":{"line":87,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1415¿Identifier¿¿1833¿fullPath¿¿¿{"start":{"line":87,"column":35},"end":{"line":87,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1416¿Identifier¿¿1833¿f¿¿¿{"start":{"line":87,"column":45},"end":{"line":87,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1417¿VariableDeclarator¿¿1833¿stats¿¿¿{"start":{"line":88,"column":14},"end":{"line":88,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1418¿CallExpression¿¿1833¿¿¿¿{"start":{"line":88,"column":22},"end":{"line":88,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1419¿MemberExpression¿¿1833¿¿¿¿{"start":{"line":88,"column":22},"end":{"line":88,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1420¿Identifier¿¿1833¿fs¿¿¿{"start":{"line":88,"column":22},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1421¿Identifier¿¿1833¿statSync¿¿¿{"start":{"line":88,"column":25},"end":{"line":88,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1422¿Identifier¿¿1833¿filePath¿¿¿{"start":{"line":88,"column":34},"end":{"line":88,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1423¿VariableDeclarator¿¿1833¿v120¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1424¿CallExpression¿¿1833¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1425¿MemberExpression¿¿1833¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1426¿Identifier¿¿1833¿stats¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1427¿Identifier¿¿1833¿isDirectory¿¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1428¿IfStatement¿¿1833¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1429¿Identifier¿¿1833¿v120¿¿¿¿¿Identifier
1430¿VariableDeclarator¿¿1833¿v121¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1431¿CallExpression¿¿1833¿¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1432¿Identifier¿¿1833¿walkDir¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1433¿Identifier¿¿1833¿filePath¿¿¿{"start":{"line":90,"column":25},"end":{"line":90,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1434¿ReturnStatement¿¿1833¿¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ReturnStatement
1435¿Identifier¿¿1833¿v121¿¿¿¿¿Identifier
1436¿BlockStatement¿¿1833¿¿¿¿{"start":{"line":89,"column":33},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1437¿ReturnStatement¿¿1833¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ReturnStatement
1438¿Identifier¿¿1833¿filePath¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1439¿BlockStatement¿¿1833¿¿¿¿{"start":{"line":86,"column":54},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1440¿VariableDeclarator¿¿1831¿files¿¿¿{"start":{"line":86,"column":12},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1441¿CallExpression¿¿1831¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1442¿MemberExpression¿¿1831¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1443¿Identifier¿¿1831¿v119¿¿¿¿¿Identifier
1444¿Identifier¿¿1831¿map¿¿¿{"start":{"line":86,"column":45},"end":{"line":86,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1445¿Identifier¿¿1831¿v122¿¿¿¿¿Identifier
1446¿VariableDeclarator¿¿1831¿v124¿¿¿{"start":{"line":94,"column":26},"end":{"line":94,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1447¿ArrowFunctionExpression¿¿1831¿¿¿¿{"start":{"line":94,"column":26},"end":{"line":94,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ArrowFunctionExpression
1448¿Identifier¿¿0¿acc¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1449¿Identifier¿¿0¿cur¿¿¿{"start":{"line":94,"column":32},"end":{"line":94,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1450¿VariableDeclarator¿¿1836¿v123¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1451¿CallExpression¿¿1836¿¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1452¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1453¿Identifier¿¿1836¿acc¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1454¿Identifier¿¿1836¿concat¿¿¿{"start":{"line":94,"column":44},"end":{"line":94,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1455¿Identifier¿¿1836¿cur¿¿¿{"start":{"line":94,"column":51},"end":{"line":94,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1456¿ReturnStatement¿¿1836¿¿¿¿¿¿ReturnStatement
1457¿Identifier¿¿1836¿v123¿¿¿¿¿Identifier
1458¿BlockStatement¿¿1836¿¿¿¿¿¿BlockStatement
1459¿VariableDeclarator¿¿1831¿v125¿¿¿{"start":{"line":94,"column":57},"end":{"line":94,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1460¿ArrayExpression¿¿1831¿¿¿¿{"start":{"line":94,"column":57},"end":{"line":94,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ArrayExpression
1461¿VariableDeclarator¿¿1831¿v126¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
