Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
635¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":90,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Program
901¿Literal¿string¿1112¿¿''¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
902¿Identifier¿¿1112¿command¿¿¿{"start":{"line":58,"column":28},"end":{"line":58,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
903¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
904¿Identifier¿¿1112¿v87¿¿¿¿¿Identifier
905¿BlockStatement¿¿1112¿¿¿¿{"start":{"line":56,"column":43},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
906¿VariableDeclarator¿¿1100¿v89¿¿¿{"start":{"line":56,"column":4},"end":{"line":59,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
907¿CallExpression¿¿1100¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":59,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
908¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
909¿Identifier¿¿1100¿v86¿¿¿¿¿Identifier
910¿Identifier¿¿1100¿on¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
911¿Literal¿string¿1100¿¿'data'¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
912¿Identifier¿¿1100¿v88¿¿¿¿¿Identifier
913¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
914¿Identifier¿¿1100¿v89¿¿¿¿¿Identifier
915¿VariableDeclarator¿¿1100¿v90¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
916¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
917¿Identifier¿¿1100¿cp¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
918¿Identifier¿¿1100¿stderr¿¿¿{"start":{"line":61,"column":7},"end":{"line":61,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
919¿VariableDeclarator¿¿1100¿v92¿¿¿{"start":{"line":61,"column":26},"end":{"line":64,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
920¿FunctionExpression¿¿1100¿anon¿¿¿{"start":{"line":61,"column":26},"end":{"line":64,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿FunctionExpression
921¿Identifier¿¿0¿data¿¿¿{"start":{"line":61,"column":36},"end":{"line":61,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
922¿ExpressionStatement¿¿1114¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
923¿AssignmentExpression¿+=¿1114¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
924¿Identifier¿¿1114¿stderr¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
925¿Identifier¿¿1114¿data¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
926¿VariableDeclarator¿¿1114¿v91¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
927¿CallExpression¿¿1114¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
928¿MemberExpression¿¿1114¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
929¿Identifier¿¿1114¿dfd¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
930¿Identifier¿¿1114¿notify¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
931¿Literal¿string¿1114¿¿''¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
932¿Identifier¿¿1114¿data¿¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
933¿Identifier¿¿1114¿command¿¿¿{"start":{"line":63,"column":28},"end":{"line":63,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
934¿ExpressionStatement¿¿1114¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
935¿Identifier¿¿1114¿v91¿¿¿¿¿Identifier
936¿BlockStatement¿¿1114¿¿¿¿{"start":{"line":61,"column":43},"end":{"line":64,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
937¿VariableDeclarator¿¿1100¿v93¿¿¿{"start":{"line":61,"column":4},"end":{"line":64,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
938¿CallExpression¿¿1100¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":64,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
939¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
940¿Identifier¿¿1100¿v90¿¿¿¿¿Identifier
941¿Identifier¿¿1100¿on¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
942¿Literal¿string¿1100¿¿'data'¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
943¿Identifier¿¿1100¿v92¿¿¿¿¿Identifier
944¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":64,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
945¿Identifier¿¿1100¿v93¿¿¿¿¿Identifier
946¿VariableDeclarator¿¿1100¿v100¿¿¿{"start":{"line":66,"column":22},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
947¿FunctionExpression¿¿1100¿anon¿¿¿{"start":{"line":66,"column":22},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿FunctionExpression
948¿Identifier¿¿0¿code¿¿¿{"start":{"line":66,"column":32},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
949¿VariableDeclarator¿¿1116¿v94¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
950¿BinaryExpression¿!==¿1116¿¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BinaryExpression
951¿Identifier¿¿1116¿code¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
952¿Literal¿number¿1116¿¿0¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
953¿IfStatement¿¿1116¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":73,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿IfStatement
954¿Identifier¿¿1116¿v94¿¿¿¿¿Identifier
955¿VariableDeclarator¿¿1116¿v95¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
956¿BinaryExpression¿+¿1116¿¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BinaryExpression
957¿Identifier¿¿1116¿command¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
958¿Literal¿string¿1116¿¿' failed'¿¿{"start":{"line":68,"column":41},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
959¿VariableDeclarator¿¿1116¿error¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
960¿NewExpression¿¿1116¿¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿NewExpression
961¿Identifier¿¿1116¿Error¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
962¿Identifier¿¿1116¿v95¿¿¿¿¿Identifier
963¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
964¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
965¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
966¿Identifier¿¿1116¿error¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
967¿Identifier¿¿1116¿code¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
968¿Identifier¿¿1116¿code¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
969¿VariableDeclarator¿¿1116¿v96¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
970¿CallExpression¿¿1116¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
971¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
972¿Identifier¿¿1116¿dfd¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
973¿Identifier¿¿1116¿reject¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
974¿Identifier¿¿1116¿error¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
975¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
976¿Identifier¿¿1116¿v96¿¿¿¿¿Identifier
977¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":71,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
978¿VariableDeclarator¿¿1116¿v97¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
979¿CallExpression¿¿1116¿¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
980¿Identifier¿¿1116¿trim¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
981¿Identifier¿¿1116¿stdout¿¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
982¿VariableDeclarator¿¿1116¿v98¿¿¿{"start":{"line":72,"column":37},"end":{"line":72,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
983¿CallExpression¿¿1116¿¿¿¿{"start":{"line":72,"column":37},"end":{"line":72,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
984¿Identifier¿¿1116¿trim¿¿¿{"start":{"line":72,"column":37},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
985¿Identifier¿¿1116¿stderr¿¿¿{"start":{"line":72,"column":43},"end":{"line":72,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
986¿VariableDeclarator¿¿1116¿v99¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
987¿CallExpression¿¿1116¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
988¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
989¿Identifier¿¿1116¿dfd¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
990¿Identifier¿¿1116¿resolve¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
991¿Identifier¿¿1116¿v97¿¿¿¿¿Identifier
992¿Identifier¿¿1116¿v98¿¿¿¿¿Identifier
993¿Identifier¿¿1116¿command¿¿¿{"start":{"line":72,"column":53},"end":{"line":72,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
994¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
995¿Identifier¿¿1116¿v99¿¿¿¿¿Identifier
996¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":71,"column":13},"end":{"line":73,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
997¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":66,"column":39},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
998¿VariableDeclarator¿¿1100¿v101¿¿¿{"start":{"line":66,"column":4},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
999¿CallExpression¿¿1100¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
1000¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1001¿Identifier¿¿1100¿cp¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1002¿Identifier¿¿1100¿on¿¿¿{"start":{"line":66,"column":7},"end":{"line":66,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1003¿Identifier¿¿1100¿eventType¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1004¿Identifier¿¿1100¿v100¿¿¿¿¿Identifier
1005¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
1006¿Identifier¿¿1100¿v101¿¿¿¿¿Identifier
1007¿BlockStatement¿¿1100¿¿¿¿{"start":{"line":45,"column":26},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
1008¿VariableDeclarator¿¿1100¿v102¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1009¿CallExpression¿¿1100¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
1010¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1011¿Identifier¿¿1100¿dfd¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1012¿Identifier¿¿1100¿promise¿¿¿{"start":{"line":78,"column":13},"end":{"line":78,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1013¿ReturnStatement¿¿1100¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ReturnStatement
1014¿Identifier¿¿1100¿v102¿¿¿¿¿Identifier
1015¿BlockStatement¿¿1100¿¿¿¿{"start":{"line":13,"column":68},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
1016¿VariableDeclarator¿exported¿1098¿v104¿¿¿{"start":{"line":81,"column":0},"end":{"line":83,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1017¿FunctionExpression¿¿1098¿anon¿¿¿{"start":{"line":81,"column":17},"end":{"line":83,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿FunctionExpression
1018¿Identifier¿¿0¿command¿¿¿{"start":{"line":81,"column":27},"end":{"line":81,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1019¿Identifier¿¿0¿options¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1020¿VariableDeclarator¿¿1120¿v103¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1120¿¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
1022¿Identifier¿¿1120¿deferredChildProcess¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1023¿Literal¿string¿1120¿¿'exec'¿¿{"start":{"line":82,"column":31},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
1024¿Identifier¿¿1120¿command¿¿¿{"start":{"line":82,"column":39},"end":{"line":82,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1025¿Identifier¿¿1120¿options¿¿¿{"start":{"line":82,"column":48},"end":{"line":82,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1026¿ReturnStatement¿¿1120¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ReturnStatement
1027¿Identifier¿¿1120¿v103¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1120¿¿¿¿{"start":{"line":81,"column":46},"end":{"line":83,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
1029¿ExpressionStatement¿¿1098¿¿¿¿{"start":{"line":81,"column":0},"end":{"line":83,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
1030¿AssignmentExpression¿=¿1098¿¿¿¿{"start":{"line":81,"column":0},"end":{"line":83,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
1031¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":81,"column":0},"end":{"line":81,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1032¿Identifier¿¿1098¿module¿¿¿{"start":{"line":81,"column":0},"end":{"line":81,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1033¿Identifier¿¿1098¿exports¿¿¿{"start":{"line":81,"column":7},"end":{"line":81,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1034¿Identifier¿¿1098¿v104¿¿¿¿¿Identifier
1035¿VariableDeclarator¿¿1098¿v105¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1036¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
