Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
756¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":85,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Program
1042¿VariableDeclarator¿¿1311¿v103¿¿¿{"start":{"line":45,"column":8},"end":{"line":47,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1311¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":47,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1044¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1045¿Identifier¿¿1311¿res¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1046¿Identifier¿¿1311¿on¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1047¿Literal¿string¿1311¿¿'error'¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1048¿Identifier¿¿1311¿v102¿¿¿¿¿Identifier
1049¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":47,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1050¿Identifier¿¿1311¿v103¿¿¿¿¿Identifier
1051¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":9,"column":55},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1052¿VariableDeclarator¿¿1309¿server¿¿¿{"start":{"line":9,"column":8},"end":{"line":48,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1053¿CallExpression¿¿1309¿¿¿¿{"start":{"line":9,"column":17},"end":{"line":48,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1054¿MemberExpression¿¿1309¿¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1055¿Identifier¿¿1309¿http¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1056¿Identifier¿¿1309¿createServer¿¿¿{"start":{"line":9,"column":22},"end":{"line":9,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1057¿Identifier¿¿1309¿v104¿¿¿¿¿Identifier
1058¿VariableDeclarator¿¿1309¿v105¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1059¿MemberExpression¿¿1309¿¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1060¿Identifier¿¿1309¿option¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1061¿Identifier¿¿1309¿port¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1062¿VariableDeclarator¿¿1309¿v132¿¿¿{"start":{"line":50,"column":31},"end":{"line":69,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1063¿FunctionExpression¿¿1309¿anon¿¿¿{"start":{"line":50,"column":31},"end":{"line":69,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿FunctionExpression
1064¿VariableDeclarator¿¿1327¿print¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1065¿ArrayExpression¿¿1327¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ArrayExpression
1066¿VariableDeclarator¿¿1327¿v106¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1067¿CallExpression¿¿1327¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1068¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1069¿Identifier¿¿1327¿print¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1070¿Identifier¿¿1327¿push¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1071¿Literal¿string¿1327¿¿'-------------------------------------------------------------'¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1072¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1073¿Identifier¿¿1327¿v106¿¿¿¿¿Identifier
1074¿VariableDeclarator¿¿1327¿v107¿¿¿{"start":{"line":53,"column":57},"end":{"line":53,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1075¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":53,"column":57},"end":{"line":53,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1076¿Identifier¿¿1327¿option¿¿¿{"start":{"line":53,"column":57},"end":{"line":53,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1077¿Identifier¿¿1327¿port¿¿¿{"start":{"line":53,"column":64},"end":{"line":53,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1078¿VariableDeclarator¿¿1327¿v108¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1079¿BinaryExpression¿+¿1327¿¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1080¿Literal¿string¿1327¿¿'Mini http server running on port '¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1081¿Identifier¿¿1327¿v107¿¿¿¿¿Identifier
1082¿VariableDeclarator¿¿1327¿v109¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1083¿BinaryExpression¿+¿1327¿¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1084¿Identifier¿¿1327¿v108¿¿¿¿¿Identifier
1085¿Literal¿string¿1327¿¿' !'¿¿{"start":{"line":53,"column":71},"end":{"line":53,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1086¿VariableDeclarator¿¿1327¿v110¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1087¿CallExpression¿¿1327¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1088¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1089¿Identifier¿¿1327¿print¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1090¿Identifier¿¿1327¿push¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1091¿Identifier¿¿1327¿v109¿¿¿¿¿Identifier
1092¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1093¿Identifier¿¿1327¿v110¿¿¿¿¿Identifier
1094¿VariableDeclarator¿¿1327¿v111¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1095¿CallExpression¿¿1327¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1096¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1097¿Identifier¿¿1327¿print¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1098¿Identifier¿¿1327¿push¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1099¿Literal¿string¿1327¿¿'You can open the floowing urls to view files.'¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1100¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1101¿Identifier¿¿1327¿v111¿¿¿¿¿Identifier
1102¿VariableDeclarator¿¿1327¿v112¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1103¿CallExpression¿¿1327¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1104¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1105¿Identifier¿¿1327¿utils¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1106¿Identifier¿¿1327¿getIP¿¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1107¿VariableDeclarator¿¿1327¿v119¿¿¿{"start":{"line":55,"column":30},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1108¿FunctionExpression¿¿1327¿anon¿¿¿{"start":{"line":55,"column":30},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿FunctionExpression
1109¿Identifier¿¿0¿val¿¿¿{"start":{"line":55,"column":40},"end":{"line":55,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1110¿VariableDeclarator¿¿1329¿v113¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1111¿BinaryExpression¿+¿1329¿¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1112¿Literal¿string¿1329¿¿'\x1b[32m'¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1113¿Identifier¿¿1329¿val¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1114¿VariableDeclarator¿¿1329¿v114¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1115¿BinaryExpression¿+¿1329¿¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1116¿Identifier¿¿1329¿v113¿¿¿¿¿Identifier
1117¿Literal¿string¿1329¿¿':'¿¿{"start":{"line":56,"column":42},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1118¿VariableDeclarator¿¿1329¿v115¿¿¿{"start":{"line":56,"column":48},"end":{"line":56,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1119¿MemberExpression¿¿1329¿¿¿¿{"start":{"line":56,"column":48},"end":{"line":56,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1120¿Identifier¿¿1329¿option¿¿¿{"start":{"line":56,"column":48},"end":{"line":56,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1121¿Identifier¿¿1329¿port¿¿¿{"start":{"line":56,"column":55},"end":{"line":56,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1122¿VariableDeclarator¿¿1329¿v116¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1123¿BinaryExpression¿+¿1329¿¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1124¿Identifier¿¿1329¿v114¿¿¿¿¿Identifier
1125¿Identifier¿¿1329¿v115¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1329¿v117¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1127¿BinaryExpression¿+¿1329¿¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1128¿Identifier¿¿1329¿v116¿¿¿¿¿Identifier
1129¿Literal¿string¿1329¿¿'\x1b[0m'¿¿{"start":{"line":56,"column":62},"end":{"line":56,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1130¿VariableDeclarator¿¿1329¿v118¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1131¿CallExpression¿¿1329¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1132¿MemberExpression¿¿1329¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1133¿Identifier¿¿1329¿print¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1134¿Identifier¿¿1329¿push¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1135¿Identifier¿¿1329¿v117¿¿¿¿¿Identifier
1136¿ExpressionStatement¿¿1329¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1137¿Identifier¿¿1329¿v118¿¿¿¿¿Identifier
1138¿BlockStatement¿¿1329¿¿¿¿{"start":{"line":55,"column":45},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1139¿VariableDeclarator¿¿1327¿v120¿¿¿{"start":{"line":55,"column":8},"end":{"line":57,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1327¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":57,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1141¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1142¿Identifier¿¿1327¿v112¿¿¿¿¿Identifier
1143¿Identifier¿¿1327¿forEach¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1144¿Identifier¿¿1327¿v119¿¿¿¿¿Identifier
1145¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":57,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1146¿Identifier¿¿1327¿v120¿¿¿¿¿Identifier
1147¿VariableDeclarator¿¿1327¿v121¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1148¿CallExpression¿¿1327¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1149¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1150¿Identifier¿¿1327¿print¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1151¿Identifier¿¿1327¿push¿¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1152¿Literal¿string¿1327¿¿'Have fun ^_^'¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1153¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1154¿Identifier¿¿1327¿v121¿¿¿¿¿Identifier
1155¿VariableDeclarator¿¿1327¿v122¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1156¿CallExpression¿¿1327¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1157¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1158¿Identifier¿¿1327¿print¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1159¿Identifier¿¿1327¿push¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1160¿Literal¿string¿1327¿¿'-------------------------------------------------------------'¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1161¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1162¿Identifier¿¿1327¿v122¿¿¿¿¿Identifier
1163¿VariableDeclarator¿¿1327¿prev¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1164¿Literal¿string¿1327¿¿'\t'¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1165¿VariableDeclarator¿¿1327¿length¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1166¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1167¿Identifier¿¿1327¿print¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1168¿Identifier¿¿1327¿length¿¿¿{"start":{"line":61,"column":27},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1169¿VariableDeclarator¿¿1327¿v130¿¿¿{"start":{"line":62,"column":22},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1170¿FunctionExpression¿¿1327¿anon¿¿¿{"start":{"line":62,"column":22},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿FunctionExpression
1171¿Identifier¿¿0¿val¿¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1172¿Identifier¿¿0¿ind¿¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1173¿VariableDeclarator¿¿1331¿v123¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1174¿BinaryExpression¿===¿1331¿¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1175¿Identifier¿¿1331¿ind¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1176¿Literal¿number¿1331¿¿0¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1177¿VariableDeclarator¿¿1331¿v124¿¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1178¿BinaryExpression¿-¿1331¿¿¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1179¿Identifier¿¿1331¿length¿¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1180¿Literal¿number¿1331¿¿1¿¿{"start":{"line":63,"column":46},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1181¿VariableDeclarator¿¿1331¿v125¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1182¿BinaryExpression¿===¿1331¿¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1183¿Identifier¿¿1331¿ind¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1184¿Identifier¿¿1331¿v124¿¿¿¿¿Identifier
1185¿VariableDeclarator¿¿1331¿v126¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
