Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2361¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":271,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Program
3391¿AssignmentExpression¿=¿4189¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3392¿MemberExpression¿¿4189¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3393¿Identifier¿¿4189¿_builder¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3394¿Identifier¿¿4189¿options¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3395¿Identifier¿¿4189¿v392¿¿¿¿¿Identifier
3396¿VariableDeclarator¿¿4189¿v393¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3397¿CallExpression¿¿4189¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
3398¿MemberExpression¿¿4189¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3399¿Identifier¿¿4189¿Object¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3400¿Identifier¿¿4189¿defineProperties¿¿¿{"start":{"line":133,"column":9},"end":{"line":133,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3401¿Identifier¿¿4189¿_builder¿¿¿{"start":{"line":133,"column":26},"end":{"line":133,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3402¿Identifier¿¿4189¿modifiers¿¿¿{"start":{"line":133,"column":36},"end":{"line":133,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3403¿ExpressionStatement¿¿4189¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3404¿Identifier¿¿4189¿v393¿¿¿¿¿Identifier
3405¿ReturnStatement¿¿4189¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":134,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
3406¿Identifier¿¿4189¿_builder¿¿¿{"start":{"line":134,"column":9},"end":{"line":134,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3407¿BlockStatement¿¿4189¿¿¿¿{"start":{"line":111,"column":41},"end":{"line":135,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3408¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":111,"column":0},"end":{"line":135,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3409¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":111,"column":0},"end":{"line":135,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3410¿Identifier¿¿4148¿newBuilder¿¿¿{"start":{"line":111,"column":0},"end":{"line":111,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3411¿Identifier¿¿4148¿newBuilder¿¿¿¿¿Identifier
3412¿VariableDeclarator¿¿4148¿v397¿¿¿{"start":{"line":139,"column":9},"end":{"line":145,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3413¿FunctionExpression¿¿4148¿get¿¿¿{"start":{"line":139,"column":9},"end":{"line":145,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
3414¿VariableDeclarator¿¿4196¿_¿¿¿{"start":{"line":140,"column":10},"end":{"line":140,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3415¿VariableDeclarator¿¿4196¿v394¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3416¿MemberExpression¿¿4196¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3417¿ThisExpression¿¿4196¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3418¿Identifier¿¿4196¿isBase¿¿¿{"start":{"line":142,"column":15},"end":{"line":142,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3419¿VariableDeclarator¿¿4196¿v395¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3420¿CallExpression¿¿4196¿¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
3421¿Identifier¿¿4196¿newBuilder¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3422¿IfStatement¿¿4196¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
3423¿Identifier¿¿4196¿v394¿¿¿¿¿Identifier
3424¿ExpressionStatement¿¿4196¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3425¿AssignmentExpression¿=¿4196¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3426¿Identifier¿¿4196¿_¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3427¿Identifier¿¿4196¿v395¿¿¿¿¿Identifier
3428¿BlockStatement¿¿4196¿¿¿¿¿¿BlockStatement
3429¿ExpressionStatement¿¿4196¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3430¿AssignmentExpression¿=¿4196¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3431¿Identifier¿¿4196¿_¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3432¿ThisExpression¿¿4196¿¿¿¿{"start":{"line":142,"column":39},"end":{"line":142,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3433¿BlockStatement¿¿4196¿¿¿¿¿¿BlockStatement
3434¿VariableDeclarator¿¿4196¿v396¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3435¿MemberExpression¿¿4196¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3436¿Identifier¿¿4196¿_¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3437¿Identifier¿¿4196¿options¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3438¿ExpressionStatement¿¿4196¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3439¿AssignmentExpression¿=¿4196¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3440¿MemberExpression¿¿4196¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3441¿Identifier¿¿4196¿v396¿¿¿¿¿Identifier
3442¿Identifier¿¿4196¿deep¿¿¿{"start":{"line":143,"column":16},"end":{"line":143,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3443¿Literal¿boolean¿4196¿¿true¿¿{"start":{"line":143,"column":23},"end":{"line":143,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
3444¿ReturnStatement¿¿4196¿¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
3445¿Identifier¿¿4196¿_¿¿¿{"start":{"line":144,"column":13},"end":{"line":144,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3446¿BlockStatement¿¿4196¿¿¿¿{"start":{"line":139,"column":24},"end":{"line":145,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3447¿VariableDeclarator¿¿4148¿v398¿¿¿{"start":{"line":138,"column":10},"end":{"line":146,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3448¿ObjectExpression¿¿4148¿¿¿¿¿¿ObjectExpression
3449¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":138,"column":10},"end":{"line":146,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3450¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":138,"column":10},"end":{"line":146,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3451¿MemberExpression¿¿4148¿¿¿¿{"start":{"line":138,"column":10},"end":{"line":146,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3452¿Identifier¿¿4148¿v398¿¿¿¿¿Identifier
3453¿Identifier¿¿4148¿get¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3454¿Identifier¿¿4148¿v397¿¿¿¿¿Identifier
3455¿VariableDeclarator¿¿4148¿v402¿¿¿{"start":{"line":148,"column":9},"end":{"line":154,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3456¿FunctionExpression¿¿4148¿get¿¿¿{"start":{"line":148,"column":9},"end":{"line":154,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
3457¿VariableDeclarator¿¿4199¿_¿¿¿{"start":{"line":149,"column":10},"end":{"line":149,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3458¿VariableDeclarator¿¿4199¿v399¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3459¿MemberExpression¿¿4199¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3460¿ThisExpression¿¿4199¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3461¿Identifier¿¿4199¿isBase¿¿¿{"start":{"line":151,"column":15},"end":{"line":151,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3462¿VariableDeclarator¿¿4199¿v400¿¿¿{"start":{"line":151,"column":24},"end":{"line":151,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3463¿CallExpression¿¿4199¿¿¿¿{"start":{"line":151,"column":24},"end":{"line":151,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
3464¿Identifier¿¿4199¿newBuilder¿¿¿{"start":{"line":151,"column":24},"end":{"line":151,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3465¿IfStatement¿¿4199¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
3466¿Identifier¿¿4199¿v399¿¿¿¿¿Identifier
3467¿ExpressionStatement¿¿4199¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3468¿AssignmentExpression¿=¿4199¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3469¿Identifier¿¿4199¿_¿¿¿{"start":{"line":151,"column":6},"end":{"line":151,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3470¿Identifier¿¿4199¿v400¿¿¿¿¿Identifier
3471¿BlockStatement¿¿4199¿¿¿¿¿¿BlockStatement
3472¿ExpressionStatement¿¿4199¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3473¿AssignmentExpression¿=¿4199¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3474¿Identifier¿¿4199¿_¿¿¿{"start":{"line":151,"column":6},"end":{"line":151,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3475¿ThisExpression¿¿4199¿¿¿¿{"start":{"line":151,"column":39},"end":{"line":151,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3476¿BlockStatement¿¿4199¿¿¿¿¿¿BlockStatement
3477¿VariableDeclarator¿¿4199¿v401¿¿¿{"start":{"line":152,"column":6},"end":{"line":152,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3478¿MemberExpression¿¿4199¿¿¿¿{"start":{"line":152,"column":6},"end":{"line":152,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3479¿Identifier¿¿4199¿_¿¿¿{"start":{"line":152,"column":6},"end":{"line":152,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3480¿Identifier¿¿4199¿options¿¿¿{"start":{"line":152,"column":8},"end":{"line":152,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3481¿ExpressionStatement¿¿4199¿¿¿¿{"start":{"line":152,"column":6},"end":{"line":152,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3482¿AssignmentExpression¿=¿4199¿¿¿¿{"start":{"line":152,"column":6},"end":{"line":152,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3483¿MemberExpression¿¿4199¿¿¿¿{"start":{"line":152,"column":6},"end":{"line":152,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3484¿Identifier¿¿4199¿v401¿¿¿¿¿Identifier
3485¿Identifier¿¿4199¿own¿¿¿{"start":{"line":152,"column":16},"end":{"line":152,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3486¿Literal¿boolean¿4199¿¿true¿¿{"start":{"line":152,"column":22},"end":{"line":152,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
3487¿ReturnStatement¿¿4199¿¿¿¿{"start":{"line":153,"column":6},"end":{"line":153,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
3488¿Identifier¿¿4199¿_¿¿¿{"start":{"line":153,"column":13},"end":{"line":153,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3489¿BlockStatement¿¿4199¿¿¿¿{"start":{"line":148,"column":24},"end":{"line":154,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3490¿VariableDeclarator¿¿4148¿v403¿¿¿{"start":{"line":147,"column":9},"end":{"line":155,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3491¿ObjectExpression¿¿4148¿¿¿¿¿¿ObjectExpression
3492¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":147,"column":9},"end":{"line":155,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3493¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":147,"column":9},"end":{"line":155,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3494¿MemberExpression¿¿4148¿¿¿¿{"start":{"line":147,"column":9},"end":{"line":155,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3495¿Identifier¿¿4148¿v403¿¿¿¿¿Identifier
3496¿Identifier¿¿4148¿get¿¿¿{"start":{"line":148,"column":4},"end":{"line":148,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3497¿Identifier¿¿4148¿v402¿¿¿¿¿Identifier
3498¿VariableDeclarator¿¿4148¿v407¿¿¿{"start":{"line":157,"column":9},"end":{"line":163,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3499¿FunctionExpression¿¿4148¿get¿¿¿{"start":{"line":157,"column":9},"end":{"line":163,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
3500¿VariableDeclarator¿¿4202¿_¿¿¿{"start":{"line":158,"column":10},"end":{"line":158,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3501¿VariableDeclarator¿¿4202¿v404¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3502¿MemberExpression¿¿4202¿¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3503¿ThisExpression¿¿4202¿¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3504¿Identifier¿¿4202¿isBase¿¿¿{"start":{"line":160,"column":15},"end":{"line":160,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3505¿VariableDeclarator¿¿4202¿v405¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3506¿CallExpression¿¿4202¿¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
3507¿Identifier¿¿4202¿newBuilder¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3508¿IfStatement¿¿4202¿¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
3509¿Identifier¿¿4202¿v404¿¿¿¿¿Identifier
3510¿ExpressionStatement¿¿4202¿¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3511¿AssignmentExpression¿=¿4202¿¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3512¿Identifier¿¿4202¿_¿¿¿{"start":{"line":160,"column":6},"end":{"line":160,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3513¿Identifier¿¿4202¿v405¿¿¿¿¿Identifier
3514¿BlockStatement¿¿4202¿¿¿¿¿¿BlockStatement
3515¿ExpressionStatement¿¿4202¿¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3516¿AssignmentExpression¿=¿4202¿¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3517¿Identifier¿¿4202¿_¿¿¿{"start":{"line":160,"column":6},"end":{"line":160,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3518¿ThisExpression¿¿4202¿¿¿¿{"start":{"line":160,"column":39},"end":{"line":160,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3519¿BlockStatement¿¿4202¿¿¿¿¿¿BlockStatement
3520¿VariableDeclarator¿¿4202¿v406¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3521¿MemberExpression¿¿4202¿¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3522¿Identifier¿¿4202¿_¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3523¿Identifier¿¿4202¿options¿¿¿{"start":{"line":161,"column":8},"end":{"line":161,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3524¿ExpressionStatement¿¿4202¿¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3525¿AssignmentExpression¿=¿4202¿¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3526¿MemberExpression¿¿4202¿¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3527¿Identifier¿¿4202¿v406¿¿¿¿¿Identifier
3528¿Identifier¿¿4202¿allowNull¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3529¿Literal¿boolean¿4202¿¿true¿¿{"start":{"line":161,"column":28},"end":{"line":161,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
3530¿ReturnStatement¿¿4202¿¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
3531¿Identifier¿¿4202¿_¿¿¿{"start":{"line":162,"column":13},"end":{"line":162,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3532¿BlockStatement¿¿4202¿¿¿¿{"start":{"line":157,"column":24},"end":{"line":163,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3533¿VariableDeclarator¿¿4148¿v408¿¿¿{"start":{"line":156,"column":15},"end":{"line":164,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3534¿ObjectExpression¿¿4148¿¿¿¿¿¿ObjectExpression
3535¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":164,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3536¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":164,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3537¿MemberExpression¿¿4148¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":164,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3538¿Identifier¿¿4148¿v408¿¿¿¿¿Identifier
3539¿Identifier¿¿4148¿get¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3540¿Identifier¿¿4148¿v407¿¿¿¿¿Identifier
3541¿VariableDeclarator¿¿4148¿v412¿¿¿{"start":{"line":166,"column":9},"end":{"line":172,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
