Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
868¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Program
1142¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1143¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":88},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1144¿Identifier¿¿1520¿uri¿¿¿{"start":{"line":42,"column":89},"end":{"line":42,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1145¿VariableDeclarator¿¿1520¿v108¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":93},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1146¿CallExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":93},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1147¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1148¿Identifier¿¿1520¿path¿¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1149¿Identifier¿¿1520¿resolve¿¿¿{"start":{"line":42,"column":29},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1150¿Identifier¿¿1520¿v103¿¿¿¿¿Identifier
1151¿Identifier¿¿1520¿v106¿¿¿¿¿Identifier
1152¿Identifier¿¿1520¿v107¿¿¿¿¿Identifier
1153¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1154¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":93},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1155¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1156¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1157¿Identifier¿¿1520¿filename¿¿¿{"start":{"line":42,"column":13},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1158¿Identifier¿¿1520¿v108¿¿¿¿¿Identifier
1159¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":41,"column":58},"end":{"line":43,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1160¿VariableDeclarator¿¿1520¿v109¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1161¿CallExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1162¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1163¿Identifier¿¿1520¿process¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1164¿Identifier¿¿1520¿cwd¿¿¿{"start":{"line":44,"column":45},"end":{"line":44,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1165¿VariableDeclarator¿¿1520¿v110¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1166¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1167¿ThisExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1168¿Identifier¿¿1520¿options¿¿¿{"start":{"line":44,"column":57},"end":{"line":44,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1169¿VariableDeclarator¿¿1520¿v111¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1170¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1171¿Identifier¿¿1520¿v110¿¿¿¿¿Identifier
1172¿Identifier¿¿1520¿root¿¿¿{"start":{"line":44,"column":65},"end":{"line":44,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1173¿VariableDeclarator¿¿1520¿v112¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1174¿LogicalExpression¿||¿1520¿¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿LogicalExpression
1175¿Identifier¿¿1520¿v111¿¿¿¿¿Identifier
1176¿Literal¿string¿1520¿¿''¿¿{"start":{"line":44,"column":73},"end":{"line":44,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1177¿VariableDeclarator¿¿1520¿v113¿¿¿{"start":{"line":44,"column":77},"end":{"line":44,"column":87},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1178¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":77},"end":{"line":44,"column":87},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1179¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":44,"column":77},"end":{"line":44,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1180¿Identifier¿¿1520¿uri¿¿¿{"start":{"line":44,"column":84},"end":{"line":44,"column":87},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1181¿VariableDeclarator¿¿1520¿v114¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":88},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1182¿CallExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":24},"end":{"line":44,"column":88},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1183¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":24},"end":{"line":44,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1184¿Identifier¿¿1520¿path¿¿¿{"start":{"line":44,"column":24},"end":{"line":44,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1185¿Identifier¿¿1520¿resolve¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1186¿Identifier¿¿1520¿v109¿¿¿¿¿Identifier
1187¿Identifier¿¿1520¿v112¿¿¿¿¿Identifier
1188¿Identifier¿¿1520¿v113¿¿¿¿¿Identifier
1189¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1190¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":88},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1191¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1192¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1193¿Identifier¿¿1520¿filename¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1194¿Identifier¿¿1520¿v114¿¿¿¿¿Identifier
1195¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":43,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1196¿VariableDeclarator¿¿1520¿v115¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1197¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1198¿ThisExpression¿¿1520¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1199¿Identifier¿¿1520¿stack¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1200¿VariableDeclarator¿¿1520¿v116¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1201¿CallExpression¿¿1520¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1202¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1203¿Identifier¿¿1520¿v115¿¿¿¿¿Identifier
1204¿Identifier¿¿1520¿push¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1205¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1206¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1207¿Identifier¿¿1520¿v116¿¿¿¿¿Identifier
1208¿VariableDeclarator¿¿1520¿v117¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1209¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1210¿ThisExpression¿¿1520¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1211¿Identifier¿¿1520¿ev¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1212¿VariableDeclarator¿¿1520¿v118¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1213¿CallExpression¿¿1520¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1214¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1215¿Identifier¿¿1520¿v117¿¿¿¿¿Identifier
1216¿Identifier¿¿1520¿emit¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1217¿Literal¿string¿1520¿¿'request'¿¿{"start":{"line":47,"column":24},"end":{"line":47,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1218¿ReturnStatement¿¿1520¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ReturnStatement
1219¿Identifier¿¿1520¿v118¿¿¿¿¿Identifier
1220¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":28,"column":33},"end":{"line":48,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1221¿VariableDeclarator¿¿1515¿v122¿¿¿{"start":{"line":49,"column":16},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1222¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":49,"column":16},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿FunctionExpression
1223¿Identifier¿¿0¿templatePath¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1224¿VariableDeclarator¿¿1524¿v120¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1225¿CallExpression¿¿1524¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1226¿MemberExpression¿¿1524¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1227¿Identifier¿¿1524¿fs¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1228¿Identifier¿¿1524¿readFileSync¿¿¿{"start":{"line":50,"column":27},"end":{"line":50,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1229¿Identifier¿¿1524¿templatePath¿¿¿{"start":{"line":50,"column":40},"end":{"line":50,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1230¿VariableDeclarator¿¿1524¿v121¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1231¿CallExpression¿¿1524¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1232¿MemberExpression¿¿1524¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1233¿Identifier¿¿1524¿v120¿¿¿¿¿Identifier
1234¿Identifier¿¿1524¿toString¿¿¿{"start":{"line":50,"column":54},"end":{"line":50,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1235¿ReturnStatement¿¿1524¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ReturnStatement
1236¿AssignmentExpression¿=¿1524¿¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1237¿MemberExpression¿¿1524¿¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1238¿ThisExpression¿¿1524¿¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1239¿Identifier¿¿1524¿_tmpl¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1240¿Identifier¿¿1524¿v121¿¿¿¿¿Identifier
1241¿BlockStatement¿¿1524¿¿¿¿{"start":{"line":49,"column":39},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1242¿VariableDeclarator¿¿1515¿v123¿¿¿{"start":{"line":19,"column":20},"end":{"line":52,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1243¿ObjectExpression¿¿1515¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":52,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ObjectExpression
1244¿Property¿¿1515¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1245¿Identifier¿¿1515¿name¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1246¿Identifier¿¿1515¿v75¿¿¿¿¿Identifier
1247¿Property¿¿1515¿¿¿¿{"start":{"line":21,"column":2},"end":{"line":21,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1248¿Identifier¿¿1515¿version¿¿¿{"start":{"line":21,"column":2},"end":{"line":21,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1249¿Identifier¿¿1515¿v76¿¿¿¿¿Identifier
1250¿Property¿¿1515¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":27,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1251¿Identifier¿¿1515¿constructor¿¿¿{"start":{"line":22,"column":2},"end":{"line":22,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1252¿Identifier¿¿1515¿v82¿¿¿¿¿Identifier
1253¿Property¿¿1515¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":48,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1254¿Identifier¿¿1515¿addRequest¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1255¿Identifier¿¿1515¿v119¿¿¿¿¿Identifier
1256¿Property¿¿1515¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1257¿Identifier¿¿1515¿loadTemplate¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1258¿Identifier¿¿1515¿v122¿¿¿¿¿Identifier
1259¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1260¿AssignmentExpression¿=¿1515¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":52,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1261¿Identifier¿¿1515¿gfmSrv¿¿¿{"start":{"line":19,"column":0},"end":{"line":19,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1262¿CallExpression¿¿1515¿¿¿¿{"start":{"line":19,"column":9},"end":{"line":52,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1263¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":19,"column":9},"end":{"line":19,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1264¿Identifier¿¿1515¿srv¿¿¿{"start":{"line":19,"column":9},"end":{"line":19,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1265¿Identifier¿¿1515¿extend¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1266¿Identifier¿¿1515¿v123¿¿¿¿¿Identifier
1267¿VariableDeclarator¿¿1515¿v146¿¿¿{"start":{"line":56,"column":10},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1268¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":56,"column":10},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿FunctionExpression
1269¿Identifier¿¿0¿reqObj¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1270¿Identifier¿¿0¿callback¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1526¿err¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1272¿VariableDeclarator¿¿1526¿fileName¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1273¿VariableDeclarator¿¿1526¿filePath¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1274¿ExpressionStatement¿¿1526¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1275¿AssignmentExpression¿=¿1526¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1276¿Identifier¿¿1526¿err¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1277¿Literal¿object¿1526¿¿null¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1278¿ExpressionStatement¿¿1526¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1279¿AssignmentExpression¿=¿1526¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1280¿Identifier¿¿1526¿filePath¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1281¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1282¿Identifier¿¿1526¿reqObj¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1283¿Identifier¿¿1526¿filename¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
