Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1922¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":290,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Program
2703¿BlockStatement¿¿3422¿¿¿¿{"start":{"line":183,"column":29},"end":{"line":206,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
2704¿VariableDeclarator¿¿3422¿v235¿¿¿{"start":{"line":209,"column":6},"end":{"line":209,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2705¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":209,"column":6},"end":{"line":209,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2706¿Identifier¿¿3422¿options¿¿¿{"start":{"line":209,"column":6},"end":{"line":209,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2707¿Identifier¿¿3422¿sticky¿¿¿{"start":{"line":209,"column":14},"end":{"line":209,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2708¿IfStatement¿¿3422¿¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
2709¿Identifier¿¿3422¿v235¿¿¿¿¿Identifier
2710¿VariableDeclarator¿¿3422¿v236¿¿¿{"start":{"line":209,"column":32},"end":{"line":209,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2711¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":209,"column":32},"end":{"line":209,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2712¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":209,"column":32},"end":{"line":209,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2713¿Identifier¿¿3422¿sticky¿¿¿{"start":{"line":209,"column":36},"end":{"line":209,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2714¿VariableDeclarator¿¿3422¿v237¿¿¿{"start":{"line":209,"column":22},"end":{"line":209,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2715¿CallExpression¿¿3422¿¿¿¿{"start":{"line":209,"column":22},"end":{"line":209,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
2716¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":209,"column":22},"end":{"line":209,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2717¿Identifier¿¿3422¿args¿¿¿{"start":{"line":209,"column":22},"end":{"line":209,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2718¿Identifier¿¿3422¿push¿¿¿{"start":{"line":209,"column":27},"end":{"line":209,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2719¿Identifier¿¿3422¿v236¿¿¿¿¿Identifier
2720¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":209,"column":22},"end":{"line":209,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2721¿Identifier¿¿3422¿v237¿¿¿¿¿Identifier
2722¿BlockStatement¿¿3422¿¿¿¿¿¿BlockStatement
2723¿VariableDeclarator¿¿3422¿v238¿¿¿{"start":{"line":212,"column":6},"end":{"line":212,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2724¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":212,"column":6},"end":{"line":212,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2725¿Identifier¿¿3422¿options¿¿¿{"start":{"line":212,"column":6},"end":{"line":212,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2726¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":212,"column":14},"end":{"line":212,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2727¿IfStatement¿¿3422¿¿¿¿{"start":{"line":212,"column":2},"end":{"line":218,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
2728¿Identifier¿¿3422¿v238¿¿¿¿¿Identifier
2729¿VariableDeclarator¿¿3422¿v239¿¿¿{"start":{"line":213,"column":19},"end":{"line":213,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2730¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":213,"column":19},"end":{"line":213,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2731¿Identifier¿¿3422¿options¿¿¿{"start":{"line":213,"column":19},"end":{"line":213,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2732¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":213,"column":27},"end":{"line":213,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2733¿VariableDeclarator¿¿3422¿priority¿¿¿{"start":{"line":213,"column":8},"end":{"line":213,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2734¿BinaryExpression¿+¿3422¿¿¿¿{"start":{"line":213,"column":19},"end":{"line":213,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BinaryExpression
2735¿Identifier¿¿3422¿v239¿¿¿¿¿Identifier
2736¿Literal¿string¿3422¿¿''¿¿{"start":{"line":213,"column":38},"end":{"line":213,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2737¿VariableDeclarator¿¿3422¿v240¿¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2738¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2739¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2740¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":214,"column":27},"end":{"line":214,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2741¿VariableDeclarator¿¿3422¿v241¿¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2742¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2743¿Identifier¿¿3422¿v240¿¿¿¿¿Identifier
2744¿Identifier¿¿3422¿range¿¿¿{"start":{"line":214,"column":36},"end":{"line":214,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2745¿VariableDeclarator¿¿3422¿checkindexOf¿¿¿{"start":{"line":214,"column":8},"end":{"line":214,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2746¿CallExpression¿¿3422¿¿¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
2747¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":214,"column":23},"end":{"line":214,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2748¿Identifier¿¿3422¿v241¿¿¿¿¿Identifier
2749¿Identifier¿¿3422¿indexOf¿¿¿{"start":{"line":214,"column":42},"end":{"line":214,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2750¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":214,"column":50},"end":{"line":214,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2751¿VariableDeclarator¿¿3422¿v242¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2752¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2753¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2754¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":215,"column":13},"end":{"line":215,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2755¿VariableDeclarator¿¿3422¿v243¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2756¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2757¿Identifier¿¿3422¿v242¿¿¿¿¿Identifier
2758¿Identifier¿¿3422¿range¿¿¿{"start":{"line":215,"column":22},"end":{"line":215,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2759¿VariableDeclarator¿¿3422¿v244¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2760¿CallExpression¿¿3422¿¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
2761¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2762¿Identifier¿¿3422¿v243¿¿¿¿¿Identifier
2763¿Identifier¿¿3422¿indexOf¿¿¿{"start":{"line":215,"column":28},"end":{"line":215,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2764¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":215,"column":36},"end":{"line":215,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2765¿VariableDeclarator¿¿3422¿v245¿¿¿{"start":{"line":215,"column":8},"end":{"line":215,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2766¿UnaryExpression¿~¿3422¿¿¿¿{"start":{"line":215,"column":8},"end":{"line":215,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿UnaryExpression
2767¿Identifier¿¿3422¿v244¿¿¿¿¿Identifier
2768¿IfStatement¿¿3422¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":217,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
2769¿Identifier¿¿3422¿v245¿¿¿¿¿Identifier
2770¿VariableDeclarator¿¿3422¿v246¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2771¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2772¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2773¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":216,"column":20},"end":{"line":216,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2774¿VariableDeclarator¿¿3422¿v247¿¿¿{"start":{"line":216,"column":30},"end":{"line":216,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2775¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":216,"column":30},"end":{"line":216,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2776¿Identifier¿¿3422¿options¿¿¿{"start":{"line":216,"column":30},"end":{"line":216,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2777¿Identifier¿¿3422¿priority¿¿¿{"start":{"line":216,"column":38},"end":{"line":216,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2778¿VariableDeclarator¿¿3422¿v248¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2779¿CallExpression¿¿3422¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
2780¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2781¿Identifier¿¿3422¿args¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2782¿Identifier¿¿3422¿push¿¿¿{"start":{"line":216,"column":11},"end":{"line":216,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2783¿Identifier¿¿3422¿v246¿¿¿¿¿Identifier
2784¿Identifier¿¿3422¿v247¿¿¿¿¿Identifier
2785¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2786¿Identifier¿¿3422¿v248¿¿¿¿¿Identifier
2787¿BlockStatement¿¿3422¿¿¿¿{"start":{"line":215,"column":47},"end":{"line":217,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
2788¿BlockStatement¿¿3422¿¿¿¿{"start":{"line":212,"column":24},"end":{"line":218,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
2789¿VariableDeclarator¿¿3422¿v249¿¿¿{"start":{"line":221,"column":5},"end":{"line":221,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2790¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":221,"column":5},"end":{"line":221,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2791¿Identifier¿¿3422¿options¿¿¿{"start":{"line":221,"column":5},"end":{"line":221,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2792¿Identifier¿¿3422¿sound¿¿¿{"start":{"line":221,"column":13},"end":{"line":221,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2793¿VariableDeclarator¿¿3422¿v250¿¿¿{"start":{"line":221,"column":22},"end":{"line":221,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2794¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":221,"column":22},"end":{"line":221,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2795¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":221,"column":22},"end":{"line":221,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2796¿Identifier¿¿3422¿type¿¿¿{"start":{"line":221,"column":26},"end":{"line":221,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2797¿VariableDeclarator¿¿3422¿v251¿¿¿{"start":{"line":221,"column":22},"end":{"line":221,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2798¿BinaryExpression¿===¿3422¿¿¿¿{"start":{"line":221,"column":22},"end":{"line":221,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BinaryExpression
2799¿Identifier¿¿3422¿v250¿¿¿¿¿Identifier
2800¿Literal¿string¿3422¿¿'Darwin-NotificationCenter'¿¿{"start":{"line":221,"column":35},"end":{"line":221,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2801¿VariableDeclarator¿¿3422¿v252¿¿¿{"start":{"line":221,"column":5},"end":{"line":221,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2802¿LogicalExpression¿&&¿3422¿¿¿¿{"start":{"line":221,"column":5},"end":{"line":221,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿LogicalExpression
2803¿Identifier¿¿3422¿v249¿¿¿¿¿Identifier
2804¿Identifier¿¿3422¿v251¿¿¿¿¿Identifier
2805¿IfStatement¿¿3422¿¿¿¿{"start":{"line":221,"column":2},"end":{"line":223,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
2806¿Identifier¿¿3422¿v252¿¿¿¿¿Identifier
2807¿VariableDeclarator¿¿3422¿v253¿¿¿{"start":{"line":222,"column":14},"end":{"line":222,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2808¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":222,"column":14},"end":{"line":222,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2809¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":222,"column":14},"end":{"line":222,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2810¿Identifier¿¿3422¿sound¿¿¿{"start":{"line":222,"column":18},"end":{"line":222,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2811¿VariableDeclarator¿¿3422¿v254¿¿¿{"start":{"line":222,"column":25},"end":{"line":222,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2812¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":222,"column":25},"end":{"line":222,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2813¿Identifier¿¿3422¿options¿¿¿{"start":{"line":222,"column":25},"end":{"line":222,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2814¿Identifier¿¿3422¿sound¿¿¿{"start":{"line":222,"column":33},"end":{"line":222,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2815¿VariableDeclarator¿¿3422¿v255¿¿¿{"start":{"line":222,"column":4},"end":{"line":222,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2816¿CallExpression¿¿3422¿¿¿¿{"start":{"line":222,"column":4},"end":{"line":222,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
2817¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":222,"column":4},"end":{"line":222,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2818¿Identifier¿¿3422¿args¿¿¿{"start":{"line":222,"column":4},"end":{"line":222,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2819¿Identifier¿¿3422¿push¿¿¿{"start":{"line":222,"column":9},"end":{"line":222,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2820¿Identifier¿¿3422¿v253¿¿¿¿¿Identifier
2821¿Identifier¿¿3422¿v254¿¿¿¿¿Identifier
2822¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":222,"column":4},"end":{"line":222,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2823¿Identifier¿¿3422¿v255¿¿¿¿¿Identifier
2824¿BlockStatement¿¿3422¿¿¿¿{"start":{"line":221,"column":63},"end":{"line":223,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
2825¿VariableDeclarator¿¿3422¿v256¿¿¿{"start":{"line":226,"column":6},"end":{"line":226,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2826¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":226,"column":6},"end":{"line":226,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2827¿Identifier¿¿3422¿options¿¿¿{"start":{"line":226,"column":6},"end":{"line":226,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2828¿Identifier¿¿3422¿name¿¿¿{"start":{"line":226,"column":14},"end":{"line":226,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2829¿VariableDeclarator¿¿3422¿v257¿¿¿{"start":{"line":226,"column":22},"end":{"line":226,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2830¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":226,"column":22},"end":{"line":226,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2831¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":226,"column":22},"end":{"line":226,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2832¿Identifier¿¿3422¿type¿¿¿{"start":{"line":226,"column":26},"end":{"line":226,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2833¿VariableDeclarator¿¿3422¿v258¿¿¿{"start":{"line":226,"column":22},"end":{"line":226,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2834¿BinaryExpression¿===¿3422¿¿¿¿{"start":{"line":226,"column":22},"end":{"line":226,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BinaryExpression
2835¿Identifier¿¿3422¿v257¿¿¿¿¿Identifier
2836¿Literal¿string¿3422¿¿'Darwin-Growl'¿¿{"start":{"line":226,"column":35},"end":{"line":226,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2837¿VariableDeclarator¿¿3422¿v259¿¿¿{"start":{"line":226,"column":6},"end":{"line":226,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2838¿LogicalExpression¿&&¿3422¿¿¿¿{"start":{"line":226,"column":6},"end":{"line":226,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿LogicalExpression
2839¿Identifier¿¿3422¿v256¿¿¿¿¿Identifier
2840¿Identifier¿¿3422¿v258¿¿¿¿¿Identifier
2841¿IfStatement¿¿3422¿¿¿¿{"start":{"line":226,"column":2},"end":{"line":228,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
2842¿Identifier¿¿3422¿v259¿¿¿¿¿Identifier
2843¿VariableDeclarator¿¿3422¿v260¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2844¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2845¿Identifier¿¿3422¿options¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2846¿Identifier¿¿3422¿name¿¿¿{"start":{"line":227,"column":32},"end":{"line":227,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2847¿VariableDeclarator¿¿3422¿v261¿¿¿{"start":{"line":227,"column":4},"end":{"line":227,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2848¿CallExpression¿¿3422¿¿¿¿{"start":{"line":227,"column":4},"end":{"line":227,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
2849¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":227,"column":4},"end":{"line":227,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2850¿Identifier¿¿3422¿args¿¿¿{"start":{"line":227,"column":4},"end":{"line":227,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
