Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1158¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":185,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Program
1449¿Identifier¿¿2051¿height¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1450¿Identifier¿¿2051¿v163¿¿¿¿¿Identifier
1451¿ReturnStatement¿¿2051¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":45,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1452¿Identifier¿¿2051¿v164¿¿¿¿¿Identifier
1453¿BlockStatement¿¿2051¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1454¿BlockStatement¿¿2051¿¿¿¿{"start":{"line":30,"column":45},"end":{"line":47,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1455¿ExpressionStatement¿¿2043¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":47,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1456¿AssignmentExpression¿=¿2043¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":47,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1457¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1458¿Identifier¿¿2043¿v142¿¿¿¿¿Identifier
1459¿Identifier¿¿2043¿crop¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1460¿Identifier¿¿2043¿v165¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿2043¿v166¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1462¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1463¿Identifier¿¿2043¿module¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1464¿Identifier¿¿2043¿exports¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1465¿VariableDeclarator¿exported¿2043¿v176¿¿¿{"start":{"line":57,"column":0},"end":{"line":76,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1466¿FunctionExpression¿¿2043¿anon¿¿¿{"start":{"line":57,"column":24},"end":{"line":76,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿FunctionExpression
1467¿Identifier¿¿0¿crop¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1468¿Identifier¿¿0¿version¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1469¿VariableDeclarator¿¿2055¿maxW¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1470¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1471¿Identifier¿¿2055¿version¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1472¿Identifier¿¿2055¿maxWidth¿¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1473¿VariableDeclarator¿¿2055¿maxH¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1474¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1475¿Identifier¿¿2055¿version¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1476¿Identifier¿¿2055¿maxHeight¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1477¿VariableDeclarator¿¿2055¿v167¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1478¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1479¿Identifier¿¿2055¿crop¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1480¿Identifier¿¿2055¿width¿¿¿{"start":{"line":61,"column":34},"end":{"line":61,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1481¿VariableDeclarator¿¿2055¿v168¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1482¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1483¿Identifier¿¿2055¿crop¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1484¿Identifier¿¿2055¿height¿¿¿{"start":{"line":61,"column":46},"end":{"line":61,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1485¿VariableDeclarator¿¿2055¿resize¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1486¿CallExpression¿¿2055¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1487¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1488¿Identifier¿¿2055¿aspect¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1489¿Identifier¿¿2055¿resize¿¿¿{"start":{"line":61,"column":22},"end":{"line":61,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1490¿Identifier¿¿2055¿v167¿¿¿¿¿Identifier
1491¿Identifier¿¿2055¿v168¿¿¿¿¿Identifier
1492¿Identifier¿¿2055¿maxW¿¿¿{"start":{"line":61,"column":54},"end":{"line":61,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1493¿Identifier¿¿2055¿maxH¿¿¿{"start":{"line":61,"column":60},"end":{"line":61,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1494¿VariableDeclarator¿¿2055¿v169¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1495¿MemberExpression¿computed¿2055¿¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1496¿Identifier¿¿2055¿resize¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1497¿Literal¿number¿2055¿¿0¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1498¿ExpressionStatement¿¿2055¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1499¿AssignmentExpression¿=¿2055¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1500¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1501¿Identifier¿¿2055¿version¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1502¿Identifier¿¿2055¿width¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1503¿Identifier¿¿2055¿v169¿¿¿¿¿Identifier
1504¿VariableDeclarator¿¿2055¿v170¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1505¿MemberExpression¿computed¿2055¿¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1506¿Identifier¿¿2055¿resize¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1507¿Literal¿number¿2055¿¿1¿¿{"start":{"line":65,"column":26},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1508¿ExpressionStatement¿¿2055¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1509¿AssignmentExpression¿=¿2055¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1510¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1511¿Identifier¿¿2055¿version¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1512¿Identifier¿¿2055¿height¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1513¿Identifier¿¿2055¿v170¿¿¿¿¿Identifier
1514¿VariableDeclarator¿¿2055¿v171¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1515¿LogicalExpression¿&&¿2055¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1516¿Identifier¿¿2055¿maxW¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1517¿Identifier¿¿2055¿maxH¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1518¿IfStatement¿¿2055¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿IfStatement
1519¿Identifier¿¿2055¿v171¿¿¿¿¿Identifier
1520¿VariableDeclarator¿¿2055¿v172¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1521¿BinaryExpression¿+¿2055¿¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1522¿Identifier¿¿2055¿maxW¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1523¿Literal¿string¿2055¿¿'x'¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1524¿VariableDeclarator¿¿2055¿v173¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1525¿BinaryExpression¿+¿2055¿¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1526¿Identifier¿¿2055¿v172¿¿¿¿¿Identifier
1527¿Identifier¿¿2055¿maxH¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1528¿ReturnStatement¿¿2055¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1529¿Identifier¿¿2055¿v173¿¿¿¿¿Identifier
1530¿BlockStatement¿¿2055¿¿¿¿{"start":{"line":67,"column":20},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1531¿IfStatement¿¿2055¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿IfStatement
1532¿Identifier¿¿2055¿maxW¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1533¿VariableDeclarator¿¿2055¿v174¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1534¿BinaryExpression¿+¿2055¿¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1535¿Literal¿string¿2055¿¿''¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1536¿Identifier¿¿2055¿maxW¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1537¿ReturnStatement¿¿2055¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1538¿Identifier¿¿2055¿v174¿¿¿¿¿Identifier
1539¿BlockStatement¿¿2055¿¿¿¿{"start":{"line":69,"column":19},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1540¿IfStatement¿¿2055¿¿¿¿{"start":{"line":71,"column":9},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿IfStatement
1541¿Identifier¿¿2055¿maxH¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1542¿VariableDeclarator¿¿2055¿v175¿¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1543¿BinaryExpression¿+¿2055¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1544¿Literal¿string¿2055¿¿'x'¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1545¿Identifier¿¿2055¿maxH¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1546¿ReturnStatement¿¿2055¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1547¿Identifier¿¿2055¿v175¿¿¿¿¿Identifier
1548¿BlockStatement¿¿2055¿¿¿¿{"start":{"line":71,"column":19},"end":{"line":73,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1549¿ReturnStatement¿¿2055¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1550¿Literal¿object¿2055¿¿null¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1551¿BlockStatement¿¿2055¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1552¿BlockStatement¿¿2055¿¿¿¿¿¿BlockStatement
1553¿BlockStatement¿¿2055¿¿¿¿¿¿BlockStatement
1554¿BlockStatement¿¿2055¿¿¿¿{"start":{"line":57,"column":48},"end":{"line":76,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1555¿ExpressionStatement¿¿2043¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":76,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1556¿AssignmentExpression¿=¿2043¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":76,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1557¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1558¿Identifier¿¿2043¿v166¿¿¿¿¿Identifier
1559¿Identifier¿¿2043¿resize¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1560¿Identifier¿¿2043¿v176¿¿¿¿¿Identifier
1561¿VariableDeclarator¿¿2043¿v177¿¿¿{"start":{"line":88,"column":0},"end":{"line":88,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1562¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":88,"column":0},"end":{"line":88,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1563¿Identifier¿¿2043¿module¿¿¿{"start":{"line":88,"column":0},"end":{"line":88,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1564¿Identifier¿¿2043¿exports¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1565¿VariableDeclarator¿exported¿2043¿v188¿¿¿{"start":{"line":88,"column":0},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1566¿FunctionExpression¿¿2043¿anon¿¿¿{"start":{"line":88,"column":22},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿FunctionExpression
1567¿Identifier¿¿0¿src¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1568¿Identifier¿¿0¿opts¿¿¿{"start":{"line":88,"column":36},"end":{"line":88,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1569¿VariableDeclarator¿¿2060¿v178¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1570¿MemberExpression¿¿2060¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1571¿Identifier¿¿2060¿opts¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1572¿Identifier¿¿2060¿path¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1573¿VariableDeclarator¿¿2060¿v179¿¿¿{"start":{"line":89,"column":25},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1574¿CallExpression¿¿2060¿¿¿¿{"start":{"line":89,"column":25},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1575¿Identifier¿¿2060¿dirname¿¿¿{"start":{"line":89,"column":25},"end":{"line":89,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1576¿Identifier¿¿2060¿src¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1577¿VariableDeclarator¿¿2060¿dir¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1578¿LogicalExpression¿||¿2060¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1579¿Identifier¿¿2060¿v178¿¿¿¿¿Identifier
1580¿Identifier¿¿2060¿v179¿¿¿¿¿Identifier
1581¿VariableDeclarator¿¿2060¿ext¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1582¿CallExpression¿¿2060¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1583¿Identifier¿¿2060¿extname¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1584¿Identifier¿¿2060¿src¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1585¿VariableDeclarator¿¿2060¿base¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1586¿CallExpression¿¿2060¿¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1587¿Identifier¿¿2060¿basename¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1588¿Identifier¿¿2060¿src¿¿¿{"start":{"line":91,"column":22},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1589¿Identifier¿¿2060¿ext¿¿¿{"start":{"line":91,"column":27},"end":{"line":91,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1590¿VariableDeclarator¿¿2060¿v180¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
