Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":130,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Program
1152¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":67,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1153¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":67,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1154¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1155¿Identifier¿¿1503¿v106¿¿¿¿¿Identifier
1156¿Identifier¿¿1503¿getParent¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1157¿Identifier¿¿1503¿v109¿¿¿¿¿Identifier
1158¿VariableDeclarator¿¿1503¿v110¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1159¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1160¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1161¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1162¿VariableDeclarator¿¿1503¿v117¿¿¿{"start":{"line":69,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1163¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":69,"column":31},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1164¿Identifier¿¿0¿field¿¿¿{"start":{"line":69,"column":40},"end":{"line":69,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1165¿VariableDeclarator¿¿1526¿parent¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1166¿ThisExpression¿¿1526¿¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1167¿VariableDeclarator¿¿1526¿v111¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1168¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1169¿ThisExpression¿¿1526¿¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1170¿Identifier¿¿1526¿field¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1526¿v112¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1172¿UnaryExpression¿!¿1526¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿UnaryExpression
1173¿Identifier¿¿1526¿v111¿¿¿¿¿Identifier
1174¿IfStatement¿¿1526¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1175¿Identifier¿¿1526¿v112¿¿¿¿¿Identifier
1176¿VariableDeclarator¿¿1526¿v113¿¿¿{"start":{"line":73,"column":25},"end":{"line":73,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1177¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":73,"column":25},"end":{"line":73,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1178¿ThisExpression¿¿1526¿¿¿¿{"start":{"line":73,"column":25},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1179¿Identifier¿¿1526¿pointer¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1180¿VariableDeclarator¿¿1526¿v114¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1181¿NewExpression¿¿1526¿¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿NewExpression
1182¿Identifier¿¿1526¿Reference¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1183¿Identifier¿¿1526¿v113¿¿¿¿¿Identifier
1184¿Identifier¿¿1526¿field¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1185¿Identifier¿¿1526¿parent¿¿¿{"start":{"line":73,"column":46},"end":{"line":73,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1186¿ReturnStatement¿¿1526¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1187¿Identifier¿¿1526¿v114¿¿¿¿¿Identifier
1188¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":72,"column":19},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1189¿VariableDeclarator¿¿1526¿v115¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1190¿CallExpression¿¿1526¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1191¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1192¿ThisExpression¿¿1526¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1193¿Identifier¿¿1526¿initializeChildAsObject¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1194¿ExpressionStatement¿¿1526¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1195¿Identifier¿¿1526¿v115¿¿¿¿¿Identifier
1196¿VariableDeclarator¿¿1526¿pointer¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1197¿CallExpression¿¿1526¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1198¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1199¿ThisExpression¿¿1526¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1200¿Identifier¿¿1526¿get¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1201¿VariableDeclarator¿¿1526¿v116¿¿¿{"start":{"line":79,"column":9},"end":{"line":79,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1202¿NewExpression¿¿1526¿¿¿¿{"start":{"line":79,"column":9},"end":{"line":79,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿NewExpression
1203¿Identifier¿¿1526¿Reference¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1204¿Identifier¿¿1526¿pointer¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1205¿Identifier¿¿1526¿field¿¿¿{"start":{"line":79,"column":32},"end":{"line":79,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1206¿Identifier¿¿1526¿parent¿¿¿{"start":{"line":79,"column":39},"end":{"line":79,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1207¿ReturnStatement¿¿1526¿¿¿¿{"start":{"line":79,"column":2},"end":{"line":79,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1208¿Identifier¿¿1526¿v116¿¿¿¿¿Identifier
1209¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":69,"column":47},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1210¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":80,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1211¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1212¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1213¿Identifier¿¿1503¿v110¿¿¿¿¿Identifier
1214¿Identifier¿¿1503¿getChild¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1215¿Identifier¿¿1503¿v117¿¿¿¿¿Identifier
1216¿VariableDeclarator¿¿1503¿v118¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1217¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1218¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1219¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1220¿VariableDeclarator¿¿1503¿v125¿¿¿{"start":{"line":82,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1221¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":82,"column":26},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1222¿VariableDeclarator¿¿1529¿v119¿¿¿{"start":{"line":83,"column":7},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1223¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":83,"column":7},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1224¿ThisExpression¿¿1529¿¿¿¿{"start":{"line":83,"column":7},"end":{"line":83,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1225¿Identifier¿¿1529¿field¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1226¿VariableDeclarator¿¿1529¿v120¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1227¿UnaryExpression¿!¿1529¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿UnaryExpression
1228¿Identifier¿¿1529¿v119¿¿¿¿¿Identifier
1229¿IfStatement¿¿1529¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1230¿Identifier¿¿1529¿v120¿¿¿¿¿Identifier
1231¿VariableDeclarator¿¿1529¿v121¿¿¿{"start":{"line":84,"column":11},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1232¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":84,"column":11},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1233¿ThisExpression¿¿1529¿¿¿¿{"start":{"line":84,"column":11},"end":{"line":84,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1234¿Identifier¿¿1529¿pointer¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1235¿ReturnStatement¿¿1529¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1236¿Identifier¿¿1529¿v121¿¿¿¿¿Identifier
1237¿BlockStatement¿¿1529¿¿¿¿{"start":{"line":83,"column":19},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1238¿VariableDeclarator¿¿1529¿v122¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1239¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1240¿ThisExpression¿¿1529¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1241¿Identifier¿¿1529¿pointer¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1242¿VariableDeclarator¿¿1529¿v123¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1243¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1244¿ThisExpression¿¿1529¿¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1245¿Identifier¿¿1529¿field¿¿¿{"start":{"line":86,"column":29},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1529¿v124¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1247¿MemberExpression¿computed¿1529¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1248¿Identifier¿¿1529¿v122¿¿¿¿¿Identifier
1249¿Identifier¿¿1529¿v123¿¿¿¿¿Identifier
1250¿ReturnStatement¿¿1529¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1251¿Identifier¿¿1529¿v124¿¿¿¿¿Identifier
1252¿BlockStatement¿¿1529¿¿¿¿{"start":{"line":85,"column":9},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1253¿BlockStatement¿¿1529¿¿¿¿{"start":{"line":82,"column":37},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1254¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":82,"column":0},"end":{"line":88,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1255¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":82,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1256¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1257¿Identifier¿¿1503¿v118¿¿¿¿¿Identifier
1258¿Identifier¿¿1503¿get¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1259¿Identifier¿¿1503¿v125¿¿¿¿¿Identifier
1260¿VariableDeclarator¿¿1503¿v126¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1261¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1262¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1263¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1264¿VariableDeclarator¿¿1503¿v131¿¿¿{"start":{"line":90,"column":0},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1265¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":90,"column":46},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1266¿VariableDeclarator¿¿1532¿v127¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1267¿CallExpression¿¿1532¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1268¿MemberExpression¿¿1532¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1269¿ThisExpression¿¿1532¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1270¿Identifier¿¿1532¿getType¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1532¿v128¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1272¿BinaryExpression¿!==¿1532¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BinaryExpression
1273¿Identifier¿¿1532¿v127¿¿¿¿¿Identifier
1274¿Literal¿string¿1532¿¿'object'¿¿{"start":{"line":91,"column":25},"end":{"line":91,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1275¿IfStatement¿¿1532¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":93,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1276¿Identifier¿¿1532¿v128¿¿¿¿¿Identifier
1277¿VariableDeclarator¿¿1532¿v129¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1278¿ObjectExpression¿¿1532¿¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ObjectExpression
1279¿VariableDeclarator¿¿1532¿v130¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1280¿CallExpression¿¿1532¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1281¿MemberExpression¿¿1532¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1282¿ThisExpression¿¿1532¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1283¿Identifier¿¿1532¿set¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1284¿Identifier¿¿1532¿v129¿¿¿¿¿Identifier
1285¿ExpressionStatement¿¿1532¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1286¿Identifier¿¿1532¿v130¿¿¿¿¿Identifier
1287¿BlockStatement¿¿1532¿¿¿¿{"start":{"line":91,"column":35},"end":{"line":93,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1288¿ReturnStatement¿¿1532¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1289¿ThisExpression¿¿1532¿¿¿¿{"start":{"line":94,"column":9},"end":{"line":94,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1290¿BlockStatement¿¿1532¿¿¿¿{"start":{"line":90,"column":57},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1291¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":95,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1292¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1293¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1294¿Identifier¿¿1503¿v126¿¿¿¿¿Identifier
1295¿Identifier¿¿1503¿initializeChildAsObject¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1296¿Identifier¿¿1503¿v131¿¿¿¿¿Identifier
1297¿VariableDeclarator¿¿1503¿v132¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
