Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
729¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Program
1029¿BlockStatement¿¿1304¿¿¿¿{"start":{"line":2,"column":604},"end":{"line":2,"column":638},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1030¿VariableDeclarator¿¿1299¿v132¿¿¿{"start":{"line":2,"column":641},"end":{"line":2,"column":650},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1031¿MemberExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":641},"end":{"line":2,"column":650},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1032¿Identifier¿¿1299¿l¿¿¿{"start":{"line":2,"column":641},"end":{"line":2,"column":642},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1033¿Identifier¿¿1299¿exports¿¿¿{"start":{"line":2,"column":643},"end":{"line":2,"column":650},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1034¿VariableDeclarator¿¿1299¿v133¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":659},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1035¿CallExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":659},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1036¿MemberExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":582},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1037¿Identifier¿¿1299¿v125¿¿¿¿¿Identifier
1038¿Identifier¿¿1299¿call¿¿¿{"start":{"line":2,"column":578},"end":{"line":2,"column":582},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1039¿Identifier¿¿1299¿v126¿¿¿¿¿Identifier
1040¿Identifier¿¿1299¿v131¿¿¿¿¿Identifier
1041¿Identifier¿¿1299¿l¿¿¿{"start":{"line":2,"column":639},"end":{"line":2,"column":640},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1042¿Identifier¿¿1299¿v132¿¿¿¿¿Identifier
1043¿Identifier¿¿1299¿e¿¿¿{"start":{"line":2,"column":651},"end":{"line":2,"column":652},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1044¿Identifier¿¿1299¿t¿¿¿{"start":{"line":2,"column":653},"end":{"line":2,"column":654},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1045¿Identifier¿¿1299¿n¿¿¿{"start":{"line":2,"column":655},"end":{"line":2,"column":656},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1046¿Identifier¿¿1299¿r¿¿¿{"start":{"line":2,"column":657},"end":{"line":2,"column":658},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1047¿ExpressionStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":659},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1048¿Identifier¿¿1299¿v133¿¿¿¿¿Identifier
1049¿BlockStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":369},"end":{"line":2,"column":660},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1050¿VariableDeclarator¿¿1299¿v134¿¿¿{"start":{"line":2,"column":667},"end":{"line":2,"column":671},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1051¿MemberExpression¿computed¿1299¿¿¿¿{"start":{"line":2,"column":667},"end":{"line":2,"column":671},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1052¿Identifier¿¿1299¿n¿¿¿{"start":{"line":2,"column":667},"end":{"line":2,"column":668},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1053¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":669},"end":{"line":2,"column":670},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1054¿VariableDeclarator¿¿1299¿v135¿¿¿{"start":{"line":2,"column":667},"end":{"line":2,"column":679},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1055¿MemberExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":667},"end":{"line":2,"column":679},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1056¿Identifier¿¿1299¿v134¿¿¿¿¿Identifier
1057¿Identifier¿¿1299¿exports¿¿¿{"start":{"line":2,"column":672},"end":{"line":2,"column":679},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1058¿ReturnStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":660},"end":{"line":2,"column":679},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
1059¿Identifier¿¿1299¿v135¿¿¿¿¿Identifier
1060¿BlockStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":359},"end":{"line":2,"column":680},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1061¿VariableDeclarator¿¿1297¿v136¿¿¿{"start":{"line":2,"column":686},"end":{"line":2,"column":700},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1062¿UnaryExpression¿typeof¿1297¿¿¿¿{"start":{"line":2,"column":686},"end":{"line":2,"column":700},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
1063¿Identifier¿¿1297¿require¿¿¿{"start":{"line":2,"column":693},"end":{"line":2,"column":700},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1064¿VariableDeclarator¿¿1297¿v137¿¿¿{"start":{"line":2,"column":686},"end":{"line":2,"column":712},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1065¿BinaryExpression¿==¿1297¿¿¿¿{"start":{"line":2,"column":686},"end":{"line":2,"column":712},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
1066¿Identifier¿¿1297¿v136¿¿¿¿¿Identifier
1067¿Literal¿string¿1297¿¿'function'¿¿{"start":{"line":2,"column":702},"end":{"line":2,"column":712},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1068¿VariableDeclarator¿¿1297¿i¿¿¿{"start":{"line":2,"column":684},"end":{"line":2,"column":721},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1069¿LogicalExpression¿&&¿1297¿¿¿¿{"start":{"line":2,"column":686},"end":{"line":2,"column":721},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿LogicalExpression
1070¿Identifier¿¿1297¿v137¿¿¿¿¿Identifier
1071¿Identifier¿¿1297¿require¿¿¿{"start":{"line":2,"column":714},"end":{"line":2,"column":721},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1072¿VariableDeclarator¿¿1297¿o¿¿¿{"start":{"line":2,"column":730},"end":{"line":2,"column":733},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1073¿Literal¿number¿1297¿¿0¿¿{"start":{"line":2,"column":732},"end":{"line":2,"column":733},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1074¿VariableDeclarator¿¿1297¿v138¿¿¿{"start":{"line":2,"column":736},"end":{"line":2,"column":744},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1075¿MemberExpression¿¿1297¿¿¿¿{"start":{"line":2,"column":736},"end":{"line":2,"column":744},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1076¿Identifier¿¿1297¿r¿¿¿{"start":{"line":2,"column":736},"end":{"line":2,"column":737},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1077¿Identifier¿¿1297¿length¿¿¿{"start":{"line":2,"column":738},"end":{"line":2,"column":744},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1078¿VariableDeclarator¿¿1297¿v139¿¿¿{"start":{"line":2,"column":734},"end":{"line":2,"column":744},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1079¿BinaryExpression¿<¿1297¿¿¿¿{"start":{"line":2,"column":734},"end":{"line":2,"column":744},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
1080¿Identifier¿¿1297¿o¿¿¿{"start":{"line":2,"column":734},"end":{"line":2,"column":735},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1081¿Identifier¿¿1297¿v138¿¿¿¿¿Identifier
1082¿WhileStatement¿¿1297¿¿¿¿{"start":{"line":2,"column":722},"end":{"line":2,"column":757},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿WhileStatement
1083¿Identifier¿¿1297¿v139¿¿¿¿¿Identifier
1084¿VariableDeclarator¿¿1297¿v141¿¿¿{"start":{"line":2,"column":751},"end":{"line":2,"column":755},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1085¿MemberExpression¿computed¿1297¿¿¿¿{"start":{"line":2,"column":751},"end":{"line":2,"column":755},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1297¿r¿¿¿{"start":{"line":2,"column":751},"end":{"line":2,"column":752},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1087¿Identifier¿¿1297¿o¿¿¿{"start":{"line":2,"column":753},"end":{"line":2,"column":754},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1088¿VariableDeclarator¿¿1297¿v142¿¿¿{"start":{"line":2,"column":749},"end":{"line":2,"column":756},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1089¿CallExpression¿¿1297¿¿¿¿{"start":{"line":2,"column":749},"end":{"line":2,"column":756},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1090¿Identifier¿¿1297¿s¿¿¿{"start":{"line":2,"column":749},"end":{"line":2,"column":750},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1091¿Identifier¿¿1297¿v141¿¿¿¿¿Identifier
1092¿ExpressionStatement¿¿1297¿¿¿¿{"start":{"line":2,"column":749},"end":{"line":2,"column":757},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1093¿Identifier¿¿1297¿v142¿¿¿¿¿Identifier
1094¿VariableDeclarator¿¿1297¿v140¿¿¿{"start":{"line":2,"column":745},"end":{"line":2,"column":748},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1095¿UpdateExpression¿¿1297¿¿¿¿{"start":{"line":2,"column":745},"end":{"line":2,"column":748},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UpdateExpression
1096¿Identifier¿¿1297¿o¿¿¿{"start":{"line":2,"column":745},"end":{"line":2,"column":746},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1097¿ExpressionStatement¿¿1297¿¿¿¿{"start":{"line":2,"column":722},"end":{"line":2,"column":757},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1098¿AssignmentExpression¿=¿1297¿¿¿¿{"start":{"line":2,"column":722},"end":{"line":2,"column":757},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1099¿Identifier¿¿1297¿v139¿¿¿{"start":{"line":2,"column":722},"end":{"line":2,"column":757},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1100¿BinaryExpression¿<¿1297¿¿¿¿{"start":{"line":2,"column":734},"end":{"line":2,"column":744},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
1101¿Identifier¿¿1297¿o¿¿¿{"start":{"line":2,"column":734},"end":{"line":2,"column":735},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1102¿Identifier¿¿1297¿v138¿¿¿¿¿Identifier
1103¿BlockStatement¿¿1297¿¿¿¿¿¿BlockStatement
1104¿ReturnStatement¿¿1297¿¿¿¿{"start":{"line":2,"column":757},"end":{"line":2,"column":765},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
1105¿Identifier¿¿1297¿s¿¿¿{"start":{"line":2,"column":764},"end":{"line":2,"column":765},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1106¿BlockStatement¿¿1297¿¿¿¿{"start":{"line":2,"column":343},"end":{"line":2,"column":766},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1107¿VariableDeclarator¿¿1295¿v158¿¿¿{"start":{"line":2,"column":772},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1108¿FunctionExpression¿¿1295¿anon¿¿¿{"start":{"line":2,"column":772},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿FunctionExpression
1109¿Identifier¿¿0¿require¿¿¿{"start":{"line":2,"column":781},"end":{"line":2,"column":788},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1110¿Identifier¿¿0¿module¿¿¿{"start":{"line":2,"column":789},"end":{"line":2,"column":795},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1111¿Identifier¿¿0¿exports¿¿¿{"start":{"line":2,"column":796},"end":{"line":2,"column":803},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1112¿VariableDeclarator¿exported¿1309¿deepSet¿¿¿{"start":{"line":20,"column":0},"end":{"line":43,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1113¿FunctionExpression¿¿1309¿anon¿¿¿{"start":{"line":20,"column":17},"end":{"line":43,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿FunctionExpression
1114¿Identifier¿¿0¿obj¿¿¿{"start":{"line":20,"column":35},"end":{"line":20,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1115¿Identifier¿¿0¿path¿¿¿{"start":{"line":20,"column":40},"end":{"line":20,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1116¿Identifier¿¿0¿value¿¿¿{"start":{"line":20,"column":46},"end":{"line":20,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1117¿Identifier¿¿0¿create¿¿¿{"start":{"line":20,"column":53},"end":{"line":20,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1118¿VariableDeclarator¿¿1311¿properties¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1119¿CallExpression¿¿1311¿¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1120¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1121¿Identifier¿¿1311¿path¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1122¿Identifier¿¿1311¿split¿¿¿{"start":{"line":21,"column":24},"end":{"line":21,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1123¿Literal¿string¿1311¿¿'.'¿¿{"start":{"line":21,"column":30},"end":{"line":21,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1124¿VariableDeclarator¿¿1311¿currentObject¿¿¿{"start":{"line":22,"column":6},"end":{"line":22,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1125¿Identifier¿¿1311¿obj¿¿¿{"start":{"line":22,"column":22},"end":{"line":22,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1311¿property¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1127¿VariableDeclarator¿¿1311¿v144¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1128¿BinaryExpression¿===¿1311¿¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
1129¿Identifier¿¿1311¿create¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1130¿Identifier¿¿1311¿undefined¿¿¿{"start":{"line":25,"column":22},"end":{"line":25,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1131¿IfStatement¿¿1311¿¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
1132¿Identifier¿¿1311¿v144¿¿¿¿¿Identifier
1133¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1134¿AssignmentExpression¿=¿1311¿¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1135¿Identifier¿¿1311¿create¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1136¿Literal¿boolean¿1311¿¿true¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1137¿BlockStatement¿¿1311¿¿¿¿¿¿BlockStatement
1138¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1139¿AssignmentExpression¿=¿1311¿¿¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1140¿Identifier¿¿1311¿create¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1141¿Identifier¿¿1311¿create¿¿¿{"start":{"line":25,"column":41},"end":{"line":25,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1142¿BlockStatement¿¿1311¿¿¿¿¿¿BlockStatement
1143¿VariableDeclarator¿¿1311¿v145¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1144¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1145¿Identifier¿¿1311¿properties¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1146¿Identifier¿¿1311¿length¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1147¿WhileStatement¿¿1311¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿WhileStatement
1148¿Identifier¿¿1311¿v145¿¿¿¿¿Identifier
1149¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1150¿AssignmentExpression¿=¿1311¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1151¿Identifier¿¿1311¿property¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1152¿CallExpression¿¿1311¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1153¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1154¿Identifier¿¿1311¿properties¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1155¿Identifier¿¿1311¿shift¿¿¿{"start":{"line":28,"column":26},"end":{"line":28,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1156¿VariableDeclarator¿¿1311¿v146¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1157¿UnaryExpression¿!¿1311¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
1158¿Identifier¿¿1311¿currentObject¿¿¿{"start":{"line":30,"column":9},"end":{"line":30,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1159¿IfStatement¿¿1311¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
1160¿Identifier¿¿1311¿v146¿¿¿¿¿Identifier
1161¿BreakStatement¿¿1311¿¿¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BreakStatement
1162¿BlockStatement¿¿1311¿¿¿¿¿¿BlockStatement
1163¿VariableDeclarator¿¿1311¿v147¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1164¿MemberExpression¿computed¿1311¿¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1165¿Identifier¿¿1311¿currentObject¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1166¿Identifier¿¿1311¿property¿¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1167¿VariableDeclarator¿¿1311¿v148¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1168¿CallExpression¿¿1311¿¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1169¿Identifier¿¿1311¿isObject¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1170¿Identifier¿¿1311¿v147¿¿¿¿¿Identifier
1171¿VariableDeclarator¿¿1311¿v149¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1172¿UnaryExpression¿!¿1311¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
1173¿Identifier¿¿1311¿v148¿¿¿¿¿Identifier
