Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
950¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Program
1208¿Identifier¿¿1662¿join¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1209¿Identifier¿¿1662¿filename¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1210¿Literal¿string¿1662¿¿'index.html'¿¿{"start":{"line":49,"column":43},"end":{"line":49,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1211¿VariableDeclarator¿¿1662¿v113¿¿¿{"start":{"line":50,"column":30},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1212¿FunctionExpression¿¿1662¿anon¿¿¿{"start":{"line":50,"column":30},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1213¿Identifier¿¿0¿err¿¿¿{"start":{"line":50,"column":40},"end":{"line":50,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1214¿Identifier¿¿0¿stats¿¿¿{"start":{"line":50,"column":45},"end":{"line":50,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1215¿VariableDeclarator¿¿1664¿v110¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1216¿UnaryExpression¿!¿1664¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿UnaryExpression
1217¿Identifier¿¿1664¿stats¿¿¿{"start":{"line":51,"column":21},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1218¿IfStatement¿¿1664¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":55,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿IfStatement
1219¿Identifier¿¿1664¿v110¿¿¿¿¿Identifier
1220¿VariableDeclarator¿¿1664¿v111¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1221¿CallExpression¿¿1664¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1222¿Identifier¿¿1664¿callback¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1223¿ExpressionStatement¿¿1664¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1224¿Identifier¿¿1664¿v111¿¿¿¿¿Identifier
1225¿BlockStatement¿¿1664¿¿¿¿{"start":{"line":51,"column":28},"end":{"line":53,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1226¿VariableDeclarator¿¿1664¿v112¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1664¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1228¿Identifier¿¿1664¿callback¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1229¿Identifier¿¿1664¿filename¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1230¿Identifier¿¿1664¿stats¿¿¿{"start":{"line":54,"column":39},"end":{"line":54,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1231¿ExpressionStatement¿¿1664¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1232¿Identifier¿¿1664¿v112¿¿¿¿¿Identifier
1233¿BlockStatement¿¿1664¿¿¿¿{"start":{"line":53,"column":23},"end":{"line":55,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1234¿BlockStatement¿¿1664¿¿¿¿{"start":{"line":50,"column":52},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1235¿VariableDeclarator¿¿1662¿v114¿¿¿{"start":{"line":50,"column":12},"end":{"line":56,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1236¿CallExpression¿¿1662¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":56,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1237¿MemberExpression¿¿1662¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1238¿Identifier¿¿1662¿fs¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1239¿Identifier¿¿1662¿stat¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1240¿Identifier¿¿1662¿filename¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1241¿Identifier¿¿1662¿v113¿¿¿¿¿Identifier
1242¿ExpressionStatement¿¿1662¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1243¿Identifier¿¿1662¿v114¿¿¿¿¿Identifier
1244¿BlockStatement¿¿1662¿¿¿¿{"start":{"line":48,"column":40},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1245¿VariableDeclarator¿¿1662¿v115¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1662¿¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1247¿Identifier¿¿1662¿callback¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1248¿Identifier¿¿1662¿filename¿¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1249¿Identifier¿¿1662¿stats¿¿¿{"start":{"line":58,"column":31},"end":{"line":58,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1250¿ExpressionStatement¿¿1662¿¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1251¿Identifier¿¿1662¿v115¿¿¿¿¿Identifier
1252¿BlockStatement¿¿1662¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":59,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1253¿BlockStatement¿¿1662¿¿¿¿¿¿BlockStatement
1254¿BlockStatement¿¿1662¿¿¿¿{"start":{"line":45,"column":44},"end":{"line":60,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1255¿VariableDeclarator¿¿1660¿v117¿¿¿{"start":{"line":45,"column":4},"end":{"line":60,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1660¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":60,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1257¿MemberExpression¿¿1660¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1258¿Identifier¿¿1660¿fs¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1259¿Identifier¿¿1660¿stat¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1260¿Identifier¿¿1660¿filename¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1261¿Identifier¿¿1660¿v116¿¿¿¿¿Identifier
1262¿ExpressionStatement¿¿1660¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":60,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1263¿Identifier¿¿1660¿v117¿¿¿¿¿Identifier
1264¿BlockStatement¿¿1660¿¿¿¿{"start":{"line":44,"column":72},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1265¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":44,"column":0},"end":{"line":61,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1266¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":44,"column":0},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1267¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":44,"column":0},"end":{"line":44,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1268¿Identifier¿¿1648¿v106¿¿¿¿¿Identifier
1269¿Identifier¿¿1648¿_checkFile¿¿¿{"start":{"line":44,"column":30},"end":{"line":44,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1270¿Identifier¿¿1648¿v118¿¿¿¿¿Identifier
1271¿VariableDeclarator¿¿1648¿v119¿¿¿{"start":{"line":63,"column":0},"end":{"line":63,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1272¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":63,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1273¿Identifier¿¿1648¿NodeStaticWebServer¿¿¿{"start":{"line":63,"column":0},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1274¿Identifier¿¿1648¿prototype¿¿¿{"start":{"line":63,"column":20},"end":{"line":63,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1275¿VariableDeclarator¿¿1648¿v143¿¿¿{"start":{"line":63,"column":0},"end":{"line":96,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1276¿FunctionExpression¿¿1648¿anon¿¿¿{"start":{"line":63,"column":46},"end":{"line":96,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1277¿Identifier¿¿0¿response¿¿¿{"start":{"line":63,"column":55},"end":{"line":63,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1278¿Identifier¿¿0¿filename¿¿¿{"start":{"line":63,"column":65},"end":{"line":63,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1279¿Identifier¿¿0¿stats¿¿¿{"start":{"line":63,"column":75},"end":{"line":63,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1280¿Identifier¿¿0¿lastModifiedSince¿¿¿{"start":{"line":63,"column":82},"end":{"line":63,"column":99},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1281¿VariableDeclarator¿¿1669¿v120¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1282¿UnaryExpression¿!¿1669¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿UnaryExpression
1283¿Identifier¿¿1669¿filename¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1284¿IfStatement¿¿1669¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿IfStatement
1285¿Identifier¿¿1669¿v120¿¿¿¿¿Identifier
1286¿VariableDeclarator¿¿1669¿v121¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1287¿CallExpression¿¿1669¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1288¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1289¿ThisExpression¿¿1669¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ThisExpression
1290¿Identifier¿¿1669¿_httpNotFound¿¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1291¿Identifier¿¿1669¿response¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1292¿ExpressionStatement¿¿1669¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1293¿Identifier¿¿1669¿v121¿¿¿¿¿Identifier
1294¿ReturnStatement¿¿1669¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ReturnStatement
1295¿BlockStatement¿¿1669¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1296¿VariableDeclarator¿¿1669¿v122¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1297¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1298¿Identifier¿¿1669¿stats¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1299¿Identifier¿¿1669¿mtime¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1669¿lastModified¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1669¿¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1302¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1303¿Identifier¿¿1669¿v122¿¿¿¿¿Identifier
1304¿Identifier¿¿1669¿toUTCString¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1305¿VariableDeclarator¿¿1669¿v123¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1306¿BinaryExpression¿===¿1669¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BinaryExpression
1307¿Identifier¿¿1669¿lastModifiedSince¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1308¿Identifier¿¿1669¿lastModified¿¿¿{"start":{"line":71,"column":30},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1309¿IfStatement¿¿1669¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿IfStatement
1310¿Identifier¿¿1669¿v123¿¿¿¿¿Identifier
1311¿VariableDeclarator¿¿1669¿v124¿¿¿{"start":{"line":72,"column":32},"end":{"line":72,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1312¿ObjectExpression¿¿1669¿¿¿¿{"start":{"line":72,"column":32},"end":{"line":72,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ObjectExpression
1313¿Property¿¿1669¿¿¿¿{"start":{"line":72,"column":34},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Property
1314¿Literal¿string¿1669¿¿'Last-Modified'¿¿{"start":{"line":72,"column":34},"end":{"line":72,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1315¿Identifier¿¿1669¿lastModified¿¿¿{"start":{"line":72,"column":51},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1316¿VariableDeclarator¿¿1669¿v125¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1317¿CallExpression¿¿1669¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1318¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1319¿Identifier¿¿1669¿response¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1320¿Identifier¿¿1669¿writeHead¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1321¿Literal¿number¿1669¿¿304¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1322¿Identifier¿¿1669¿v124¿¿¿¿¿Identifier
1323¿ExpressionStatement¿¿1669¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1324¿Identifier¿¿1669¿v125¿¿¿¿¿Identifier
1325¿VariableDeclarator¿¿1669¿v126¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1326¿CallExpression¿¿1669¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1327¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1328¿Identifier¿¿1669¿response¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1329¿Identifier¿¿1669¿end¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1330¿ExpressionStatement¿¿1669¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1331¿Identifier¿¿1669¿v126¿¿¿¿¿Identifier
1332¿ReturnStatement¿¿1669¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ReturnStatement
1333¿BlockStatement¿¿1669¿¿¿¿{"start":{"line":71,"column":44},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1334¿VariableDeclarator¿¿1669¿self¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1335¿ThisExpression¿¿1669¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ThisExpression
1336¿VariableDeclarator¿¿1669¿readStream¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1337¿CallExpression¿¿1669¿¿¿¿{"start":{"line":79,"column":21},"end":{"line":79,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1338¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":79,"column":21},"end":{"line":79,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1339¿Identifier¿¿1669¿fs¿¿¿{"start":{"line":79,"column":21},"end":{"line":79,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
