Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7302¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":781,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Program
11085¿Literal¿number¿13153¿¿1¿¿{"start":{"line":519,"column":38},"end":{"line":519,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
11086¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":519,"column":12},"end":{"line":519,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
11087¿AssignmentExpression¿=¿13153¿¿¿¿{"start":{"line":519,"column":12},"end":{"line":519,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
11088¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":519,"column":12},"end":{"line":519,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11089¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":519,"column":29},"end":{"line":519,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11090¿Identifier¿¿13153¿args¿¿¿{"start":{"line":519,"column":29},"end":{"line":519,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11091¿Identifier¿¿13153¿v1196¿¿¿¿¿Identifier
11092¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
11093¿AssignmentExpression¿=¿13153¿¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
11094¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11095¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":520,"column":25},"end":{"line":520,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11096¿Identifier¿¿13153¿args¿¿¿{"start":{"line":520,"column":25},"end":{"line":520,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11097¿Identifier¿¿13153¿i¿¿¿{"start":{"line":520,"column":30},"end":{"line":520,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11098¿VariableDeclarator¿¿13153¿v1197¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11099¿BinaryExpression¿instanceof¿13153¿¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
11100¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11101¿Identifier¿¿13153¿Array¿¿¿{"start":{"line":521,"column":55},"end":{"line":521,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11102¿VariableDeclarator¿¿13153¿v1198¿¿¿{"start":{"line":521,"column":80},"end":{"line":521,"column":98},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11103¿ArrayExpression¿¿13153¿¿¿¿{"start":{"line":521,"column":80},"end":{"line":521,"column":98},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ArrayExpression
11104¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":521,"column":82},"end":{"line":521,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11105¿IfStatement¿¿13153¿¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":98},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿IfStatement
11106¿Identifier¿¿13153¿v1197¿¿¿¿¿Identifier
11107¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":98},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
11108¿AssignmentExpression¿=¿13153¿¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":98},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
11109¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11110¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":521,"column":63},"end":{"line":521,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11111¿BlockStatement¿¿13153¿¿¿¿¿¿BlockStatement
11112¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":98},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
11113¿AssignmentExpression¿=¿13153¿¿¿¿{"start":{"line":521,"column":29},"end":{"line":521,"column":98},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
11114¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11115¿Identifier¿¿13153¿v1198¿¿¿¿¿Identifier
11116¿BlockStatement¿¿13153¿¿¿¿¿¿BlockStatement
11117¿VariableDeclarator¿¿13153¿v1199¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11118¿BinaryExpression¿instanceof¿13153¿¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
11119¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11120¿Identifier¿¿13153¿Array¿¿¿{"start":{"line":522,"column":47},"end":{"line":522,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11121¿VariableDeclarator¿¿13153¿v1200¿¿¿{"start":{"line":522,"column":68},"end":{"line":522,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11122¿ArrayExpression¿¿13153¿¿¿¿{"start":{"line":522,"column":68},"end":{"line":522,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ArrayExpression
11123¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":522,"column":70},"end":{"line":522,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11124¿IfStatement¿¿13153¿¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿IfStatement
11125¿Identifier¿¿13153¿v1199¿¿¿¿¿Identifier
11126¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
11127¿AssignmentExpression¿=¿13153¿¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
11128¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":522,"column":12},"end":{"line":522,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11129¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":522,"column":55},"end":{"line":522,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11130¿BlockStatement¿¿13153¿¿¿¿¿¿BlockStatement
11131¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
11132¿AssignmentExpression¿=¿13153¿¿¿¿{"start":{"line":522,"column":25},"end":{"line":522,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
11133¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":522,"column":12},"end":{"line":522,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11134¿Identifier¿¿13153¿v1200¿¿¿¿¿Identifier
11135¿BlockStatement¿¿13153¿¿¿¿¿¿BlockStatement
11136¿VariableDeclarator¿¿13153¿j¿¿¿{"start":{"line":523,"column":21},"end":{"line":523,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11137¿Literal¿number¿13153¿¿0¿¿{"start":{"line":523,"column":25},"end":{"line":523,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
11138¿VariableDeclarator¿¿13153¿jcount¿¿¿{"start":{"line":523,"column":28},"end":{"line":523,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11139¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":523,"column":37},"end":{"line":523,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11140¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":523,"column":37},"end":{"line":523,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11141¿Identifier¿¿13153¿length¿¿¿{"start":{"line":523,"column":52},"end":{"line":523,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11142¿VariableDeclarator¿¿13153¿v1201¿¿¿{"start":{"line":523,"column":60},"end":{"line":523,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11143¿BinaryExpression¿<¿13153¿¿¿¿{"start":{"line":523,"column":60},"end":{"line":523,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
11144¿Identifier¿¿13153¿j¿¿¿{"start":{"line":523,"column":60},"end":{"line":523,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11145¿Identifier¿¿13153¿jcount¿¿¿{"start":{"line":523,"column":64},"end":{"line":523,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11146¿WhileStatement¿¿13153¿¿¿¿{"start":{"line":523,"column":12},"end":{"line":534,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿WhileStatement
11147¿Identifier¿¿13153¿v1201¿¿¿¿¿Identifier
11148¿VariableDeclarator¿¿13153¿previousGroupName¿¿¿{"start":{"line":524,"column":20},"end":{"line":524,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11149¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":524,"column":40},"end":{"line":524,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11150¿Identifier¿¿13153¿previousGroups¿¿¿{"start":{"line":524,"column":40},"end":{"line":524,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11151¿Identifier¿¿13153¿j¿¿¿{"start":{"line":524,"column":55},"end":{"line":524,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11152¿VariableDeclarator¿¿13153¿v1203¿¿¿{"start":{"line":525,"column":16},"end":{"line":525,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11153¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":525,"column":16},"end":{"line":525,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11154¿ThisExpression¿¿13153¿¿¿¿{"start":{"line":525,"column":16},"end":{"line":525,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
11155¿Identifier¿¿13153¿groupList¿¿¿{"start":{"line":525,"column":21},"end":{"line":525,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11156¿VariableDeclarator¿¿13153¿v1204¿¿¿{"start":{"line":525,"column":52},"end":{"line":525,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11157¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":525,"column":52},"end":{"line":525,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11158¿ThisExpression¿¿13153¿¿¿¿{"start":{"line":525,"column":52},"end":{"line":525,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
11159¿Identifier¿¿13153¿groupList¿¿¿{"start":{"line":525,"column":57},"end":{"line":525,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11160¿VariableDeclarator¿¿13153¿v1205¿¿¿{"start":{"line":525,"column":52},"end":{"line":525,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11161¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":525,"column":52},"end":{"line":525,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11162¿Identifier¿¿13153¿v1204¿¿¿¿¿Identifier
11163¿Identifier¿¿13153¿previousGroupName¿¿¿{"start":{"line":525,"column":67},"end":{"line":525,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11164¿VariableDeclarator¿¿13153¿v1206¿¿¿{"start":{"line":525,"column":89},"end":{"line":525,"column":124},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11165¿CallExpression¿¿13153¿¿¿¿{"start":{"line":525,"column":89},"end":{"line":525,"column":124},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
11166¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":525,"column":89},"end":{"line":525,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11167¿ThisExpression¿¿13153¿¿¿¿{"start":{"line":525,"column":89},"end":{"line":525,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
11168¿Identifier¿¿13153¿createGroup¿¿¿{"start":{"line":525,"column":94},"end":{"line":525,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11169¿Identifier¿¿13153¿previousGroupName¿¿¿{"start":{"line":525,"column":106},"end":{"line":525,"column":123},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11170¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":525,"column":16},"end":{"line":525,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
11171¿AssignmentExpression¿=¿13153¿¿¿¿{"start":{"line":525,"column":16},"end":{"line":525,"column":124},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
11172¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":525,"column":16},"end":{"line":525,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11173¿Identifier¿¿13153¿v1203¿¿¿¿¿Identifier
11174¿Identifier¿¿13153¿previousGroupName¿¿¿{"start":{"line":525,"column":31},"end":{"line":525,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11175¿LogicalExpression¿||¿13153¿¿¿¿{"start":{"line":525,"column":52},"end":{"line":525,"column":124},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿LogicalExpression
11176¿Identifier¿¿13153¿v1205¿¿¿¿¿Identifier
11177¿Identifier¿¿13153¿v1206¿¿¿¿¿Identifier
11178¿VariableDeclarator¿¿13153¿v1207¿¿¿{"start":{"line":526,"column":36},"end":{"line":526,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11179¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":526,"column":36},"end":{"line":526,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11180¿ThisExpression¿¿13153¿¿¿¿{"start":{"line":526,"column":36},"end":{"line":526,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
11181¿Identifier¿¿13153¿groupList¿¿¿{"start":{"line":526,"column":41},"end":{"line":526,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11182¿VariableDeclarator¿¿13153¿previousGroup¿¿¿{"start":{"line":526,"column":20},"end":{"line":526,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11183¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":526,"column":36},"end":{"line":526,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11184¿Identifier¿¿13153¿v1207¿¿¿¿¿Identifier
11185¿Identifier¿¿13153¿previousGroupName¿¿¿{"start":{"line":526,"column":51},"end":{"line":526,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11186¿VariableDeclarator¿¿13153¿k¿¿¿{"start":{"line":527,"column":25},"end":{"line":527,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11187¿Literal¿number¿13153¿¿0¿¿{"start":{"line":527,"column":29},"end":{"line":527,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
11188¿VariableDeclarator¿¿13153¿kcount¿¿¿{"start":{"line":527,"column":32},"end":{"line":527,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11189¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":527,"column":41},"end":{"line":527,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11190¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":527,"column":41},"end":{"line":527,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11191¿Identifier¿¿13153¿length¿¿¿{"start":{"line":527,"column":52},"end":{"line":527,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11192¿VariableDeclarator¿¿13153¿v1208¿¿¿{"start":{"line":527,"column":60},"end":{"line":527,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11193¿BinaryExpression¿<¿13153¿¿¿¿{"start":{"line":527,"column":60},"end":{"line":527,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
11194¿Identifier¿¿13153¿k¿¿¿{"start":{"line":527,"column":60},"end":{"line":527,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11195¿Identifier¿¿13153¿kcount¿¿¿{"start":{"line":527,"column":64},"end":{"line":527,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11196¿WhileStatement¿¿13153¿¿¿¿{"start":{"line":527,"column":16},"end":{"line":533,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿WhileStatement
11197¿Identifier¿¿13153¿v1208¿¿¿¿¿Identifier
11198¿VariableDeclarator¿¿13153¿nextGroupName¿¿¿{"start":{"line":528,"column":24},"end":{"line":528,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11199¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":528,"column":40},"end":{"line":528,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11200¿Identifier¿¿13153¿nextGroups¿¿¿{"start":{"line":528,"column":40},"end":{"line":528,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11201¿Identifier¿¿13153¿k¿¿¿{"start":{"line":528,"column":51},"end":{"line":528,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11202¿VariableDeclarator¿¿13153¿v1210¿¿¿{"start":{"line":529,"column":20},"end":{"line":529,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11203¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":529,"column":20},"end":{"line":529,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11204¿ThisExpression¿¿13153¿¿¿¿{"start":{"line":529,"column":20},"end":{"line":529,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
11205¿Identifier¿¿13153¿groupList¿¿¿{"start":{"line":529,"column":25},"end":{"line":529,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11206¿VariableDeclarator¿¿13153¿v1211¿¿¿{"start":{"line":529,"column":52},"end":{"line":529,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11207¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":529,"column":52},"end":{"line":529,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11208¿ThisExpression¿¿13153¿¿¿¿{"start":{"line":529,"column":52},"end":{"line":529,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
11209¿Identifier¿¿13153¿groupList¿¿¿{"start":{"line":529,"column":57},"end":{"line":529,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11210¿VariableDeclarator¿¿13153¿v1212¿¿¿{"start":{"line":529,"column":52},"end":{"line":529,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11211¿MemberExpression¿computed¿13153¿¿¿¿{"start":{"line":529,"column":52},"end":{"line":529,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11212¿Identifier¿¿13153¿v1211¿¿¿¿¿Identifier
11213¿Identifier¿¿13153¿nextGroupName¿¿¿{"start":{"line":529,"column":67},"end":{"line":529,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11214¿VariableDeclarator¿¿13153¿v1213¿¿¿{"start":{"line":529,"column":85},"end":{"line":529,"column":116},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
11215¿CallExpression¿¿13153¿¿¿¿{"start":{"line":529,"column":85},"end":{"line":529,"column":116},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
11216¿MemberExpression¿¿13153¿¿¿¿{"start":{"line":529,"column":85},"end":{"line":529,"column":101},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
11217¿ThisExpression¿¿13153¿¿¿¿{"start":{"line":529,"column":85},"end":{"line":529,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
11218¿Identifier¿¿13153¿createGroup¿¿¿{"start":{"line":529,"column":90},"end":{"line":529,"column":101},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11219¿Identifier¿¿13153¿nextGroupName¿¿¿{"start":{"line":529,"column":102},"end":{"line":529,"column":115},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
11220¿ExpressionStatement¿¿13153¿¿¿¿{"start":{"line":529,"column":20},"end":{"line":529,"column":117},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
